"Freq [GHz]","dB(St(2,1)) [] - g_pillar_position='27.4um'","dB(St(2,1)) [] - g_pillar_position='28.4um'","dB(St(2,1)) [] - g_pillar_position='42.4um'","dB(St(2,1)) [] - g_pillar_position='57.4um'","dB(St(2,1)) [] - g_pillar_position='72.4um'","dB(St(2,1)) [] - g_pillar_position='87.4um'","dB(St(2,1)) [] - g_pillar_position='102.4um'"
39.1,-0.224850520683025,-0.229697394575997,-0.212723740754317,-0.211958519399022,-0.209621331869986,-0.213065512571003,-0.220479764176552
39.2,-0.225401318169948,-0.230253371263893,-0.213232258025915,-0.212464083545858,-0.210091376418207,-0.21355738330054,-0.220987116544112
39.3,-0.225951727274391,-0.230808761746573,-0.213740436036696,-0.212969249973952,-0.21056064008545,-0.214048871566226,-0.221493834502107
39.4,-0.226501745273732,-0.231363572534483,-0.214248271658609,-0.213474015414785,-0.211029129037638,-0.214539972737893,-0.221999923587961
39.5,-0.227051369303543,-0.231917810319086,-0.214755761633081,-0.213978376492491,-0.211496849642634,-0.215030682004355,-0.222505391212928
39.6,-0.227600596358819,-0.232471481972669,-0.215262902572654,-0.21448232972493,-0.211963808470295,-0.215520994375243,-0.223010246775017
39.7,-0.228149423295321,-0.233024594548089,-0.215769690962583,-0.214985871524794,-0.212430012292754,-0.216010904682929,-0.22351450173268
39.8,-0.228697846830872,-0.233577155278575,-0.21627612316253,-0.215488998200725,-0.212895468084437,-0.216500407584577,-0.22401816962876
39.9,-0.229245863546791,-0.23412917157749,-0.216782195408218,-0.21599170595847,-0.213360183022254,-0.216989497564213,-0.224521266054381
40,-0.229793469889289,-0.234680651038093,-0.217287903813166,-0.216493990902029,-0.213824164485685,-0.217478168934923,-0.225023808543413
40.1,-0.23034066217094,-0.235231601433308,-0.217793244370417,-0.216995849034851,-0.214287420056905,-0.21796641584114,-0.225525816389744
40.2,-0.230887436572196,-0.235782030715488,-0.218298212954269,-0.217497276261062,-0.214749957520852,-0.218454232260951,-0.226027310382406
40.3,-0.231433784967767,-0.236331942067479,-0.218802801591435,-0.217998264079327,-0.215211777982793,-0.218941607665874,-0.226528307854281
40.4,-0.231979707372734,-0.236881348911562,-0.219307009568755,-0.218498812421715,-0.215672896677393,-0.219428539926149,-0.227028836502166
40.5,-0.232525199576894,-0.237430259741864,-0.219810832411867,-0.218998916899016,-0.216133322004176,-0.21991502253106,-0.227528919186022
40.6,-0.233070257244293,-0.237978683230893,-0.220314265534894,-0.219498573027692,-0.216593062565729,-0.220401048813608,-0.228028578398012
40.7,-0.233614875914848,-0.23852662822928,-0.220817304242296,-0.219997776231166,-0.217052127167748,-0.220886611953145,-0.228527835658899
40.8,-0.234159051006054,-0.239074103765489,-0.221319943730701,-0.22049652184112,-0.217510524819098,-0.221371704978021,-0.22902671089688
40.9,-0.234702777814621,-0.239621119045585,-0.221822179090701,-0.220994805098755,-0.217968264731814,-0.221856320768297,-0.229525221834663
41,-0.235246051518238,-0.240167683452909,-0.222324005308777,-0.221492621156165,-0.218425356321147,-0.222340452058491,-0.230023383411904
41.1,-0.23578886717725,-0.24071380654784,-0.222825417269108,-0.221989965077596,-0.218881809205546,-0.222824091440404,-0.230521207269869
41.2,-0.236331219736455,-0.241259498067492,-0.223326409755427,-0.222486831840822,-0.219337633206675,-0.223307231365879,-0.231018701322354
41.3,-0.23687310402681,-0.241804767925442,-0.223826977452895,-0.22298321633844,-0.219792838349407,-0.2237898641497,-0.231515869432851
41.4,-0.237414514767238,-0.242349626211452,-0.224327114949973,-0.223479113379251,-0.220247434861784,-0.22427198197243,-0.2320127112119
41.5,-0.2379554465664,-0.242894083191167,-0.224826816740274,-0.223974517689575,-0.220701433174995,-0.224753576883334,-0.232509221941644
41.6,-0.238495893924479,-0.243438149305853,-0.225326077224428,-0.224469423914616,-0.22115484392335,-0.225234640803303,-0.23300539262743
41.7,-0.239035851235009,-0.24398183517209,-0.225824890711979,-0.224963826619818,-0.221607677944215,-0.225715165527784,-0.233501210169162
41.8,-0.239575312786646,-0.244525151581495,-0.226323251423195,-0.225457720292234,-0.222059946277964,-0.226195142729735,-0.233996657639061
41.9,-0.240114272765022,-0.245068109500434,-0.226821153490964,-0.225951099341865,-0.222511660167896,-0.22667456396262,-0.234491714647661
42,-0.240652725254548,-0.245610720069734,-0.227318590962641,-0.226443958103048,-0.222962831060165,-0.227153420663364,-0.234986357776728
42.1,-0.241190664240229,-0.246152994604405,-0.227815557801908,-0.226936290835815,-0.223413470603709,-0.227631704155381,-0.235480561056345
42.2,-0.24172808360952,-0.246694944593333,-0.228312047890605,-0.227428091727261,-0.22386359065011,-0.228109405651553,-0.235974296463708
42.3,-0.242264977154136,-0.247236581699029,-0.22880805503057,-0.227919354892921,-0.224313203253537,-0.228586516257262,-0.236467534422684
42.4,-0.242801338571884,-0.247777917757307,-0.229303572945498,-0.228410074378115,-0.224762320670598,-0.229063026973382,-0.236960244286064
42.5,-0.243337161468507,-0.248318964777044,-0.229798595282736,-0.228900244159355,-0.225210955360193,-0.229538928699328,-0.237452394785626
42.6,-0.243872439359496,-0.248859734939852,-0.23029311561512,-0.229389858145696,-0.225659119983436,-0.23001421223606,-0.237943954439165
42.7,-0.244407162935503,-0.249400239364624,-0.230787124917919,-0.229878907394927,-0.226106825226264,-0.230488865167193,-0.238434888705347
42.8,-0.244941325439764,-0.249940490760801,-0.231280616524584,-0.230367385594644,-0.226554084345005,-0.23096287796917,-0.238925166253253
42.9,-0.245474922830057,-0.250480503126966,-0.231773586286568,-0.230855289213193,-0.227000912852139,-0.231436244239967,-0.239414759956677
43,-0.246007948276876,-0.25102028933788,-0.232266027494782,-0.231342611901724,-0.227447324221622,-0.231908954414546,-0.239903640527042
43.1,-0.246540394869652,-0.251559862439698,-0.232757933374654,-0.231829347250819,-0.227893332128753,-0.232380998844583,-0.240391779707528
43.2,-0.247072255618564,-0.252099235649687,-0.233249297087839,-0.232315488791821,-0.22833895044999,-0.232852367801457,-0.240879150369163
43.3,-0.247603523456304,-0.252638422355982,-0.233740111734013,-0.232801029998202,-0.228784193262721,-0.233323051479268,-0.241365726567214
43.4,-0.248134191239941,-0.253177436117308,-0.234230370352589,-0.233285964286916,-0.229229074845067,-0.233793039997776,-0.241851483563957
43.5,-0.248664251752641,-0.25371629066275,-0.234720065924424,-0.233770285019725,-0.229673609675637,-0.234262323405395,-0.242336397823399
43.6,-0.249193697705482,-0.254254999891493,-0.235209191373552,-0.234253985504554,-0.230117812433324,-0.234730891682111,-0.242820446983774
43.7,-0.249722521739217,-0.254793577872548,-0.235697739568872,-0.234737058996845,-0.230561697997027,-0.235198734742459,-0.243303609812631
43.8,-0.250250716426039,-0.25533203884456,-0.23618570332583,-0.235219498700875,-0.231005281445418,-0.235665842438419,-0.24378586614933
43.9,-0.250778274271312,-0.255870397215521,-0.236673075408087,-0.235701297771076,-0.231448578056675,-0.23613220456234,-0.244267196838626
44,-0.251305187715353,-0.256408667562563,-0.237159848529172,-0.236182449313388,-0.231891603308183,-0.236597810849825,-0.244747583658912
44.1,-0.251831449135134,-0.256946864631712,-0.237646015354146,-0.236662946386557,-0.232334372876294,-0.237062650982602,-0.245227009247705
44.2,-0.252357050846024,-0.25748500333767,-0.238131568501203,-0.237142782003465,-0.232776902635991,-0.237526714591395,-0.24570545702668
44.3,-0.252881985103475,-0.258023098763586,-0.23861650054331,-0.237621949132416,-0.233219208660619,-0.237989991258757,-0.246182911127878
44.4,-0.25340624410475,-0.258561166160843,-0.239100804009783,-0.238100440698481,-0.233661307221531,-0.238452470521872,-0.246659356322529
44.5,-0.253929819990602,-0.259099220948827,-0.239584471387879,-0.238578249584752,-0.234103214787815,-0.238914141875391,-0.247134777953278
44.6,-0.254452704846946,-0.259637278714729,-0.240067495124385,-0.239055368633675,-0.234544948025913,-0.23937499477418,-0.247609161870559
44.7,-0.254974890706532,-0.26017535521334,-0.24054986762717,-0.239531790648308,-0.234986523799302,-0.239835018636083,-0.248082494373488
44.8,-0.255496369550594,-0.260713466366831,-0.241031581266698,-0.240007508393615,-0.235427959168164,-0.240294202844671,-0.248554762155419
44.9,-0.256017133310488,-0.261251628264558,-0.241512628377584,-0.240482514597748,-0.235869271388951,-0.240752536751926,-0.24902595225427
45,-0.256537173869349,-0.261789857162874,-0.241993001260114,-0.24095680195332,-0.236310477914093,-0.241210009680979,-0.249496052007575
45.1,-0.25705648306366,-0.262328169484921,-0.242472692181713,-0.241430363118629,-0.236751596391572,-0.241666610928726,-0.249965049011949
45.2,-0.257575045354082,-0.262866582963564,-0.242951686540771,-0.241903183455291,-0.237192644151281,-0.242122321013103,-0.250432920039798
45.3,-0.258092859659986,-0.263405113537223,-0.243429983230713,-0.242375262677503,-0.237633640094959,-0.242577137734867,-0.250899663921287
45.4,-0.258609917686411,-0.26394377813298,-0.243907574428499,-0.242846593347436,-0.238074602460384,-0.24303105032759,-0.251365268833235
45.5,-0.25912621109817,-0.264482593843961,-0.244384452284144,-0.243317167998027,-0.238515549679236,-0.243484048009179,-0.251829723089304
45.6,-0.259641731521394,-0.265021577929125,-0.244860608922136,-0.243786979134174,-0.238956500376678,-0.243936119984369,-0.252293015118419
45.7,-0.260156470545079,-0.265560747813099,-0.245336036442844,-0.244256019234028,-0.239397473370923,-0.244387255447281,-0.252755133446129
45.8,-0.260670419722598,-0.26610012108601,-0.245810726923906,-0.244724280750156,-0.239838487672786,-0.244837443583895,-0.253216066678528
45.9,-0.261183570573222,-0.266639715503273,-0.246284672421617,-0.245191756110785,-0.240279562485203,-0.245286673574516,-0.253675803488598
46,-0.261695914583618,-0.267179548985456,-0.246757864972294,-0.245658437721006,-0.240720717202786,-0.245734934596232,-0.254134332604568
46.1,-0.262207443209325,-0.267719639618033,-0.247230296593626,-0.24612431796398,-0.241161971411315,-0.246182215825312,-0.25459164280022
46.2,-0.262718147876238,-0.268260005651276,-0.247701959285994,-0.246589389202111,-0.241603344887264,-0.246628506439581,-0.255047722886832
46.3,-0.263228019982071,-0.268800665500019,-0.24817284503381,-0.247053643778262,-0.242044857597298,-0.247073795620829,-0.255502561706607
46.4,-0.263737050897771,-0.269341637743501,-0.248642945806819,-0.247517074016933,-0.242486529697772,-0.247518072557089,-0.255956148127412
46.5,-0.264245231969002,-0.269882941125162,-0.249112253561404,-0.24797967222541,-0.242928381534189,-0.247961326444981,-0.25640847103864
46.6,-0.264752554517518,-0.27042459455247,-0.249580760241835,-0.248441430694987,-0.243370433640702,-0.248403546491987,-0.256859519348126
46.7,-0.265259009842595,-0.270966617096709,-0.250048457781555,-0.248902341702072,-0.243812706739534,-0.248844721918691,-0.257309281979887
46.8,-0.265764589222422,-0.271509027992807,-0.250515338104444,-0.249362397509397,-0.244255221740473,-0.249284841961023,-0.257757747872674
46.9,-0.26626928391546,-0.272051846639122,-0.250981393126025,-0.249821590367131,-0.244697999740277,-0.249723895872456,-0.258204905979143
47,-0.266773085161856,-0.272595092597215,-0.25144661475473,-0.250279912514059,-0.245141062022136,-0.25016187292616,-0.258650745265614
47.1,-0.26727598418476,-0.273138785591681,-0.251910994893064,-0.250737356178684,-0.245584430055075,-0.250598762417182,-0.259095254712364
47.2,-0.267777972191668,-0.273682945509888,-0.252374525438837,-0.251193913580409,-0.246028125493363,-0.251034553664538,-0.259538423314286
47.3,-0.268279040375769,-0.274227592401787,-0.252837198286349,-0.251649576930613,-0.246472170175938,-0.251469236013318,-0.259980240081913
47.4,-0.268779179917275,-0.274772746479661,-0.253299005327537,-0.252104338433808,-0.246916586125775,-0.25190279883673,-0.26042069404279
47.5,-0.26927838198468,-0.275318428117882,-0.253759938453163,-0.252558190288754,-0.247361395549298,-0.252335231538198,-0.260859774243061
47.6,-0.26977663305391,-0.275864660640817,-0.254219985190553,-0.253011120153947,-0.247806622984844,-0.252766517910054,-0.261297462908081
47.7,-0.270273924146195,-0.276411465047113,-0.254679137314597,-0.253463120107272,-0.248252291331966,-0.253196647270704,-0.261733748969778
47.8,-0.270770251042135,-0.276958859511806,-0.25513739104384,-0.25391418683486,-0.248698421308097,-0.253625614719702,-0.262168628331168
47.9,-0.271265604876152,-0.277506865059589,-0.255594738275785,-0.254364312523466,-0.249145035852116,-0.254053409802135,-0.262602090133385
48,-0.271759976777374,-0.27805550287589,-0.25605117091236,-0.254813489359621,-0.249592158083086,-0.254480022103123,-0.26303412354677
48.1,-0.27225335787089,-0.278604794306556,-0.25650668086111,-0.255261709530719,-0.250039811299585,-0.25490544124972,-0.263464717773325
48.2,-0.272745739278916,-0.27915476085754,-0.256961260036156,-0.255708965226079,-0.250488018978992,-0.255329656912717,-0.263893862049129
48.3,-0.273237112122074,-0.279705424194585,-0.257414900359346,-0.256155248638045,-0.250936804776849,-0.255752658808528,-0.264321545646886
48.4,-0.273727467520564,-0.28025680614284,-0.257867593761257,-0.256600551963006,-0.251386192526101,-0.256174436700943,-0.264747757878408
48.5,-0.274216796595341,-0.28080892868655,-0.258319332182252,-0.257044867402504,-0.251836206236398,-0.256594980402914,-0.265172488097156
48.6,-0.274705090469316,-0.281361813968632,-0.258770107573533,-0.257488187164265,-0.252286870093408,-0.257014279778332,-0.265595725700765
48.7,-0.275192340268503,-0.281915484290317,-0.259219911898098,-0.257930503463247,-0.252738208458046,-0.257432324743722,-0.266017460133576
48.8,-0.27567853712322,-0.28246996211073,-0.259668737131837,-0.258371808522698,-0.25319024586575,-0.25784910526994,-0.266437680889111
48.9,-0.276163672169183,-0.283025270046465,-0.260116575264459,-0.258812094575189,-0.253643007025721,-0.258264611383851,-0.266856377512577
49,-0.276647736548674,-0.283581430871138,-0.260563418300514,-0.259251353863649,-0.254096516820191,-0.258678833170011,-0.267273539603305
49.1,-0.277130721411674,-0.284138467514935,-0.261009258260362,-0.259689578642402,-0.254550800303607,-0.259091760772207,-0.267689156817158
49.2,-0.277612617916978,-0.284696403064131,-0.26145408718116,-0.260126761178185,-0.255005882701901,-0.25950338439517,-0.268103218868934
49.3,-0.278093417233284,-0.285255260760575,-0.261897897117791,-0.260562893751169,-0.25546178941167,-0.259913694306037,-0.268515715534677
49.4,-0.27857311054033,-0.285815064001192,-0.262340680143841,-0.260997968655991,-0.255918545999395,-0.260322680835988,-0.26892663665402
49.5,-0.279051689029932,-0.286375836337433,-0.262782428352521,-0.261431978202732,-0.256376178200635,-0.260730334381713,-0.269335972132396
49.6,-0.279529143907133,-0.286937601474722,-0.263223133857617,-0.261864914717973,-0.25683471191919,-0.26113664540696,-0.269743711943295
49.7,-0.280005466391212,-0.287500383271869,-0.263662788794391,-0.262296770545749,-0.257294173226315,-0.261541604443983,-0.270149846130387
49.8,-0.280480647716799,-0.28806420574047,-0.264101385320529,-0.262727538048592,-0.257754588359851,-0.261945202095005,-0.270554364809678
49.9,-0.280954679134881,-0.288629093044291,-0.264538915616998,-0.263157209608457,-0.258215983723402,-0.262347429033664,-0.27095725817158
50,-0.281427551913896,-0.289195069498598,-0.264975371888977,-0.263585777627831,-0.258678385885471,-0.26274827600641,-0.271358516482897
