"Freq [GHz]","dB(St(2,1)) [] - g_pillar_position='27.4um'","dB(St(2,1)) [] - g_pillar_position='28.4um'","dB(St(2,1)) [] - g_pillar_position='42.4um'","dB(St(2,1)) [] - g_pillar_position='57.4um'","dB(St(2,1)) [] - g_pillar_position='72.4um'","dB(St(2,1)) [] - g_pillar_position='87.4um'","dB(St(2,1)) [] - g_pillar_position='102.4um'"
18.5,-0.104468953614127,-0.106644866133282,-0.101290295582939,-0.101194939175971,-0.101090715936392,-0.103211907290373,-0.104346031318708
18.6,-0.105017890821975,-0.107207390813854,-0.101807555787671,-0.101707929289036,-0.101595717717717,-0.103732749148203,-0.104884765568773
18.7,-0.105568748800147,-0.107771407582039,-0.102326528872368,-0.102222567194339,-0.102102055171241,-0.104255257206532,-0.105425420205025
18.8,-0.106121501489406,-0.108336895913682,-0.102847187866977,-0.102738826357933,-0.102609709146575,-0.104779402719498,-0.105967971434265
18.9,-0.106676122461722,-0.108903835290402,-0.103369505452013,-0.10325667995311,-0.103118660486054,-0.105305156592178,-0.106512395088545
19,-0.10723258492749,-0.109472205201629,-0.103893453968042,-0.103776100870547,-0.10362889002622,-0.105832489389792,-0.107058666626349
19.1,-0.107790861743134,-0.110041985146611,-0.104419005425509,-0.10429706172876,-0.104140378599309,-0.106361371347345,-0.107606761134003
19.2,-0.108350925419096,-0.110613154636416,-0.104946131515056,-0.104819534884963,-0.104653107034763,-0.106891772379654,-0.108156653327414
19.3,-0.108912748128208,-0.111185693195921,-0.105474803618211,-0.105343492446217,-0.105167056160694,-0.107423662091816,-0.108708317554083
19.4,-0.109476301714458,-0.111759580365773,-0.106004992818488,-0.105868906280904,-0.105682206805447,-0.10795700979007,-0.10926172779545
19.5,-0.110041557702137,-0.112334795704351,-0.106536669912872,-0.106395748030556,-0.106198539799074,-0.10849178449306,-0.109816857669531
19.6,-0.110608487305383,-0.112911318789684,-0.107069805423735,-0.106923989121953,-0.106716035974899,-0.109027954943519,-0.110373680433942
19.7,-0.111177061438059,-0.113489129221412,-0.107604369611087,-0.107453600779543,-0.107234676171014,-0.109565489620311,-0.110932168989196
19.8,-0.111747250724071,-0.114068206622648,-0.10814033248523,-0.107984554038128,-0.107754441231841,-0.110104356750919,-0.111492295882412
19.9,-0.112319025507984,-0.114648530641899,-0.108677663819765,-0.108516819755841,-0.10827531200968,-0.11064452432426,-0.112054033311365
20,-0.112892355866058,-0.115230080954939,-0.109216333164975,-0.109050368627386,-0.108797269366222,-0.1111859601039,-0.112617353128914
20.1,-0.113467211617611,-0.115812837266666,-0.109756309861526,-0.109585171197509,-0.109320294174135,-0.111728631641656,-0.113182226847785
20.2,-0.114043562336728,-0.116396779312968,-0.110297563054508,-0.110121197874724,-0.109844367318605,-0.112272506291493,-0.11374862564579
20.3,-0.114621377364327,-0.116981886862546,-0.110840061707812,-0.110658418945257,-0.110369469698877,-0.112817551223831,-0.11431652037138
20.4,-0.115200625820585,-0.11756813971874,-0.111383774618795,-0.111196804587189,-0.11089558222985,-0.113363733440167,-0.114885881549649
20.5,-0.115781276617587,-0.118155517721339,-0.111928670433238,-0.111736324884794,-0.111422685843592,-0.113911019788,-0.115456679388718
20.6,-0.116363298472439,-0.118744000748392,-0.112474717660584,-0.112276949843055,-0.111950761490962,-0.114459376976078,-0.116028883786531
20.7,-0.116946672746762,-0.119333579160045,-0.113021895360017,-0.112818659645315,-0.112479799301712,-0.115008781435381,-0.116602477531849
20.8,-0.11753135437044,-0.119924222089514,-0.113570160532883,-0.113361413359457,-0.113009770745208,-0.11555918915228,-0.11717741613468
20.9,-0.11811731155271,-0.12051590954152,-0.114119481371556,-0.113905180840622,-0.113540656838646,-0.11611056651158,-0.11775366859947
21,-0.118704512363388,-0.121108621566133,-0.114669825996092,-0.114449931924707,-0.114072438624299,-0.116662879823755,-0.118331203652167
21.1,-0.119292924747303,-0.121702338260528,-0.115221162470627,-0.114995636443487,-0.114605097171068,-0.117216095341574,-0.118909989749147
21.2,-0.119882516538959,-0.122297039770689,-0.115773458819933,-0.115542264239862,-0.115138613576074,-0.117770179276912,-0.119489995086506
21.3,-0.120473255477489,-0.122892706293138,-0.116326683046136,-0.116089785183097,-0.11567296896618,-0.118325097817722,-0.12007118760982
21.4,-0.121065109221709,-0.123489318076615,-0.116880803145557,-0.116638169184116,-0.116208144499595,-0.118880817145257,-0.120653535024314
21.5,-0.121658045365482,-0.124086855423736,-0.11743578712566,-0.117187386210828,-0.116744121367396,-0.11943730345139,-0.121237004805446
21.6,-0.122252031453177,-0.124685298692715,-0.11799160302212,-0.117737406303431,-0.117280880795112,-0.119994522956118,-0.121821564209853
21.7,-0.122847034995311,-0.125284628298981,-0.118548218915923,-0.118288199589666,-0.117818404044264,-0.12055244192515,-0.122407180286792
21.8,-0.123443023484368,-0.125884824716841,-0.119105602950538,-0.118839736300085,-0.118356672413944,-0.121111026687622,-0.122993819889928
21.9,-0.124039964410681,-0.12648586848111,-0.119663723349119,-0.119391986783194,-0.118895667242327,-0.121670243653867,-0.123581449689494
22,-0.124637825278476,-0.127087740188733,-0.120222548431673,-0.119944921520562,-0.119435369908259,-0.122230059333246,-0.124170036184912
22.1,-0.125236573621968,-0.127690420500402,-0.120782046632265,-0.120498511141769,-0.119975761832764,-0.122790440352002,-0.124759545717737
22.2,-0.125836177021558,-0.128293890142146,-0.121342186516118,-0.121052726439296,-0.120516824480626,-0.12335135347115,-0.125349944484998
22.3,-0.126436603120021,-0.128898129906924,-0.12190293679672,-0.121607538383233,-0.121058539361906,-0.123912765604318,-0.125941198552923
22.4,-0.127037819638803,-0.129503120656199,-0.122464266352754,-0.122162918135811,-0.121600888033463,-0.124474643835554,-0.126533273870984
22.5,-0.12763979439426,-0.130108843321514,-0.123026144245007,-0.122718837065799,-0.122143852100515,-0.125036955437084,-0.127126136286325
22.6,-0.128242495313918,-0.130715278906015,-0.123588539733077,-0.123275266762675,-0.12268741321815,-0.125599667886991,-0.127719751558527
22.7,-0.128845890452703,-0.131322408486036,-0.124151422291957,-0.123832179050562,-0.123231553092852,-0.126162748886724,-0.128314085374695
22.8,-0.129449948009078,-0.131930213212594,-0.124714761628418,-0.124389546001945,-0.123776253484023,-0.126726166378567,-0.128909103364897
22.9,-0.130054636341171,-0.132538674312925,-0.125278527697221,-0.124947339951161,-0.124321496205473,-0.127289888562843,-0.12950477111788
23,-0.130659923982771,-0.133147773091989,-0.125842690717049,-0.12550553350755,-0.124867263126978,-0.127853883915008,-0.13010105419713
23.1,-0.131265782291295,-0.133757493877711,-0.12640722284421,-0.126064101262916,-0.125413538568441,-0.12841812223677,-0.130697920835862
23.2,-0.131872179754463,-0.134367817868815,-0.126972094455352,-0.126623016032976,-0.12596030425706,-0.128982572162803,-0.131295336100058
23.3,-0.132479082752931,-0.13497872358189,-0.127537274864961,-0.12718224951407,-0.126507539761867,-0.129547201920774,-0.131893262733646
23.4,-0.133086460687693,-0.135590192650074,-0.128102735511516,-0.127741775551099,-0.127055227193187,-0.130111981262888,-0.13249166636735
23.5,-0.133694283213812,-0.136202206791636,-0.128668448173641,-0.128301568325682,-0.127603348724797,-0.130676880298762,-0.133090512692041
23.6,-0.134302520255404,-0.136814747811463,-0.129234384984249,-0.128861602367372,-0.128151886595432,-0.131241869510823,-0.133689767476606
23.7,-0.134911142020383,-0.13742779760246,-0.129800518444286,-0.129421852564494,-0.128700823110237,-0.131806919769377,-0.134289396586072
23.8,-0.135520119014939,-0.138041338146953,-0.130366821436145,-0.129982294174555,-0.129250140642237,-0.132372002347312,-0.134889366000107
23.9,-0.136129422057784,-0.138655351518151,-0.130933267236612,-0.130542902834281,-0.129799821633836,-0.132937088934387,-0.135489641831812
24,-0.136739022294028,-0.139269819881491,-0.131499829529411,-0.131103654569237,-0.130349848598209,-0.133502151651101,-0.136090190346894
24.1,-0.137348891208809,-0.139884725496064,-0.132066482417327,-0.131664525802981,-0.130900204120805,-0.134067163062125,-0.136690977983174
24.2,-0.137959000640561,-0.140500050715953,-0.132633200433806,-0.132225493365837,-0.131450870860771,-0.134632096189257,-0.137291971370567
24.3,-0.138569322793905,-0.141115777991645,-0.133199958554172,-0.132786534503191,-0.132001831552387,-0.135196924523895,-0.137893137351447
24.4,-0.139179830252226,-0.14173188987134,-0.133766732206285,-0.13334762688333,-0.132553069006514,-0.135761622039029,-0.138494443001557
24.5,-0.139790495989832,-0.142348369002312,-0.134333497280709,-0.133908748604844,-0.133104566111993,-0.136326163200676,-0.139095855651421
24.6,-0.140401293383723,-0.142965198132258,-0.134900230140421,-0.134469878203517,-0.133656305837098,-0.136890522978804,-0.139697342908431
24.7,-0.141012196224935,-0.1435823601106,-0.13546690762993,-0.135030994658822,-0.134208271230921,-0.137454676857661,-0.140298872679568
24.8,-0.141623178729491,-0.144199837889798,-0.136033507083905,-0.13559207739982,-0.134760445424796,-0.138018600845584,-0.140900413194911
24.9,-0.14223421554887,-0.144817614526662,-0.136600006335238,-0.136153106310723,-0.135312811633684,-0.138582271484152,-0.141501933031994
25,-0.142845281780042,-0.145435673183637,-0.137166383722581,-0.136714061735825,-0.135865353157594,-0.139145665856784,-0.142103401141107
25.1,-0.143456352975027,-0.146053997130068,-0.137732618097304,-0.137274924484064,-0.136418053382935,-0.139708761596687,-0.142704786871669
25.2,-0.144067405150009,-0.146672569743497,-0.138298688829899,-0.13783567583302,-0.136970895783919,-0.140271536894171,-0.143306059999726
25.3,-0.144678414793922,-0.147291374510903,-0.138864575815803,-0.138396297532459,-0.137523863923939,-0.140833970503346,-0.143907190756654
25.4,-0.145289358876553,-0.147910395029939,-0.139430259480701,-0.138956771807384,-0.138076941456909,-0.141396041748104,-0.144508149859273
25.5,-0.145900214856163,-0.148529615010199,-0.139995720785159,-0.139517081360576,-0.138630112128648,-0.141957730527465,-0.145108908541287
25.6,-0.146510959397145,-0.149149019915286,-0.140560938692687,-0.140077207435965,-0.139183360376853,-0.142519013194924,-0.145709436075917
25.7,-0.147121571840182,-0.149768591734723,-0.14112589744653,-0.140637135331348,-0.139736669229419,-0.143079874585261,-0.146309706821283
25.8,-0.147732031163907,-0.150388314524495,-0.14169057964987,-0.141196849207046,-0.140290022718699,-0.143640296364656,-0.146909693783284
25.9,-0.148342316860848,-0.151008172457381,-0.142254968453833,-0.141756333706582,-0.140843404974371,-0.144200260788875,-0.147509370625926
26,-0.148952408942392,-0.151628149824175,-0.142819047559319,-0.142315573956787,-0.141396800224749,-0.144759750705002,-0.148108711709226
26.1,-0.149562287943175,-0.152248231034812,-0.143382801218172,-0.142874555567525,-0.141950192798101,-0.145318749552478,-0.148707692127769
26.2,-0.150171934925002,-0.152868400619572,-0.143946214233853,-0.14343326463086,-0.142503567123977,-0.145877241363349,-0.149306287749267
26.3,-0.150781331480193,-0.153488643230214,-0.144509271961516,-0.143991687719874,-0.143056907734491,-0.146435210761801,-0.149904475252549
26.4,-0.151390459734383,-0.15410894364111,-0.14507196030755,-0.144549811886934,-0.143610199265624,-0.146992642962841,-0.150502232163976
26.5,-0.151999302348808,-0.154729286750387,-0.145634265728562,-0.145107624661624,-0.144163426458522,-0.147549523770265,-0.151099536891165
26.6,-0.152607842522041,-0.155349657581047,-0.146196175229826,-0.145665114048197,-0.144716574160755,-0.148105839573751,-0.151696368752712
26.7,-0.153216063991197,-0.155970041282073,-0.146757676363215,-0.146222268522597,-0.145269627327618,-0.148661577345199,-0.152292708002246
26.8,-0.153823951032612,-0.156590423129524,-0.147318757224571,-0.146779077029132,-0.145822571023367,-0.149216724634125,-0.152888535845093
26.9,-0.154431488461986,-0.157210788527632,-0.147879406450626,-0.147335528976698,-0.146375390422517,-0.149771269562296,-0.153483834445534
27,-0.155038661634025,-0.157831123009876,-0.148439613215382,-0.147891614234644,-0.146928070811043,-0.15032520081737,-0.154078586922741
27.1,-0.155645456441553,-0.158451412240053,-0.148999367225996,-0.148447323128268,-0.147480597587668,-0.150878507645685,-0.154672777333353
27.2,-0.156251859314128,-0.159071642013327,-0.149558658718247,-0.149002646433932,-0.148032956265086,-0.151431179843997,-0.155266390639025
27.3,-0.156857857216131,-0.159691798257287,-0.150117478451468,-0.14955757537384,-0.148585132471169,-0.151983207750285,-0.155859412657572
27.4,-0.15746343764443,-0.160311867032966,-0.150675817703092,-0.150112101610488,-0.149137111950218,-0.152534582233422,-0.156451829997004
27.5,-0.158068588625472,-0.160931834535895,-0.151233668262729,-0.150666217240794,-0.149688880564159,-0.153085294681706,-0.157043629972553
27.6,-0.158673298711985,-0.161551687097087,-0.151791022425843,-0.151219914789876,-0.150240424293761,-0.153635336990254,-0.157634800507812
27.7,-0.159277556979165,-0.162171411184061,-0.152347872987004,-0.151773187204607,-0.150791729239813,-0.154184701546949,-0.158225330022316
27.8,-0.159881353020431,-0.162790993401833,-0.152904213232789,-0.152326027846804,-0.151342781624339,-0.154733381217074,-0.158815207309064
27.9,-0.160484676942759,-0.163410420493893,-0.153460036934279,-0.152878430486233,-0.151893567791763,-0.155281369326296,-0.159404421406778
28,-0.161087516957547,-0.164029678454812,-0.154015335752875,-0.153430387090876,-0.152444072773014,-0.155828656192829,-0.159992958115364
28.1,-0.161689864062152,-0.164648754122824,-0.154570104335194,-0.153981892151372,-0.152994282969277,-0.156375235926987,-0.160580806432072
28.2,-0.162291712247131,-0.165267635492666,-0.155124340431157,-0.154532942803603,-0.153544186475423,-0.156921106547292,-0.161167958703194
28.3,-0.162893053632132,-0.16588630987544,-0.155678039680548,-0.155083534384232,-0.154093770140811,-0.157466263022827,-0.161754403771968
28.4,-0.163493880820536,-0.166504764725518,-0.156231198164866,-0.155633662598827,-0.154643020943024,-0.158010700666208,-0.162340130223773
28.5,-0.164094186892389,-0.167122987641471,-0.156783812397916,-0.156183323513501,-0.155191925989042,-0.158554415101891,-0.16292512635611
28.6,-0.164693965397014,-0.167740966366969,-0.157335879316187,-0.156732513546401,-0.155740472516321,-0.159097402230723,-0.163509380180607
28.7,-0.165293210345278,-0.168358688791694,-0.157887396268995,-0.157281229459007,-0.15628864789397,-0.159639658189846,-0.164092879457189
28.8,-0.165891916201531,-0.168976142952232,-0.158438361008382,-0.157829468347334,-0.156836439623814,-0.160181179307289,-0.1646756117583
28.9,-0.166490077875301,-0.169593317032921,-0.158988771678832,-0.158377227632954,-0.157383835341521,-0.160721962050146,-0.165257564559327
29,-0.16708769071264,-0.170210199366754,-0.159538626806803,-0.158924505053991,-0.157930822817684,-0.161262002965041,-0.165838725349588
29.1,-0.167684750487281,-0.170826778436242,-0.160087925290112,-0.159471298655899,-0.15847738995893,-0.161801298609379,-0.166419081757355
29.2,-0.168281253391455,-0.171443042874214,-0.16063666638712,-0.160017606782268,-0.159023524808965,-0.162339845471291,-0.166998621681911
29.3,-0.168877196026555,-0.172058981464699,-0.161184849705863,-0.160563428065485,-0.159569215549683,-0.162877639875854,-0.167577333425691
29.4,-0.169472575393547,-0.17267458314374,-0.161732475192981,-0.161108761417368,-0.160114450502193,-0.163414677874484,-0.168155205820324
29.5,-0.170067388883167,-0.173289837000211,-0.162279543122621,-0.161653606019732,-0.160659218127892,-0.163950955113461,-0.168732228341339
29.6,-0.170661634265967,-0.173904732276606,-0.162826054085216,-0.162197961314951,-0.161203507029519,-0.164486466676706,-0.16930839120761
29.7,-0.171255309682173,-0.174519258369861,-0.163372008976233,-0.162741826996471,-0.161747305952177,-0.165021206896569,-0.169883685462947
29.8,-0.171848413631371,-0.17513340483212,-0.163917408984809,-0.163285202999314,-0.162290603784366,-0.165555169124653,-0.170458103038639
29.9,-0.172440944962098,-0.175747161371509,-0.16446225558243,-0.163828089490591,-0.162833389559005,-0.166088345453074,-0.171031636796823
30,-0.173032902861267,-0.176360517852925,-0.165006550511531,-0.164370486860048,-0.16337565245446,-0.166620726373971,-0.171604280555598
30.1,-0.173624286843528,-0.176973464298748,-0.16555029577412,-0.164912395710575,-0.163917381795526,-0.16715230036327,-0.17217602909751
30.2,-0.174215096740489,-0.177585990889618,-0.166093493620379,-0.165453816848823,-0.164458567054443,-0.167683053372873,-0.172746878163485
30.3,-0.174805332689918,-0.178198087965161,-0.166636146537347,-0.165994751275809,-0.164999197851869,-0.1682129682163,-0.173316824434474
30.4,-0.175394995124827,-0.178809746024688,-0.167178257237551,-0.166535200177587,-0.165539263957881,-0.168742023840265,-0.173885865503332
30.5,-0.17598407915634,-0.179420951243056,-0.167719823390882,-0.167075160184049,-0.166078749561416,-0.169270185521006,-0.174453990942342
30.6,-0.176572591405364,-0.18003169875254,-0.168260853447874,-0.16761463758799,-0.166617650277723,-0.169797430221766,-0.175021208954134
30.7,-0.177160533132042,-0.180641979540388,-0.168801350735323,-0.16815363407954,-0.167155956335219,-0.170323720276361,-0.175587519654401
30.8,-0.177747905847479,-0.181251784756367,-0.169341318760467,-0.168692151496986,-0.167693658115626,-0.170849012036166,-0.176152923900822
30.9,-0.178334711302721,-0.181861105713406,-0.169880761199986,-0.16923019181781,-0.168230746154843,-0.171373258532706,-0.176717423245728
31,-0.178920951477817,-0.182469933888289,-0.170419681889182,-0.169767757149904,-0.168767211143946,-0.171896418681332,-0.177281019889055
31.1,-0.179506628570883,-0.18307826092227,-0.170958084811213,-0.170304849722864,-0.169303043930062,-0.172418483942489,-0.177843716632392
31.2,-0.180091744987203,-0.18368607862174,-0.17149597408651,-0.170841471879369,-0.169838235517308,-0.172939553300161,-0.178405516834654
31.3,-0.18067630332839,-0.184293378958813,-0.17203335396227,-0.171377626066764,-0.170372777067688,-0.173460051455082,-0.178966424369637
31.4,-0.181260306381647,-0.184900154071988,-0.172570228802154,-0.171913314828696,-0.170906659901978,-0.173981417235828,-0.179526443585828
31.5,-0.181843757109066,-0.185506396266731,-0.173106603076064,-0.172448540796899,-0.171439875500618,-0.174508573614963,-0.180085579268334
31.6,-0.182426658637029,-0.186112098016056,-0.173642481350133,-0.172983306683187,-0.171972415504617,-0.175060578796749,-0.180643836603109
31.7,-0.18300901424571,-0.186717251961148,-0.174177868276879,-0.173517615271489,-0.172504271716386,-0.17572719943747,-0.18120122114332
31.8,-0.183590827358689,-0.187321850911897,-0.174712768585489,-0.174051469410085,-0.173035436100614,-0.176862650118647,-0.181757738777743
31.9,-0.184172101532688,-0.187925887847483,-0.175247187072312,-0.174584872004023,-0.173565900785138,-0.177772960145368,-0.182313395701112
32,-0.184752840447416,-0.188529355916928,-0.175781128591547,-0.175117826007625,-0.174095658061751,-0.177816248988214,-0.182868198386141
32.1,-0.185333047895543,-0.189132248439622,-0.176314598046083,-0.175650334417222,-0.174624700387082,-0.17807034798108,-0.183422153557249
32.2,-0.185912727772857,-0.189734558905871,-0.176847600378558,-0.176182400263987,-0.175153020383376,-0.178469308053636,-0.183975268165639
32.3,-0.186491884068509,-0.190336280977419,-0.177380140562604,-0.176714026606985,-0.175680610839362,-0.178924477922844,-0.184527549365695
32.4,-0.187070520855484,-0.190937408487935,-0.177912223594333,-0.177245216526352,-0.176207464711024,-0.179404582456621,-0.185079004492523
32.5,-0.187648642281159,-0.191537935443535,-0.178443854483926,-0.177775973116678,-0.17673357512243,-0.179897307249395,-0.185629641040496
32.6,-0.188226252558087,-0.19213785602326,-0.178975038247562,-0.178306299480528,-0.177258935366498,-0.180397052000958,-0.186179466642706
32.7,-0.188803355954923,-0.192737164579554,-0.179505779899469,-0.178836198722152,-0.177783538905803,-0.180900961237509,-0.18672848905118
32.8,-0.189379956787548,-0.193335855638736,-0.180036084444211,-0.179365673941385,-0.178307379373339,-0.181407445505112,-0.187276716117818
32.9,-0.189956056989619,-0.193933920823348,-0.180565954775292,-0.179894726179326,-0.178830446772813,-0.181915562695079,-0.187824151955259
33,-0.190531661009095,-0.194531354937409,-0.181095395926804,-0.180423358553304,-0.179352734995942,-0.182424711664289,-0.188370804676276
33.1,-0.191106775694244,-0.19512815608998,-0.181624414946907,-0.180951576177228,-0.179874241968021,-0.182934497434899,-0.188916686183675
33.2,-0.191681405464803,-0.195724319512301,-0.182153016727408,-0.181479382074537,-0.180394962016271,-0.18344465614241,-0.189461804549535
33.3,-0.192255554745813,-0.196319840611675,-0.182681206114887,-0.18200677923606,-0.180914889642095,-0.183955002810801,-0.190006167857648
33.4,-0.192829227959909,-0.196914714971844,-0.183208987904318,-0.182533770614959,-0.181434019521816,-0.18446540471189,-0.190549784187258
33.5,-0.193402429519795,-0.197508938353419,-0.183736366832875,-0.183060359121839,-0.181952346507401,-0.184975764762189,-0.19109266159708
33.6,-0.193975163820934,-0.198102506694226,-0.184263347573966,-0.183586547619995,-0.182469865627155,-0.18548601082565,-0.19163480810955
33.7,-0.194547435234404,-0.19869541610971,-0.184789934731495,-0.184112338920897,-0.18298657208641,-0.185996088618539,-0.192176231695406
33.8,-0.195119248100028,-0.199287662893257,-0.185316132834326,-0.184637735779784,-0.18350246126823,-0.186505956881757,-0.192716940258464
33.9,-0.195690606719644,-0.199879243516571,-0.185841946330964,-0.185162740891452,-0.184017528734081,-0.187015584020675,-0.193256941620601
34,-0.196261515350626,-0.200470154629978,-0.186367379584473,-0.185687356886223,-0.184531770224498,-0.187524945718621,-0.193796243506985
34.1,-0.196831978199609,-0.201060393062798,-0.186892436867549,-0.186211586326042,-0.185045181659744,-0.188034023210733,-0.194334853531487
34.2,-0.197401999416397,-0.201649955823606,-0.187417122357863,-0.186735431700757,-0.185557759140475,-0.188542802014673,-0.194872779182265
34.3,-0.197971583088104,-0.202238840100578,-0.187941440133573,-0.187258895424572,-0.186069498948368,-0.189051270983316,-0.195410027807531
34.4,-0.1985407332335,-0.202827043261766,-0.188465394169089,-0.18778197983265,-0.186580397546767,-0.189559421587889,-0.195946606601503
34.5,-0.199109453797549,-0.203414562855376,-0.18898898833093,-0.188304687177835,-0.187090451581302,-0.19006724736873,-0.196482522590529
34.6,-0.199677748646165,-0.204001396610058,-0.189512226373936,-0.1888270196276,-0.187599657880501,-0.1905747435095,-0.197017782619324
34.7,-0.200245621561186,-0.204587542435142,-0.190035111937563,-0.189348979261071,-0.188108013456403,-0.191081906503614,-0.197552393337431
34.8,-0.200813076235497,-0.205172998420912,-0.190557648542388,-0.18987056806626,-0.188615515505168,-0.191588733890224,-0.198086361185785
34.9,-0.201380116268438,-0.205757762838808,-0.191079839586847,-0.190391787937428,-0.189122161407647,-0.192095224043407,-0.198619692383466
35,-0.201946745161322,-0.206341834141705,-0.191601688344133,-0.190912640672529,-0.189627948729958,-0.192601376002278,-0.199152392914563
35.1,-0.202512966313227,-0.206925210964087,-0.192123197959276,-0.191433127970909,-0.190132875224088,-0.193107189333039,-0.199684468515259
35.2,-0.20307878301694,-0.207507892122264,-0.192644371446399,-0.191953251431039,-0.190636938828434,-0.1936126640161,-0.200215924661008
35.3,-0.203644198455078,-0.208089876614588,-0.193165211686175,-0.192473012548461,-0.191140137668337,-0.194117800353025,-0.200746766553949
35.4,-0.20420921182131,-0.208671156777204,-0.193685718208622,-0.192992409187584,-0.19164246154738,-0.194622595584535,-0.201276993181576
35.5,-0.204773829996787,-0.20925173880866,-0.194205896882814,-0.193511446181137,-0.19214391745052,-0.195127053756922,-0.201806615174034
35.6,-0.205338055808955,-0.209831622259591,-0.194725750171404,-0.194030124701459,-0.192644504072593,-0.195631175722987,-0.202335636830504
35.7,-0.205901891961454,-0.210410806863345,-0.19524528039501,-0.194548445810806,-0.193144220297548,-0.19613496241388,-0.202864062127917
35.8,-0.206465341031174,-0.210989292536114,-0.195764489730454,-0.195066410459896,-0.19364306519894,-0.196638414800635,-0.203391894709472
35.9,-0.207028405465551,-0.21156707937706,-0.196283380209246,-0.195584019486586,-0.194141038040451,-0.197141533861348,-0.203919137873451
36,-0.207591087579948,-0.212144167668432,-0.196801953716121,-0.196101273614616,-0.194638138276355,-0.197644320553103,-0.204445794562458
36.1,-0.208153389555263,-0.212720557875675,-0.197320211987792,-0.196618173452536,-0.195134365552026,-0.198146775787812,-0.204971867353119
36.2,-0.208715313435675,-0.213296250647535,-0.197838156611835,-0.197134719492659,-0.195629719704372,-0.198648900411424,-0.205497358446232
36.3,-0.209276861126567,-0.213871246816141,-0.19835578902568,-0.197650912110177,-0.196124200762335,-0.199150695185924,-0.206022269657701
36.4,-0.209838034392596,-0.214445547397076,-0.198873110515777,-0.198166751562338,-0.196617808947317,-0.199652160773697,-0.206546602410138
36.5,-0.21039883485592,-0.215019153589452,-0.199390122216843,-0.198682237987787,-0.197110544673643,-0.200153297724012,-0.207070357725418
36.6,-0.210959263994591,-0.21559206677596,-0.199906825111313,-0.199197371405887,-0.197602408548983,-0.200654106461196,-0.207593536218353
36.7,-0.211519323141049,-0.216164288522912,-0.200423220028832,-0.199712151716283,-0.19809340137477,-0.201154587274352,-0.208116138091652
36.8,-0.212079013480822,-0.216735820580286,-0.20093930764591,-0.200226578698399,-0.198583524146647,-0.201654740308436,-0.208638163132505
36.9,-0.212638336051319,-0.217306664881735,-0.201455088485695,-0.200740652011151,-0.19907277805484,-0.202154565556419,-0.209159610710969
37,-0.213197291740787,-0.217876823544622,-0.201970562917834,-0.20125437119266,-0.199561164484575,-0.202654062852504,-0.209680479780624
37.1,-0.213755881287373,-0.218446298869998,-0.202485731158462,-0.20176773566011,-0.200048685016456,-0.203153231866249,-0.210200768881797
37.2,-0.214314105278334,-0.219015093342617,-0.2030005932703,-0.202280744709594,-0.200535341426855,-0.20365207209741,-0.210720476147867
37.3,-0.214871964149385,-0.219583209630913,-0.203515149162802,-0.202793397516153,-0.201021135688268,-0.204150582871573,-0.211239599315168
37.4,-0.215429458184115,-0.22015065058697,-0.20402939859248,-0.203305693133792,-0.2015060699697,-0.204648763336321,-0.21175813573703
37.5,-0.215986587513585,-0.22071741924648,-0.204543341163253,-0.203817630495604,-0.201990146636969,-0.205146612458022,-0.21227608240269
37.6,-0.21654335211601,-0.221283518828715,-0.205056976326935,-0.204329208413959,-0.20247336825312,-0.205644129019106,-0.212793435961733
37.7,-0.217099751816528,-0.221848952736473,-0.205570303383773,-0.204840425580774,-0.202955737578689,-0.206141311615773,-0.213310192754912
37.8,-0.217655784494473,-0.222413721328864,-0.206083319963687,-0.205351278784863,-0.203437253424078,-0.20663815700259,-0.213826345887283
37.9,-0.218211449659523,-0.222977828432517,-0.206596025049186,-0.205861766454169,-0.203917918994204,-0.207134663369677,-0.214341891141765
38,-0.218766748463444,-0.223541281250756,-0.207108419000256,-0.206371888693451,-0.204397741812866,-0.207630830384413,-0.214856827135944
38.1,-0.219321680114826,-0.224104083924868,-0.207620500513786,-0.206881643713168,-0.204876725439453,-0.208126655877619,-0.215371149441272
38.2,-0.219876243669698,-0.224666240779229,-0.208132268139082,-0.207391029605459,-0.205354873632422,-0.208622137488006,-0.215884853604769
38.3,-0.2204304380319,-0.225227756321212,-0.208643720278816,-0.207900044344791,-0.205832190349538,-0.209117272661875,-0.216397935237853
38.4,-0.220984261953593,-0.225788635241025,-0.209154855190152,-0.20840868578856,-0.206308679748167,-0.209612058653101,-0.216910390117668
38.5,-0.221537714035765,-0.226348882411642,-0.20966567098581,-0.208916951677819,-0.206784346185547,-0.210106492523319,-0.217422214301681
38.6,-0.222090792728875,-0.226908502888608,-0.210176165635274,-0.209424839637978,-0.207259194218995,-0.210600571142307,-0.217933404255499
38.7,-0.222643496333585,-0.227467501909932,-0.210686336966017,-0.209932347179605,-0.207733228606177,-0.211094291188604,-0.218443956993875
38.8,-0.223195823001484,-0.228025884895921,-0.211196182664792,-0.21043947169923,-0.208206454305327,-0.211587649150244,-0.218953870233988
38.9,-0.223747770735985,-0.22858365744902,-0.211705700278961,-0.210946210480201,-0.208678876475461,-0.212080641325717,-0.219463142559593
39,-0.224299337393226,-0.229140825353644,-0.212214887217883,-0.211452560693562,-0.20915050047661,-0.212573263825035,-0.219971773593723
