"Freq [GHz]","lost_power_fraction [] - g_pillar_position='27.4um'","lost_power_fraction [] - g_pillar_position='28.4um'","lost_power_fraction [] - g_pillar_position='42.4um'","lost_power_fraction [] - g_pillar_position='57.4um'","lost_power_fraction [] - g_pillar_position='72.4um'","lost_power_fraction [] - g_pillar_position='87.4um'","lost_power_fraction [] - g_pillar_position='102.4um'"
38.7,0.0357921099985429,0.0359332653235035,0.0352353362315352,0.0353285319574301,0.0355211377213219,0.0360958977472897,0.0366935746791924
38.8,0.0358542281874468,0.0359923428847363,0.035296970661962,0.0353910043930814,0.0355789766318123,0.036157787801169,0.0367555600995929
38.9,0.0359162651345378,0.0360512870562921,0.0353585346510043,0.0354533979894214,0.0356366519715104,0.0362196243273673,0.0368174379365157
39,0.0359782215033446,0.0361101005855713,0.0354200286217171,0.0355157130873399,0.0356941661468399,0.0362814076759753,0.036879209582886
39.1,0.0360400979230315,0.0361687862602738,0.0354814529662818,0.0355779500026292,0.0357515216089201,0.0363431381637361,0.0369408766992771
39.2,0.0361018949887469,0.0362273469082953,0.0355428080464,0.0356401090263155,0.0358087208535591,0.0364048160737872,0.0370024412530183
39.3,0.0361636132619719,0.0362857853976254,0.0356040941936827,0.0357021904250206,0.0358657664212356,0.0364664416554897,0.037063905556227
39.4,0.0362252532708861,0.0363441046362324,0.0356653117100601,0.035764194441313,0.0359226608970838,0.0365280151243015,0.0371252723012625
39.5,0.0362868155107471,0.0364023075719626,0.0357264608681848,0.0358261212940714,0.0359794069108831,0.0365895366617149,0.0371865445918006
39.6,0.0363483004442697,0.0364603971924298,0.0357875419118544,0.0358879711788505,0.0360360071370162,0.0366510064152442,0.0372477259675135
39.7,0.0364097085020358,0.0365183765249003,0.035848555056427,0.0359497442682545,0.0360924642944746,0.0367124244984624,0.0373088204201348
39.8,0.0364710400828884,0.0365762486361825,0.035909500489254,0.0360114407123099,0.0361487811468101,0.0367737909910859,0.0373698323986236
39.9,0.0365322955543584,0.0366340166325133,0.0359703783701038,0.0360730606388483,0.0362049605021216,0.03683510593909,0.0374307668011488
40,0.036593475253081,0.0366916836594421,0.0360311888316034,0.0361346041538824,0.0362610052130193,0.0368963693548699,0.03749162895185
40.1,0.03665457948523,0.0367492529017153,0.0360919319796778,0.0361960713419924,0.0363169181765971,0.0369575812174405,0.0375524245606688
40.2,0.0367156085269579,0.0368067275831621,0.0361526078939868,0.0362574622667206,0.0363727023343948,0.0370187414726585,0.0376131596651609
40.3,0.0367765618922212,0.0368641101035233,0.036213215970043,0.036318776223916,0.0364283594682353,0.0370798495255333,0.0376738400850228
40.4,0.0368374405347216,0.0369214046917029,0.0362737568947326,0.0363800139832833,0.0364838938716936,0.0371409057614482,0.0377344728598018
40.5,0.0368982446424357,0.0369786146891474,0.0363342306709252,0.0364411755470145,0.0365393086206892,0.037201910027542,0.037795064479775
