Freq.	S12(V1)
1.46356356356356e+10	(-5.98057587295287e-01dB,5.17765625577996e+01°)
1.46846846846847e+10	(-5.99099774734056e-01dB,5.07455016814811e+01°)
1.47337337337337e+10	(-6.00141627141750e-01dB,4.97146317724220e+01°)
1.47827827827828e+10	(-6.01182207086787e-01dB,4.86839534999659e+01°)
1.48318318318318e+10	(-6.02220569729987e-01dB,4.76534673358052e+01°)
1.48808808808809e+10	(-6.03255763765472e-01dB,4.66231735515557e+01°)
1.49299299299299e+10	(-6.04286832377010e-01dB,4.55930722165211e+01°)
1.49789789789790e+10	(-6.05312814208768e-01dB,4.45631631956590e+01°)
1.50280280280280e+10	(-6.06332744349790e-01dB,4.35334461477421e+01°)
1.50770770770771e+10	(-6.07345655330917e-01dB,4.25039205237271e+01°)
1.51261261261261e+10	(-6.08350578133473e-01dB,4.14745855653279e+01°)
1.51751751751752e+10	(-6.09346543208616e-01dB,4.04454403037993e+01°)
1.52242242242242e+10	(-6.10332581506353e-01dB,3.94164835589329e+01°)
1.52732732732733e+10	(-6.11307725513238e-01dB,3.83877139382680e+01°)
1.53223223223223e+10	(-6.12271010297726e-01dB,3.73591298365190e+01°)
1.53713713713714e+10	(-6.13221474562152e-01dB,3.63307294352246e+01°)
1.54204204204204e+10	(-6.14158161700358e-01dB,3.53025107026138e+01°)
1.54694694694695e+10	(-6.15080120859799e-01dB,3.42744713936994e+01°)
1.55185185185185e+10	(-6.15986408007226e-01dB,3.32466090505930e+01°)
1.55675675675676e+10	(-6.16876086996840e-01dB,3.22189210030462e+01°)
1.56166166166166e+10	(-6.17748230639701e-01dB,3.11914043692189e+01°)
1.56656656656657e+10	(-6.18601921773627e-01dB,3.01640560566757e+01°)
1.57147147147147e+10	(-6.19436254332271e-01dB,2.91368727636084e+01°)
1.57637637637638e+10	(-6.20250334412422e-01dB,2.81098509802892e+01°)
1.58128128128128e+10	(-6.21043281338351e-01dB,2.70829869907516e+01°)
1.58618618618619e+10	(-6.21814228722317e-01dB,2.60562768747014e+01°)
1.59109109109109e+10	(-6.22562325519931e-01dB,2.50297165096554e+01°)
1.59599599599600e+10	(-6.23286737079498e-01dB,2.40033015733083e+01°)
1.60090090090090e+10	(-6.23986646184191e-01dB,2.29770275461281e+01°)
1.60580580580581e+10	(-6.24661254085869e-01dB,2.19508897141784e+01°)
1.61071071071071e+10	(-6.25309781529761e-01dB,2.09248831721669e+01°)
1.61561561561562e+10	(-6.25931469768660e-01dB,1.98990028267188e+01°)
1.62052052052052e+10	(-6.26525581565702e-01dB,1.88732433998739e+01°)
1.62542542542543e+10	(-6.27091402184685e-01dB,1.78475994328054e+01°)
1.63033033033033e+10	(-6.27628240366874e-01dB,1.68220652897605e+01°)
1.63523523523524e+10	(-6.28135429293119e-01dB,1.57966351622174e+01°)
1.64014014014014e+10	(-6.28612327530444e-01dB,1.47713030732604e+01°)
1.64504504504505e+10	(-6.29058319961945e-01dB,1.37460628821707e+01°)
1.64994994994995e+10	(-6.29472818699035e-01dB,1.27209082892234e+01°)
1.65485485485485e+10	(-6.29855263974881e-01dB,1.16958328407017e+01°)
1.65975975975976e+10	(-6.30205125018207e-01dB,1.06708299341087e+01°)
1.66466466466466e+10	(-6.30521900906343e-01dB,9.64589282359185e+00°)
1.66956956956957e+10	(-6.30805121396528e-01dB,8.62101462555867e+00°)
1.67447447447447e+10	(-6.31054347734518e-01dB,7.59618832449620e+00°)
1.67937937937938e+10	(-6.31269173439454e-01dB,6.57140677898006e+00°)
1.68428428428428e+10	(-6.31449225064065e-01dB,5.54666272787511e+00°)
1.68918918918919e+10	(-6.31594162929312e-01dB,4.52194879672020e+00°)
1.69409409409409e+10	(-6.31703681832260e-01dB,3.49725750429628e+00°)
1.69899899899900e+10	(-6.31777511726621e-01dB,2.47258126937078e+00°)
1.70390390390390e+10	(-6.31815418374696e-01dB,1.44791241761718e+00°)
1.70880880880881e+10	(-6.31817203969950e-01dB,4.23243188699841e-01°)
1.71371371371371e+10	(-6.31782707729298e-01dB,-6.01434256474481e-01°)
