"S21 Log Mag"
"Freq (Hz)","dB",
6802500000, 2.726586e-02,
6830000000, 2.862285e-02,
6857500000, 2.545503e-02,
6885000000, 2.741300e-02,
6912500000, 2.550341e-02,
6940000000, 2.786519e-02,
6967500000, 2.549878e-02,
6995000000, 2.782764e-02,
7022500000, 2.927855e-02,
7050000000, 2.728078e-02,
7077500000, 2.764450e-02,
7105000000, 2.815325e-02,
7132500000, 2.956909e-02,
7160000000, 2.824995e-02,
7187500000, 2.552246e-02,
7215000000, 2.620848e-02,
7242500000, 2.860433e-02,
7270000000, 2.709608e-02,
7297500000, 2.624090e-02,
7325000000, 2.405175e-02,
7352500000, 2.587500e-02,
7380000000, 2.414031e-02,
7407500000, 2.621002e-02,
7435000000, 2.318618e-02,
7462500000, 2.432359e-02,
7490000000, 2.715885e-02,
7517500000, 2.603711e-02,
7545000000, 2.506076e-02,
7572500000, 2.561767e-02,
7600000000, 2.570620e-02,
7627500000, 2.439051e-02,
7655000000, 2.670247e-02,
7682500000, 2.614312e-02,
7710000000, 2.400696e-02,
7737500000, 2.331698e-02,
7765000000, 2.301830e-02,
7792500000, 2.237916e-02,
7820000000, 2.382418e-02,
7847500000, 2.215047e-02,
7875000000, 2.115470e-02,
7902500000, 2.016591e-02,
7930000000, 1.975260e-02,
7957500000, 1.734928e-02,
7985000000, 1.305846e-02,
8012500000, 1.222064e-02,
8040000000, 7.696840e-03,
8067500000, 2.106607e-03,
8095000000, -5.724052e-03,
8122500000, -1.375063e-02,
8150000000, -2.709558e-02,
8177500000, -4.135209e-02,
8205000000, -5.377940e-02,
8232500000, -4.205749e-02,
8260000000, -2.439759e-02,
8287500000, 2.740734e-02,
8315000000, 7.294871e-02,
8342500000, 1.124566e-01,
8370000000, 1.132132e-01,
8397500000, 9.979267e-02,
8425000000, 8.401760e-02,
8452500000, 7.513320e-02,
8480000000, 6.303753e-02,
8507500000, 5.509830e-02,
8535000000, 4.842621e-02,
8562500000, 4.589681e-02,
8590000000, 4.079409e-02,
8617500000, 3.686777e-02,
8645000000, 3.865435e-02,
8672500000, 3.470452e-02,
8700000000, 3.214861e-02,
8727500000, 3.463929e-02,
8755000000, 3.288548e-02,
8782500000, 3.264039e-02,
8810000000, 2.992285e-02,
8837500000, 2.861359e-02,
8865000000, 3.032234e-02,
8892500000, 2.847575e-02,
8920000000, 2.828904e-02,
8947500000, 2.673077e-02,
8975000000, 2.673900e-02,
9002500000, 2.898388e-02,
9030000000, 2.800768e-02,
9057500000, 2.831682e-02,
9085000000, 2.618018e-02,
9112500000, 2.705441e-02,
9140000000, 2.744850e-02,
9167500000, 2.620642e-02,
9195000000, 2.733532e-02,
9222500000, 2.588941e-02,
9250000000, 2.578288e-02,
9277500000, 2.674518e-02,
9305000000, 2.714650e-02,
9332500000, 2.925593e-02,
9360000000, 2.518224e-02,
9387500000, 2.845466e-02,
9415000000, 2.735332e-02,
9442500000, 2.567223e-02,
9470000000, 2.750612e-02,
9497500000, 2.808741e-02,
9525000000, 2.611842e-02,
9552500000, 2.811107e-02,
9580000000, 2.873702e-02,
9607500000, 2.608703e-02,
9635000000, 2.607468e-02,
9662500000, 2.594911e-02,
9690000000, 2.655531e-02,
9717500000, 2.553172e-02,
9745000000, 2.701788e-02,
9772500000, 2.736927e-02,
9800000000, 2.508444e-02,
9827500000, 2.708528e-02,
9855000000, 2.770675e-02,
9882500000, 2.560378e-02,
9910000000, 2.516113e-02,
9937500000, 2.695305e-02,
9965000000, 2.455474e-02,
9992500000, 2.650900e-02,
10020000000, 2.736516e-02,
10047500000, 2.601395e-02,
10075000000, 2.593316e-02,
10102500000, 2.655479e-02,
10130000000, 2.401417e-02,
10157500000, 2.550238e-02,
10185000000, 2.298431e-02,
10212500000, 2.807455e-02,
10240000000, 2.493722e-02,
10267500000, 2.338856e-02,
10295000000, 2.759203e-02,
10322500000, 2.374643e-02,
10350000000, 2.490685e-02,
10377500000, 2.521260e-02,
10405000000, 2.593933e-02,
10432500000, 2.326909e-02,
10460000000, 2.569590e-02,
10487500000, 2.740323e-02,
10515000000, 2.477146e-02,
10542500000, 2.372583e-02,
10570000000, 2.468653e-02,
10597500000, 2.388493e-02,
10625000000, 2.547768e-02,
10652500000, 2.415678e-02,
10680000000, 2.553326e-02,
10707500000, 2.193928e-02,
10735000000, 2.331595e-02,
10762500000, 2.684809e-02,
10790000000, 2.299049e-02,
10817500000, 2.447031e-02,
10845000000, 2.446877e-02,
10872500000, 2.356415e-02,
10900000000, 2.352450e-02,
10927500000, 2.391222e-02,
10955000000, 2.237298e-02,
10982500000, 2.214790e-02,
11010000000, 2.250999e-02,
11037500000, 2.319082e-02,
11065000000, 2.301985e-02,
11092500000, 2.243324e-02,
11120000000, 2.047612e-02,
11147500000, 2.171778e-02,
11175000000, 2.190992e-02,
11202500000, 2.171211e-02,
11230000000, 2.021229e-02,
11257500000, 2.063689e-02,
11285000000, 2.260887e-02,
11312500000, 2.031638e-02,
11340000000, 1.938564e-02,
11367500000, 2.218292e-02,
11395000000, 2.241161e-02,
11422500000, 2.033390e-02,
11450000000, 1.948151e-02,
11477500000, 2.110421e-02,
11505000000, 2.002110e-02,
11532500000, 1.915061e-02,
11560000000, 2.147669e-02,
11587500000, 1.993710e-02,
11615000000, 1.881813e-02,
11642500000, 2.233693e-02,
11670000000, 1.997781e-02,
11697500000, 1.852482e-02,
11725000000, 2.055496e-02,
11752500000, 1.730751e-02,
11780000000, 1.780819e-02,
11807500000, 1.993349e-02,
11835000000, 2.166266e-02,
11862500000, 1.718066e-02,
11890000000, 1.859235e-02,
11917500000, 1.812218e-02,
11945000000, 1.821807e-02,
11972500000, 1.704658e-02,
12000000000, 1.741838e-02,
12027500000, 1.448490e-02,
12055000000, 1.628896e-02,
12082500000, 1.984537e-02,
12110000000, 1.863823e-02,
12137500000, 1.745602e-02,
12165000000, 1.828870e-02,
12192500000, 1.903979e-02,
12220000000, 1.571074e-02,
12247500000, 1.705999e-02,
12275000000, 1.744880e-02,
12302500000, 1.689032e-02,
12330000000, 1.563129e-02,
12357500000, 1.594905e-02,
12385000000, 1.723790e-02,
12412500000, 1.465466e-02,
12440000000, 1.576490e-02,
12467500000, 1.601869e-02,
12495000000, 1.752615e-02,
12522500000, 1.599083e-02,
12550000000, 1.999791e-02,
12577500000, 1.905061e-02,
12605000000, 1.740703e-02,
12632500000, 1.756224e-02,
12660000000, 1.811960e-02,
12687500000, 1.982269e-02,
12715000000, 1.969952e-02,
12742500000, 1.895886e-02,
12770000000, 1.761277e-02,
12797500000, 1.797112e-02,
12825000000, 1.635911e-02,
12852500000, 1.693364e-02,
12880000000, 1.501428e-02,
12907500000, 1.440389e-02,
12935000000, 1.181948e-02,
12962500000, 1.243076e-02,
12990000000, 1.184220e-02,
13017500000, 1.044898e-02,
13045000000, 1.117095e-02,
13072500000, 8.024480e-03,
13100000000, 8.718955e-03,
13127500000, 9.326530e-03,
13155000000, 8.631119e-03,
13182500000, 6.977908e-03,
13210000000, 7.430161e-03,
13237500000, 7.537145e-03,
13265000000, 6.638816e-03,
13292500000, 4.755754e-03,
13320000000, 3.126934e-03,
13347500000, 3.778225e-03,
13375000000, 3.521652e-03,
13402500000, -3.696674e-04,
13430000000, -2.510946e-05,
13457500000, 3.608040e-03,
13485000000, 4.069084e-04,
13512500000, 1.742294e-03,
13540000000, -6.510809e-04,
13567500000, 2.132951e-04,
13595000000, -2.295139e-03,
13622500000, -8.794354e-04,
13650000000, -1.384602e-03,
13677500000, -2.389414e-03,
13705000000, -3.445559e-04,
13732500000, 5.896423e-04,
13760000000, -1.016143e-03,
13787500000, -2.077069e-03,
13815000000, -9.058445e-04,
13842500000, -2.577195e-03,
13870000000, -8.346438e-04,
13897500000, -2.700228e-03,
13925000000, 1.516891e-04,
13952500000, -3.520106e-03,
13980000000, -8.255820e-04,
14007500000, 1.763512e-03,
14035000000, -1.215516e-03,
14062500000, 1.394512e-03,
14090000000, 3.665459e-03,
14117500000, 2.841867e-03,
14145000000, 3.146593e-03,
14172500000, 5.850428e-03,
14200000000, 6.192684e-03,
14227500000, 3.908575e-03,
14255000000, 2.047098e-03,
14282500000, 4.123747e-03,
14310000000, 5.316652e-04,
14337500000, 1.956935e-04,
14365000000, 6.667714e-04,
14392500000, 1.370705e-03,
14420000000, -6.262267e-04,
14447500000, -3.839059e-04,
14475000000, -3.837219e-03,
14502500000, -5.195573e-03,
14530000000, -7.921829e-04,
14557500000, 7.775449e-04,
14585000000, -3.530210e-03,
14612500000, -2.616306e-03,
14640000000, -1.617139e-03,
14667500000, -4.563504e-03,
14695000000, -2.916516e-03,
14722500000, -3.442904e-03,
14750000000, -4.038017e-03,
14777500000, -6.539316e-03,
14805000000, -2.889576e-03,
14832500000, -3.411905e-04,
14860000000, -3.541350e-03,
14887500000, -3.965987e-03,
14915000000, -1.089159e-03,
14942500000, -3.694981e-03,
14970000000, -4.270177e-03,
14997500000, -1.626461e-03,
15025000000, -2.593513e-03,
15052500000, -2.392263e-03,
15080000000, -4.796935e-04,
15107500000, 8.448358e-04,
15135000000, 7.599455e-04,
15162500000, -1.304849e-03,
15190000000, 9.940098e-05,
15217500000, -1.797117e-03,
15245000000, -1.324787e-03,
15272500000, -3.569822e-04,
15300000000, 6.227717e-04,
15327500000, -2.058422e-03,
15355000000, 2.467267e-03,
15382500000, -9.703145e-04,
15410000000, 1.966888e-03,
15437500000, 1.419872e-03,
15465000000, 1.758337e-03,
15492500000, 3.476647e-03,
15520000000, 1.470298e-04,
15547500000, 2.943272e-03,
15575000000, 2.258222e-03,
15602500000, 9.959779e-04,
15630000000, 5.130156e-03,
15657500000, 2.906539e-03,
15685000000, 2.519527e-03,
15712500000, 3.534585e-03,
15740000000, 4.698867e-03,
15767500000, 4.735585e-03,
15795000000, 4.498204e-03,
15822500000, 4.562852e-03,
15850000000, 3.287826e-03,
15877500000, 4.139264e-03,
15905000000, 4.371492e-03,
15932500000, 3.841849e-03,
15960000000, 2.392757e-03,
15987500000, 8.080808e-03,
16015000000, 5.552096e-03,
16042500000, 1.379503e-03,
16070000000, 6.153910e-03,
16097500000, 3.089685e-03,
16125000000, 4.675595e-03,
16152500000, 5.166354e-03,
16180000000, 8.551547e-03,
16207500000, 4.846255e-03,
16235000000, 5.466781e-03,
16262500000, 8.188808e-03,
16290000000, 4.616120e-03,
16317500000, 4.617672e-03,
16345000000, 3.790640e-03,
16372500000, 5.015357e-03,
16400000000, 4.617672e-03,
16427500000, 3.486475e-03,
16455000000, 3.244370e-03,
16482500000, 5.340097e-03,
16510000000, 5.243402e-03,
16537500000, 6.964469e-03,
16565000000, 7.112297e-03,
16592500000, 6.591258e-03,
16620000000, 5.167905e-03,
16647500000, 3.473026e-03,
16675000000, 8.895140e-03,
16702500000, 5.887654e-03,
16730000000, 4.012542e-03,
16757500000, 7.650327e-03,
16785000000, 8.564982e-03,
16812500000, 5.722722e-03,
16840000000, 8.073056e-03,
16867500000, 4.848840e-03,
16895000000, 5.634825e-03,
16922500000, 7.462722e-03,
16950000000, 8.193458e-03,
16977500000, 9.082166e-03,
17005000000, 8.452856e-03,
17032500000, 5.269256e-03,
17060000000, 2.811859e-03,
17087500000, 5.179281e-03,
17115000000, 5.409386e-03,
17142500000, 7.473575e-03,
17170000000, 3.767363e-03,
17197500000, 8.960239e-03,
17225000000, 3.698565e-03,
17252500000, 4.380285e-03,
17280000000, 5.710830e-03,
17307500000, 4.292360e-03,
17335000000, 4.914517e-03,
17362500000, 3.344215e-03,
17390000000, 5.186004e-03,
17417500000, 4.177021e-03,
17445000000, 4.374078e-03,
17472500000, 6.597461e-03,
17500000000, 8.977287e-03,
17527500000, 4.523546e-03,
17555000000, 7.677201e-03,
17582500000, 6.809399e-03,
17610000000, 8.199659e-03,
17637500000, 6.875562e-03,
17665000000, 6.002430e-03,
17692500000, 9.969143e-03,
17720000000, 9.012420e-03,
17747500000, 1.293406e-02,
17775000000, 1.352608e-02,
17802500000, 1.042470e-02,
17830000000, 1.692849e-02,
17857500000, 9.590508e-03,
17885000000, 1.168369e-02,
17912500000, 1.321279e-02,
17940000000, 1.046034e-02,
17967500000, 1.241888e-02,
17995000000, 1.642513e-02,
18022500000, 1.363136e-02,
18050000000, 1.550284e-02,
18077500000, 1.347343e-02,
18105000000, 1.417117e-02,
18132500000, 1.253710e-02,
18160000000, 1.971086e-02,
18187500000, 1.928926e-02,
18215000000, 1.703936e-02,
18242500000, 1.498952e-02,
18270000000, 1.502460e-02,
18297500000, 1.237552e-02,
18325000000, 1.107438e-02,
18352500000, 1.415620e-02,
18380000000, 1.463557e-02,
18407500000, 1.612133e-02,
18435000000, 1.390282e-02,
18462500000, 1.513862e-02,
18490000000, 1.079035e-02,
18517500000, 1.916040e-02,
18545000000, 1.569010e-02,
18572500000, 1.384347e-02,
18600000000, 1.832273e-02,
18627500000, 1.538006e-02,
18655000000, 1.501325e-02,
18682500000, 1.569577e-02,
18710000000, 1.363343e-02,
18737500000, 9.154496e-03,
18765000000, 1.104753e-02,
18792500000, 1.793863e-02,
18820000000, 1.332169e-02,
18847500000, 1.554669e-02,
18875000000, 2.028701e-02,
18902500000, 1.693725e-02,
18930000000, 1.570403e-02,
18957500000, 1.502150e-02,
18985000000, 1.430585e-02,
19012500000, 1.508393e-02,
19040000000, 1.170021e-02,
19067500000, 1.535117e-02,
19095000000, 1.355033e-02,
19122500000, 1.227898e-02,
19150000000, 1.272449e-02,
19177500000, 1.601765e-02,
19205000000, 1.419387e-02,
19232500000, 1.885525e-02,
19260000000, 1.713270e-02,
19287500000, 1.600631e-02,
19315000000, 1.208693e-02,
19342500000, 1.658398e-02,
19370000000, 1.751326e-02,
19397500000, 1.021707e-02,
19425000000, 1.118076e-02,
19452500000, 1.752873e-02,
19480000000, 1.033018e-02,
19507500000, 1.489407e-02,
19535000000, 1.422535e-02,
19562500000, 1.378309e-02,
19590000000, 1.153654e-02,
19617500000, 1.644009e-02,
19645000000, 1.162225e-02,
19672500000, 1.181690e-02,
19700000000, 1.315962e-02,
19727500000, 1.431204e-02,
19755000000, 1.381664e-02,
19782500000, 1.219070e-02,
19810000000, 1.163929e-02,
19837500000, 1.669590e-02,
19865000000, 9.147779e-03,
19892500000, 1.598413e-02,
19920000000, 1.390489e-02,
19947500000, 1.081462e-02,
19975000000, 1.503028e-02,
20002500000, 1.867019e-02,
20030000000, 1.707494e-02,
20057500000, 1.593306e-02,
20085000000, 1.889700e-02,
20112500000, 1.786697e-02,
20140000000, 1.307962e-02,
20167500000, 2.079765e-02,
20195000000, 1.581081e-02,
20222500000, 1.758390e-02,
20250000000, 2.134995e-02,
20277500000, 2.017364e-02,
20305000000, 2.049828e-02,
20332500000, 2.256046e-02,
20360000000, 1.950470e-02,
20387500000, 2.067914e-02,
20415000000, 2.070078e-02,
20442500000, 2.457379e-02,
20470000000, 2.029834e-02,
20497500000, 2.023496e-02,
20525000000, 2.649202e-02,
20552500000, 2.360380e-02,
20580000000, 2.418973e-02,
20607500000, 2.516885e-02,
20635000000, 2.296423e-02,
20662500000, 2.677657e-02,
20690000000, 3.012491e-02,
20717500000, 2.815325e-02,
20745000000, 2.852924e-02,
20772500000, 2.905948e-02,
20800000000, 3.062874e-02,
20827500000, 3.046577e-02,
20855000000, 2.840580e-02,
20882500000, 2.993056e-02,
20910000000, 3.222569e-02,
20937500000, 3.170149e-02,
20965000000, 3.237369e-02,
20992500000, 3.406555e-02,
21020000000, 2.913816e-02,
21047500000, 3.055677e-02,
21075000000, 3.021334e-02,
21102500000, 3.301496e-02,
21130000000, 3.461669e-02,
21157500000, 2.968221e-02,
21185000000, 3.459563e-02,
21212500000, 3.408970e-02,
21240000000, 3.228633e-02,
21267500000, 3.426383e-02,
21295000000, 3.291580e-02,
21322500000, 3.574494e-02,
21350000000, 3.747706e-02,
21377500000, 3.327237e-02,
21405000000, 3.082820e-02,
21432500000, 3.167374e-02,
21460000000, 3.104924e-02,
21487500000, 3.483291e-02,
21515000000, 3.532798e-02,
21542500000, 3.281406e-02,
21570000000, 3.263011e-02,
21597500000, 3.311875e-02,
21625000000, 3.512102e-02,
21652500000, 3.705975e-02,
21680000000, 3.395922e-02,
21707500000, 4.091103e-02,
21735000000, 3.975129e-02,
21762500000, 3.675740e-02,
21790000000, 3.856865e-02,
21817500000, 3.835980e-02,
21845000000, 3.970204e-02,
21872500000, 3.891501e-02,
21900000000, 4.403838e-02,
21927500000, 4.117361e-02,
21955000000, 4.271492e-02,
21982500000, 4.404145e-02,
22010000000, 4.512115e-02,
22037500000, 4.158591e-02,
22065000000, 4.816509e-02,
22092500000, 4.536401e-02,
22120000000, 4.413627e-02,
22147500000, 4.708052e-02,
22175000000, 5.116341e-02,
22202500000, 4.652891e-02,
22230000000, 4.962970e-02,
22257500000, 5.577251e-02,
22285000000, 4.921304e-02,
22312500000, 5.057138e-02,
22340000000, 5.066144e-02,
22367500000, 5.280704e-02,
22395000000, 4.761003e-02,
22422500000, 5.951736e-02,
22450000000, 5.362173e-02,
22477500000, 4.698475e-02,
22505000000, 5.606077e-02,
22532500000, 5.757432e-02,
22560000000, 5.291036e-02,
22587500000, 5.485344e-02,
22615000000, 6.055900e-02,
22642500000, 5.353019e-02,
22670000000, 5.216869e-02,
22697500000, 6.253030e-02,
22725000000, 5.992690e-02,
22752500000, 5.114857e-02,
22780000000, 6.453029e-02,
22807500000, 6.397630e-02,
22835000000, 5.619416e-02,
22862500000, 6.529127e-02,
22890000000, 6.375489e-02,
22917500000, 6.160091e-02,
22945000000, 6.610668e-02,
22972500000, 7.109419e-02,
23000000000, 5.905313e-02,
23027500000, 6.211437e-02,
23055000000, 7.293751e-02,
23082500000, 7.022928e-02,
23110000000, 5.777715e-02,
23137500000, 7.561707e-02,
23165000000, 7.099538e-02,
23192500000, 5.899491e-02,
23220000000, 7.654195e-02,
23247500000, 7.395864e-02,
23275000000, 6.070247e-02,
23302500000, 6.850814e-02,
23330000000, 8.204131e-02,
23357500000, 6.409874e-02,
23385000000, 7.235456e-02,
23412500000, 8.038685e-02,
23440000000, 7.404567e-02,
23467500000, 6.682047e-02,
23495000000, 7.758969e-02,
23522500000, 7.680594e-02,
23550000000, 6.979066e-02,
23577500000, 7.778548e-02,
23605000000, 7.667726e-02,
23632500000, 6.943657e-02,
23660000000, 7.233062e-02,
23687500000, 7.797770e-02,
23715000000, 7.225272e-02,
23742500000, 6.817433e-02,
23770000000, 7.691937e-02,
23797500000, 6.583336e-02,
23825000000, 6.473381e-02,
23852500000, 7.662486e-02,
23880000000, 7.041115e-02,
23907500000, 6.453692e-02,
23935000000, 7.499937e-02,
23962500000, 7.110132e-02,
23990000000, 6.104911e-02,
24017500000, 6.710647e-02,
24045000000, 7.304442e-02,
24072500000, 6.156110e-02,
24100000000, 6.567783e-02,
24127500000, 7.440753e-02,
24155000000, 6.461445e-02,
24182500000, 6.687757e-02,
24210000000, 6.185918e-02,
24237500000, 6.552484e-02,
24265000000, 6.556513e-02,
24292500000, 6.933262e-02,
24320000000, 6.591291e-02,
24347500000, 6.519131e-02,
24375000000, 6.895404e-02,
24402500000, 6.716051e-02,
24430000000, 6.399824e-02,
24457500000, 6.373755e-02,
24485000000, 6.858764e-02,
24512500000, 6.653599e-02,
24540000000, 6.517040e-02,
24567500000, 6.673992e-02,
24595000000, 6.391662e-02,
24622500000, 6.868549e-02,
24650000000, 6.814426e-02,
24677500000, 7.103510e-02,
24705000000, 7.386956e-02,
24732500000, 6.545039e-02,
24760000000, 6.503014e-02,
24787500000, 6.219705e-02,
24815000000, 6.886384e-02,
24842500000, 6.820440e-02,
24870000000, 6.592668e-02,
24897500000, 7.091643e-02,
24925000000, 7.212186e-02,
24952500000, 7.351784e-02,
24980000000, 6.732669e-02,
25007500000, 6.820899e-02,
25035000000, 6.735371e-02,
25062500000, 7.010906e-02,
25090000000, 7.171143e-02,
25117500000, 6.851731e-02,
25145000000, 6.847247e-02,
25172500000, 6.592770e-02,
25200000000, 6.299875e-02,
25227500000, 6.662572e-02,
25255000000, 7.420854e-02,
25282500000, 6.170249e-02,
25310000000, 6.406354e-02,
25337500000, 7.025679e-02,
25365000000, 6.688675e-02,
25392500000, 6.442878e-02,
25420000000, 6.470678e-02,
25447500000, 7.133254e-02,
25475000000, 7.056447e-02,
25502500000, 7.086652e-02,
25530000000, 6.760399e-02,
25557500000, 6.151261e-02,
25585000000, 7.188915e-02,
25612500000, 6.634989e-02,
25640000000, 6.125585e-02,
25667500000, 6.796843e-02,
25695000000, 7.291969e-02,
25722500000, 6.914257e-02,
25750000000, 7.237950e-02,
25777500000, 7.519528e-02,
25805000000, 6.285894e-02,
25832500000, 6.763916e-02,
25860000000, 6.759889e-02,
25887500000, 7.426096e-02,
25915000000, 7.246402e-02,
25942500000, 7.371788e-02,
25970000000, 7.676017e-02,
25997500000, 6.569771e-02,
26025000000, 7.105497e-02,
26052500000, 7.065769e-02,
26080000000, 7.278834e-02,
26107500000, 7.343385e-02,
26135000000, 6.975449e-02,
26162500000, 6.983447e-02,
26190000000, 6.943147e-02,
26217500000, 6.581908e-02,
26245000000, 7.092000e-02,
26272500000, 6.164685e-02,
26300000000, 7.174402e-02,
26327500000, 7.450423e-02,
26355000000, 6.729508e-02,
26382500000, 6.381612e-02,
26410000000, 7.430117e-02,
26437500000, 6.884804e-02,
26465000000, 6.763406e-02,
26492500000, 7.631812e-02,
