"S21 Log Mag"
"Freq (Hz)","dB",
26520000000, 6.936676e-02,
26547500000, 6.617908e-02,
26575000000, 7.087161e-02,
26602500000, 7.813635e-02,
26630000000, 7.857566e-02,
26657500000, 6.227259e-02,
26685000000, 8.305827e-02,
26712500000, 7.468998e-02,
26740000000, 7.144916e-02,
26767500000, 7.147768e-02,
26795000000, 6.838991e-02,
26822500000, 7.806771e-02,
26850000000, 6.488071e-02,
26877500000, 5.899899e-02,
26905000000, 6.989561e-02,
26932500000, 7.819940e-02,
26960000000, 7.609531e-02,
26987500000, 5.936467e-02,
27015000000, 7.685935e-02,
27042500000, 5.781751e-02,
27070000000, 7.382834e-02,
27097500000, 6.662878e-02,
27125000000, 6.878435e-02,
27152500000, 7.235251e-02,
27180000000, 6.019446e-02,
27207500000, 7.032098e-02,
27235000000, 7.736847e-02,
27262500000, 7.256891e-02,
27290000000, 7.585620e-02,
27317500000, 7.359776e-02,
27345000000, 8.967791e-02,
27372500000, 7.375301e-02,
27400000000, 6.612350e-02,
27427500000, 5.951685e-02,
27455000000, 7.801940e-02,
27482500000, 5.723916e-02,
27510000000, 7.785820e-02,
27537500000, 6.941720e-02,
27565000000, 7.342774e-02,
27592500000, 6.211335e-02,
27620000000, 7.243551e-02,
27647500000, 5.433758e-02,
27675000000, 6.309978e-02,
27702500000, 7.986639e-02,
27730000000, 7.105446e-02,
27757500000, 5.948008e-02,
27785000000, 6.282781e-02,
27812500000, 7.351682e-02,
27840000000, 6.639577e-02,
27867500000, 6.450887e-02,
27895000000, 6.508676e-02,
27922500000, 7.588469e-02,
27950000000, 8.412221e-02,
27977500000, 7.418106e-02,
28005000000, 6.996489e-02,
28032500000, 8.578439e-02,
28060000000, 6.174383e-02,
28087500000, 7.620977e-02,
28115000000, 7.198234e-02,
28142500000, 6.086992e-02,
28170000000, 5.674352e-02,
28197500000, 6.023224e-02,
28225000000, 5.987124e-02,
28252500000, 6.683118e-02,
28280000000, 7.171347e-02,
28307500000, 9.011505e-02,
28335000000, 6.904983e-02,
28362500000, 8.113184e-02,
28390000000, 8.640767e-02,
28417500000, 9.540176e-02,
28445000000, 6.577931e-02,
28472500000, 6.911760e-02,
28500000000, 6.537083e-02,
28527500000, 8.550267e-02,
28555000000, 6.844444e-02,
28582500000, 8.518641e-02,
28610000000, 7.359572e-02,
28637500000, 7.504313e-02,
28665000000, 9.539012e-02,
28692500000, 7.466403e-02,
28720000000, 7.557790e-02,
28747500000, 8.492343e-02,
28775000000, 8.114658e-02,
28802500000, 7.732778e-02,
28830000000, 7.403651e-02,
28857500000, 7.327350e-02,
28885000000, 7.412303e-02,
28912500000, 7.084309e-02,
28940000000, 7.312486e-02,
28967500000, 7.318696e-02,
28995000000, 7.347712e-02,
29022500000, 7.644530e-02,
29050000000, 6.657219e-02,
29077500000, 6.186020e-02,
29105000000, 7.237543e-02,
29132500000, 6.515612e-02,
29160000000, 6.126300e-02,
29187500000, 7.751545e-02,
29215000000, 7.365578e-02,
29242500000, 9.265026e-02,
29270000000, 8.490159e-02,
29297500000, 6.975652e-02,
29325000000, 7.787345e-02,
29352500000, 9.854075e-02,
29380000000, 6.830582e-02,
29407500000, 5.931411e-02,
29435000000, 7.366953e-02,
29462500000, 8.913271e-02,
29490000000, 6.675522e-02,
29517500000, 8.369870e-02,
29545000000, 7.540949e-02,
29572500000, 6.449153e-02,
29600000000, 6.513776e-02,
29627500000, 6.788789e-02,
29655000000, 8.174004e-02,
29682500000, 9.565449e-02,
29710000000, 9.115851e-02,
29737500000, 6.308396e-02,
29765000000, 6.990784e-02,
29792500000, 8.382820e-02,
29820000000, 7.521309e-02,
29847500000, 7.130860e-02,
29875000000, 5.186534e-02,
29902500000, 7.555450e-02,
29930000000, 7.073001e-02,
29957500000, 6.332939e-02,
29985000000, 8.578540e-02,
30012500000, 6.386101e-02,
30040000000, 7.340077e-02,
30067500000, 9.667636e-02,
30095000000, 6.438237e-02,
30122500000, 7.954006e-02,
30150000000, 8.729625e-02,
30177500000, 9.016120e-02,
30205000000, 8.641072e-02,
30232500000, 8.989852e-02,
30260000000, 7.957462e-02,
30287500000, 7.134272e-02,
30315000000, 6.908703e-02,
30342500000, 8.240505e-02,
30370000000, 6.418444e-02,
30397500000, 8.697098e-02,
30425000000, 7.878361e-02,
30452500000, 5.675425e-02,
30480000000, 9.167609e-02,
30507500000, 8.076292e-02,
30535000000, 8.890548e-02,
30562500000, 8.702224e-02,
30590000000, 8.202709e-02,
30617500000, 6.146463e-02,
30645000000, 6.116754e-02,
30672500000, 7.656687e-02,
30700000000, 8.218559e-02,
30727500000, 7.207043e-02,
30755000000, 8.515087e-02,
30782500000, 7.185707e-02,
30810000000, 7.697379e-02,
30837500000, 6.500872e-02,
30865000000, 7.804940e-02,
30892500000, 8.841547e-02,
30920000000, 7.059809e-02,
30947500000, 7.510725e-02,
30975000000, 7.344098e-02,
31002500000, 8.690197e-02,
31030000000, 7.298943e-02,
31057500000, 5.608684e-02,
31085000000, 7.506603e-02,
31112500000, 1.005976e-01,
31140000000, 7.242278e-02,
31167500000, 6.599501e-02,
31195000000, 7.826703e-02,
31222500000, 8.245584e-02,
31250000000, 9.196755e-02,
31277500000, 7.324143e-02,
31305000000, 6.654873e-02,
31332500000, 6.044107e-02,
31360000000, 5.879623e-02,
31387500000, 7.372552e-02,
31415000000, 1.007104e-01,
31442500000, 6.682761e-02,
31470000000, 8.298208e-02,
31497500000, 7.320783e-02,
31525000000, 6.660584e-02,
31552500000, 8.589403e-02,
31580000000, 7.506603e-02,
31607500000, 8.934674e-02,
31635000000, 7.489913e-02,
31662500000, 7.995534e-02,
31690000000, 9.622065e-02,
31717500000, 6.614491e-02,
31745000000, 7.951871e-02,
31772500000, 9.387652e-02,
31800000000, 6.934384e-02,
31827500000, 7.159939e-02,
31855000000, 8.165722e-02,
31882500000, 6.841998e-02,
31910000000, 8.676901e-02,
31937500000, 6.111853e-02,
31965000000, 5.915068e-02,
31992500000, 7.152708e-02,
32020000000, 8.891207e-02,
32047500000, 6.766108e-02,
32075000000, 7.014472e-02,
32102500000, 6.486847e-02,
32130000000, 7.468234e-02,
32157500000, 7.420345e-02,
32185000000, 7.368785e-02,
32212500000, 9.309772e-02,
32240000000, 5.568767e-02,
32267500000, 6.565131e-02,
32295000000, 7.920506e-02,
32322500000, 5.589927e-02,
32350000000, 6.868141e-02,
32377500000, 7.378355e-02,
32405000000, 4.962254e-02,
32432500000, 8.233596e-02,
32460000000, 6.286557e-02,
32487500000, 7.300675e-02,
32515000000, 6.234403e-02,
32542500000, 8.758546e-02,
32570000000, 8.900895e-02,
32597500000, 5.992179e-02,
32625000000, 8.649953e-02,
32652500000, 6.745464e-02,
32680000000, 9.308962e-02,
32707500000, 6.671392e-02,
32735000000, 9.687079e-02,
32762500000, 6.637640e-02,
32790000000, 6.678683e-02,
32817500000, 8.782596e-02,
32845000000, 6.724921e-02,
32872500000, 9.038380e-02,
32900000000, 4.785326e-02,
32927500000, 1.121493e-01,
32955000000, 8.221048e-02,
32982500000, 7.730795e-02,
33010000000, 7.007951e-02,
33037500000, 8.565597e-02,
33065000000, 8.405925e-02,
33092500000, 8.532297e-02,
33120000000, 7.259182e-02,
33147500000, 7.087263e-02,
33175000000, 7.844957e-02,
33202500000, 8.646604e-02,
33230000000, 7.487775e-02,
33257500000, 8.813950e-02,
33285000000, 5.776642e-02,
33312500000, 8.769405e-02,
33340000000, 6.706161e-02,
33367500000, 8.993047e-02,
33395000000, 6.459558e-02,
33422500000, 8.886693e-02,
33450000000, 8.108407e-02,
33477500000, 6.652273e-02,
33505000000, 8.261535e-02,
33532500000, 8.096720e-02,
33560000000, 9.940206e-02,
33587500000, 9.364548e-02,
33615000000, 5.868028e-02,
33642500000, 9.017691e-02,
33670000000, 8.669136e-02,
33697500000, 8.175375e-02,
33725000000, 8.582144e-02,
33752500000, 1.138588e-01,
33780000000, 8.931885e-02,
33807500000, 7.401921e-02,
33835000000, 8.207738e-02,
33862500000, 7.759223e-02,
33890000000, 7.353464e-02,
33917500000, 8.018914e-02,
33945000000, 9.776077e-02,
33972500000, 9.802702e-02,
34000000000, 7.495306e-02,
34027500000, 7.758918e-02,
34055000000, 1.037217e-01,
34082500000, 7.388993e-02,
34110000000, 9.336832e-02,
34137500000, 9.620799e-02,
34165000000, 6.160193e-02,
34192500000, 8.550724e-02,
34220000000, 7.287692e-02,
34247500000, 8.715925e-02,
34275000000, 9.916777e-02,
34302500000, 8.294551e-02,
34330000000, 6.878740e-02,
34357500000, 8.558795e-02,
34385000000, 9.200151e-02,
34412500000, 8.100633e-02,
34440000000, 5.680944e-02,
34467500000, 8.564784e-02,
34495000000, 7.700024e-02,
34522500000, 8.081983e-02,
34550000000, 7.063934e-02,
34577500000, 6.498322e-02,
34605000000, 5.364883e-02,
34632500000, 8.726783e-02,
34660000000, 4.535478e-02,
34687500000, 7.353514e-02,
34715000000, 6.342633e-02,
34742500000, 1.233780e-01,
34770000000, 5.092548e-02,
34797500000, 5.787064e-02,
34825000000, 9.102873e-02,
34852500000, 6.313601e-02,
34880000000, 7.825635e-02,
34907500000, 4.946130e-02,
34935000000, 4.108027e-02,
34962500000, 6.123543e-02,
34990000000, 5.443626e-02,
35017500000, 6.468637e-02,
35045000000, 6.899785e-02,
35072500000, 6.142583e-02,
35100000000, 6.069787e-02,
35127500000, 4.587478e-02,
35155000000, 4.331826e-02,
35182500000, 7.436682e-02,
35210000000, 5.922269e-02,
35237500000, 7.777327e-02,
35265000000, 8.088945e-02,
35292500000, 7.016815e-02,
35320000000, 5.871604e-02,
35347500000, 5.973490e-02,
35375000000, 7.967832e-02,
35402500000, 6.415027e-02,
35430000000, 4.000983e-02,
35457500000, 5.744455e-02,
35485000000, 7.334477e-02,
35512500000, 7.005150e-02,
35540000000, 6.479196e-02,
35567500000, 3.959071e-02,
35595000000, 6.385285e-02,
35622500000, 5.027559e-02,
35650000000, 8.076292e-02,
35677500000, 9.776280e-02,
35705000000, 7.114257e-02,
35732500000, 7.075141e-02,
35760000000, 9.322999e-02,
35787500000, 8.645132e-02,
35815000000, 8.900084e-02,
35842500000, 4.756651e-02,
35870000000, 9.486234e-02,
35897500000, 9.360748e-02,
35925000000, 7.467471e-02,
35952500000, 5.971907e-02,
35980000000, 8.461525e-02,
36007500000, 7.006983e-02,
36035000000, 6.827626e-02,
36062500000, 7.084665e-02,
36090000000, 7.586689e-02,
36117500000, 5.241576e-02,
36145000000, 8.276113e-02,
36172500000, 4.477016e-02,
36200000000, 9.260312e-02,
36227500000, 4.205406e-02,
36255000000, 1.087374e-01,
36282500000, 5.784816e-02,
36310000000, 3.267892e-02,
36337500000, 6.816822e-02,
36365000000, 7.772954e-02,
36392500000, 5.148113e-02,
36420000000, 6.674196e-02,
36447500000, 9.154936e-02,
36475000000, 6.521273e-02,
36502500000, 7.092000e-02,
36530000000, 7.152300e-02,
36557500000, 6.525353e-02,
36585000000, 9.260312e-02,
36612500000, 9.479852e-02,
36640000000, 5.943207e-02,
36667500000, 7.646921e-02,
36695000000, 5.392189e-02,
36722500000, 9.496922e-02,
36750000000, 5.155378e-02,
36777500000, 1.326505e-01,
36805000000, 5.305305e-02,
36832500000, 7.340534e-02,
36860000000, 7.211422e-02,
36887500000, 1.019971e-01,
36915000000, 6.664357e-02,
36942500000, 6.996184e-02,
36970000000, 8.287592e-02,
36997500000, 7.414899e-02,
37025000000, 7.802652e-02,
37052500000, 5.741083e-02,
37080000000, 7.129740e-02,
37107500000, 4.392819e-02,
37135000000, 8.813797e-02,
37162500000, 8.439133e-02,
37190000000, 5.879776e-02,
37217500000, 9.530402e-02,
37245000000, 7.562166e-02,
37272500000, 5.320341e-02,
37300000000, 8.916771e-02,
37327500000, 7.244468e-02,
37355000000, 7.711722e-02,
37382500000, 5.856945e-02,
37410000000, 8.019676e-02,
37437500000, 5.470058e-02,
37465000000, 6.513776e-02,
37492500000, 6.782826e-02,
37520000000, 6.506636e-02,
37547500000, 4.999718e-02,
37575000000, 8.857779e-02,
37602500000, 6.353959e-02,
37630000000, 5.833244e-02,
37657500000, 8.258589e-02,
37685000000, 6.709883e-02,
37712500000, 5.687536e-02,
37740000000, 7.810736e-02,
37767500000, 6.783540e-02,
37795000000, 6.308754e-02,
37822500000, 4.310759e-02,
37850000000, 5.254108e-02,
37877500000, 6.056819e-02,
37905000000, 5.333586e-02,
37932500000, 9.002428e-02,
37960000000, 6.963323e-02,
37987500000, 7.346389e-02,
38015000000, 5.546584e-02,
38042500000, 7.528178e-02,
38070000000, 4.820810e-02,
38097500000, 4.821629e-02,
38125000000, 7.241158e-02,
38152500000, 3.658645e-02,
38180000000, 5.781955e-02,
38207500000, 5.242394e-02,
38235000000, 4.619750e-02,
38262500000, 8.370885e-02,
38290000000, 8.996850e-02,
38317500000, 7.692140e-02,
38345000000, 5.647217e-02,
38372500000, 3.462183e-02,
38400000000, 6.533513e-02,
38427500000, 9.227369e-02,
38455000000, 7.102950e-02,
38482500000, 6.657219e-02,
38510000000, 5.323614e-02,
38537500000, 8.173292e-02,
38565000000, 9.720493e-02,
38592500000, 7.342112e-02,
38620000000, 8.848649e-02,
38647500000, 7.762376e-02,
38675000000, 1.122754e-01,
38702500000, 1.265793e-01,
38730000000, 6.624486e-02,
38757500000, 6.328347e-02,
38785000000, 3.529255e-02,
38812500000, 9.349601e-02,
38840000000, 4.519134e-02,
38867500000, 5.187659e-02,
38895000000, 5.451244e-02,
38922500000, 6.395539e-02,
38950000000, 6.636161e-02,
38977500000, 3.083540e-02,
39005000000, 7.945059e-02,
39032500000, 3.112583e-02,
39060000000, 7.307038e-02,
39087500000, 4.990352e-02,
39115000000, 4.834787e-02,
39142500000, 4.722852e-02,
39170000000, 5.956230e-02,
39197500000, 6.351766e-02,
39225000000, 4.965785e-02,
39252500000, 1.810723e-02,
39280000000, 8.271186e-02,
39307500000, 6.068664e-02,
39335000000, 9.454169e-02,
39362500000, 6.380489e-02,
39390000000, 1.125342e-01,
39417500000, 6.712839e-02,
39445000000, 7.099589e-02,
39472500000, 8.493257e-02,
39500000000, 3.816685e-02,
39527500000, 3.287007e-02,
39555000000, 8.989801e-02,
39582500000, 5.723405e-02,
39610000000, 5.305612e-02,
39637500000, 9.377772e-02,
39665000000, 8.408210e-02,
39692500000, 2.819646e-02,
39720000000, 7.348068e-02,
39747500000, 9.592036e-02,
39775000000, 3.819456e-02,
39802500000, 1.041508e-01,
39830000000, 7.015797e-02,
39857500000, 5.676549e-02,
39885000000, 6.673890e-02,
39912500000, 8.327159e-02,
39940000000, 7.211880e-02,
39967500000, 4.612169e-02,
39995000000, 9.525084e-02,
40022500000, 4.946591e-02,
40050000000, 3.880880e-02,
40077500000, 1.218117e-01,
40105000000, 6.259001e-02,
40132500000, 5.573265e-02,
40160000000, 9.604443e-02,
40187500000, 5.934934e-02,
40215000000, 4.675018e-02,
40242500000, 9.562512e-02,
40270000000, 1.202726e-01,
40297500000, 9.082086e-02,
40325000000, 5.271754e-02,
40352500000, 6.718498e-02,
40380000000, 6.592005e-02,
40407500000, 1.994431e-02,
40435000000, 4.109771e-02,
40462500000, 1.075557e-01,
40490000000, 8.665635e-02,
40517500000, 1.261856e-01,
40545000000, 7.544002e-02,
40572500000, 6.851630e-02,
40600000000, 1.227686e-01,
40627500000, 4.079922e-02,
40655000000, 7.265750e-02,
40682500000, 1.404689e-01,
40710000000, 5.072643e-02,
40737500000, 2.934180e-02,
40765000000, 9.125889e-02,
40792500000, 7.299351e-02,
40820000000, 6.352327e-02,
40847500000, 9.776887e-02,
40875000000, 8.551790e-02,
40902500000, 3.908895e-02,
40930000000, 1.143238e-01,
40957500000, 5.215948e-02,
40985000000, 4.979144e-02,
41012500000, 6.790625e-02,
41040000000, 7.156069e-02,
41067500000, 5.207713e-02,
41095000000, 8.561282e-02,
41122500000, 1.150781e-01,
41150000000, 8.744695e-02,
41177500000, -4.952479e-03,
41205000000, 1.002247e-01,
41232500000, 1.101499e-01,
41260000000, 6.362990e-02,
41287500000, 2.960200e-02,
41315000000, 5.169856e-02,
41342500000, 1.887278e-02,
41370000000, 5.489893e-02,
41397500000, 1.330914e-01,
41425000000, 8.276367e-02,
41452500000, 1.088051e-01,
41480000000, 5.382218e-02,
41507500000, 1.021033e-01,
41535000000, 1.076098e-01,
41562500000, 1.358866e-01,
41590000000, 9.629813e-02,
41617500000, 1.094291e-01,
41645000000, 8.374135e-02,
41672500000, 1.152041e-01,
41700000000, 7.309533e-02,
41727500000, 6.232311e-02,
41755000000, 5.552666e-02,
41782500000, 5.866956e-02,
41810000000, 3.396333e-02,
41837500000, 1.199906e-01,
41865000000, 1.043702e-01,
41892500000, 9.305617e-02,
41920000000, 4.858031e-02,
41947500000, 1.165969e-01,
41975000000, 1.468201e-02,
42002500000, 1.113425e-01,
42030000000, 1.181006e-01,
42057500000, 7.696667e-02,
42085000000, 8.438727e-02,
42112500000, 7.259131e-02,
42140000000, 6.841590e-02,
42167500000, 1.001337e-01,
42195000000, 6.777933e-02,
42222500000, 1.151048e-01,
42250000000, 7.003520e-02,
42277500000, 5.201523e-02,
42305000000, 1.039522e-01,
42332500000, 6.399927e-02,
42360000000, 1.107278e-01,
42387500000, 5.959141e-02,
42415000000, 5.330416e-02,
42442500000, 4.411782e-02,
42470000000, 1.353808e-01,
42497500000, 6.036142e-02,
42525000000, 1.199412e-01,
42552500000, 4.972132e-02,
42580000000, 1.179918e-01,
42607500000, 5.431151e-02,
42635000000, 4.550029e-02,
42662500000, 1.036449e-01,
42690000000, 1.247637e-01,
42717500000, 5.290064e-02,
42745000000, 6.539378e-02,
42772500000, 5.976043e-02,
42800000000, 2.946625e-02,
42827500000, 7.932147e-02,
42855000000, 2.103929e-02,
42882500000, 7.588774e-02,
42910000000, 9.516422e-02,
42937500000, 8.881062e-02,
42965000000, 1.216552e-01,
42992500000, 8.058352e-02,
43020000000, 8.553871e-02,
43047500000, 1.306646e-01,
43075000000, 1.342581e-01,
43102500000, 1.575819e-02,
43130000000, 1.077689e-01,
43157500000, 4.191869e-02,
43185000000, 7.069079e-02,
43212500000, 1.681297e-02,
43240000000, 1.149883e-01,
43267500000, 1.043980e-01,
43295000000, 1.075416e-01,
43322500000, 8.200219e-02,
43350000000, 3.758382e-02,
43377500000, 1.033213e-01,
43405000000, 5.640574e-02,
43432500000, 3.447677e-03,
43460000000, 6.078977e-02,
43487500000, 6.547946e-02,
43515000000, 9.736846e-02,
43542500000, 9.969553e-02,
43570000000, 5.327654e-02,
43597500000, 8.114708e-02,
43625000000, 1.091045e-01,
43652500000, 1.005156e-01,
43680000000, 8.600316e-02,
43707500000, 1.289742e-01,
43735000000, 6.335898e-02,
43762500000, 7.046361e-02,
43790000000, 1.549716e-01,
43817500000, 1.441540e-01,
43845000000, 1.095810e-01,
43872500000, 6.071319e-02,
43900000000, 8.199152e-02,
43927500000, 7.208163e-02,
43955000000, 7.376929e-02,
43982500000, 2.233641e-02,
44010000000, 1.089454e-01,
44037500000, 1.536291e-01,
44065000000, 7.820449e-02,
44092500000, 1.080194e-01,
44120000000, 7.443298e-02,
44147500000, 5.243417e-02,
44175000000, 1.275854e-01,
44202500000, 6.183264e-02,
44230000000, 8.624120e-02,
44257500000, 1.028233e-01,
44285000000, 9.794401e-02,
44312500000, 6.487816e-02,
44340000000, 7.116396e-02,
44367500000, 1.274336e-01,
44395000000, 8.013628e-02,
44422500000, 7.417342e-02,
44450000000, 6.281710e-02,
44477500000, 8.633662e-02,
44505000000, 6.232209e-02,
44532500000, 2.564649e-02,
44560000000, 2.855701e-02,
44587500000, 1.298004e-01,
44615000000, 1.085107e-01,
44642500000, 1.824831e-01,
44670000000, 1.257289e-01,
44697500000, 1.133398e-01,
44725000000, 8.938732e-02,
44752500000, 2.604586e-02,
44780000000, 6.861567e-02,
44807500000, 7.761461e-02,
44835000000, 1.369738e-01,
44862500000, 1.174622e-01,
44890000000, 1.640394e-01,
44917500000, 7.997008e-02,
44945000000, 6.841438e-02,
44972500000, 1.266749e-01,
45000000000, 9.419873e-02,
