"Freq [GHz]","lost_power_fraction [] - dielectric_overlap='1um' pillar_h='10um'","lost_power_fraction [] - dielectric_overlap='1um' pillar_h='50um'","lost_power_fraction [] - dielectric_overlap='200um' pillar_h='50um'","lost_power_fraction [] - dielectric_overlap='205um' pillar_h='50um'"
35.4,0.0628180724032902,0.0635242862415718,0.0636865788846934,0.0635542955234682
35.5,0.0629162686423646,0.0636237698505805,0.0637870141063132,0.0636450234383233
35.6,0.0630138678474333,0.0637229178160181,0.0638871176847166,0.0637351111119681
35.7,0.0631108741353929,0.063821732829619,0.0639868915637262,0.0638245627114663
35.8,0.0632072917659249,0.0639202175444714,0.064086337651088,0.0639133825788253
35.9,0.0633031251418643,0.0640183745760885,0.0641854578200126,0.0640015752311057
36,0.0633983788095392,0.0641162065035024,0.0642842539107025,0.0640891453605135
36.1,0.0634930574591082,0.0642137158703585,0.0643827277318954,0.064176097834466
36.2,0.0635871659248815,0.0643109051860305,0.0644808810623803,0.064262437695646
36.3,0.0636807091856282,0.064407776926734,0.0645787156525351,0.0643481701620218
36.4,0.0637736923648802,0.0645043335366501,0.0646762332258362,0.0644333006268576
36.5,0.0638661207312183,0.0646005774290465,0.0647734354803687,0.064517834658696
36.6,0.0639579996985404,0.0646965109874068,0.0648703240903204,0.0646017780013279
36.7,0.0640493348263432,0.0647921365665619,0.06496690070747,0.0646851365737385
36.8,0.0641401318199653,0.0648874564938008,0.0650631669626552,0.0647679164700312
36.9,0.0642303965308366,0.0649824730700038,0.0651591244672352,0.0648501239593411
37,0.0643201349567153,0.0650771885707527,0.0652547748145216,0.0649317654857233
37.1,0.0644093532419148,0.0651716052474403,0.0653501195812126,0.0650128476680272
37.2,0.0644980576775182,0.0652657253283747,0.0654451603287874,0.0650933772997508
37.3,0.0645862547015839,0.0653595510198695,0.0655398986049033,0.0651733613488777
37.4,0.064673950899357,0.0654530845073315,0.0656343359447562,0.0652528069576986
37.5,0.0647611530034389,0.0655463279563324,0.0657284738724262,0.0653317214426209
37.6,0.0648478678939927,0.0656392835136688,0.0658223139021997,0.0654101122939477
37.7,0.0649341025988936,0.0657319533084112,0.0659158575398761,0.0654879871756566
37.8,0.0650198620110973,0.0658243380727816,0.0660091048458087,0.0655653514735294
37.9,0.0651051535621802,0.0659164399335269,0.0661020573340832,0.0656422133161621
38,0.065189987046398,0.0660082623625473,0.0661947179379229,0.0657185833820756
38.1,0.0652743700883133,0.0660998074278742,0.0662870881416541,0.0657944700322393
38.2,0.0653583104609672,0.0661910771848773,0.066379169427317,0.065869881799912
38.3,0.0654418160860187,0.0662820736772392,0.0664709632758096,0.0659448273903394
38.4,0.0655248950338523,0.0663727989378799,0.0665624711680329,0.0660193156804158
38.5,0.0656075555237058,0.0664632549898962,0.0666536945859794,0.066093355718341
38.6,0.0656898059237747,0.066553443847461,0.0667446350138219,0.0661669567232579
38.7,0.0657716547513157,0.0666433675167262,0.0668352939389629,0.0662401280848936
38.8,0.0658531106727402,0.0667330279966825,0.0669256728530607,0.0663128793631644
38.9,0.0659341825037141,0.0668224272800295,0.0670157732530283,0.0663852202877857
39,0.0660148792092351,0.0669115673540045,0.0671055966420092,0.0664571607578595
39.1,0.0660952099037166,0.0670004502012074,0.0671951445303173,0.0665287108414548
39.2,0.0661751838510641,0.067089077800402,0.0672844184363638,0.0665998807751738
39.3,0.0662548104647414,0.0671774521272999,0.0673734198875451,0.0666706809637065
39.4,0.0663340993078423,0.06726557515533,0.0674621504211063,0.0667411219793707
39.5,0.0664130600931463,0.067353448856387,0.0675506115849857,0.0668112145616413
39.6,0.0664917026831777,0.0674410752015562,0.0676388049386185,0.0668809696166753
39.7,0.0665700370902554,0.0675284561618353,0.0677267320537298,0.0669503982168111
39.8,0.0666480734765449,0.0676155937088277,0.0678143945150796,0.0670195116000654
39.9,0.0667258221541002,0.0677024898154154,0.0679017939212017,0.0670883211696143
40,0.0668032935849087,0.0677891464564301,0.0679889318851052,0.0671568384932704
40.1,0.0668804983809306,0.0678755656092883,0.068075810034942,0.0672250753029346
40.2,0.0669574473041242,0.0679617492546202,0.0681624300146574,0.0672930434940445
40.3,0.0670341489722353,0.0680476971067494,0.0682487909860835,0.0673607527282811
40.4,0.0671106169571723,0.0681334134630216,0.0683348971576941,0.0674282178612813
40.5,0.0671868624753589,0.0682189003174623,0.0684207502249245,0.0674954512802306
40.6,0.0672628968933416,0.0683041596696641,0.0685063519013211,0.0675624655335055
40.7,0.0673387317278254,0.0683891935253406,0.0685917039190494,0.0676292733300582
40.8,0.0674143786456925,0.0684740038968422,0.0686768080293567,0.0676958875387895
40.9,0.0674898494640289,0.0685585928036706,0.0687616660030259,0.0677623211879121
41,0.067565156150153,0.06864296227297,0.0688462796307705,0.0678285874643051
41.1,0.0676403108216388,0.0687271143400039,0.0689306507236241,0.0678946997128448
41.2,0.0677153257463465,0.0688110510486142,0.0690147811132768,0.0679606714357288
41.3,0.0677902133424448,0.0688947744516649,0.0690986726523869,0.0680265162917989
41.4,0.0678649861784482,0.0689782866114687,0.0691823272148568,0.0680922480958258
41.5,0.0679396569732506,0.0690615896001914,0.0692657466960688,0.0681578808177982
41.6,0.0680142385961611,0.0691446855002444,0.0693489330130774,0.0682234285821958
41.7,0.0680887440669473,0.0692275764046658,0.069431888104775,0.0682889056672434
41.8,0.0681631865558825,0.0693102644174576,0.0695146139319981,0.0683543265041561
41.9,0.0682375793838045,0.0693927516539368,0.0695971124775978,0.0684197056763642
42,0.0683119360221681,0.0694750402410428,0.069679385746458,0.068485057918726
42.1,0.0683862700931174,0.0695571323176293,0.0697614357654656,0.0685503981167317
42.2,0.0684605953695733,0.0696390300347374,0.069843264583412,0.0686157413056758
42.3,0.0685349257753076,0.0697207355558458,0.0699248742708591,0.0686811026698333
42.4,0.0686092753850532,0.0698022510570863,0.0700062669199134,0.0687464975416046
42.5,0.0686836584246165,0.0698835787274549,0.0700874446439463,0.0688119414006462
42.6,0.0687580892710024,0.0699647207689586,0.0701684095772394,0.0688774498729996
42.7,0.0688325828300477,0.0700456785086002,0.07024916285266,0.0689430392021937
42.8,0.0689071539955214,0.0701264542071452,0.0703297066765182,0.0690087255359262
42.9,0.0689818172963851,0.0702070510056071,0.0704100442756473,0.0690745245424353
43,0.0690565877203989,0.0702874711594793,0.0704901778630624,0.0691404524280912
43.1,0.0691314804074638,0.0703677169375793,0.0705701096694287,0.0692065255409122
43.2,0.0692065106498697,0.0704477906219975,0.0706498419420606,0.069272760369577
43.3,0.0692816938925938,0.0705276945079645,0.0707293769437574,0.0693391735424091
43.4,0.0693570457336114,0.0706074309036796,0.070808716951489,0.0694057818263433
43.5,0.069432581924256,0.0706870021300541,0.0708878642548829,0.0694726021258647
43.6,0.069508318369608,0.0707664105203991,0.0709668211545214,0.0695396514819277
43.7,0.0695842711289301,0.070845658420021,0.0710455899599775,0.069606947070869
43.8,0.0696604564161515,0.0709247481857389,0.0711241729876363,0.069674506203264
43.9,0.0697368906003961,0.0710036821852754,0.0712025725581758,0.0697423463227979
44,0.0698135902065602,0.0710824627965616,0.0712807909937615,0.069810485005079
44.1,0.0698905719159623,0.0711610924068996,0.0713588306148446,0.0698789399564525
44.2,0.0699678525670444,0.0712395734119824,0.071436693736565,0.0699477290127754
44.3,0.0700454491561447,0.0713179082147567,0.0715143826646737,0.0700168701381669
44.4,0.0701233788383361,0.0713960992240985,0.0715918996909345,0.0700863814237345
44.5,0.070201658928359,0.0714741488532978,0.0716692470879232,0.0701562810862751
44.6,0.0702803069016183,0.0715520595183064,0.0717464271031593,0.070226587466935
44.7,0.0703593403952836,0.0716298336357273,0.0718234419524744,0.0702973190298596
44.8,0.0704387772094724,0.0717074736205326,0.0719002938125204,0.0703684943607938
44.9,0.0705186353085392,0.0717849818834526,0.0719769848123256,0.070440132165666
45,0.0705989328224664,0.0718623608280217,0.0720535170237465,0.0705122512691335
45.1,0.0706796880483581,0.0719396128472304,0.0721298924507421,0.0705848706130983
45.2,0.0707609243012944,0.0720167391216525,0.0722061115168774,0.0706580145324243
45.3,0.0708426557299468,0.0720937432545245,0.0722821775861332,0.0707316972924871
45.4,0.0709249011477733,0.0721706275820121,0.0723580923766909,0.0708059381808074
45.5,0.0710076795425015,0.0722473944117125,0.0724338574805056,0.0708807565957979
45.6,0.0710910100781314,0.0723240460170081,0.0725094743446392,0.0709561720451014
45.7,0.0711749120970362,0.0724005846310802,0.0725849442509352,0.0710322041439012
45.8,0.0712594051221024,0.072477012440672,0.0726602682942355,0.0711088726131733
45.9,0.0713445088588939,0.072553331579925,0.0727354473596724,0.0711861972779188
46,0.0714302431977512,0.0726295441247465,0.0728104821000194,0.0712641980653602
46.1,0.0715166282158151,0.0727056520885204,0.072885372914785,0.071342895003082
46.2,0.0716036841788179,0.0727816574204041,0.0729601199340186,0.0714223082171601
46.3,0.0716914315425462,0.0728575620083209,0.0730347230116066,0.07150245793025
46.4,0.0717798909537921,0.0729333676898593,0.0731091817359786,0.0715833644596389
46.5,0.0718690832505641,0.07300907627639,0.0731834954710696,0.0716650482152898
46.6,0.0719590294612401,0.0730846895986482,0.0732576634484063,0.0717475296978506
46.7,0.0720497508022768,0.0731602095872509,0.0733316849442315,0.071830829496666
46.8,0.0721412686739288,0.0732356384096455,0.073405559597191,0.0719149682877981
46.9,0.0722336046533054,0.0733109786985743,0.0734792879576815,0.0719999668320478
47,0.0723267804838637,0.0733862339293289,0.0735528724197711,0.0720858459730295
47.1,0.0724208180601779,0.0734614090402569,0.073626318787058,0.0721726266353114
47.2,0.0725157394065256,0.0735365114531346,0.0736996388941684,0.0722603298226674
47.3,0.0726115666473583,0.0736115527537288,0.0737728549935607,0.072348976616464
47.4,0.0727083219673421,0.0736865514638401,0.0738460071002289,0.0724385881742717
47.5,0.0728060275579169,0.0737615376074669,0.0739191652731206,0.072529185728774
47.6,0.0729047104212595,0.0738365607232063,0.0739924515856527,0.0726207956296242
47.7,0.0730043928425796,0.0739117024720383,0.0740660749514423,0.0727134395676417
47.8,0.0731050917399901,0.0739870931895084,0.0741403793447938,0.0728071340614254
47.9,0.0732068283693507,0.0740629364123064,0.0742159182026211,0.0729019006457894
48,0.0733096233658549,0.0741395270816756,0.0742935216225223,0.0729977609348926
48.1,0.073413496512287,0.0742172283503237,0.0743742688504466,0.0730947366268758
48.2,0.0735184664635097,0.0742963284856805,0.0744591502018061,0.073192849510752
48.3,0.0736245504310145,0.0743767130810643,0.0745481917691679,0.0732921214763844
48.4,0.0737317638409848,0.0744575326822245,0.0746394115433616,0.0733925745285164
48.5,0.0738401199944738,0.0745373986881271,0.0747290478570198,0.0734942308062429
48.6,0.0739496297800101,0.0746152273373504,0.074813751906863,0.0735971126097452
48.7,0.074060301516862,0.0746908274903834,0.0748925363185571,0.0737012424368431
48.8,0.0741721410375805,0.0747646456471262,0.0749664530753397,0.0738066430327892
48.9,0.0742851521422765,0.0748372110746883,0.0750371220948846,0.0739133374580518
49,0.0743993375577856,0.0749088176843977,0.0751057600908512,0.0740213491807124
49.1,0.0745147004901682,0.0749794304420509,0.0751729135556076,0.0741307022027029
49.2,0.074631246747139,0.0750486239220108,0.0752384508358857,0.0742414212329159
49.3,0.0747489872242942,0.0751154069445719,0.075301477233853,0.0743535319257295
49.4,0.0748679403281662,0.0751778909610672,0.0753600931441522,0.0744670612115206
49.5,0.0749881337325287,0.0752336693909721,0.0754120560357435,0.0745820377576417
49.6,0.0751096048427083,0.075287424174691,0.0754636015707324,0.0746984926159121
49.7,0.0752323995553748,0.0753687998277427,0.0755464351502181,0.074816460139093
49.8,0.0753565693253664,0.0754800225838416,0.0756579038064285,0.0749359792881311
49.9,0.0754821670342239,0.075579419825559,0.0757555699105993,0.0750570955107292
50,0.0756092424851256,0.0756651016992261,0.0758392103861331,0.0751798634578907
