"Freq [GHz]","dB(St(2,1)) [] - dielectric_overlap='1um' pillar_h='10um'","dB(St(2,1)) [] - dielectric_overlap='1um' pillar_h='50um'","dB(St(2,1)) [] - dielectric_overlap='200um' pillar_h='50um'","dB(St(2,1)) [] - dielectric_overlap='205um' pillar_h='50um'"
6.7,-0.113811153925036,-0.111528138660213,-0.112322406380105,-0.111667128436775
6.8,-0.114262462205731,-0.111953324690163,-0.112783734546926,-0.112109802780711
6.9,-0.114719232991745,-0.11238145309007,-0.113248747465743,-0.112557494647995
7,-0.115181515373562,-0.11281258221308,-0.113717488678048,-0.113010308930527
7.1,-0.115649352915192,-0.113246768355597,-0.114190000196923,-0.113468347606902
7.2,-0.116122784027286,-0.113684065841204,-0.114666322587331,-0.11393171372401
7.3,-0.116601842309762,-0.114124527095271,-0.115146495035054,-0.11440051729452
7.4,-0.117086556866686,-0.114568202711631,-0.115630555405867,-0.114874884213205
7.5,-0.11757695259589,-0.115015141512445,-0.116118540296336,-0.115354970325127
7.6,-0.118073050455625,-0.115465390602297,-0.116610485077413,-0.115840984862138
7.7,-0.11857486771023,-0.115918995417218,-0.117106423931849,-0.116333231995573
7.8,-0.119082418156762,-0.116375999769446,-0.11760638988627,-0.116832189907485
7.9,-0.11959571233418,-0.116836445888426,-0.118110414838674,-0.117338674156763
8,-0.120114757716653,-0.11730037445852,-0.11861852958199,-0.11785420984564
8.1,-0.12063955889235,-0.117767824653904,-0.11913076382417,-0.118381979568502
8.2,-0.121170117728922,-0.118238834170972,-0.119647146205378,-0.118929403783342
8.3,-0.121706433526901,-0.118713439258445,-0.120167704312547,-0.119507162042469
8.4,-0.122248531341052,-0.119191692705971,-0.120692485416511,-0.119487819795095
8.5,-0.122796405644674,-0.119673628412295,-0.121221515386179,-0.120097520029526
8.6,-0.123350020585986,-0.120159260607338,-0.121754798084356,-0.120770190832534
8.7,-0.123909366466401,-0.120648619976552,-0.122292356961514,-0.121360333969833
8.8,-0.12447443164083,-0.121141735883075,-0.122834214459342,-0.121930484306051
8.9,-0.125045202616241,-0.121638636388352,-0.123380392015243,-0.122495560107545
9,-0.125621664143487,-0.122139348271576,-0.123930910065736,-0.123060647016383
9.1,-0.126203799302959,-0.122643897048054,-0.124485788048914,-0.123627912269143
9.2,-0.126791589584578,-0.123152306986478,-0.125045044405947,-0.12419842042622
9.3,-0.127385014962476,-0.123664601125266,-0.12560869658175,-0.124772746206974
9.4,-0.127984053964823,-0.124180801287876,-0.126176761024939,-0.125351220014724
9.5,-0.128588683739138,-0.124700928097253,-0.12674925318697,-0.125934039302149
9.6,-0.129198880113383,-0.125225000989369,-0.127326187520696,-0.126521324071916
9.7,-0.129814617653206,-0.125753038225913,-0.127907577478196,-0.127113146662143
9.8,-0.130435869715528,-0.126285056906152,-0.128493435508054,-0.127709548718259
9.9,-0.131062608498789,-0.12682107297797,-0.129083773052014,-0.128310551355303
10,-0.131694805090043,-0.127361101248139,-0.129678600541102,-0.128916161502909
10.1,-0.132332429509132,-0.127905155391812,-0.130277927391177,-0.129526376011995
10.2,-0.132975450750117,-0.128453247961288,-0.130881761998022,-0.130141184397224
10.3,-0.133623836820185,-0.129005390394027,-0.131490111731854,-0.130760570719929
10.4,-0.134277554776116,-0.129561593019974,-0.132102982931454,-0.131384514913461
10.5,-0.134936570758519,-0.130121865068187,-0.13272038089775,-0.132012993737219
10.6,-0.135600850023979,-0.130686214672801,-0.133342309886984,-0.132645981477993
10.7,-0.136270356975185,-0.131254648878322,-0.133968773103459,-0.133283450475512
10.8,-0.136945055189214,-0.131827173644324,-0.134599772691892,-0.133925371523609
10.9,-0.137624957605397,-0.132403834038418,-0.135235354214818,-0.134571757226408
11,-0.138309975321062,-0.132984593725598,-0.135875473167142,-0.135222532491647
11.1,-0.139000069568197,-0.133569455402183,-0.136520128433964,-0.135877665083421
11.2,-0.139695200850212,-0.134158420692305,-0.137169317806042,-0.136537122142753
11.3,-0.140395328962182,-0.134751490149667,-0.137823037970308,-0.137200870321103
11.4,-0.141100413009703,-0.135348663258768,-0.138481284500172,-0.137868875893297
11.5,-0.141810411426438,-0.135949938435644,-0.13914405184548,-0.138541104854694
11.6,-0.142525281990371,-0.136555313028092,-0.139811333322289,-0.139217523006122
11.7,-0.143244981838866,-0.137164783315465,-0.140483121102372,-0.13989809602938
11.8,-0.143969467482534,-0.137778344508012,-0.141159406202571,-0.140582789555476
11.9,-0.144698694817927,-0.138395990745791,-0.14184017847393,-0.141271569227195
12,-0.145432619139118,-0.139017715097182,-0.142525426590721,-0.141964400757411
12.1,-0.146171195148166,-0.139643509557027,-0.143215138039335,-0.142661249984132
12.2,-0.146914376964504,-0.140273365044379,-0.143909299107081,-0.14336208292313
12.3,-0.147662118133204,-0.140907271399953,-0.144607894870924,-0.144066865818892
12.4,-0.148414371632171,-0.141545217383232,-0.145310909186168,-0.144775565194422
12.5,-0.149171089878292,-0.142187190669243,-0.14601832467515,-0.145488147900383
12.6,-0.149932224732415,-0.14283317784513,-0.146730122715945,-0.146204581163993
12.7,-0.150697727503279,-0.143483164406386,-0.147446283431115,-0.146924832637935
12.8,-0.151467548950268,-0.144137134752911,-0.148166785676541,-0.147648870449611
12.9,-0.152241639285043,-0.144795072184821,-0.148891607030323,-0.148376663251005
13,-0.153019948171936,-0.14545695889806,-0.149620723781878,-0.149108180269183
13.1,-0.153802424727122,-0.146122775979884,-0.150354110921146,-0.149843391357851
13.2,-0.154589017516506,-0.146792503404122,-0.151091742127977,-0.150582267049758
13.3,-0.155379694217626,-0.147466138982279,-0.151833610288947,-0.151324796295959
13.4,-0.156174401518006,-0.148143660109452,-0.152579685995809,-0.152070950758254
13.5,-0.156973066371938,-0.148825024294832,-0.153329918232276,-0.152820685538045
13.6,-0.157775635078371,-0.149510206977241,-0.154084275298253,-0.153573974459219
13.7,-0.158582053353159,-0.150199182456936,-0.154842724134091,-0.154330792306438
13.8,-0.159392266317491,-0.150891923890541,-0.155605230311737,-0.155091114884333
13.9,-0.160206218484404,-0.151588403285928,-0.156371758026242,-0.155854919077587
14,-0.161023853743229,-0.152288591497167,-0.157142270087719,-0.156622182911658
14.1,-0.161845115341817,-0.152992458219534,-0.157916727913676,-0.157392885613922
14.2,-0.162669945866319,-0.153699971984605,-0.158695091521891,-0.158167007674874
14.3,-0.163498287218461,-0.1544111001555,-0.15947731952369,-0.158944530909053
14.4,-0.164330080589923,-0.155125808922222,-0.160263369117831,-0.159725438515185
14.5,-0.16516526643377,-0.15584406329722,-0.161053196084851,-0.160509715135002
14.6,-0.166003784432556,-0.156565827111124,-0.16184675478202,-0.161297346910079
14.7,-0.166845573462907,-0.157291063008739,-0.162643998138924,-0.162088321535882
14.8,-0.167690571556208,-0.158019732445255,-0.163444877653584,-0.162882628312219
14.9,-0.168538715855163,-0.158751795682823,-0.164249343389319,-0.163680258188982
15,-0.169389942565759,-0.159487211787382,-0.165057343972248,-0.164481203806067
15.1,-0.17024418690434,-0.160225938625887,-0.165868826589484,-0.165285459526078
15.2,-0.171101383039344,-0.160967932863899,-0.166683736988123,-0.166093021458387
15.3,-0.171961464027229,-0.161713149963632,-0.167502019474936,-0.166903887472763
15.4,-0.172824361742152,-0.162461544182409,-0.168323616916915,-0.167718057200727
15.5,-0.173690006798857,-0.163213068571634,-0.169148470742629,-0.168535532022485
15.6,-0.174558328468245,-0.163967674976293,-0.16997652094445,-0.169356315037138
15.7,-0.17542925458503,-0.164725314034988,-0.170807706081683,-0.170180411013569
15.8,-0.176302735527693,-0.165485963914813,-0.171641992779519,-0.171007858937203
15.9,-0.177178670383974,-0.166249543091529,-0.172479285986041,-0.171838634237355
16,-0.178056981984557,-0.16701599855705,-0.173319519949663,-0.17267274619575
16.1,-0.17893759125832,-0.167785276103507,-0.174162627508238,-0.173510205307812
16.2,-0.179820417090835,-0.168557320326663,-0.175008540097274,-0.174351023088584
16.3,-0.180705376171308,-0.169332074630106,-0.17585718775923,-0.175195211839164
16.4,-0.181592382827368,-0.170109481230207,-0.176708499154079,-0.176042784369619
16.5,-0.182481348847424,-0.170889481162007,-0.177562401570926,-0.176893753674333
16.6,-0.183372183290236,-0.171672014285871,-0.178418820941003,-0.17774813255597
16.7,-0.184264792281625,-0.172457019295184,-0.179277681851851,-0.178605933194204
16.8,-0.18515907879859,-0.17324443372488,-0.180138907562856,-0.179467166655688
16.9,-0.186054942441326,-0.174034193961046,-0.181002420022162,-0.180331842342079
17,-0.18695227919417,-0.174826235251485,-0.181868139884913,-0.181199967373707
17.1,-0.187850981177134,-0.175620491717355,-0.182735986533012,-0.182071545906951
17.2,-0.18875093639038,-0.176416896365881,-0.183605878096271,-0.182946578384629
17.3,-0.189652028454945,-0.177215381104167,-0.184477731475132,-0.183825060719857
17.4,-0.190554136354313,-0.178015876754162,-0.185351462364868,-0.184706983415215
17.5,-0.191457134182757,-0.178818313068797,-0.186226985281352,-0.185592330621014
17.6,-0.192360890908296,-0.179622618749279,-0.187104213588477,-0.186481079138281
17.7,-0.193265270160135,-0.180428721463637,-0.187983059527107,-0.187373197374564
17.8,-0.194170130053246,-0.181236547866502,-0.188863434245723,-0.188268644263011
17.9,-0.195075323065534,-0.182046023620119,-0.189745247832717,-0.189167368158067
18,-0.19598069598685,-0.182857073416678,-0.190628409350343,-0.190069305723926
18.1,-0.196886089963029,-0.183669621001903,-0.191512826870322,-0.190974380834912
18.2,-0.197791339131114,-0.184483595781348,-0.192398412753261,-0.191882517939629
18.3,-0.198696271493641,-0.185298918545391,-0.19328507183812,-0.192793610456157
18.4,-0.199600713529485,-0.186115503374556,-0.194172703738931,-0.193707522356371
18.5,-0.200504487154891,-0.186933270468446,-0.195061212933299,-0.194624115932188
18.6,-0.2014074114965,-0.187752139219303,-0.195950503113377,-0.195543236208785
18.7,-0.202309304291485,-0.188572028243669,-0.196840477231602,-0.196464710471039
18.8,-0.203209983688236,-0.189392855415425,-0.197731037548065,-0.197388347999119
18.9,-0.204109270505101,-0.190214537900162,-0.198622085679374,-0.198313940042008
19,-0.205006991001769,-0.191036992190887,-0.199513522649146,-0.199241260054839
19.1,-0.20590298021002,-0.191860134145066,-0.200405248939956,-0.200170064221513
19.2,-0.206797085855763,-0.192683879022991,-0.201297164546745,-0.201100092278559
19.3,-0.207689172881478,-0.193508141527413,-0.202189169031598,-0.202031068649048
19.4,-0.208579128544974,-0.194332835844541,-0.203081161579922,-0.202962703887533
19.5,-0.209466868026085,-0.195157875686181,-0.203973041057809,-0.203894696427803
19.6,-0.21035234041689,-0.195983174333217,-0.204864706070656,-0.204826734615993
19.7,-0.211235534904069,-0.19680864468024,-0.205756055022889,-0.205758499001654
19.8,-0.212116486876749,-0.197634199281355,-0.206646986178717,-0.206689664850178
19.9,-0.212995283615344,-0.198459750397117,-0.207537397723835,-0.20761990483118
20,-0.213872069143415,-0.199285210042575,-0.208427187828018,-0.208548891830082
20.1,-0.214747047767311,-0.200110490036337,-0.209316254708432,-0.209476301824139
20.2,-0.215620485799121,-0.200935502050638,-0.210204496693641,-0.210401816760559
20.3,-0.216492710971794,-0.201760157662332,-0.211091812288218,-0.211325127372605
20.4,-0.217364109122137,-0.20258436840483,-0.211978100237682,-0.21224593587052
20.5,-0.218235117846888,-0.203408045820747,-0.212863259593935,-0.213163958447286
20.6,-0.219106217027694,-0.204231101515403,-0.213747189780825,-0.214078927544897
20.7,-0.21997792734148,-0.205053439394572,-0.214629776659665,-0.214990559212391
20.8,-0.220850772350724,-0.20587497747831,-0.215510932690223,-0.215898654615162
20.9,-0.221725273801518,-0.206695627895239,-0.216390558824365,-0.216803006124248
21,-0.222601932701935,-0.207515303058719,-0.217268556650728,-0.217703428257894
21.1,-0.223481211580526,-0.208333915722928,-0.218144828459751,-0.218599758228836
21.2,-0.224363518053345,-0.209151379039283,-0.219019277308197,-0.219491856125526
21.3,-0.225249190761851,-0.209967606613014,-0.219891807083081,-0.220379604743147
21.4,-0.22613848855598,-0.210782512559819,-0.220762322564892,-0.221262909089239
21.5,-0.227031583516042,-0.211596011562549,-0.22163072948999,-0.222141695595757
21.6,-0.227928558073627,-0.21240801892773,-0.222496934612037,-0.223015911074724
21.7,-0.228829406149117,-0.213218450641921,-0.223360845762386,-0.223885521458301
21.8,-0.229734037916306,-0.21402722342775,-0.224222371909299,-0.224750510366012
21.9,-0.230642287566794,-0.214834254799529,-0.225081423215881,-0.225610877542114
22,-0.231553923298129,-0.215639463118347,-0.225937911096645,-0.226466637205016
22.1,-0.232468658694677,-0.216442767646569,-0.226791748272562,-0.227317816348262
22.2,-0.233386164699336,-0.217244088601547,-0.227642848824574,-0.228164453029384
22.3,-0.234306081468886,-0.218043347208567,-0.228491128245388,-0.229006594678772
22.4,-0.23522802954212,-0.218840465752811,-0.229336503489515,-0.229844296456536
22.5,-0.236151619905268,-0.219635367630282,-0.23017889302148,-0.23067761968044
22.6,-0.237076462693017,-0.220427977397618,-0.231018216862055,-0.231506630343521
22.7,-0.238002174401924,-0.221218220820619,-0.231854396632517,-0.232331397735408
22.8,-0.238928383606545,-0.222006024921478,-0.232687355596833,-0.233151993177268
22.9,-0.239854735254604,-0.222791318024575,-0.23351701870166,-0.23396848887628
23,-0.24078089367546,-0.223574029800709,-0.234343312614173,-0.23478095690247
23.1,-0.241706540542431,-0.224354077986911,-0.235166148548464,-0.235589449232304
23.2,-0.242631379788811,-0.225131394120502,-0.235985455736689,-0.236394036040496
23.3,-0.243555144810848,-0.225905925201594,-0.236801183137652,-0.237194803356206
23.4,-0.244477588480739,-0.226677606739835,-0.237613264686129,-0.237991814758004
23.5,-0.245398484827741,-0.227446375788202,-0.238421636192657,-0.238785130309767
23.6,-0.246317627893709,-0.22821217097638,-0.239226235367091,-0.239574806201708
23.7,-0.247234830394062,-0.228974932542115,-0.240027001839681,-0.240360894476388
23.8,-0.248149922270155,-0.229734602360533,-0.240823877179732,-0.241143442831224
23.9,-0.249062749200295,-0.230491123971267,-0.241616804911746,-0.241922494489101
24,-0.249973171120142,-0.231244442603456,-0.242405730529107,-0.242698088128939
24.1,-0.250881060789304,-0.231994505198552,-0.243190601505318,-0.243470257868392
24.2,-0.251786302429771,-0.232741260430902,-0.243971367302739,-0.244239033291461
24.3,-0.252688790452433,-0.233484658726079,-0.244747979378924,-0.245004439514058
24.4,-0.253588428281087,-0.23422465227697,-0.245520391190533,-0.245766497281386
24.5,-0.254485127277788,-0.234961195057601,-0.246288558194846,-0.246525223091382
24.6,-0.255378805769523,-0.235694242834701,-0.247052437848959,-0.247280629339216
24.7,-0.25626938817328,-0.236423753176996,-0.247811989606621,-0.248032724478143
24.8,-0.257156804214846,-0.237149685462293,-0.248567174912872,-0.248781513192863
24.9,-0.258040988235178,-0.237872000882286,-0.249317957196372,-0.249526996581797
25,-0.258921878577863,-0.23859066244524,-0.250064301859684,-0.250269172345223
25.1,-0.259799417050602,-0.239305634976397,-0.250806176267336,-0.251008034976776
25.2,-0.260673548453909,-0.240016885116333,-0.251543549731919,-0.251743575955971
25.3,-0.261544220170222,-0.240724381317177,-0.252276393498178,-0.252475783940068
25.4,-0.262411381807097,-0.241428093836763,-0.253004680725197,-0.253204644953566
25.5,-0.26327498488856,-0.242127994730807,-0.253728386466751,-0.253930142574203
25.6,-0.264134946800604,-0.242824019979954,-0.254447442299963,-0.254652224756326
25.7,-0.264991257078613,-0.243516182632164,-0.255161871978582,-0.255370903645401
25.8,-0.265843871576003,-0.244204460119985,-0.255871656156371,-0.256086156496353
25.9,-0.266692747201514,-0.244888831622945,-0.256576777285402,-0.256797958815183
26,-0.26753784177934,-0.245569278050463,-0.257277219588376,-0.257506284515987
26.1,-0.268379113931276,-0.246245782023166,-0.25797296902961,-0.258211106071246
26.2,-0.269216522977964,-0.246918327852658,-0.258664013284738,-0.258912394655245
26.3,-0.270050028856796,-0.247586901519801,-0.259350341709309,-0.259610120280592
26.4,-0.270879592054212,-0.248251490651547,-0.260031945306254,-0.260304251928059
26.5,-0.271705173550408,-0.248912084496569,-0.260708816692416,-0.260994757669654
26.6,-0.272526734774914,-0.249568673899509,-0.261380950064165,-0.261681604785273
26.7,-0.273344237571316,-0.250221251274179,-0.262048341162214,-0.262364759873064
26.8,-0.274157644170083,-0.250869810575605,-0.262710987235736,-0.263044188953699
26.9,-0.274966917168094,-0.251514347271127,-0.263368887005837,-0.263719857568839
27,-0.275772019514169,-0.25215485831056,-0.264022040628519,-0.264391730874065
27.1,-0.276572914499514,-0.252791342095507,-0.264670449657154,-0.265059773726415
27.2,-0.277369565752456,-0.253423798447971,-0.265314117004655,-0.265723950766961
27.3,-0.278161937236828,-0.254052228578238,-0.265953046905299,-0.266384226498561
27.4,-0.278949993253372,-0.254676635052203,-0.266587244876385,-0.26704056535908
27.5,-0.279733698443808,-0.255297021758204,-0.26721671767979,-0.267692931790355
27.6,-0.280513017796976,-0.255913393873356,-0.267841473283426,-0.268341290303131
27.7,-0.281287916656904,-0.256525757829605,-0.268461520822793,-0.268985605538193
27.8,-0.282058360732273,-0.257134121279424,-0.269076870562593,-0.269625842323972
27.9,-0.28282431610724,-0.257738493061381,-0.269687533858516,-0.270261965730801
28,-0.283585726922845,-0.258338863701563,-0.270293500272887,-0.270893920620385
28.1,-0.284342559578366,-0.2589352444825,-0.270894783437521,-0.271521672208142
28.2,-0.285094803541121,-0.259527667140247,-0.27149142069252,-0.272145206934064
28.3,-0.285842426534693,-0.260116144939608,-0.272083427406812,-0.272764491332449
28.4,-0.286585396724123,-0.260700692157025,-0.27267081985284,-0.273379492409113
28.5,-0.287323682730377,-0.261281324046254,-0.273253615170733,-0.273990177679589
28.6,-0.288057253644876,-0.261858056804269,-0.273831831333042,-0.27459651520521
28.7,-0.288786079044271,-0.262430907537458,-0.274405487110114,-0.275198473627319
28.8,-0.289510129005147,-0.262999894228177,-0.274974602036157,-0.27579602219961
28.9,-0.290229374118797,-0.263565035701662,-0.275539196375938,-0.276389130818853
29,-0.290943785505896,-0.264126351593399,-0.276099291092303,-0.276977770053974
29.1,-0.291653334831096,-0.264683862316969,-0.276654907814419,-0.277561911173733
29.2,-0.292357994317513,-0.265237589032415,-0.277206068806848,-0.278141526172975
29.3,-0.293057736761011,-0.265787553615129,-0.277752796939415,-0.278716587797656
29.4,-0.293752535544386,-0.266333778625383,-0.278295115657973,-0.279287069568639
29.5,-0.2944423646513,-0.26687628727842,-0.278833048956002,-0.279852945804382
29.6,-0.295127198680036,-0.267415103415244,-0.279366621347109,-0.280414191642591
29.7,-0.295807012857014,-0.267950251474047,-0.279895857838436,-0.280970783060867
29.8,-0.296481783050118,-0.268481756462367,-0.280420783904974,-0.28152269689649
29.9,-0.297151485781745,-0.269009643929923,-0.28094142546482,-0.282069910865285
30,-0.297816098241648,-0.269533939942242,-0.281457808855344,-0.28261240357969
30.1,-0.298475598299534,-0.270054671054989,-0.281969960810304,-0.283150154566111
30.2,-0.299129964517371,-0.27057186428907,-0.282477908437885,-0.283683144281499
30.3,-0.299779176161509,-0.271085547106584,-0.282981679199695,-0.284211354129277
30.4,-0.300423213214521,-0.271595747387464,-0.283481300890681,-0.284734766474654
30.5,-0.301062005285803,-0.272102459819599,-0.283976761494029,-0.28525331730884
30.6,-0.301695584583377,-0.272605747196854,-0.284468130092359,-0.285767038032172
30.7,-0.3023239333286,-0.273105638530214,-0.284955435376861,-0.28627591400974
30.8,-0.302947034504346,-0.273602163162514,-0.285438706300427,-0.28677993162423
30.9,-0.303564871865608,-0.27409535074919,-0.285917972062141,-0.287279078288497
31,-0.304177429949837,-0.274585231239808,-0.286393262092736,-0.287773342457531
31.1,-0.3047846940871,-0.275071834860383,-0.286864606040869,-0.288262713640118
31.2,-0.305386650409932,-0.275555192096504,-0.287332033760232,-0.288747182409945
31.3,-0.305983285862993,-0.276035333677277,-0.287795575297567,-0.289226740416333
31.4,-0.30657458821245,-0.276512290559946,-0.288255260881418,-0.28970138039456
31.5,-0.307160546055215,-0.276986093915379,-0.288711120911762,-0.2901710961758
31.6,-0.307741148827852,-0.277456775114293,-0.289163185950346,-0.290635882696635
31.7,-0.308316386815327,-0.277924365714166,-0.289611486711862,-0.291095736008231
31.8,-0.308886251159508,-0.278388897446958,-0.290056054055786,-0.29155065328515
31.9,-0.309450733867445,-0.27885040220749,-0.290496918978993,-0.292000632833803
32,-0.310009827819454,-0.279308912042568,-0.290934112609045,-0.292445674100527
32.1,-0.310563526776939,-0.279764459140761,-0.291367666198153,-0.292885777679363
32.2,-0.311111825390049,-0.280217075822884,-0.291797611117818,-0.293320945319503
32.3,-0.3116547192051,-0.280666794533103,-0.29222397885406,-0.293751179932348
32.4,-0.312192204671807,-0.281113647830702,-0.292646801003287,-0.294176485598318
32.5,-0.312724279150236,-0.281557668382477,-0.293066109268744,-0.2945968675733
32.6,-0.313250940917671,-0.281998888955692,-0.293481935457501,-0.295012332294795
32.7,-0.313772189175191,-0.282437342411661,-0.293894311477999,-0.295422887387745
32.8,-0.314288024054072,-0.282873061699885,-0.294303269338145,-0.29582854167007
32.9,-0.314798420100609,-0.283306066774122,-0.294708824703318,-0.296229281238028
33,-0.31530337936747,-0.283736391223398,-0.295111010242248,-0.296625117489994
33.1,-0.315802931371002,-0.284164081471619,-0.295509874852308,-0.297016086861107
33.2,-0.316297080050485,-0.284589170774804,-0.295905450931936,-0.297402203024833
33.3,-0.316785830304653,-0.28501169245544,-0.296297770976245,-0.297783480870893
33.4,-0.317269187996889,-0.285431679899708,-0.296686867577696,-0.298159936508962
33.5,-0.317747159960323,-0.285849166554974,-0.297072773427184,-0.298531587272138
33.6,-0.318219754002614,-0.286264185927793,-0.297455521315364,-0.298898451720066
33.7,-0.318686978910693,-0.286676771582255,-0.297835144134405,-0.299260549641836
33.8,-0.319148844455178,-0.287086957138741,-0.298211674879921,-0.299617902058527
33.9,-0.319605361394744,-0.287494776272965,-0.298585146653293,-0.299970531225571
34,-0.320056541480204,-0.28790026271543,-0.298955592664157,-0.300318460634708
34.1,-0.320502397458495,-0.288303450251135,-0.29932304623318,-0.300661715015796
34.2,-0.320942943076411,-0.288704372719609,-0.299687540795028,-0.301000320338242
34.3,-0.321378193084247,-0.289103064015229,-0.300049109901557,-0.301334303812227
34.4,-0.321808163239211,-0.289499558087803,-0.300407787225176,-0.301663693889623
34.5,-0.322232870308651,-0.289893888943351,-0.300763606562349,-0.301988520264671
34.6,-0.32265233207321,-0.290286090645205,-0.30111660183731,-0.302308813874375
34.7,-0.323066567329689,-0.290676197315236,-0.301466807105864,-0.302624606898635
34.8,-0.32347559589383,-0.291064243135328,-0.301814256559286,-0.302935932760121
34.9,-0.323879438602911,-0.291450262349027,-0.302158984528407,-0.303242826123909
35,-0.324278117318161,-0.291834289263344,-0.30250102548771,-0.303545322896826
