"Freq [GHz]","dB(St(2,1)) [] - dielectric_overlap='1um' pillar_h='10um'","dB(St(2,1)) [] - dielectric_overlap='1um' pillar_h='50um'","dB(St(2,1)) [] - dielectric_overlap='200um' pillar_h='50um'","dB(St(2,1)) [] - dielectric_overlap='205um' pillar_h='50um'"
35.1,-0.324671654927064,-0.29221635825072,-0.302840414059546,-0.303843460226584
35.2,-0.32506007534543,-0.292596503751166,-0.303177185018376,-0.304137276500648
35.3,-0.325443403519403,-0.292974760274432,-0.303511373295098,-0.304426811344857
35.4,-0.325821616019559,-0.293351144558538,-0.303842989347286,-0.304712064455566
35.5,-0.326194789804647,-0.293725709771765,-0.304172093747174,-0.304993119929434
35.6,-0.326562952951262,-0.29409849064996,-0.304498721926148,-0.305270021131612
35.7,-0.326926134572676,-0.294469522008789,-0.304822909489719,-0.305542812657646
35.8,-0.327284364819995,-0.294838838746445,-0.305144692221928,-0.305811540330953
35.9,-0.327637674883256,-0.295206475846373,-0.305464106089757,-0.30607625120004
36,-0.327986096992303,-0.295572468380083,-0.305781187247453,-0.30633699353552
36.1,-0.32832966441758,-0.295936851509951,-0.306095972040908,-0.306593816826902
36.2,-0.32866841147076,-0.296299660492095,-0.306408497011878,-0.306846771779215
36.3,-0.329002373505223,-0.296660930679237,-0.306718798902298,-0.307095910309366
36.4,-0.329331586916449,-0.297020697523602,-0.307026914658435,-0.307341285542355
36.5,-0.329656089142234,-0.297378996579776,-0.307332881435038,-0.307582951807258
36.6,-0.329975918662758,-0.297735863507621,-0.307636736599383,-0.307820964633055
36.7,-0.330291115000628,-0.298091334075161,-0.307938517735282,-0.308055380744256
36.8,-0.330601718720666,-0.29844544416139,-0.308238262646991,-0.308286258056335
36.9,-0.330907771429657,-0.298798229759158,-0.308536009363068,-0.308513655671021
37,-0.33120931577595,-0.299149726977959,-0.308831796140073,-0.308737633871403
37.1,-0.331506395448959,-0.299499972046704,-0.309125661466283,-0.308958254116881
37.2,-0.331799055178516,-0.299849001316467,-0.309417644065201,-0.309175579037947
37.3,-0.332087340734122,-0.300196851263173,-0.309707782899074,-0.309389672430821
37.4,-0.332371298924152,-0.300543558490261,-0.309996117172236,-0.309600599251943
37.5,-0.332650977594801,-0.30088915973128,-0.310282686334369,-0.309808425612343
37.6,-0.332926425629128,-0.301233691852437,-0.310567530083655,-0.310013218771808
37.7,-0.333197692945779,-0.301577191855088,-0.310850688369852,-0.310215047133001
37.8,-0.333464810508402,-0.301919692183535,-0.311132193530508,-0.310413966389055
37.9,-0.333727831067665,-0.302261230656434,-0.311412086614506,-0.310610048245525
38,-0.333986827909783,-0.302601849572972,-0.311690416412239,-0.310803378714831
38.1,-0.33424185511149,-0.302941586503084,-0.311967223915537,-0.310994030740951
38.2,-0.334492967777823,-0.303280479163503,-0.312242550381513,-0.311182078379099
38.3,-0.334740222040429,-0.303618565419953,-0.312516437334884,-0.311367596789195
38.4,-0.334983675055705,-0.303955883289126,-0.312788926570301,-0.311550662229147
38.5,-0.335223385002966,-0.304292470940741,-0.313060060154431,-0.31173135204809
38.6,-0.335459411082463,-0.304628366699429,-0.313329880428035,-0.311909744679503
38.7,-0.335691813513365,-0.304963609046656,-0.313598430007884,-0.312085919634345
38.8,-0.335920653531628,-0.305298236622458,-0.313865751788564,-0.312259957493993
38.9,-0.336145993387885,-0.305632288227248,-0.314131888944187,-0.312431939903208
39,-0.33636789634518,-0.305965802823446,-0.314396884929981,-0.312601949562986
39.1,-0.336586426676703,-0.306298819537124,-0.314660783483751,-0.312770070223379
39.2,-0.33680164966346,-0.306631377659551,-0.314923628627285,-0.312936386676253
39.3,-0.33701363159188,-0.306963516648697,-0.315185464667599,-0.313100984748003
39.4,-0.337222439751407,-0.307295276130683,-0.31544633619809,-0.313263951292208
39.5,-0.337428142432018,-0.307626695901184,-0.315706288099626,-0.31342537418226
39.6,-0.337630808921723,-0.30795781592673,-0.315965365541458,-0.31358534230398
39.7,-0.337830509504025,-0.308288676346046,-0.316223613982124,-0.313743945548154
39.8,-0.338027315455375,-0.308619317471282,-0.316481079170149,-0.313901274803068
39.9,-0.338221299042567,-0.3089497797892,-0.316737807144753,-0.314057421947021
40,-0.338412533520171,-0.309280103962383,-0.316993844236409,-0.314212479840829
40.1,-0.338601093127912,-0.309610330830322,-0.317249237067297,-0.314366542320275
40.2,-0.338787053088027,-0.309940501410535,-0.317504032551692,-0.314519704188565
40.3,-0.338970465611837,-0.310270657153333,-0.317758272963771,-0.314672054256627
40.4,-0.339151433372431,-0.310600839980915,-0.318012011654333,-0.314823698069917
40.5,-0.339330034551596,-0.310931091456378,-0.318265296423701,-0.314974733315145
40.6,-0.339506348303174,-0.311261453325004,-0.318518175364968,-0.315125258615953
40.7,-0.339680454750581,-0.311591967515329,-0.318770696863993,-0.315275373525331
40.8,-0.339852434984271,-0.311922676140084,-0.319022909599241,-0.315425178518055
40.9,-0.3400223710593,-0.312253621497224,-0.319274862541672,-0.315574774983119
41,-0.340190345992942,-0.312584846070929,-0.319526604954406,-0.315724265216212
41.1,-0.340356443762353,-0.312916392532628,-0.319778186392463,-0.315873752412137
41.2,-0.340520749302334,-0.313248303742038,-0.320029656702335,-0.316023340657273
41.3,-0.340683348503134,-0.313580622748242,-0.320281066021548,-0.316173134922099
41.4,-0.34084432820841,-0.313913392790805,-0.32053246477816,-0.316323241053614
41.5,-0.341003776213271,-0.31424665730091,-0.320783903690181,-0.316473765767853
41.6,-0.341161781262438,-0.314580459902576,-0.321035433764933,-0.3166248166424
41.7,-0.341318433048552,-0.314914844413985,-0.321287106298418,-0.316776502108887
41.8,-0.341473822210634,-0.315249854848754,-0.321538972874555,-0.316928931445535
41.9,-0.341628040332746,-0.315585535417468,-0.321791085364438,-0.317082214769667
42,-0.341781179942773,-0.315921930529207,-0.322043495925516,-0.317236463030258
42.1,-0.341933334511465,-0.316259084793216,-0.322296257000772,-0.317391788000505
42.2,-0.342084598451748,-0.316597043020736,-0.322549421317804,-0.317548302270339
42.3,-0.342235067118165,-0.316935850227,-0.322803041887986,-0.317706119239024
42.4,-0.342384836806717,-0.317275551633367,-0.323057172005497,-0.317865353107692
42.5,-0.342534004754943,-0.317616192669764,-0.323311865246397,-0.318026118871884
42.6,-0.342682669142346,-0.317957818977211,-0.323567175467708,-0.318188532314154
42.7,-0.342830927598912,-0.318300481691089,-0.323823160362901,-0.3183527192197
42.8,-0.342978881647709,-0.318644227551369,-0.324079875136884,-0.318518798625934
42.9,-0.343126634300826,-0.318989097798628,-0.324337371196979,-0.318686879993901
43,-0.343274287544678,-0.319335138957165,-0.324595703522561,-0.31885708220046
43.1,-0.343421944316135,-0.31968239778055,-0.32485492736947,-0.319029524871615
43.2,-0.343569708505693,-0.320030921256671,-0.325115098269299,-0.319204328374968
43.3,-0.343717684961374,-0.32038075661325,-0.325376272028716,-0.319381613812065
43.4,-0.343865979493208,-0.320731951324169,-0.325638504729003,-0.319561503010706
43.5,-0.344014698878512,-0.32108455311649,-0.325901852725683,-0.319744118517165
43.6,-0.344163950867947,-0.321438609978512,-0.32616637264845,-0.319929583588327
43.7,-0.344313844192466,-0.321794170168846,-0.326432121401219,-0.320118022183823
43.8,-0.344464488571229,-0.322151282226804,-0.326699156162717,-0.320309558957897
43.9,-0.344615994720548,-0.322509994984138,-0.326967534387253,-0.320504319251345
44,-0.344768474363934,-0.322870357578617,-0.327237313806195,-0.320702429083145
44.1,-0.344922040243446,-0.323232419469552,-0.327508552429961,-0.320904015142066
44.2,-0.345076806132322,-0.323596230455674,-0.327781308550887,-0.321109204778042
44.3,-0.345232886849077,-0.323961840695827,-0.328055640747044,-0.321318125993353
44.4,-0.345390398273131,-0.324329300732953,-0.32833160788732,-0.321530907433603
44.5,-0.345549457362222,-0.324698661522058,-0.328609269138039,-0.321747678378467
44.6,-0.345710182171527,-0.325069974462866,-0.328888683971534,-0.321968568732096
44.7,-0.345872691874833,-0.325443291438128,-0.329169912177175,-0.322193709013311
44.8,-0.346037106787736,-0.325818664858813,-0.329453013875446,-0.322423230345356
44.9,-0.346203548393108,-0.326196147717545,-0.329738049535983,-0.322657264445326
45,-0.346372139368906,-0.326575793652175,-0.330025080000467,-0.322895943613144
45.1,-0.346543003618438,-0.326957657021668,-0.33031416651196,-0.323139400720053
45.2,-0.346716291044239,-0.327341815821687,-0.330605392117509,-0.32338781864778
45.3,-0.346892105817385,-0.327728304419756,-0.330898798825754,-0.32364128450881
45.4,-0.347070575763492,-0.328117179999235,-0.331194449370052,-0.323899932828266
45.5,-0.347251830082132,-0.328508500969188,-0.331492407113701,-0.324163898649907
45.6,-0.34743599938988,-0.328902327166138,-0.331792736152677,-0.324433317521166
45.7,-0.347623215765501,-0.32929872010358,-0.332095501448974,-0.324708325477283
45.8,-0.347813612796626,-0.329697743282174,-0.332400769004275,-0.324989059024287
45.9,-0.34800732562722,-0.330099462578313,-0.332708606087541,-0.325275655120871
46,-0.34820449100452,-0.330503946734236,-0.333019081535085,-0.325568251158951
46.1,-0.348405247324074,-0.330911267980957,-0.333332266148547,-0.325866984942652
46.2,-0.348609734670342,-0.331321502836008,-0.33364823322683,-0.326171994665742
46.3,-0.348818094849869,-0.331734733133671,-0.333967059282119,-0.326483418887183
46.4,-0.349030471412711,-0.332151047366332,-0.334288825011701,-0.326801396504554
46.5,-0.349247009656389,-0.332570542446616,-0.334613616628321,-0.327126066725235
46.6,-0.349467856604561,-0.332993326042342,-0.334941527697922,-0.327457569034897
46.7,-0.349693160950208,-0.333419519698904,-0.335272661702256,-0.327796043163125
46.8,-0.349923072949569,-0.333849263051128,-0.335607135647775,-0.3281416290458
46.9,-0.350157744248869,-0.334282719553077,-0.335945085198215,-0.328494466783718
47,-0.350397327620133,-0.334720084331085,-0.336286672046333,-0.328854696597184
47.1,-0.350641976575136,-0.335161595008501,-0.336632094598612,-0.329222458776005
47.2,-0.350891844817451,-0.335607546664547,-0.336981603582409,-0.329597893624395
47.3,-0.351147085480729,-0.336058312440383,-0.337335524955658,-0.32998114140012
47.4,-0.351407850087509,-0.336514371538634,-0.337694293526062,-0.330372342247346
47.5,-0.351674287144988,-0.336976345982935,-0.338058501788623,-0.33077163612251
47.6,-0.351946569456086,-0.337445083115531,-0.338429004932625,-0.331179203752024
47.7,-0.352224835112369,-0.337921641495545,-0.338806961336072,-0.331595186465902
47.8,-0.352509180918942,-0.338407274826635,-0.339193904972786,-0.332019682746694
47.9,-0.352799717360744,-0.338903392815275,-0.339591856318298,-0.332452830874083
48,-0.353096534828519,-0.339411081934339,-0.340003076900606,-0.332894768435558
48.1,-0.353399697119785,-0.339929976177677,-0.340429180023889,-0.333345632196772
48.2,-0.353709233589883,-0.340456201225947,-0.340869018548022,-0.33380555796201
48.3,-0.354025129985051,-0.340980374138269,-0.341315699264923,-0.334274680426488
48.4,-0.354347318230349,-0.34148920901013,-0.341755975791882,-0.334753133022959
48.5,-0.354675665839833,-0.341973503046822,-0.342176469461036,-0.335241047767528
48.6,-0.355009966203225,-0.34243595904781,-0.3425730837491,-0.33573855511258
48.7,-0.355349931790543,-0.342888570273205,-0.342952455816231,-0.336245783819873
48.8,-0.35569519323467,-0.34334330244631,-0.34332469164459,-0.336762860873982
48.9,-0.35604530809482,-0.343806778549695,-0.343696913419572,-0.337289911467676
49,-0.356399783464652,-0.344280495013377,-0.344071529620236,-0.337827059108152
49.1,-0.356758115864248,-0.344762414245751,-0.344446589480107,-0.338374425919396
49.2,-0.357119849386753,-0.345247043269903,-0.344815231238115,-0.338932133256872
49.3,-0.35748464852571,-0.345721937151601,-0.345161820167271,-0.339500302814365
49.4,-0.357852376025348,-0.346155122247726,-0.345450460767149,-0.340079058502567
49.5,-0.358223160318998,-0.346459000390153,-0.345602633169668,-0.340668529537017
49.6,-0.358597434557031,-0.346477465081686,-0.345559752454838,-0.341268855425332
49.7,-0.358975932542602,-0.346530005698658,-0.345793695361582,-0.341880193951491
49.8,-0.359359636573169,-0.347254264359751,-0.346631792681442,-0.34250273391821
49.9,-0.359749685307317,-0.348124549948001,-0.347447542725117,-0.343136715497531
50,-0.360147260984448,-0.348884944560134,-0.348107202199965,-0.343782462833085
