"Freq [GHz]","dB(St(1,1)) [] - dielectric_overlap='1um' pillar_h='10um'","dB(St(1,1)) [] - dielectric_overlap='1um' pillar_h='50um'","dB(St(1,1)) [] - dielectric_overlap='200um' pillar_h='50um'","dB(St(1,1)) [] - dielectric_overlap='205um' pillar_h='50um'"
35,-20.2095084212214,-27.2899789697118,-23.9777553038457,-23.6427962693985
35.1,-20.2170517266232,-27.3334840823319,-24.0092331863495,-23.6723569787003
35.2,-20.2248316912348,-27.3776058286883,-24.0411917632906,-23.702402140029
35.3,-20.232848612099,-27.4223474346427,-24.0736338762423,-23.7329350873709
35.4,-20.2411051178605,-27.4677181871087,-24.1065671820951,-23.7639640409805
35.5,-20.2495991875852,-27.5137150685583,-24.1399898178675,-23.795487628495
35.6,-20.2583311258976,-27.5603410429226,-24.1739046780111,-23.8275092983468
35.7,-20.2673012396674,-27.6075989667369,-24.2083146715592,-23.8600325364287
35.8,-20.2765098378765,-27.655491577512,-24.2432227204882,-23.8930608658438
35.9,-20.2859572314818,-27.7040214812708,-24.2786317579402,-23.9265978465981
36,-20.295643733276,-27.7531911391972,-24.3145447262971,-23.9606470752302
36.1,-20.3055696577428,-27.8030028533365,-24.3509645750969,-23.9952121843753
36.2,-20.3157353209091,-27.8534587512875,-24.3878942587826,-24.0302968422531
36.3,-20.3261410401931,-27.9045607698203,-24.4253367342706,-24.0659047520804
36.4,-20.3367871342474,-27.95631063735,-24.4632949583297,-24.1020396513949
36.5,-20.3476739227978,-28.0087098551923,-24.5017718847553,-24.1387053112897
36.6,-20.3588017264769,-28.0617596775253,-24.5407704613278,-24.1759055355461
36.7,-20.3701708666529,-28.1154610899736,-24.5802936265405,-24.2136441596607
36.8,-20.3817816652526,-28.1698147867286,-24.6203443060815,-24.251925049756
36.9,-20.3936344445786,-28.2248211461148,-24.6609254090537,-24.2907521013673
37,-20.4057295271206,-28.2804802045039,-24.7020398239182,-24.3301292380943
37.1,-20.4180672353607,-28.3367916284776,-24.743690414139,-24.3700604101095
37.2,-20.4306478915712,-28.3937546851324,-24.7858800135148,-24.4105495925108
37.3,-20.443471817606,-28.4513682104156,-24.8286114211739,-24.4516007835071
37.4,-20.4565393346848,-28.5096305753738,-24.8718873962127,-24.4932180024243
37.5,-20.4698507631686,-28.568539650199,-24.9157106519542,-24.5354052875187
37.6,-20.4834064223287,-28.6280927659366,-24.9600838498035,-24.5781666935826
37.7,-20.497206630105,-28.6882866737339,-25.0050095926728,-24.6215062893274
37.8,-20.5112529047188,-28.7491206015997,-25.0504931510479,-24.6654310288266
37.9,-20.5255455651979,-28.8105899323187,-25.0965370236647,-24.709945058832
38,-20.5400837235409,-28.8726862625953,-25.1431408700517,-24.7550496170314
38.1,-20.554867689699,-28.935403538755,-25.1903069809994,-24.8007487964899
38.2,-20.5698977709359,-28.998734879423,-25.238037548116,-24.84704668699
38.3,-20.585174271527,-29.0626725168424,-25.2863346540144,-24.8939473706748
38.4,-20.6006974924458,-29.1272077346978,-25.3352002618394,-24.9414549173257
38.5,-20.6164677310381,-29.1923308022925,-25.384636204095,-24.9895733792471
38.6,-20.6324852806835,-29.2580309049308,-25.4346441707266,-25.0383067857323
38.7,-20.6487504304424,-29.3242960703567,-25.485225696415,-25.0876591370776
38.8,-20.6652634646898,-29.3911130911136,-25.5363821470316,-25.137634398115
38.9,-20.6820246627329,-29.4584674426875,-25.5881147052058,-25.188236491228
39,-20.6990342984144,-29.5263431973218,-25.6404243549502,-25.2394692888137
39.1,-20.7162926396979,-29.5947229333916,-25.6933118652864,-25.2913366051531
39.2,-20.7337999482368,-29.6635876402573,-25.7467777728129,-25.3438421876462
39.3,-20.7515564789255,-29.7329166185324,-25.8008223631522,-25.3969897073705
39.4,-20.7695624794309,-29.8026873757318,-25.8554456512104,-25.4507827489105
39.5,-20.7878181897043,-29.8728755173006,-25.9106473601813,-25.5052247994122
39.6,-20.8063238414731,-29.943454633064,-25.9664268992229,-25.5603192368068
39.7,-20.8250796577095,-30.0143961791867,-26.0227833397288,-25.6160693171448
39.8,-20.8440858520774,-30.0856693557851,-26.0797153901163,-25.6724781609813
39.9,-20.8633426283553,-30.157240980399,-26.1372213690498,-25.7295487387453
40,-20.882850179833,-30.2290753576117,-26.1952991770115,-25.7872838550265
40.1,-20.9026086886836,-30.3011341451754,-26.2539462661303,-25.8456861317013
40.2,-20.9226183253058,-30.3733762171162,-26.3131596081779,-25.9047579898235
40.3,-20.942881712639,-30.4457584340189,-26.3729411380374,-25.9645082354902
40.4,-20.9633965329681,-30.51823180638,-26.4332811957217,-26.0249322558397
40.5,-20.9841629167172,-30.590745920039,-26.4941750823427,-26.0860317390338
40.6,-21.0051809795746,-30.6632470073855,-26.5556174687604,-26.1478080849119
40.7,-21.0264508216733,-30.7356778066609,-26.6176023528053,-26.210262379259
40.8,-21.0479725267353,-30.807977423841,-26.6801230140488,-26.2733953662495
40.9,-21.0697461611756,-30.88008119863,-26.7431719660114,-26.3372074189502
41,-21.0917717731657,-30.9519205762849,-26.8067409057016,-26.401698507755
41.1,-21.1140493916527,-31.0234229872216,-26.8708206603777,-26.4668681666261
41.2,-21.1365790253336,-31.0945117365692,-26.9354011314272,-26.5327154569995
41.3,-21.1593606615799,-31.1651059060758,-27.0004712352587,-26.5992389292148
41.4,-21.1823942653127,-31.2351202710019,-27.0660188411109,-26.6664365813168
41.5,-21.2056797778228,-31.3044652348735,-27.1320307056845,-26.7343058150728
41.6,-21.2292171155343,-31.373046785183,-27.1984924045121,-26.8028433890425
41.7,-21.2530061687081,-31.4407664733454,-27.2653882599912,-26.8720453685306
41.8,-21.277046800082,-31.5075214223914,-27.33270126602,-26.9419070722469
41.9,-21.3013388434428,-31.5732043660383,-27.4004130091876,-27.0124230154951
42,-21.3258821021278,-31.6377037228794,-27.4685035864875,-27.0835868497031
42.1,-21.3506763474505,-31.70090370949,-27.5369515195507,-27.1553912981072
42.2,-21.3757213170454,-31.7626844962256,-27.605733665415,-27.2278280874024
42.3,-21.4010167131288,-31.8229224093836,-27.674825123875,-27.300887875161
42.4,-21.4265622006674,-31.8814901832097,-27.744199141501,-27.3745601728336
42.5,-21.4523574054521,-31.9382572649219,-27.8138270124406,-27.4488332641421
42.6,-21.4784019120675,-31.9930901754812,-27.8836779761761,-27.5236941186806
42.7,-21.5046964791145,-32.0458421043889,-27.9537198729066,-27.5991310333422
42.8,-21.5312405942706,-32.0963730230703,-28.0239169734643,-27.6751278174435
42.9,-21.5580324839867,-32.1445535560576,-28.094230713347,-27.7516640719566
43,-21.5850715439076,-32.1902432984233,-28.1646209647334,-27.8287204922556
43.1,-21.6123571164196,-32.2333016344682,-28.2350449937028,-27.9062759456849
43.2,-21.6398884878321,-32.2735884515655,-28.3054573464858,-27.9843073530371
43.3,-21.6676648853947,-32.3109649050542,-28.375809735661,-28.0627895644219
43.4,-21.6956854741366,-32.3452942285413,-28.4460509270687,-28.1416952295416
43.5,-21.7239493535172,-32.3764425824912,-28.516126628315,-28.2209946624539
43.6,-21.75245555387,-32.4042799324799,-28.5859793798483,-28.3006557009581
43.7,-21.7812030326266,-32.4286809470701,-28.6555484497117,-28.3806435608286
43.8,-21.8101906703042,-32.4495259039233,-28.7247697331865,-28.4609206852057
43.9,-21.8394172662345,-32.4667015915796,-28.7935756586653,-28.5414465895571
44,-21.8688815340186,-32.4801021933985,-28.8618951012037,-28.6221777027481
44.1,-21.8985820966808,-32.4896301394321,-28.9296533053098,-28.7030672048878
44.2,-21.9285174815017,-32.4951969116574,-28.9967718186327,-28.7840648627791
44.3,-21.9586861145017,-32.4967237879402,-29.0631684382894,-28.8651168639643
44.4,-21.9890863145488,-32.4941425104736,-29.1287571716241,-28.9461656505568
44.5,-22.0197162870586,-32.487395865157,-29.1934482132365,-29.0271497542509
44.6,-22.0505741172582,-32.4764381594958,-29.2571479400863,-29.1080036341435
44.7,-22.0816577629736,-32.4612355880564,-29.3197589264326,-29.1886575192389
44.8,-22.1129650469121,-32.4417664762595,-29.3811799802344,-29.2690372577864
44.9,-22.144493648394,-32.4180213952843,-29.4413062024343,-29.3490641758786
45,-22.1762410945023,-32.3900031429761,-29.5000290702536,-29.428654948043
45.1,-22.2082047506054,-32.3577265878417,-29.5572365452054,-29.5077214828623
45.2,-22.2403838735098,-32.3211772504951,-29.6127960675395,-29.5861638287935
45.3,-22.2727733495997,-32.2804351837551,-29.6666037891525,-29.6638891178398
45.4,-22.3053699896057,-32.2355494483048,-29.7185379369935,-29.740794335353
45.5,-22.3381703972015,-32.1865791630867,-29.7684739008833,-29.8167714658365
45.6,-22.3711709558883,-32.133592680595,-29.8162844506116,-29.8917075118849
45.7,-22.4043678151293,-32.0766666416729,-29.8618399631216,-29.9654845528974
45.8,-22.437756875769,-32.0158849133173,-29.9050086517705,-30.0379798484463
45.9,-22.471333774814,-31.9513374109594,-29.9456567870433,-30.1090659912422
46,-22.5050938697059,-31.8831188033778,-29.9836488949539,-30.1786111146271
46.1,-22.5390322222911,-31.8113270935928,-30.0188479156076,-30.2464791593725
46.2,-22.5731435827945,-31.7360620623693,-30.0511152999236,-30.3125302042933
46.3,-22.6074223742404,-31.6574235519211,-30.0803110173008,-30.3766208647651
46.4,-22.6418626779561,-31.5755095554367,-30.1062934411263,-30.4386047626377
46.5,-22.6764582210348,-31.4904140624201,-30.128919072737,-30.4983330702651
46.6,-22.7112023669781,-31.4022245897312,-30.1480420586474,-30.5556551304036
46.7,-22.7460881111795,-31.3110193028997,-30.1635134524266,-30.610419152581
46.8,-22.7811080834982,-31.2168636016877,-30.1751801757908,-30.6624729851829
46.9,-22.8162545609574,-31.1198060098481,-30.1828836520685,-30.711664960976
47,-22.8515194946115,-31.0198731784317,-30.1864581372756,-30.7578448121156
47.1,-22.886894555965,-30.9170638038105,-30.1857288965849,-30.8008646488769
47.2,-22.9223712100331,-30.8113413224904,-30.1805106418934,-30.8405799944754
47.3,-22.9579408243285,-30.7026254844864,-30.170607211039,-30.8768508664448
47.4,-22.9935948258211,-30.5907835750693,-30.1558146350833,-30.9095428931838
47.5,-23.0293249213204,-30.4756237053127,-30.1359321061899,-30.9385284525626
47.6,-23.0651237026631,-30.3568775370395,-30.1107638439226,-30.963668516343
47.7,-23.1009843782684,-30.2342590799651,-30.0802368557926,-30.9848509389035
47.8,-23.1369014989193,-30.1075557802723,-30.0445414051921,-31.0019942535725
47.9,-23.1728722422525,-29.9767976210826,-30.0043431675955,-31.0150094762181
48,-23.2088970170316,-29.8427157080784,-29.9612709009245,-31.023819880865
48.1,-23.2449806509252,-29.7075160330361,-29.9185500319814,-31.028361927714
48.2,-23.281133858852,-29.5758029267948,-29.8813913724966,-31.0285860972763
48.3,-23.3173750042322,-29.4545942129035,-29.8559312171852,-31.0244576159736
48.4,-23.3537321273158,-29.3505332410279,-29.8454786631969,-31.0159570602122
48.5,-23.3902451484255,-29.2645823952398,-29.8460884112745,-31.0030808276596
48.6,-23.4269680504639,-29.1897454541596,-29.8473596362114,-30.98584146608
48.7,-23.4639706994923,-29.1157481472991,-29.8392344893461,-30.9642678511223
48.8,-23.5013397815729,-29.0352569542215,-29.8171877986969,-30.938405204374
48.9,-23.5391781490145,-28.9456487113298,-29.7818597992809,-30.9083149409596
49,-23.5776017466821,-28.8474248753203,-29.7364483135061,-30.8740743306531
49.1,-23.6167333375274,-28.7424936815521,-29.685149653813,-30.8357759459631
49.2,-23.6566925969481,-28.6337366317962,-29.6334704013373,-30.7935268518844
49.3,-23.6975828918362,-28.526608961966,-29.5910236612796,-30.7474474600198
49.4,-23.7394761589415,-28.4358941715051,-29.580096350844,-30.6976699166208
49.5,-23.7823984722152,-28.4091967039016,-29.6581568365543,-30.6443358065035
49.6,-23.8263196341461,-28.562092373455,-29.909052420164,-30.5875928106497
49.7,-23.8711498971527,-28.7866105586774,-30.0517286617355,-30.527589717281
49.8,-23.9167454814645,-28.6485024224849,-29.7682027759999,-30.4644687908289
49.9,-23.9629222608923,-28.3844000935714,-29.4668938985938,-30.3983538428245
50,-24.0094747241778,-28.162833916998,-29.2548052494105,-30.3293312418393
