"Freq [GHz]","dB(St(2,1)) []"
9.2,-0.128370129553974
9.3,-0.129259487708186
9.4,-0.130150935549504
9.5,-0.13104462383893
9.6,-0.131940693974825
9.7,-0.132839278386425
9.8,-0.133740500912357
9.9,-0.13464447716444
10,-0.135551314877054
10.1,-0.136461114242542
10.2,-0.137373968232895
10.3,-0.138289962908216
10.4,-0.13920917771234
10.5,-0.140131685756015
10.6,-0.141057554088054
10.7,-0.141986843954927
10.8,-0.142919611049134
10.9,-0.143855940774038
11,-0.144795844167903
11.1,-0.145739361514105
11.2,-0.146686528439489
11.3,-0.147637376112581
11.4,-0.148591931433059
11.5,-0.1495502172128
11.6,-0.150512252348883
11.7,-0.151478051988922
11.8,-0.152447627688976
11.9,-0.153420987564484
12,-0.154398136434396
12.1,-0.155379075958918
12.2,-0.156363804771103
12.3,-0.157352318602562
12.4,-0.158344610403591
12.5,-0.159340670457925
12.6,-0.160340486492451
12.7,-0.161344043781983
12.8,-0.16235132524946
12.9,-0.163362311561702
13,-0.164376981220944
13.1,-0.165395310652367
13.2,-0.166417274287802
13.3,-0.167442862182581
13.4,-0.168472044570286
13.5,-0.169504772643022
13.6,-0.170541013580028
13.7,-0.171580732936655
13.8,-0.172623894708555
13.9,-0.17367046139304
14,-0.17472039404796
14.1,-0.17577365234805
14.2,-0.176830194638961
14.3,-0.177889977989048
14.4,-0.178952958239044
14.5,-0.180019090049706
14.6,-0.181088326947529
14.7,-0.182160621368649
14.8,-0.183235924700959
14.9,-0.184314187324612
15,-0.185395358650922
15.1,-0.186479387159721
15.2,-0.187566220435371
15.3,-0.188655805201315
15.4,-0.189748087353409
15.5,-0.190843011991951
15.6,-0.191940523452568
15.7,-0.193040565336004
15.8,-0.194143104224335
15.9,-0.195248057522364
16,-0.196355366776537
16.1,-0.197464972908153
16.2,-0.198576816238309
16.3,-0.199690836511867
16.4,-0.200806972920752
16.5,-0.201925164126404
16.6,-0.203045348281569
16.7,-0.204167463051374
16.8,-0.205291445633756
16.9,-0.206417232779282
17,-0.207544760810333
17.1,-0.208673965639799
17.2,-0.209804782789152
17.3,-0.210937147406071
17.4,-0.212070994281535
17.5,-0.213206257866482
17.6,-0.214342872288016
17.7,-0.215480771365161
17.8,-0.216619888624274
17.9,-0.217760157314017
18,-0.218901510419993
18.1,-0.220043880679008
18.2,-0.221187204916327
18.3,-0.222331414433007
18.4,-0.223476436647498
18.5,-0.224622203432753
18.6,-0.225768646480129
18.7,-0.226915697311843
18.8,-0.228063287293253
18.9,-0.229211347644851
19,-0.230359809454033
19.1,-0.231508603686679
19.2,-0.232657661198487
19.3,-0.233806912746163
19.4,-0.234956288998377
19.5,-0.236105720546555
19.6,-0.237255137915506
19.7,-0.238404471573899
19.8,-0.239553651944543
19.9,-0.240702609414567
20,-0.241851274345419
20.1,-0.242999577082761
20.2,-0.244147447966212
20.3,-0.245294817338977
20.4,-0.246441615557383
20.5,-0.247587773000224
20.6,-0.24873322007814
20.7,-0.249877878921664
20.8,-0.251021687018139
20.9,-0.252164574930252
21,-0.253306473289012
21.1,-0.254447312802573
21.2,-0.255587024264999
21.3,-0.256725538564872
21.4,-0.257862786693957
21.5,-0.258998699755671
21.6,-0.260133208973561
21.7,-0.261266245699692
21.8,-0.262397741422985
21.9,-0.263527627777454
22,-0.264655836550476
22.1,-0.265782299690898
22.2,-0.266906949317191
22.3,-0.268029717725483
22.4,-0.269150537397595
22.5,-0.270269341008993
22.6,-0.271386061436746
22.7,-0.272500631767375
22.8,-0.27361298530475
22.9,-0.274723055577847
23,-0.275830776348584
23.1,-0.276936069456455
23.2,-0.278038868207763
23.3,-0.279139118963883
23.4,-0.280236756503212
23.5,-0.281331715875748
23.6,-0.282423932410668
23.7,-0.283513341723957
23.8,-0.284599879725889
23.9,-0.285683482628566
24,-0.286764086953443
24.1,-0.287841629538777
24.2,-0.288916047547093
24.3,-0.289987278472621
24.4,-0.291055260148717
24.5,-0.292119930755271
24.6,-0.293181228826065
24.7,-0.294239093256168
24.8,-0.295293463309271
24.9,-0.296344278625043
25,-0.297391479226425
25.1,-0.298435005526948
25.2,-0.299474798338057
25.3,-0.300510798876346
25.4,-0.301542948770868
25.5,-0.302571190070358
25.6,-0.303595425812388
25.7,-0.304615637255439
25.8,-0.305631767763501
25.9,-0.306643761149446
26,-0.307651561682258
26.1,-0.30865511409421
26.2,-0.30965436358807
26.3,-0.310649255844255
26.4,-0.31163973702803
26.5,-0.312625753796645
26.6,-0.313607253306515
26.7,-0.314584183220326
26.8,-0.315556491714229
26.9,-0.316524127484933
27,-0.317487039756825
27.1,-0.318445178289109
27.2,-0.319398493382905
27.3,-0.320346935888354
27.4,-0.321290457211702
27.5,-0.322229009322404
27.6,-0.323162544760201
27.7,-0.324091016642194
27.8,-0.32501437866989
27.9,-0.3259325851363
28,-0.326845565221145
28.1,-0.327753273788465
28.2,-0.32865569246342
28.3,-0.32955277799317
28.4,-0.330444487751799
28.5,-0.331330779747364
28.6,-0.332211612628866
28.7,-0.333086945693261
28.8,-0.333956738892444
28.9,-0.334820952840261
29,-0.335679548819428
29.1,-0.336532488788552
29.2,-0.337379735389024
29.3,-0.338221251952035
29.4,-0.339057002505431
29.5,-0.339886951780709
29.6,-0.340711065219866
29.7,-0.341529308982348
29.8,-0.342341649951901
29.9,-0.343148055743481
30,-0.343948494710093
30.1,-0.344742935949642
30.2,-0.345531349311787
30.3,-0.346313705404731
30.4,-0.347089975602064
30.5,-0.34786007184741
30.6,-0.348624026761755
30.7,-0.349381814077901
30.8,-0.350133408321312
30.9,-0.350878784816837
31,-0.351617919695453
31.1,-0.35235078990089
31.2,-0.353077373196324
31.3,-0.353797648171023
31.4,-0.354511594246925
31.5,-0.355219191685286
31.6,-0.355920421593185
31.7,-0.356615265930122
31.8,-0.357303707514506
31.9,-0.357985730030157
32,-0.358661318032754
32.1,-0.359330456956309
32.2,-0.359993133119518
32.3,-0.360649333732162
32.4,-0.36129904690145
32.5,-0.361942261638311
32.6,-0.362578967863696
32.7,-0.363209156414775
32.8,-0.363832819051162
32.9,-0.364449916403915
33,-0.365060442017495
33.1,-0.365664422509001
33.2,-0.366261853416007
33.3,-0.366852731229192
33.4,-0.367437053398212
33.5,-0.368014818337661
33.6,-0.368586025432919
33.7,-0.369150675045937
33.8,-0.369708768521012
33.9,-0.3702603081905
34,-0.370805297380457
34.1,-0.371343740416237
34.2,-0.371875642628038
34.3,-0.372401010356384
34.4,-0.372919850957546
34.5,-0.37343217280892
34.6,-0.373937985314297
34.7,-0.374437298909145
34.8,-0.374930125065717
34.9,-0.375416476298228
35,-0.375896366167808
35.1,-0.376369809287517
35.2,-0.376836821327234
35.3,-0.377297419018433
35.4,-0.377751557630206
35.5,-0.37819931894341
35.6,-0.378640722933052
35.7,-0.379075790654405
35.8,-0.37950454424741
35.9,-0.379927006940987
36,-0.380343203057278
36.1,-0.380753158015812
36.2,-0.381156898337545
36.3,-0.381554451648819
36.4,-0.381945846685254
36.5,-0.382331113295491
36.6,-0.382710282444895
36.7,-0.383083386219112
36.8,-0.383450457827531
36.9,-0.383811531606687
37,-0.384166643023476
37.1,-0.384515828678351
37.2,-0.384859126308324
37.3,-0.385196574789946
37.4,-0.385528214142089
37.5,-0.385854085528657
37.6,-0.38617423126119
37.7,-0.386488694801307
37.8,-0.38679749335189
37.9,-0.387100673358405
38,-0.387398309410423
38.1,-0.387690449625039
38.2,-0.387977143279986
38.3,-0.388258440815367
38.4,-0.388534393835222
38.5,-0.38880505510899
38.6,-0.389070478572794
38.7,-0.389330719330659
38.8,-0.389585833655522
38.9,-0.389835878990137
39,-0.390080913947846
39.1,-0.390320998313178
39.2,-0.390556193042341
39.3,-0.390786560263544
39.4,-0.391012163277153
39.5,-0.391233066555783
39.6,-0.391449335744127
39.7,-0.391661037658706
39.8,-0.391868240287458
39.9,-0.392071012789164
40,-0.392269425492724
40.1,-0.392463549896269
40.2,-0.392653458666126
40.3,-0.392839185757201
40.4,-0.393020847511284
40.5,-0.393198520124363
40.6,-0.393372280954859
40.7,-0.393542208521753
40.8,-0.39370838250255
40.9,-0.393870883731174
41,-0.394029794195571
41.1,-0.394185197035273
41.2,-0.394337176538714
41.3,-0.394485818140402
41.4,-0.394631208417952
41.5,-0.394773435088914
41.6,-0.394912587007448
41.7,-0.395048754160874
41.8,-0.395182027665974
41.9,-0.395312499765199
42,-0.395440263822673
42.1,-0.395565414320049
42.2,-0.395688046852178
42.3,-0.395808258122634
42.4,-0.395926145939034
42.5,-0.39604180920826
42.6,-0.396155347931432
42.7,-0.39626685378042
42.8,-0.396376430418388
42.9,-0.396484191037723
43,-0.396590239993597
43.1,-0.3966946827078
43.2,-0.396797625662784
43.3,-0.396899176395482
43.4,-0.396999443491078
43.5,-0.397098536576447
43.6,-0.397196566313617
43.7,-0.397293644392927
43.8,-0.397389883526134
43.9,-0.397485397439264
44,-0.397580300865414
44.1,-0.397674709537305
44.2,-0.39776874017974
44.3,-0.397862510501894
44.4,-0.39795613918945
44.5,-0.398049745896586
44.6,-0.398143451237816
44.7,-0.398237376779707
44.8,-0.398331645032387
44.9,-0.398426379441018
45,-0.398521704377004
45.1,-0.398617745129153
45.2,-0.398714637383201
45.3,-0.398812501208119
45.4,-0.398911464615253
45.5,-0.399011656496164
45.6,-0.399113206613067
45.7,-0.399216245589189
45.8,-0.399320904898937
45.9,-0.399427316858005
46,-0.399535614613304
46.1,-0.399645932132828
46.2,-0.399758404195356
46.3,-0.399873166380059
46.4,-0.399990355056003
46.5,-0.400110107371521
46.6,-0.400232561243489
46.7,-0.400357855346486
46.8,-0.400486129101889
46.9,-0.400617522666791
47,-0.400752176922892
47.1,-0.400890233465264
47.2,-0.401031834591021
47.3,-0.401177123287898
47.4,-0.401326243222726
47.5,-0.401479338729872
47.6,-0.401636575712083
47.7,-0.401798101913191
47.8,-0.401964043404999
47.9,-0.402134547091488
48,-0.402309760484512
48.1,-0.402489831691726
48.2,-0.402674909404435
48.3,-0.402865142885401
48.4,-0.403060681956553
48.5,-0.40326167698668
48.6,-0.403468278879013
48.7,-0.40368063905876
48.8,-0.403898909460632
48.9,-0.404123242516239
49,-0.404353791141526
49.1,-0.404590708724064
49.2,-0.404834149110377
49.3,-0.405084266593165
49.4,-0.405341215898528
49.5,-0.405605152173138
49.6,-0.405876230971343
49.7,-0.406154608242295
49.8,-0.406440440317006
49.9,-0.406733883895352
50,-0.407035096033127
