"Freq [GHz]","dB(St(1,1)) []"
5.455,-28.8163198665297
5.51,-28.8839362119484
5.565,-28.9541688077434
5.62,-29.027064389928
5.675,-29.1026712716906
5.73,-29.1810393583694
5.785,-29.262220154151
5.84,-29.3462667588691
5.895,-29.433233853031
5.95,-29.5231776688979
6.005,-29.6161559451297
6.06,-29.7122278621533
6.115,-29.8114539550347
6.17,-29.9138960002511
6.225,-30.019616872359
6.28,-30.1286803661912
6.335,-30.2411509798945
6.39,-30.3570936539138
6.445,-30.4765734609886
6.5,-30.5996552424643
6.555,-30.7264031868626
6.61,-30.8568803478784
6.665,-30.9911481010249
6.72,-31.1292655413329
6.775,-31.2712888292419
6.83,-31.4172704985878
6.885,-31.5672587500316
6.94,-31.7212967661024
6.995,-31.8794221011001
7.05,-32.0416662212906
7.105,-32.2080542989983
7.16,-32.378605398993
7.215,-32.5533332371975
7.27,-32.7322477395417
7.325,-32.9153576807445
7.38,-33.1026747349127
7.435,-33.2942193152197
7.49,-33.4900286083755
7.545,-33.6901672069823
7.6,-33.8947406917527
7.655,-34.1039123967789
7.71,-34.3179233873907
7.765,-34.537115382402
7.82,-34.7619559675058
7.875,-34.9930650060265
7.93,-35.2312407208356
7.985,-35.4774835933764
8.04,-35.7330161215793
8.095,-35.9992967167139
8.15,-36.2780266836564
8.205,-36.5711503311721
8.26,-36.8808497129184
8.315,-37.2095371259832
8.37,-37.5598500580507
8.425,-37.934654562392
8.48,-38.3370639437113
8.535,-38.770480228677
8.59,-39.238666462378
8.645,-39.7458589293109
8.7,-40.2969306816966
8.755,-40.8976222776916
8.81,-41.5548638428135
8.865,-42.2772267829464
8.92,-43.0755676942665
8.975,-43.963968470301
9.03,-44.9611485174995
9.085,-46.09265050693
9.14,-47.3943132615033
9.195,-48.9178418570621
9.25,-50.7392550463117
9.305,-52.9671028048416
9.36,-55.7123843266007
9.415,-58.7268991277214
9.47,-59.9113425697427
9.525,-57.6422831581968
9.58,-54.6393997230194
9.635,-52.1055906596558
9.69,-50.053720544314
9.745,-48.3618858087843
9.8,-46.9337103936415
9.855,-45.7030763847987
9.91,-44.6246698628989
9.965,-43.66665109274
10.02,-42.8059975945669
10.075,-42.0256080857176
10.13,-41.3124714594199
10.185,-40.6564785698291
10.24,-40.0496297626803
10.295,-39.4854924046467
10.35,-38.9588205618972
10.405,-38.4652825252917
10.46,-38.0012617542768
10.515,-37.5637088780239
10.57,-37.1500298988013
10.625,-36.7580005219628
10.68,-36.385699646915
10.735,-36.0314571183628
10.79,-35.6938122340395
10.845,-35.3714804665469
10.9,-35.063326529257
10.955,-34.7683423933646
11.01,-34.4856292064459
11.065,-34.2143823129871
11.12,-33.9538787617286
11.175,-33.7034668220976
11.23,-33.4625571354964
11.285,-33.2306152058824
11.34,-33.0071549944279
11.395,-32.7917334297374
11.45,-32.583945681492
11.505,-32.3834210739895
11.56,-32.1898195386584
11.615,-32.0028285226393
11.67,-31.8221602849489
11.725,-31.6475495233774
11.78,-31.4787512846929
11.835,-31.3155391184013
11.89,-31.1577034406071
11.945,-31.0050500796853
12,-30.85739897975
12.055,-30.7145830414563
12.11,-30.576447082621
12.165,-30.4428469036181
12.22,-30.3136484445768
12.275,-30.1887270231494
12.33,-30.0679666430859
12.385,-29.951259365091
12.44,-29.83850473249
12.495,-29.7296092451189
12.55,-29.6244858756031
12.605,-29.5230536228338
12.66,-29.4252370979808
12.715,-29.3309661388427
12.77,-29.2401754487084
12.825,-29.1528042562261
12.88,-29.0687959930367
12.935,-28.988097986141
12.99,-28.9106611621458
13.045,-28.8364397606643
13.1,-28.7653910542589
13.155,-28.6974750723882
13.21,-28.6326543268795
13.265,-28.5708935364933
13.32,-28.5121593481779
13.375,-28.4564200526465
13.43,-28.4036452919403
13.485,-28.3538057567028
13.54,-28.3068728709565
13.595,-28.2628184623024
13.65,-28.2216144156284
13.705,-28.183232308665
13.76,-28.1476430280661
13.815,-28.1148163651654
13.87,-28.0847205911653
13.925,-28.0573220123171
13.98,-28.0325845066604
14.035,-28.0104690451445
14.09,-27.9909332015012
14.145,-27.9739306570807
14.2,-27.9594107090506
14.255,-27.9473177928732
14.31,-27.9375910328212
14.365,-27.9301638374186
14.42,-27.92496356002
14.475,-27.9219112481407
14.53,-27.920921508436
14.585,-27.9219025171372
14.64,-27.9247562079718
14.695,-27.9293786707091
14.75,-27.9356607930482
14.805,-27.9434891760852
14.86,-27.9527473485964
14.915,-27.9633172974049
14.97,-27.9750813198831
15.025,-27.9879241900944
15.08,-28.0017356124259
15.135,-28.0164129164422
15.19,-28.0318639251293
15.245,-28.0480099072306
15.3,-28.0647885048604
15.355,-28.0821565121584
15.41,-28.1000923715775
15.465,-28.1185982533686
15.52,-28.1377015923075
15.575,-28.1574559742023
15.63,-28.1779412927
15.685,-28.1992631327579
15.74,-28.2215513782188
15.795,-28.2449580838782
15.85,-28.2696546935671
15.905,-28.2958287216191
15.96,-28.3236800427767
16.015,-28.3534169533288
16.07,-28.3852521735327
16.125,-28.4193989588672
16.18,-28.4560674772013
16.235,-28.4954615930012
16.29,-28.5377761808167
16.345,-28.5831950706463
16.4,-28.6318897085277
16.455,-28.6840185967822
16.51,-28.7397275584368
16.565,-28.7991508474428
16.62,-28.86241309844
16.675,-28.9296320757181
16.73,-29.0009221403307
16.785,-29.0763983067445
16.84,-29.156180704992
16.895,-29.2403991995389
16.95,-29.3291978428681
17.005,-29.4227387682155
17.06,-29.5212050718979
17.115,-29.6248022325166
17.17,-29.7337576963465
17.225,-29.8483184470391
17.28,-29.9687466651212
17.335,-30.0953139210343
17.39,-30.2282946542671
17.445,-30.3679598816221
17.5,-30.5145720861598
17.555,-30.6683820539154
17.61,-30.8296280965441
17.665,-30.9985377143091
17.72,-31.1753314120799
17.775,-31.3602281523504
17.83,-31.5534518412598
17.885,-31.7552382820955
17.94,-31.9658421553702
17.995,-32.1855437479021
18.05,-32.4146553157073
18.105,-32.6535271020713
18.16,-32.9025531328816
18.215,-33.1621769773264
18.27,-33.4328977007493
18.325,-33.7152762573878
18.38,-34.0099425830014
18.435,-34.3176036584142
18.49,-34.639052830055
18.545,-34.9751806960017
18.6,-35.3269878973674
18.655,-35.6956001947671
18.71,-36.0822862551894
18.765,-36.4884786188232
18.82,-36.915798343526
18.875,-37.3660838075847
18.93,-37.8414240327175
18.985,-38.3441965604495
19.04,-38.8771091674678
19.095,-39.4432431372777
19.15,-40.0460926356889
19.205,-40.6895884372321
19.26,-41.3780817979142
19.315,-42.1162396651188
19.37,-42.9087537573027
19.425,-43.7596701992232
19.48,-44.6709610883707
19.535,-45.6396203252524
19.59,-46.6520349876008
19.645,-47.6739326711351
19.7,-48.635432319593
19.755,-49.4183351883828
19.81,-49.8704788345645
19.865,-49.8747831762196
19.92,-49.4334931793287
19.975,-48.6663256430238
20.03,-47.7250785676548
20.085,-46.7263182211745
20.14,-45.7384700747206
20.195,-44.7948804730345
20.25,-43.9086490257486
20.305,-43.0825126951688
20.36,-42.31435946731
20.415,-41.600067845465
20.47,-40.934901489713
20.525,-40.3141624785343
20.58,-39.7334737208728
20.635,-39.1888795800862
20.69,-38.6768600069413
20.745,-38.1943058914529
20.8,-37.7384792803441
20.855,-37.3069699287418
20.91,-36.8976534930761
20.965,-36.508653573305
21.02,-36.1383082809242
21.075,-35.7851412809879
21.13,-35.4478369382669
21.185,-35.1252190858759
21.24,-34.8162329232622
21.295,-34.5199295846313
21.35,-34.2354529705712
21.405,-33.9620284910236
21.46,-33.6989534202289
21.515,-33.4455886112064
21.57,-33.2013513579814
21.625,-32.9657092282771
21.68,-32.7381747184035
21.735,-32.518300606263
21.79,-32.3056758985165
21.845,-32.0999222846543
21.9,-31.90069102458
21.955,-31.7076602078274
22.01,-31.5205323321217
22.065,-31.3390321569714
22.12,-31.1629047946694
22.175,-30.9919140066701
22.23,-30.825840678015
22.285,-30.6644814464503
22.34,-30.5076474662328
22.395,-30.3551632894683
22.45,-30.2068658502532
22.505,-30.0626035389506
22.56,-29.922235355718
22.615,-29.7856301339056
22.67,-29.6526658252727
22.725,-29.523228840077
22.78,-29.3972134360851
22.835,-29.2745211513822
22.89,-29.1550602765919
22.945,-29.0387453627533
23,-28.9254967616414
23.055,-28.8152401957947
23.11,-28.7079063559211
23.165,-28.6034305236981
23.22,-28.5017522182921
23.275,-28.4028148651648
23.33,-28.3065654859557
23.385,-28.2129544084032
23.44,-28.1219349954095
23.495,-28.0334633924638
23.55,-27.9474982927218
23.605,-27.8640007190948
23.66,-27.7829338227231
23.715,-27.7042626972156
23.77,-27.6279542080075
23.825,-27.5539768361411
23.88,-27.4823005356976
23.935,-27.4128966040044
23.99,-27.3457375636157
24.045,-27.2807970549108
24.1,-27.2180497379679
24.155,-27.1574712021674
24.21,-27.0990378817361
24.265,-27.0427269751812
24.32,-26.9885163662679
24.375,-26.9363845438701
24.43,-26.8863105176756
24.485,-26.8382737263422
24.54,-26.7922539343008
24.595,-26.7482311129594
24.65,-26.706185301612
24.705,-26.6660964428769
24.76,-26.6279441870114
24.815,-26.5917076589768
24.87,-26.5573651817107
24.925,-26.5248939487494
24.98,-26.4942696392402
25.035,-26.4654659686696
25.09,-26.4384541695788
25.145,-26.413202398651
25.2,-26.3896750705749
25.255,-26.367832126348
25.31,-26.3476282562633
25.365,-26.3290121192268
25.42,-26.3119256360005
25.475,-26.2963034939888
25.53,-26.2820731009997
25.585,-26.2691553912808
25.64,-26.2574671626401
25.695,-26.2469260810026
25.75,-26.2374602473134
25.805,-26.2290254729995
25.86,-26.2216354506471
25.915,-26.2154132560428
25.97,-26.2106775531909
26.025,-26.2080836563949
26.08,-26.2088468034807
26.135,-26.2150760534721
26.19,-26.2302223861242
26.245,-26.25954803345
26.3,-26.3102834589637
26.355,-26.3907415189456
26.41,-26.5074576833581
26.465,-26.6604460978991
26.52,-26.8394969492883
26.575,-27.0261331220466
26.63,-27.201560519881
26.685,-27.3542954716695
26.74,-27.4819455111233
26.795,-27.5881835656437
26.85,-27.6789080465754
26.905,-27.7598125365627
26.96,-27.8354426509145
27.015,-27.9090975855605
27.07,-27.9830512499529
27.125,-28.0588274996511
27.18,-28.1374332755809
27.235,-28.2195308094512
27.29,-28.3055569352541
27.345,-28.3958031376679
27.4,-28.4904684150562
27.455,-28.5896939549717
27.51,-28.6935858470723
27.565,-28.8022299885861
27.62,-28.9157019083718
27.675,-29.0340732850796
27.73,-29.157416314028
27.785,-29.2858066750375
27.84,-29.4193255932347
27.895,-29.5580613163218
27.95,-29.7021102223265
28.005,-29.8515777004417
28.06,-30.0065789007669
28.115,-30.1672394179664
28.17,-30.3336959535021
28.225,-30.5060969875626
28.28,-30.6846034827521
28.335,-30.8693896354458
28.39,-31.0606436864141
28.445,-31.2585687991156
28.5,-31.4633840114227
28.555,-31.675325264021
28.61,-31.8946465059149
28.665,-32.1216208739666
28.72,-32.3565419386957
28.775,-32.5997250020785
28.83,-32.8515084239862
28.885,-33.1122549411109
28.94,-33.3823529241971
28.995,-33.6622174940621
29.05,-33.952291381194
29.105,-34.2530453635705
29.16,-34.5649780467196
29.215,-34.8886146506965
29.27,-35.2245043286433
29.325,-35.5732153443348
29.38,-35.9353271581312
29.435,-36.3114180794781
29.49,-36.7020465948382
29.545,-37.1077237129435
29.6,-37.5288726081755
29.655,-37.9657703975123
29.71,-38.4184649682885
29.765,-38.886657338658
29.82,-39.3695371822014
29.875,-39.865556347199
29.93,-40.372123698261
29.985,-40.8852071683323
30.04,-41.3988408811597
30.095,-41.9045655096768
30.15,-42.3908904261139
30.205,-42.8429646732796
30.26,-43.2427658433511
30.315,-43.5701928975656
30.37,-43.8053404881791
30.425,-43.931797230988
30.48,-43.9401166565166
30.535,-43.8301105719041
30.59,-43.6108870260239
30.645,-43.2986140155229
30.7,-42.9130637266691
30.755,-42.4742928876045
30.81,-42.0003318684442
30.865,-41.5060587588657
30.92,-41.0029888744043
30.975,-40.4995933650542
31.03,-40.0018342768565
31.085,-39.513725476284
31.14,-39.0378284441774
31.195,-38.5756534338858
31.25,-38.1279675326208
31.305,-37.6950235456316
31.36,-37.2767263750844
31.415,-36.8727521354648
31.47,-36.4826324618648
31.525,-36.1058136088157
31.58,-35.741697486571
31.635,-35.3896698479645
31.69,-35.0491193805144
31.745,-34.7194503872023
31.8,-34.4000909649429
31.855,-34.0904980352436
31.91,-33.7901601867046
31.965,-33.4985990086849
32.02,-33.215369396703
32.075,-32.9400591692359
32.13,-32.6722882356256
32.185,-32.4117074837582
32.24,-32.1579975055672
32.295,-31.910867242134
32.35,-31.6700526040071
32.405,-31.4353151032695
32.46,-31.2064405197436
32.515,-30.9832376131057
32.57,-30.765536884544
32.625,-30.5531893853617
32.68,-30.3460655651837
32.735,-30.1440541489992
32.79,-29.9470610300569
32.845,-29.7550081646414
32.9,-29.5678324549565
32.955,-29.385484607712
33.01,-29.2079279584729
33.065,-29.0351372551999
33.12,-28.8670973985003
33.175,-28.7038021405802
33.23,-28.5452527494442
33.285,-28.3914566491687
33.34,-28.2424260507781
33.395,-28.0981765910839
33.45,-27.958725998678
33.505,-27.8240928069486
33.56,-27.6942951335757
33.615,-27.5693495445089
33.67,-27.4492700181352
33.725,-27.3340670223839
33.78,-27.2237467141576
33.835,-27.1183102669268
33.89,-27.0177533288116
33.945,-26.9220656101727
34,-26.8312305967835
34.055,-26.7452253821411
34.11,-26.6640206104737
34.165,-26.5875805204892
34.22,-26.515863078911
34.275,-26.4488201922904
34.33,-26.3863979854366
34.385,-26.3285371349955
34.44,-26.2751732471724
34.495,-26.2262372692674
34.55,-26.1816559255258
34.605,-26.1413521687323
34.66,-26.105245639959
34.715,-26.0732531298834
34.77,-26.0452890360754
34.825,-26.0212658116041
34.88,-26.0010944012097
34.935,-25.9846846621144
34.99,-25.9719457672984
35.045,-25.9627865897383
35.1,-25.957116066699
35.155,-25.9548435436787
35.21,-25.9558790980461
35.265,-25.9601338427593
35.32,-25.9675202108589
35.375,-25.9779522216479
35.43,-25.9913457296461
35.485,-26.0076186575266
35.54,-26.026691214315
35.595,-26.0484861001715
35.65,-26.0729286990714
35.705,-26.0999472606801
35.76,-26.1294730726616
35.815,-26.1614406245984
35.87,-26.1957877646082
35.925,-26.2324558496577
35.98,-26.2713898904679
36.035,-26.3125386918022
36.09,-26.3558549888267
36.145,-26.4012955801253
36.2,-26.4488214578586
36.255,-26.4983979354614
36.31,-26.5499947731959
36.365,-26.6035863018012
36.42,-26.6591515444253
36.475,-26.7166743369772
36.53,-26.7761434470082
36.585,-26.8375526912137
36.64,-26.9009010516495
36.695,-26.9661927907778
36.75,-27.0334375654854
36.805,-27.1026505402808
36.86,-27.1738524999409
36.915,-27.24706996197
36.97,-27.322335289342
37.025,-27.3996868041206
37.08,-27.4791689026971
37.135,-27.5608321735437
37.19,-27.64473351856
37.245,-27.7309362792879
37.3,-27.8195103694778
37.355,-27.9105324157305
37.41,-28.0040859081786
37.465,-28.1002613634568
37.52,-28.1991565024916
37.575,-28.3008764459679
37.63,-28.4055339306747
37.685,-28.5132495503108
37.74,-28.6241520247424
37.795,-28.7383785021748
37.85,-28.8560748991945
37.905,-28.9773962842216
37.96,-29.102507310545
38.015,-29.2315827058419
38.07,-29.3648078259089
38.125,-29.5023792812801
38.18,-29.6445056464928
38.235,-29.7914082630196
38.29,-29.9433221483515
38.345,-30.1004970254023
38.4,-30.2631984883917
38.455,-30.4317093236819
38.51,-30.6063310067435
38.565,-30.7873853996233
38.62,-30.9752166770029
38.675,-31.1701935133372
38.73,-31.3727115686966
38.785,-31.583196316976
38.84,-31.8021062671854
38.895,-32.0299366367545
38.95,-32.267223545292
39.005,-32.514548808153
39.06,-32.7725454214834
39.115,-33.0419038440407
39.17,-33.3233791955932
39.225,-33.61779950619
39.28,-33.9260751632721
39.335,-34.2492097111581
39.39,-34.5883121538897
39.445,-34.9446108873737
39.5,-35.3194693218257
39.555,-35.7144031189787
39.61,-36.1310987049859
39.665,-36.571432232788
39.72,-37.0374872871734
39.775,-37.5315680520611
39.83,-38.0562018593836
39.885,-38.6141200595801
39.94,-39.2081972894948
39.995,-39.8413134284799
40.05,-40.5160745289048
40.105,-41.2342799828507
40.16,-41.9959402293044
40.215,-42.7975197883867
40.27,-43.628916887419
40.325,-44.4686201711928
40.38,-45.2769784134327
40.435,-45.9897206389033
40.49,-46.5189101660206
40.545,-46.7728582524983
40.6,-46.696274769936
40.655,-46.3028751111307
40.71,-45.6667470259004
40.765,-44.8820726108697
40.82,-44.0290131010897
40.875,-43.1621173049232
40.93,-42.3133963451897
40.985,-41.4994059506496
41.04,-40.727347161585
41.095,-39.999171207578
41.15,-39.3140601049709
41.205,-38.6698453337637
41.26,-38.0637918668816
41.315,-37.4930184961288
41.37,-36.9547141775304
41.425,-36.4462415777727
41.48,-35.9651791508135
41.535,-35.5093304592297
41.59,-35.0767167354473
41.645,-34.6655615363355
41.7,-34.2742723310618
41.755,-33.9014216048807
41.81,-33.5457287943023
41.865,-33.2060436623421
41.92,-32.8813313341718
41.975,-32.5706590061063
42.03,-32.2731842360924
42.085,-31.9881446767116
42.14,-31.7148490963659
42.195,-31.4526695358863
42.25,-31.2010344578378
42.305,-30.9594227594705
42.36,-30.7273585349588
42.415,-30.5044064868571
42.47,-30.290167899918
42.525,-30.0842771022685
42.58,-29.8863983493624
42.635,-29.696223075209
42.69,-29.5134674631879
42.745,-29.3378702954967
42.8,-29.1691910460055
42.855,-29.007208186219
42.91,-28.8517176782295
42.965,-28.7025316321256
43.02,-28.5594771083763
43.075,-28.422395048318
43.13,-28.2911393181131
43.185,-28.1655758534544
43.24,-28.0455818939393
43.295,-27.9310452974481
43.35,-27.8218639260682
43.405,-27.7179450961645
43.46,-27.619205086089
43.515,-27.5255686958109
43.57,-27.436968853412
43.625,-27.3533462639936
43.68,-27.2746490970233
43.735,-27.2008327086011
43.79,-27.1318593954949
43.845,-27.0676981781081
43.9,-27.0083246098311
43.955,-26.9537206104384
44.01,-26.9038743214027
44.065,-26.8587799811319
44.12,-26.8184378182633
44.175,-26.7828539612244
44.23,-26.7520403623184
44.285,-26.7260147345971
44.34,-26.7048004997602
44.395,-26.6884267452407
44.45,-26.6769281885214
44.505,-26.6703451465534
44.56,-26.6687235079087
44.615,-26.6721147049983
44.67,-26.680575683295
44.725,-26.6941688640022
44.78,-26.71296209601
44.835,-26.7370285922163
44.89,-26.7664468443607
44.945,-26.8013005093949
45,-26.8416782590019
