"Freq [GHz]","dB(St(2,1)) []"
27.18,-0.493698292478011
27.235,-0.492886489983342
27.29,-0.492123834585536
27.345,-0.491410640739308
27.4,-0.490747139822242
27.455,-0.490133423378664
27.51,-0.489569411731923
27.565,-0.489054839723789
27.62,-0.488589254022873
27.675,-0.488172018227922
27.73,-0.487802323169982
27.785,-0.4874792005942
27.84,-0.487201538921552
27.895,-0.486968100146273
27.95,-0.486777537172302
28.005,-0.486628411073155
28.06,-0.486519207894243
28.115,-0.486448354720935
28.17,-0.486414234817583
28.225,-0.486415201708453
28.28,-0.486449592124922
28.335,-0.486515737785668
28.39,-0.486611976010557
28.445,-0.486736659196111
28.5,-0.48688816319952
28.555,-0.487064894694755
28.61,-0.48726529757293
28.665,-0.487487858466815
28.72,-0.487731111482651
28.775,-0.487993642222225
28.83,-0.488274091178738
28.885,-0.488571156586531
28.94,-0.488883596800752
28.995,-0.489210232279611
29.05,-0.489549947236511
29.105,-0.489901691024424
29.16,-0.490264479309124
29.215,-0.490637395084429
29.27,-0.491019589575364
29.325,-0.491410283072878
29.38,-0.491808765736675
29.435,-0.492214398401279
29.49,-0.492626613413676
29.545,-0.493044915529285
29.6,-0.493468882887991
29.655,-0.49389816808917
29.71,-0.494332499381062
29.765,-0.494771681976422
29.82,-0.495215599503125
29.875,-0.49566421559466
29.93,-0.496117575622126
29.985,-0.496575808564581
30.04,-0.497039129011829
30.095,-0.497507839286559
30.15,-0.497982331669512
30.205,-0.498463090704746
30.26,-0.498950695553779
30.315,-0.499445822362104
30.37,-0.499949246590435
30.425,-0.500461845254552
30.48,-0.500984599005398
30.535,-0.501518593969357
30.59,-0.502065023252788
30.645,-0.502625188001111
30.7,-0.503200497883399
30.755,-0.503792470855853
30.81,-0.504402732034793
30.865,-0.505033011491339
30.92,-0.505685140752148
30.975,-0.506361047771083
31.03,-0.507062750110528
31.085,-0.507792346049002
31.14,-0.508552003311204
31.195,-0.509343945098973
31.25,-0.510170433090298
31.305,-0.511033747069216
