Freq.	S22(V1)
2.47147147147147e+09	(-2.50821290699199e+01dB,-7.72120917357944e+01°)
2.52052052052052e+09	(-2.50956981763868e+01dB,-7.88312952736546e+01°)
2.56956956956957e+09	(-2.51090661452920e+01dB,-8.04544672481137e+01°)
2.61861861861862e+09	(-2.51222094669170e+01dB,-8.20815648568208e+01°)
2.66766766766767e+09	(-2.51351047298305e+01dB,-8.37125378878806e+01°)
2.71671671671672e+09	(-2.51477286718819e+01dB,-8.53473286389913e+01°)
2.76576576576577e+09	(-2.51600582328846e+01dB,-8.69858718530440e+01°)
2.81481481481481e+09	(-2.51720706088759e+01dB,-8.86280946713335e+01°)
2.86386386386386e+09	(-2.51837433077660e+01dB,-9.02739166057317e+01°)
2.91291291291291e+09	(-2.51950542062720e+01dB,-9.19232495306167e+01°)
2.96196196196196e+09	(-2.52059816079007e+01dB,-9.35759976957050e+01°)
3.01101101101101e+09	(-2.52165043018165e+01dB,-9.52320577607178e+01°)
3.06006006006006e+09	(-2.52266016223694e+01dB,-9.68913188524113e+01°)
3.10910910910911e+09	(-2.52362535090441e+01dB,-9.85536626454773e+01°)
3.15815815815816e+09	(-2.52454405665841e+01dB,-1.00218963467086e+02°)
3.20720720720721e+09	(-2.52541441250556e+01dB,-1.01887088425893e+02°)
3.25625625625626e+09	(-2.52623462995625e+01dB,-1.03557897566060e+02°)
3.30530530530531e+09	(-2.52700300493520e+01dB,-1.05231244046368e+02°)
3.35435435435435e+09	(-2.52771792359588e+01dB,-1.06906974344256e+02°)
3.40340340340340e+09	(-2.52837786802149e+01dB,-1.08584928484922e+02°)
3.45245245245245e+09	(-2.52898142177424e+01dB,-1.10264940295318e+02°)
3.50150150150150e+09	(-2.52952727526134e+01dB,-1.11946837682167e+02°)
3.55055055055055e+09	(-2.53001423089938e+01dB,-1.13630442933828e+02°)
3.59959959959960e+09	(-2.53044120803780e+01dB,-1.15315573044889e+02°)
3.64864864864865e+09	(-2.53080724761800e+01dB,-1.17002040062539e+02°)
3.69769769769770e+09	(-2.53111151653965e+01dB,-1.18689651453746e+02°)
3.74674674674675e+09	(-2.53135331171384e+01dB,-1.20378210491713e+02°)
3.79579579579580e+09	(-2.53153206376818e+01dB,-1.22067516660201e+02°)
3.84484484484484e+09	(-2.53164734039456e+01dB,-1.23757366073985e+02°)
3.89389389389389e+09	(-2.53169884931015e+01dB,-1.25447551913871e+02°)
3.94294294294294e+09	(-2.53168644081883e+01dB,-1.27137864874139e+02°)
3.99199199199199e+09	(-2.53161010995705e+01dB,-1.28828093620439e+02°)
4.04104104104104e+09	(-2.53146999820853e+01dB,-1.30518025256229e+02°)
4.09009009009009e+09	(-2.53126639478678e+01dB,-1.32207445795201e+02°)
4.13913913913914e+09	(-2.53099973746778e+01dB,-1.33896140637849e+02°)
4.18818818818819e+09	(-2.53067061297876e+01dB,-1.35583895049577e+02°)
4.23723723723724e+09	(-2.53027975693807e+01dB,-1.37270494638256e+02°)
4.28628628628629e+09	(-2.52982805335051e+01dB,-1.38955725828819e+02°)
4.33533533533533e+09	(-2.52931653366243e+01dB,-1.40639376332725e+02°)
4.38438438438438e+09	(-2.52874637539043e+01dB,-1.42321235610098e+02°)
4.43343343343343e+09	(-2.52811890032647e+01dB,-1.44001095322152e+02°)
4.48248248248248e+09	(-2.52743557234573e+01dB,-1.45678749772231e+02°)
4.53153153153153e+09	(-2.52669799482431e+01dB,-1.47353996333258e+02°)
4.58058058058058e+09	(-2.52590790769245e+01dB,-1.49026635859671e+02°)
4.62962962962963e+09	(-2.52506718414336e+01dB,-1.50696473082507e+02°)
4.67867867867868e+09	(-2.52417782702261e+01dB,-1.52363316985647e+02°)
4.72772772772773e+09	(-2.52324196492258e+01dB,-1.54026981162209e+02°)
4.77677677677678e+09	(-2.52226184801012e+01dB,-1.55687284149542e+02°)
4.82582582582583e+09	(-2.52123984361649e+01dB,-1.57344049742063e+02°)
4.87487487487488e+09	(-2.52017843161670e+01dB,-1.58997107280728e+02°)
4.92392392392392e+09	(-2.51908019963135e+01dB,-1.60646291918792e+02°)
4.97297297297297e+09	(-2.51794783807924e+01dB,-1.62291444863019e+02°)
5.02202202202202e+09	(-2.51678413511196e+01dB,-1.63932413590270e+02°)
5.07107107107107e+09	(-2.51559197146077e+01dB,-1.65569052039000e+02°)
5.12012012012012e+09	(-2.51437431522581e+01dB,-1.67201220776042e+02°)
5.16916916916917e+09	(-2.51313421663818e+01dB,-1.68828787138490e+02°)
