Meta Data
Label,Value,


Analytical Results
Table: General
Label,Value,Units
M Cursor Pos,68066.544,nm
M Cursor Width,4693.39,nm
R Cursor Pos,34937.416,nm
R Cursor Width,-11350.921,nm
Type,Two-Points Cursors,


Data Leveling Position
R Cursor Position,34937.4162652575 nm
R Cursor Width,-11350.9207551545 nm
M Cursor Position,68066.5415257236 nm
M Cursor Width,4693.39024877085 nm


Data
Lateral(nm),Height Data(µm),,
0,0.0205243398966682,,
14.8783535935355,0.020385187848757,,
29.7567071870709,0.0208702332349865,,
44.6350607806064,0.0202366047845775,,
59.5134143741418,0.0208509428019344,,
74.3917679676773,0.0212272293947892,,
89.2701215612128,0.0212189559662809,,
104.148475154748,0.0217493053327511,,
119.026828748284,0.0220482893272994,,
133.905182341819,0.0225245756413031,,
148.783535935355,0.0227829761545436,,
163.66188952889,0.0227565431643896,,
178.540243122426,0.0229630236247351,,
193.418596715961,0.0219856829211094,,
208.296950309496,0.0211568552940626,,
223.175303903032,0.0205490883868995,,
238.053657496567,0.0186982014777597,,
252.932011090103,0.0157881264190568,,
267.810364683638,0.0135858946560351,,
282.688718277174,0.0100444781547776,,
297.567071870709,0.00697356882858221,,
312.445425464245,0.00444759918383279,,
327.32377905778,0.00223268647358054,,
342.202132651316,-3.19473482173635E-05,,
357.080486244851,-0.00202857326938611,,
371.958839838386,-0.00319591687750217,,
386.837193431922,-0.00391843354067532,,
401.715547025457,-0.00564052987204268,,
416.593900618993,-0.00574561587973949,,
431.472254212528,-0.006093411084736,,
446.350607806064,-0.00714643658263885,,
461.228961399599,-0.00722694442966385,,
476.107314993135,-0.00735503488822287,,
490.98566858667,-0.00828992245081972,,
505.864022180206,-0.00858298777435921,,
520.742375773741,-0.00833456436812921,,
535.620729367276,-0.00907080073754842,,
550.499082960812,-0.00998843550890815,,
565.377436554347,-0.0102648752467037,,
580.255790147883,-0.0101070834276412,,
595.134143741418,-0.0104960195954634,,
610.012497334954,-0.00984556692837214,,
624.890850928489,-0.00854830294240164,,
639.769204522025,-0.00818245597519272,,
654.64755811556,-0.00690516851130378,,
669.525911709096,-0.00405437212119796,,
684.404265302631,-0.00185377202765667,,
699.282618896167,0.0009057406020911,,
714.160972489702,0.00504410213433002,,
729.039326083238,0.00721652770872897,,
743.917679676773,0.0090516009599407,,
758.796033270308,0.0116649849259513,,
773.674386863844,0.0135494832308977,,
788.552740457379,0.0149416705158656,,
803.431094050915,0.0169350697372822,,
818.30944764445,0.0177815166931367,,
833.187801237986,0.0173922081069388,,
848.066154831521,0.0191883130497103,,
862.944508425057,0.0198796729162452,,
877.822862018592,0.0204392353743795,,
892.701215612128,0.0219392357338169,,
907.579569205663,0.0228713135012134,,
922.457922799199,0.0226858634330878,,
937.336276392734,0.0232714975355237,,
952.214629986269,0.0238327894447139,,
967.092983579805,0.0232755715092106,,
981.97133717334,0.0238206805930116,,
996.849690766876,0.0237715094790467,,
1011.72804436041,0.0217626744732675,,
1026.60639795395,0.0197999143380795,,
1041.48475154748,0.0177847820572439,,
1056.36310514102,0.0139671646570809,,
1071.24145873455,0.0106957677371873,,
1086.11981232809,0.00819003096814122,,
1100.99816592162,0.0048605942651011,,
1115.87651951516,0.0021721219270883,,
1130.75487310869,0.000400904267295118,,
1145.63322670223,-0.00133126226682944,,
1160.51158029577,-0.00283110831472586,,
1175.3899338893,-0.00372078882298811,,
1190.26828748284,-0.00406421183092898,,
1205.14664107637,-0.0046193935876232,,
1220.02499466991,-0.00529923518105206,,
1234.90334826344,-0.0042277650754033,,
1249.78170185698,-0.00268373862549925,,
1264.66005545051,-0.00266689444364674,,
1279.53840904405,-0.000931368821283104,,
1294.41676263758,-0.000189125087042339,,
1309.29511623112,-0.00226142726995167,,
1324.17346982466,-0.00315959072353217,,
1339.05182341819,-0.00293929438993582,,
1353.93017701173,-0.0041880776835249,,
1368.80853060526,-0.00480064031911243,,
1383.6868841988,-0.0035369042924809,,
1398.56523779233,-0.00223777389960451,,
1413.44359138587,-0.00104286004148817,,
1428.3219449794,0.0017063595718224,,
1443.20029857294,0.00393192750120143,,
1458.07865216648,0.00573336463352971,,
1472.95700576001,0.00715432901505555,,
1487.83535935355,0.00798899228303853,,
1502.71371294708,0.00743271010880999,,
1517.59206654062,0.006598664197178,,
1532.47042013415,0.00593069289998675,,
1547.34877372769,0.0046555156858718,,
1562.22712732122,0.00296004756274924,,
1577.10548091476,0.00211325667235869,,
1591.98383450829,0.00107839139920543,,
1606.86218810183,-0.000210411927862151,,
1621.74054169536,-0.000776845635607606,,
1636.6188952889,-0.00170167162949801,,
1651.49724888244,-0.00330709912293678,,
1666.37560247597,-0.00445858496117726,,
1681.25395606951,-0.00586610277473956,,
1696.13230966304,-0.0070392410601693,,
1711.01066325658,-0.00729109287114261,,
1725.88901685011,-0.00794777280573617,,
1740.76737044365,-0.00849525975087163,,
1755.64572403718,-0.00827616320012166,,
1770.52407763072,-0.0085354687667932,,
1785.40243122426,-0.00865297491121164,,
1800.28078481779,-0.00846774889653025,,
1815.15913841133,-0.00893057804466589,,
1830.03749200486,-0.00938782413902882,,
1844.9158455984,-0.00905860950558927,,
1859.79419919193,-0.00898183255743643,,
1874.67255278547,-0.00933050266153368,,
1889.550906379,-0.00840487520489769,,
1904.42925997254,-0.00731650201184457,,
1919.30761356607,-0.00675039134864419,,
1934.18596715961,-0.00509604905626766,,
1949.06432075315,-0.00288609395629683,,
1963.94267434668,-0.000964380665351928,,
1978.82102794022,0.00142428253131147,,
1993.69938153375,0.00451339920907849,,
