"Freq [GHz]","dB(St(1,1)) [] - g='14.5um'","dB(St(1,1)) [] - g='16.5um'","dB(St(1,1)) [] - g='17.5um'","dB(St(1,1)) [] - g='18.5um'","dB(St(1,1)) [] - g='19.5um'","dB(St(1,1)) [] - g='20.5um'","dB(St(1,1)) [] - g='21.5um'","dB(St(1,1)) [] - g='22.5um'","dB(St(1,1)) [] - g='23.5um'","dB(St(1,1)) [] - g='25.5um'"
29.2,-39.3960578498456,-35.1618981876556,-34.9888511044534,-39.5071960173927,-52.3217524276234,-28.3522106963162,-33.4454031781203,-43.2680819947378,-36.0393969615828,-40.8743276428682
29.3,-39.5693327947088,-35.1203228692504,-35.323438298816,-39.6897028556316,-50.3267083850476,-28.5215819555534,-33.6702524826891,-43.910269871657,-36.1354945834777,-41.4289273743649
29.4,-39.7165117277524,-35.0685847090897,-35.6706845039494,-39.8611602441378,-48.6801593984547,-28.6939795594437,-33.8997438956132,-44.5944112361588,-36.210170357303,-42.0201436464582
29.5,-39.8346887574043,-35.0069933602819,-36.0315289892587,-40.0200553258023,-47.2841882867452,-28.8694713701067,-34.1339888403768,-45.3248777977262,-36.262207316571,-42.6531793035187
29.6,-39.9213936588426,-34.935938607422,-36.4070173188154,-40.1648749391409,-46.0749117307576,-29.04812599336,-34.3730950325689,-46.1061345531048,-36.290694461399,-43.3344378589752
29.7,-39.9747561498165,-34.8558783037794,-36.7983169450456,-40.2941462260853,-45.0093790354108,-29.230012452622,-34.6171644396904,-46.9422199468461,-36.2950744125643,-44.0719226765401
29.8,-39.9936410260906,-34.7673256391936,-37.2067354647521,-40.4064823356332,-44.0576592743015,-29.4151997948054,-34.8662907322214,-47.8356392885249,-36.2751772928991,-44.875816638961
29.9,-39.977734527686,-34.6708362831675,-37.6337419818403,-40.5006310032129,-43.1981944885091,-29.6037566146112,-35.1205561115798,-48.7851215653025,-36.2312394117873,-45.7593496406361
30,-39.9275684100646,-34.5669958786525,-38.0809920450976,-40.575523026855,-42.4150044129693,-29.7957504813686,-35.3800273763883,-49.7812653019533,-36.163908004385,-46.7401435836388
30.1,-39.8444777713889,-34.4564082762945,-38.5503566010009,-40.6303171285189,-41.69594611035,-29.9912472498746,-35.6447510598896,-50.7986250846838,-36.074236261592,-47.8423875570529
30.2,-39.7304993263362,-34.3396848046312,-39.0439552613605,-40.6644375283159,-41.0315924150692,-30.1903102335258,-35.9147474380964,-51.7831628291452,-35.9636756908127,-49.1005400751456
30.3,-39.5882256863777,-34.2174347768482,-39.5641938198601,-40.6776008710913,-40.4144859442662,-30.3929992143251,-36.1900031703222,-52.6383028398847,-35.8340748319859,-50.5660410069826
30.4,-39.4206361611185,-34.0902573459311,-40.1138051427803,-40.6698299458738,-39.8386287829309,-30.599369260033,-36.4704622916664,-53.2258462850154,-35.6876935519489,-52.3204894336766
30.5,-39.2307396654727,-33.9586975958471,-40.6962430472186,-40.6412566551296,-39.2994413644242,-30.8095062880701,-36.7560635102757,-53.4060432168101,-35.5271316732061,-54.510977085607
30.6,-39.0220346065494,-33.8233628406782,-41.3147380226776,-40.5927121434351,-38.7924910496866,-31.0234150725223,-37.0465771071665,-53.1358804688089,-35.355776107751,-57.4123881442243
30.7,-38.7976947377263,-33.6847856776395,-41.9732333875339,-40.5250824565793,-38.314400363165,-31.2411266147562,-37.3417407063293,-52.493455324523,-35.1773973527035,-61.6557469271583
30.8,-38.5607188322657,-33.5434691909261,-42.6760695067429,-40.4394749262295,-37.862307972919,-31.4626596539643,-37.641188834356,-51.6213163267462,-34.9962882399441,-68.2088906485685
30.9,-38.3138646817225,-33.3998850479702,-43.4278585002976,-40.3371724470574,-37.4337656735964,-31.6880178501605,-37.944429882782,-50.6484573843896,-34.8170636493387,-67.419398977728
31,-38.0596114125306,-33.2544724744446,-44.2331555937426,-40.2195847194528,-37.0266598840758,-31.9171864602162,-38.2508190902812,-49.6591951791442,-34.6441634852237,-61.0407587084587
31.1,-37.8001448418985,-33.10763796529,-45.0957196698075,-40.088199905787,-36.6391511414476,-32.1501284261267,-38.5595273409504,-48.6985486802366,-34.481012404671,-57.0581010181127
31.2,-37.5373601004861,-32.9597555953875,-46.0169606146821,-39.9445395667253,-36.2696269612426,-32.3867797855615,-38.8695058606665,-47.7866372898251,-34.3290147805677,-54.2975285981012
31.3,-37.2728761333014,-32.8111678041816,-46.992823115405,-39.7901189617181,-35.9166647259089,-32.6270443063547,-39.179447371535,-46.9300476869511,-34.1868590649053,-52.1990336709665
31.4,-37.0080575391844,-32.662186541855,-48.007843927921,-39.6264139638721,-35.5790021653799,-32.8707872400245,-39.4877450037223,-46.1286824637848,-34.0506796807094,-50.5102891372637
31.5,-36.7440402139262,-32.5130946791267,-49.0248145114356,-39.4548350736251,-35.2555136339541,-33.1178280862709,-39.7924513330888,-45.379451285492,-33.9152165001666,-49.0991075129234
31.6,-36.4817582278794,-32.3641475973717,-49.9702093683543,-39.2767083941451,-34.9451908489443,-33.3679322630298,-40.0912413568618,-44.6781493785991,-33.7754462554355,-47.888100957705
31.7,-36.2219701961023,-32.2155748897704,-50.7239539558506,-39.0932629864655,-34.6471270925647,-33.6208015882799,-40.3813850171129,-44.0203724518126,-33.6278639932322,-46.8281902324326
31.8,-35.9652840534799,-32.0675821171309,-51.1386158976156,-38.9056237514797,-34.3605041254299,-33.8760635048132,-40.6597368818789,-43.4019364025812,-33.4709373155135,-45.8863375723939
31.9,-35.7121796335693,-31.9203525735997,-51.1094036502817,-38.7148088640451,-34.0845812426487,-34.1332590233568,-40.9227524348675,-42.8190472039651,-33.3048309844933,-45.0392576272219
32,-35.4630287916688,-31.7740490275789,-50.6490186758186,-38.5217307761795,-33.818686039214,-34.3918294300532,-41.166541465688,-42.2683471398808,-33.130799531272,-44.2699292148522
32.1,-35.2181130395139,-31.6288154117926,-49.8776701527712,-38.3271998749533,-33.5622065526175,-34.6511019101339,-41.3869683727454,-41.7469019175016,-32.9505942893499,-43.5655361828715
32.2,-34.9776387998562,-31.4847784436689,-48.941545143351,-38.1319299938961,-33.3145845263983,-34.9102743904323,-41.5798057472631,-41.2521616471803,-32.766043596661,-42.9161889974548
32.3,-34.7417504685686,-31.3420491631378,-47.951866001878,-37.9365451092376,-33.0753095952245,-35.1684001089431,-41.7409406287446,-40.7819125349843,-32.578818915722,-42.3140972969497
32.4,-34.5105415093717,-31.2007243797358,-46.9739217912926,-37.7415866862632,-32.843914235007,-35.4243726875813,-41.8666224299922,-40.3342278105812,-32.3903376819036,-41.7530152828739
32.5,-34.2840638164078,-31.0608880247018,-46.0396042067666,-37.5475212652578,-32.619969354024,-35.6769128166645,-41.9537293576698,-39.9074220689186,-32.2017471093933,-41.2278587610775
32.6,-34.062335573218,-30.922612406697,-45.1614613479355,-37.3547479849324,-32.4030804257696,-35.9245580476609,-42.0000195222226,-39.500010893816,-32.0139475775673,-40.7344338445852
32.7,-33.8453478204977,-30.7859593720156,-44.3420972126553,-37.1636058316099,-32.192884083218,-36.1656576078612,-42.0043280785207,-39.110676375238,-31.8276305973591,-40.2692404256698
32.8,-33.6330699241541,-30.6509813718042,-43.5794424742603,-36.9743804749531,-31.9890451088535,-36.3983745445594,-41.966676052345,-38.7382384374662,-31.6433183852891,-39.8293269945855
32.9,-33.4254766694995,-30.51773104781,-42.869718220352,-36.7873221525466,-31.7912820000541,-36.6206362861068,-41.8880816311443,-38.3817043401913,-31.4614125066438,-39.4122824642946
33,-33.222505869735,-30.3862453393884,-42.208244597211,-36.6026307098913,-31.5993042985654,-36.830249503715,-41.7708749874341,-38.0400915884359,-31.2822001090356,-39.0159241059711
33.1,-33.0240630006716,-30.2565454399434,-41.5901924545508,-36.4204562372773,-31.412817312387,-37.0249930040887,-41.6184394839871,-37.7124362596043,-31.1058713211032,-38.6382835189835
33.2,-32.8300687314015,-30.1286550288927,-41.0113051709788,-36.2409283795374,-31.2315750034592,-37.2025431409208,-41.4345769708448,-37.3979213560286,-30.9325667628452,-38.2777431999334
33.3,-32.6404381437229,-30.0025925051079,-40.4677356010837,-36.0641499197838,-31.0553486971331,-37.3605980010498,-41.2234413309212,-37.0957905678131,-30.7623799999403,-37.9328855827677
33.4,-32.4550824264479,-29.878371589694,-39.9560593882951,-35.8902004870049,-30.8839255751171,-37.4969646931567,-40.9892919545484,-36.8053414687651,-30.5953685155721,-37.6024612263305
33.5,-32.2739102559416,-29.7560018701866,-39.4732513531495,-35.7191398258208,-30.717107322001,-37.6096561550551,-40.736289714084,-36.5259201822883,-30.4315621409567,-37.2853630753839
33.6,-32.0968289163252,-29.6354892910768,-39.0166473124212,-35.5510106683609,-30.5547089077655,-37.6969902972944,-40.4683458713012,-36.256917125293,-30.2709695363644,-36.9806054574115
33.7,-31.9237452039582,-29.5168365953208,-38.5839022581356,-35.3858412479439,-30.3965574909384,-37.7576823804411,-40.1890240887188,-35.9977635259026,-30.1135831837935,-36.6873068095955
33.8,-31.7545661533855,-29.4000437212058,-38.1729500009397,-35.2236474926964,-30.2424914289885,-37.7909207945392,-39.9014889163223,-35.7479284869745,-29.9593832447782,-36.4046753717096
33.9,-31.5891996157013,-29.2851081586517,-37.7819664307413,-35.0644349349232,-30.092359384191,-37.796417315188,-39.6084908423715,-35.5069164304975,-29.8083405518679,-36.1319972582785
34,-31.427554715075,-29.1720252687287,-37.4093370766914,-34.908200369286,-29.9460195146264,-37.7744255257117,-39.3123774301513,-35.274264807842,-29.6604189369632,-35.8686264556055
34.1,-31.26954220483,-29.0607885698786,-37.0536289423335,-34.7549332899082,-29.8033387411986,-37.7257250222311,-39.0151211656759,-35.0495419988118,-29.5155770501095,-35.6139763888387
34.2,-31.1150747408434,-28.9513899940417,-36.7135662786887,-34.6046171335688,-29.6641920826315,-37.6515734603231,-38.7183565052509,-34.8323453502218,-29.3737697850263,-35.3675127800153
34.3,-30.9640670870207,-28.8438201156203,-36.3880098444124,-34.4572303532805,-29.5284620513314,-37.5536324961741,-38.4234206101503,-34.622299324233,-29.234949399645,-35.1287475762711
34.4,-30.8164362650848,-28.7380683559534,-36.075939186577,-34.3127473438492,-29.3960381038193,-37.4338764035249,-38.1313940394908,-34.4190537397763,-29.0990663989287,-34.8972337726366
34.5,-30.6721016588396,-28.6341231657343,-35.7764375052379,-34.1711392385112,-29.2668161401492,-37.2944931811598,-37.8431390988478,-34.2222820987198,-28.9660702314782,-34.6725609893371
34.6,-30.5309850813303,-28.5319721875812,-35.4886787125024,-34.032374593459,-29.1406980473536,-37.1377873467708,-37.5593345948353,-34.0316799933441,-28.8359098395551,-34.4543516916398
34.7,-30.3930108118862,-28.4316024007634,-35.2119163486532,-33.8964199750101,-29.0175912825068,-36.9660917640836,-37.2805064715329,-33.8469635942515,-28.7085340931782,-34.2422579628229
34.8,-30.2581056088325,-28.3330002498921,-34.9454740675016,-33.7632404623261,-28.8974084914863,-36.7816933757613,-37.0070542722415,-33.6678682188733,-28.5838921321342,-34.0359587590785
34.9,-30.1261987026646,-28.2361517592143,-34.6887374477823,-33.6328000769512,-28.7800671599313,-36.5867751969858,-36.739273648192,-33.4941469808409,-28.4619336345455,-33.8351575900613
35,-29.997221773652,-28.1410426339854,-34.4411469262227,-33.5050621489896,-28.6654892932818,-36.3833747856805,-36.4773752827206,-33.3255695200641,-28.3426090266527,-33.6395805810777
35.1,-29.8711089171513,-28.0476583502518,-34.2021916810137,-33.3799896284645,-28.5536011231099,-36.1733578596367,-36.2215006601591,-33.1619208127014,-28.2258696453931,-33.4489748830701
35.2,-29.7477965993364,-27.9559842342422,-33.9714043222773,-33.2575453492824,-28.4443328372538,-35.958404810974,-35.9717351159929,-33.0030000594843,-28.1116678629726,-33.2631074049264
35.3,-29.6272236055801,-27.8660055324465,-33.7483562694376,-33.1376922522461,-28.3376183315218,-35.7400074868136,-35.7281185813894,-32.8486196501792,-27.9999571807735,-33.0817638494257
35.4,-29.5093567090774,-27.777723807115,-33.5327221911495,-33.0204182630605,-28.2334188257686,-35.5194637800691,-35.4907144752108,-32.6986453955742,-27.8907158483575,-32.9047887243485
35.5,-29.394112381681,-27.6911077074054,-33.3240646059783,-32.9056616909882,-28.1316500355812,-35.2979355878417,-35.2594357231492,-32.5528690982921,-27.7838754399924,-32.7319597957002
35.6,-29.2814360674795,-27.6061425854585,-33.1220497980159,-32.7933868250988,-28.0322557598016,-35.0763907528668,-35.0342322588825,-32.4111374949906,-27.6793932198035,-32.5631167190975
35.7,-29.1712752794902,-27.5228139202077,-32.9263693620456,-32.6835586483883,-27.9351826845599,-34.8556511704051,-34.815035473419,-32.2733070425722,-27.5772277522653,-32.3981169108281
35.8,-29.0635795330625,-27.4411073534116,-32.7367378022431,-32.5761429256096,-27.8403802171902,-34.6364082171503,-34.60176210527,-32.1392432167357,-27.4773389109823,-32.2368359506971
35.9,-28.9583002790376,-27.3610087209298,-32.55289040568,-32.4711062744114,-27.747800332329,-34.4192379520608,-34.3943174201452,-32.0088198652967,-27.3796878790346,-32.0791682145249
36,-28.8553908371921,-27.2825040797516,-32.3745813543991,-32.3684162221261,-27.6573974291422,-34.2046155639628,-34.1925978141711,-31.8819186124445,-27.2842371425578,-31.9250277043779
36.1,-28.7548063303834,-27.205579731227,-32.2015820451658,-32.2680412502255,-27.5691281987314,-33.9929287505585,-33.9964929499088,-31.7584283102159,-27.1909504789222,-31.7743490276004
36.2,-28.6565036197288,-27.130222240912,-32.033679590482,-32.1699508281896,-27.4829515008529,-33.784489867843,-33.8058875138019,-31.6382445336117,-27.0997929406343,-31.6270884528652
36.3,-28.5604412410739,-27.0564184553898,-31.8706754782144,-32.0741154383031,-27.3988282491755,-33.5795467976095,-33.6206626666099,-31.5212691159617,-27.0107308358863,-31.483224942583
36.4,-28.4665793429482,-26.9841555163976,-31.7123843703713,-31.980506592682,-27.3167213043662,-33.3782925535349,-33.4406972443639,-31.4074097213345,-26.92373170651,-31.3427610267676
36.5,-28.3748796261538,-26.9134208725533,-31.5586330242473,-31.8890968436595,-27.2365953743648,-33.1808736921328,-33.2658687559749,-31.296579450988,-26.8387643039638,-31.2057233457535
36.6,-28.2853052850915,-26.8442022889439,-31.4092593214361,-31.7998597885069,-27.1584169212649,-32.9873976210415,-33.0960542143891,-31.1886964810622,-26.7557985638666,-31.0721626517951
36.7,-28.1978209508975,-26.7764878548143,-31.2641113921508,-31.7127700693281,-27.0821540742704,-32.797938909534,-32.9311308307539,-31.0836837289161,-26.6748055795015,-30.9421530286013
36.8,-28.1123926364329,-26.710265989567,-31.1230468239406,-31.6278033688565,-27.0077765482464,-32.6125447092965,-32.7709765951275,-30.9814685457065,-26.5957575746386,-30.8157900718507
36.9,-28.0289876831491,-26.6455254472636,-30.9859319453047,-31.5449364027778,-26.935255567425,-32.4312393907243,-32.6154707625366,-30.8819824329943,-26.5186278759612,-30.693187783439
37,-27.9475747098303,-26.5822553197989,-30.8526411759166,-31.4641469091198,-26.8645637938664,-32.2540284936002,-32.4644942594528,-30.7851607813428,-26.4433908853276,-30.5744739792494
37.1,-27.8681235632045,-26.5204450388996,-30.7230564362051,-31.3854136351731,-26.7956752603064,-32.0809020827275,-32.3179300228195,-30.6909426290412,-26.3700220520596,-30.4597841047488
37.2,-27.7906052703975,-26.4600843770861,-30.5970666099387,-31.3087163223423,-26.7285653070602,-31.9118375899769,-32.1756632814512,-30.5992704392415,-26.2984978454094,-30.3492534996845
37.3,-27.7149919932008,-26.4011634477192,-30.4745670542255,-31.2340356892724,-26.6632105226731,-31.7468022150294,-32.037581787825,-30.5100898939452,-26.2287957273287,-30.2430083482368
37.4,-27.6412569841121,-26.3436727042431,-30.3554591520139,-31.1613534135432,-26.5995886880394,-31.5857549482809,-31.9035760068816,-30.4233497034113,-26.1608941256388,-30.1411557766364
37.5,-27.5693745441064,-26.2876029387227,-30.2396499027541,-31.090652112187,-26.5376787237341,-31.4286482711936,-31.7735392673518,-30.3390014296793,-26.0947724076769,-30.0437737843234
37.6,-27.4993199820877,-26.232945279765,-30.1270515473858,-31.0219153212446,-26.4774606403193,-31.2754295819472,-31.6473678802749,-30.2569993230192,-26.0304108544807,-29.9509018730692
37.7,-27.4310695759722,-26.179691189903,-30.0175812242539,-30.955127474546,-26.4189154914112,-31.1260423876101,-31.5249612287007,-30.1773001702209,-25.9677906355541,-29.8625333229958
37.8,-27.3646091599431,-26.127839263804,-29.9111752387721,-30.8902832954288,-26.3620333584197,-30.9804454880489,-31.4062393455297,-30.0998740529997,-25.906902147924,-29.7786312756325
37.9,-27.2999165360607,-26.0773815132137,-29.8077585916186,-30.8273687596889,-26.3067970184701,-30.8385765155404,-31.2911066143766,-30.0246818933796,-25.8477280295312,-29.6990819310017
38,-27.2369619651142,-26.0283035523229,-29.7072464816838,-30.7663614046474,-26.2531823118036,-30.7003541110564,-31.17945405793,-29.9516762550941,-25.7902435467596,-29.6236990558447
38.1,-27.1757252650921,-25.9805981537261,-29.6095728153079,-30.7072490547654,-26.2011740672328,-30.5657145963044,-31.0711938712586,-29.8808228119188,-25.7344332050005,-29.5522721198869
38.2,-27.1161870498948,-25.9342584049011,-29.5146750373039,-30.6500203184769,-26.1507579556899,-30.4345939469104,-30.9662414447233,-29.8120891578645,-25.6802822807267,-29.484552938796
38.3,-27.0583286991406,-25.8892777036323,-29.4224939201922,-30.5946645649202,-26.1019204562756,-30.3069281665963,-30.8645153405738,-29.7454447088378,-25.6277768001803,-29.4202663125046
38.4,-27.0021323292295,-25.8456497532695,-29.3329733689363,-30.5411719006132,-26.0546488239618,-30.1826535900573,-30.7659372583499,-29.6808606107778,-25.576903518715,-29.3591218005838
38.5,-26.9475807656145,-25.8033685578544,-29.2460602398169,-30.4895331461217,-26.0089310588407,-30.0617071258999,-30.6704319906956,-29.6183096537551,-25.5276499007832,-29.3008255362157
38.6,-26.8946575162328,-25.7624284171457,-29.1617041722177,-30.4397398127631,-25.9647558768154,-29.9440264492794,-30.5779273710551,-29.5577661915604,-25.4800041005589,-29.245091098549
38.7,-26.8433467460488,-25.7228239215691,-29.079857432215,-30.3917840793804,-25.9221126816396,-29.8295501524141,-30.4883542145777,-29.499206066355,-25.4339549431804,-29.1916486984085
38.8,-26.7936332526655,-25.6845499471172,-29.0004747669777,-30.3456587692175,-25.8809915382167,-29.7182178599146,-30.4016462534361,-29.4426065379883,-25.3894919066007,-29.1402522263226
38.9,-26.7455024429587,-25.6476016502205,-28.9235132690736,-30.301357326921,-25.8413831470801,-29.6099703148099,-30.3177400676431,-29.387946217625,-25.3466051040294,-29.0906840065405
39,-26.6989403106951,-25.6119744626099,-28.8489322498697,-30.2588737956913,-25.803278819979,-29.5047494402601,-30.2365750123428,-29.3352050053523,-25.30528526695,-29.0427573510279
39.1,-26.653933415091,-25.5776640861885,-28.7766931212896,-30.2182027946016,-25.7666704565019,-29.4024983811829,-30.1580931424498,-29.2843640314684,-25.2655237286963,-28.9963171876247
39.2,-26.6104688602758,-25.5446664879285,-28.7067592852575,-30.1793394961026,-25.7315505216734,-29.3031615293765,-30.0822391354112,-29.2354056011755,-25.2273124085722,-28.9512391400321
39.3,-26.5685342756224,-25.5129778948087,-28.6390960302241,-30.1422796037282,-25.6979120244681,-29.2066845351722,-30.0089602127816,-29.1883131424276,-25.1906437964973,-28.9074274720478
39.4,-26.5281177969094,-25.4825947888049,-28.5736704342221,-30.1070193300158,-25.665748497186,-29.1130143081818,-29.9382060612136,-29.143071156702,-25.1555109381623,-28.8648122907802
39.5,-26.4892080482827,-25.4535139019469,-28.510451273952,-30.0735553746555,-25.6350539756414,-29.0220990093074,-29.8699287533934,-29.0996651724829,-25.1219074206799,-28.8233463521772
39.6,-26.4517941249827,-25.4257322114511,-28.4494089394397,-30.0418849028799,-25.6058229801187,-28.9338880358408,-29.8040826693793,-29.0580817012659,-25.089827358713,-28.7830017442181
39.7,-26.4158655768083,-25.3992469349417,-28.3905153538524,-30.0120055241082,-25.5780504970556,-28.8483320011897,-29.740624418736,-29.0183081959036,-25.0592653810676,-28.743766651783
39.8,-26.3814123922879,-25.3740555257675,-28.3337438980928,-29.9839152708557,-25.5517319614124,-28.7653827105196,-29.6795127638006,-28.9803330111326,-25.0302166177351,-28.7056423413584
39.9,-26.3484249835299,-25.3501556684241,-28.2790693398268,-29.9576125779234,-25.526863239696,-28.6849931333887,-29.6207085443631,-28.9441453661322,-25.0026766873708,-28.6686404481615
40,-26.3168941717261,-25.3275452740901,-28.2264677666282,-29.9330962618792,-25.5034406136047,-28.6071173742707,-29.5641746039942,-28.9097353089792,-24.9766416851952,-28.6327806047244
40.1,-26.2868111732838,-25.3062224762837,-28.1759165229526,-29.9103655008456,-25.4814607642646,-28.5317106417046,-29.509875718214,-28.8770936828739,-24.9521081713064,-28.5980884181567
40.2,-26.2581675865605,-25.2861856266475,-28.127394150676,-29.8894198146083,-25.460920757034,-28.4587292166771,-29.4577785246539,-28.8462120940243,-24.9290731593932,-28.5645937817473
40.3,-26.2309693375692,-25.2674458721239,-28.0808998373059,-29.8702765454671,-25.4418320961273,-28.3881533746167,-29.4078724402729,-28.8170999932488,-24.9075487513246,-28.5323418908523
40.4,-26.2051946516583,-25.2499893876242,-28.0363944998677,-29.8529183460018,-25.4241784666496,-28.3199177091836,-29.360106098847,-28.7897331894101,-24.8875181575771,-28.5013556244569
40.5,-26.1808362086301,-25.2338151609929,-27.9938599759491,-29.8373456525974,-25.4079580101026,-28.2539815549311,-29.3144513723248,-28.764105418494,-24.8689797004056,-28.4716705034548
40.6,-26.1578870223907,-25.2189223826212,-27.9532790921773,-29.8235591665846,-25.3931691961858,-28.1903051920467,-29.2708817351612,-28.7402110647198,-24.8519321139617,-28.4433222755486
40.7,-26.1363404304072,-25.2053104419747,-27.9146356194586,-29.811559836211,-25.3798108101431,-28.128849816552,-29.2293722058178,-28.7180451353738,-24.8363745348831,-28.416346411199
40.8,-26.1161900836467,-25.1929789242871,-27.8779142306035,-29.8013488390371,-25.3678819405644,-28.0695775114746,-29.1898992906019,-28.697603236795,-24.8223064932358,-28.3907777327174
40.9,-26.0974299369803,-25.181927607422,-27.8431004601932,-29.7929275647752,-25.3573819676336,-28.0124512190744,-29.1524409298375,-28.6788815514543,-24.809727903802,-28.3666501501709
41,-26.0800542400337,-25.1721564589122,-27.8101806665601,-29.7862975985925,-25.3483105518128,-27.9574347141692,-29.1169764463447,-28.6618768160741,-24.7986390577101,-28.3439964816448
41.1,-26.0640575284724,-25.163665633178,-27.7791419957623,-29.7814607048977,-25.3406676229538,-27.9044925785772,-29.0834864961999,-28.6465863007406,-24.7890406144051,-28.3228483390581
41.2,-26.0494346157023,-25.1564554689329,-27.7499723474451,-29.7784188116348,-25.3344533698319,-27.853590176669,-29.051953021739,-28.6330077889664,-24.7809335939566,-28.303236064032
41.3,-26.0361805849746,-25.1505264867791,-27.7226603424877,-29.777173995103,-25.3296682300962,-27.8046936320064,-29.0223592067579,-28.6211395586636,-24.7743193697033,-28.2851887011994
41.4,-26.0242907818792,-25.1458793870008,-27.6971952923466,-29.7777284653262,-25.3263128806329,-27.757769805026,-28.9946894338641,-28.6109803639959,-24.7691996612351,-28.2687339988334
41.5,-26.0137608072139,-25.1425150475581,-27.6735671700114,-29.7800845519939,-25.3243882283389,-27.7127862717209,-28.9689292439252,-28.6025294180779,-24.7655765277126,-28.2538984287578
41.6,-26.0045865102164,-25.1404345222884,-27.6517665824966,-29.7842446909938,-25.3238954013052,-27.6697113032609,-28.9450652975606,-28.5957863764966,-24.7634523615271,-28.2407072192455
41.7,-25.9967639821465,-25.1396390393207,-27.6317847448019,-29.7902114115603,-25.3248357404085,-27.6285138464915,-28.92308533862,-28.5907513216321,-24.7628298823035,-28.2291843960286
41.8,-25.9902895502065,-25.1401299997073,-27.613613455276,-29.7979873240572,-25.3272107913137,-27.5891635052468,-28.9029781595922,-28.5874247477586,-24.7637121312498,-28.2193528277065
41.9,-25.9851597717877,-25.1419089762791,-27.597245072327,-29.8075751084181,-25.3310222968874,-27.551630522412,-28.8847335688863,-28.5858075469089,-24.7661024658587,-28.2112342727585
42,-25.9813714290325,-25.1449777127314,-27.5826724924283,-29.8189775032629,-25.336272190026,-27.5158857626735,-28.8683423599303,-28.5859009954906,-24.7700045549672,-28.2048494261137
42.1,-25.9789215236984,-25.1493381229435,-27.5698891293705,-29.8321972957105,-25.3429625869028,-27.4819006958943,-28.8537962820312,-28.5877067416423,-24.7754223741802,-28.200217963809
42.2,-25.9778072723166,-25.1549922905405,-27.5588888947185,-29.8472373119054,-25.3510957806361,-27.44964738106,-28.8410880129432,-28.5912267933218,-24.7823602016669,-28.1973585847249
42.3,-25.9780261016304,-25.1619424687029,-27.5496661794331,-29.8641004082768,-25.3606742353863,-27.4190984507397,-28.8302111330922,-28.5964635071223,-24.7908226143379,-28.1962890487419
42.4,-25.9795756443055,-25.1701910802294,-27.5422158366243,-29.8827894635444,-25.3717005808859,-27.390227096017,-28.8211601014081,-28.6034195778118,-24.8008144844139,-28.1970262109317
42.5,-25.9824537349001,-25.179740717861,-27.5365331654025,-29.9033073714868,-25.384177607409,-27.3630070518449,-28.8139302327162,-28.6120980285954,-24.8123409763954,-28.1995860516032
42.6,-25.9866584060849,-25.1905941448723,-27.5326138958019,-29.925657034485,-25.3981082611887,-27.3374125827887,-28.8085176766462,-28.6225022021015,-24.8254075444459,-28.2039837021775
42.7,-25.992194371448,-25.2027607166253,-27.5304627829595,-29.9498503655186,-25.4135027969672,-27.3134261926882,-28.804928280321,-28.6346442487377,-24.8400275371973,-28.2102426123661
42.8,-25.9990600293838,-25.216243587652,-27.5300763335763,-29.9758903097488,-25.4303645098763,-27.2910228144781,-28.8031597844979,-28.64852818719,-24.8562070730227,-28.2183764604901
42.9,-26.0072474978786,-25.2310396383823,-27.5314428764184,-30.0037707705729,-25.4486896540905,-27.2701703905976,-28.8032018599406,-28.6641498022212,-24.8739448937324,-28.2283888438065
43,-26.0167555740294,-25.2471523307764,-27.5345597455066,-30.0334946357201,-25.4684817670159,-27.2508451812486,-28.8050538347144,-28.6815136466735,-24.8932476027168,-28.2402916561534
43.1,-26.0275832374246,-25.26458530464,-27.5394246453569,-30.0650647811267,-25.4897445260263,-27.2330239093285,-28.8087157871721,-28.7006245585876,-24.9141220866295,-28.2540960148622
43.2,-26.0397296476449,-25.2833423799926,-27.5460356419427,-30.0984840693289,-25.5124817467613,-27.2166837479837,-28.814188533265,-28.7214876566821,-24.9365755155738,-28.2698122654
43.3,-26.0531941419368,-25.3034275597593,-27.5543911546074,-30.133755348664,-25.5366973819334,-27.2018023084139,-28.8214736151479,-28.7441083366092,-24.9606153438136,-28.2874499834749
43.4,-26.0679762330475,-25.3248450327946,-27.5644899489182,-30.1708814532751,-25.5623955206563,-27.1883576279226,-28.8305732910623,-28.7684922680016,-24.9862493110278,-28.3070179748931
43.5,-26.0840756072082,-25.3475991772489,-27.5763311304542,-30.2098652039094,-25.5895803883038,-27.1763281582124,-28.8414905264839,-28.7946453923233,-25.0134854441284,-28.3285242734542
43.6,-26.1014921222545,-25.3716945642873,-27.5899141395259,-30.2507094095016,-25.6182563469107,-27.1656927539217,-28.8542289865233,-28.822573921539,-25.0423320596655,-28.3519761371519
43.7,-26.1202258058705,-25.3971359621712,-27.6052387468204,-30.2934168695271,-25.6484278961273,-27.1564306614066,-28.8687930295752,-28.8522843376208,-25.0727977668416,-28.3773800429369
43.8,-26.1402768539423,-25.4239283407141,-27.6223050499724,-30.3379903771077,-25.6800996747385,-27.1485215077672,-28.8851877022119,-28.8837833929065,-25.1048914711593,-28.4047416802784
43.9,-26.1616456290083,-25.4520768761233,-27.6411134710608,-30.3844327228503,-25.7132764627594,-27.1419452901231,-28.9034187353243,-28.9170781113295,-25.1386223787279,-28.4340659437438
