"Freq [GHz]","re(Zo(1)) [] - s='18um'","re(Zo(1)) [] - s='19um'","re(Zo(1)) [] - s='20um'","re(Zo(1)) [] - s='22um'","re(Zo(1)) [] - s='23.5um'","re(Zo(1)) [] - s='24.5um'","re(Zo(1)) [] - s='25.5um'","re(Zo(1)) [] - s='26.5um'"
20.1,50.9257673923397,50.0462657883823,49.5167600469825,48.2123674053051,47.4255189768023,46.6238451031688,46.4425786133279,45.8051774918081
20.2,50.9235654225888,50.0440069839664,49.5145752785949,48.2103099776645,47.4234388019007,46.6217197706331,46.4406171972043,45.8032180781755
20.3,50.9213685052888,50.0417532292253,49.5123959028282,48.2082578370472,47.4213642023475,46.6195997276126,46.4386614812896,45.8012641467531
20.4,50.9191765725735,50.0395044809451,49.5102218439565,48.206210914331,47.4192951072044,46.6174849128475,46.4367114084702,45.7993156297827
20.5,50.9169895590998,50.0372606975689,49.5080530289475,48.2041691428252,47.4172314479962,46.6153752673503,46.4347669231871,45.7973724617897
20.6,50.9148074019693,50.0350218391422,49.5058893873811,48.2021324581957,47.4151731586348,46.6132707343337,46.4328279713944,45.7954345795138
20.7,50.9126301335471,50.0327879623514,49.5037309501953,48.2001008957458,47.4131202781789,46.611171357282,46.4308946069865,45.7935020231267
20.8,50.9104576005528,50.0305589338355,49.5015775507066,48.1980742960683,47.4110726399771,46.6090769835124,46.4289666704473,45.7915746301163
20.9,50.9082897471012,50.0283347182167,49.4994291259931,48.1960526015913,47.4090301847857,46.6069875625353,46.4270441121145,45.7896523435764
21,50.9061265194585,50.0261152815145,49.4972856154357,48.194035756818,47.4069928554607,46.6049030457894,46.4251268836845,45.7877351085514
21.1,50.9039678659752,50.0239005910992,49.4951469606469,48.1920237082625,47.4049605968916,46.6028233865791,46.4232149381764,45.785822871976
21.2,50.9018137370215,50.0216906156469,49.493013105403,48.1900164043879,47.4029333559388,46.6007485400156,46.4213082298975,45.7839155826168
21.3,50.8996640849244,50.0194853250958,49.4908839955778,48.1880137955458,47.4009110813719,46.5986784629579,46.4194067144097,45.7820131910167
21.4,50.8975188639065,50.0172846906037,49.488759579078,48.186015833918,47.39889372381,46.596613113957,46.4175103484964,45.7801156494392
21.5,50.895378030027,50.0150886845069,49.4866398057805,48.1840224734596,47.3968812356642,46.5945524532012,46.4156190901308,45.7782229118156
21.6,50.8932415411235,50.01289728028,49.4845246274721,48.182033669844,47.3948735710811,46.5924964424628,46.4137328984445,45.7763349336934
21.7,50.8911093567569,50.0107104524977,49.4824139977905,48.1800493804092,47.3928706858886,46.590445045047,46.4118517336969,45.774451672186
21.8,50.8889814381566,50.0085281767967,49.4803078721667,48.1780695641064,47.390872537543,46.5883982257419,46.4099755572462,45.7725730859242
21.9,50.8868577481679,50.0063504298397,49.4782062077697,48.1760941814486,47.3888790850778,46.58635595077,46.4081043315199,45.7706991350088
22,50.884738251201,50.0041771892797,49.4761089634524,48.1741231944627,47.3868902890537,46.5843181877413,46.4062380199867,45.7688297809649
22.1,50.8826229131812,50.0020084337259,49.4740160996993,48.1721565666414,47.3849061115107,46.5822849056076,46.4043765871294,45.7669649866969
22.2,50.8805117015007,49.9998441427105,49.4719275785753,48.1701942628973,47.3829265159207,46.5802560746185,46.402519998418,45.7651047164459
22.3,50.8784045849715,49.9976842966559,49.4698433636765,48.1682362495177,47.3809514671423,46.5782316662783,46.4006682202832,45.7632489357473
22.4,50.8763015337805,49.9955288768442,49.4677634200821,48.1662824941217,47.3789809313768,46.5762116533044,46.3988212200916,45.7613976113899
22.5,50.8742025194444,49.993377865386,49.4656877143074,48.1643329656174,47.3770148761248,46.574196009587,46.3969789661203,45.7595507113767
22.6,50.8721075147678,49.9912312451912,49.4636162142589,48.1623876341612,47.3750532701451,46.5721847101494,46.3951414275329,45.757708204886
22.7,50.8700164938005,49.9890889999406,49.46154888919,48.1604464711179,47.3730960834137,46.5701777311107,46.3933085743561,45.7558700622342
22.8,50.8679294317979,49.9869511140578,49.4594857096581,48.1585094490218,47.3711432870852,46.5681750496481,46.3914803774563,45.7540362548398
22.9,50.8658463051809,49.9848175726823,49.4574266474835,48.1565765415392,47.3691948534542,46.5661766439616,46.3896568085172,45.7522067551877
23,50.8637670914981,49.9826883616434,49.4553716757082,48.1546477234322,47.3672507559184,46.5641824932386,46.3878378400179,45.750381536795
23.1,50.8616917693889,49.9805634674348,49.4533207685574,48.1527229705227,47.3653109689429,46.5621925776209,46.3860234452118,45.7485605741782
23.2,50.8596203185467,49.9784428771899,49.4512739014009,48.1508022596584,47.3633754680249,46.560206878171,46.3842135981052,45.7467438428205
23.3,50.8575527196847,49.9763265786581,49.4492310507164,48.148885568679,47.3614442296603,46.5582253768409,46.3824082734372,45.7449313191404
23.4,50.8554889545013,49.9742145601813,49.4471921940531,48.1469728763839,47.3595172313104,46.5562480564411,46.3806074466599,45.7431229804615
23.5,50.8534290056471,49.9721068106716,49.4451573099968,48.1450641625005,47.3575944513701,46.5542749006103,46.3788110939187,45.7413188049827
23.6,50.8513728566932,49.9700033195893,49.4431263781362,48.1431594076537,47.3556758691369,46.5523058937867,46.3770191920339,45.7395187717495
23.7,50.8493204920995,49.9679040769218,49.4410993790296,48.1412585933358,47.3537614647808,46.5503410211792,46.3752317184815,45.7377228606261
23.8,50.8472718971846,49.9658090731632,49.4390762941726,48.1393617018778,47.3518512193148,46.5483802687405,46.3734486513758,45.7359310522682
23.9,50.8452270580964,49.9637182992938,49.4370571059675,48.1374687164212,47.3499451145668,46.5464236231403,46.3716699694514,45.7341433280966
24,50.8431859617834,49.9616317467616,49.4350417976923,48.1355796208905,47.3480431331518,46.5444710717391,46.3698956520464,45.7323596702717
24.1,50.8411485959668,49.9595494074624,49.4330303534716,48.1336943999669,47.346145258445,46.5425226025634,46.368125679085,45.7305800616685
24.2,50.8391149491138,49.9574712737227,49.4310227582479,48.1318130390624,47.3442514745561,46.5405782042816,46.3663600310621,45.7288044858525
24.3,50.837085010411,49.9553973382813,49.4290189977538,48.1299355242945,47.3423617663036,46.5386378661797,46.3645986890263,45.7270329270564
24.4,50.8350587697392,49.9533275942722,49.4270190584849,48.1280618424622,47.3404761191906,46.5367015781389,46.362841634565,45.7252653701569
24.5,50.8330362176483,49.9512620352082,49.4250229276735,48.1261919810223,47.3385945193805,46.5347693306129,46.3610888497889,45.7235018006528
24.6,50.8310173453335,49.9492006549648,49.423030593263,48.1243259280661,47.3367169536744,46.5328411146065,46.3593403173173,45.7217422046435
24.7,50.829002144612,49.9471434477642,49.4210420438833,48.1224636722974,47.334843409488,46.5309169216547,46.3575960202633,45.7199865688079
24.8,50.8269906079,49.9450904081603,49.4190572688265,48.1206052030104,47.3329738748303,46.528996743802,46.3558559422202,45.7182348803841
24.9,50.8249827281907,49.9430415310242,49.4170762580234,48.1187505100691,47.3311083382819,46.5270805735829,46.3541200672471,45.7164871271501
25,50.8229784990329,49.9409968115294,49.4150990020209,48.1168995838865,47.3292467889747,46.5251684040025,46.3523883798556,45.714743297404
25.1,50.8209779145104,49.9389562451385,49.4131254919595,48.1150524154049,47.3273892165717,46.5232602285178,46.3506608649969,45.7130033799457
25.2,50.8189809692212,49.9369198275893,49.4111557195525,48.1132089960762,47.3255356112476,46.5213560410201,46.3489375080487,45.7112673640589
25.3,50.8169876582585,49.9348875548823,49.4091896770643,48.1113693178433,47.3236859636698,46.5194558358168,46.3472182948026,45.7095352394932
25.4,50.8149979771912,49.9328594232674,49.4072273572903,48.1095333731223,47.3218402649804,46.5175596076148,46.3455032114521,45.7078069964475
25.5,50.8130119220453,49.9308354292324,49.4052687535376,48.1077011547838,47.319998506778,46.5156673515036,46.3437922445805,45.7060826255529
25.6,50.8110295602523,49.9288156504949,49.4033139322346,48.1058727289488,47.318160758061,46.5137791406526,46.3420854613603,45.7043621934384
25.7,50.8090508176288,49.9268000028676,49.4013628148218,48.1040480163093,47.3163269340552,46.5118948930081,46.3403827684349,45.7026456156568
25.8,50.8070756914886,49.9247884834922,49.3994153960521,48.102227011022,47.3144970276493,46.5100146047323,46.3386841535076,45.7009328840629
25.9,50.8051041795324,49.9227810897015,49.3974716711149,48.1004097076312,47.3126710321215,46.5081382723072,46.336989604626,45.6992239908814
26,50.8031362798318,49.9207778190095,49.3955316356192,48.0985961010543,47.3108489411237,46.5062658925215,46.335299110171,45.697518928692
26.1,50.801171990814,49.9187786691013,49.3935952855768,48.0967861865659,47.3090307486671,46.5043974624561,46.3336126588466,45.6958176904164
26.2,50.7992113112464,49.9167836378232,49.3916626173862,48.0949799597844,47.3072164491071,46.502532979471,46.3319302396702,45.6941202693042
26.3,50.7972542402224,49.9147927231728,49.3897336278175,48.0931774166571,47.3054060371298,46.5006724411925,46.3302518419622,45.6924266589199
26.4,50.7953007771467,49.9128059232909,49.3878083139963,48.0913785534471,47.3035995077381,46.4988158455004,46.328577455337,45.6907368531304
26.5,50.7933509217215,49.9108232364514,49.3858866733899,48.0895833667201,47.3017968562386,46.496963190516,46.3269070696931,45.6890508460927
26.6,50.7914046739337,49.9088446610537,49.3839687037921,48.0877918533311,47.2999980782287,46.4951144745902,46.3252406752047,45.6873686322414
26.7,50.789462034041,49.9068701956137,49.38205440331,48.0860040104125,47.298203169584,46.4932696962919,46.323578262312,45.6856902062779
26.8,50.7875230025599,49.9048998387561,49.3801437703499,48.0842198353617,47.2964121264464,46.4914288543973,46.321919821713,45.6840155631584
26.9,50.785587580253,49.9029335892065,49.3782368036045,48.0824393258291,47.2946249452122,46.4895919478788,46.3202653443551,45.6823446980834
27,50.7836557681176,49.9009714457839,49.3763335020403,48.0806624797074,47.2928416225209,46.4877589758948,46.3186148214263,45.6806776064867
27.1,50.7817275673736,49.8990134073934,49.3744338648845,48.0788892951197,47.2910621552437,46.4859299377793,46.3169682443479,45.6790142840255
27.2,50.7798029794524,49.8970594730193,49.3725378916138,48.0771197704092,47.2892865404735,46.4841048330322,46.3153256047661,45.67735472657
27.3,50.7778820059863,49.8951096417179,49.3706455819424,48.075353904129,47.2875147755137,46.4822836613101,46.3136868945444,45.675698930194
27.4,50.7759646487977,49.8931639126113,49.3687569358103,48.0735916950312,47.2857468578684,46.4804664224166,46.3120521057563,45.6740468911651
27.5,50.7740509098886,49.8912222848809,49.3668719533731,48.0718331420579,47.283982785233,46.4786531162939,46.3104212306778,45.6723986059361
27.6,50.7721407914311,49.8892847577613,49.3649906349904,48.0700782443311,47.2822225554839,46.4768437430136,46.3087942617805,45.6707540711354
27.7,50.7702342957577,49.8873513305342,49.3631129812163,48.0683270011436,47.28046616667,46.4750383027689,46.3071711917245,45.6691132835593
27.8,50.7683314253516,49.885422002523,49.3612389927885,48.0665794119502,47.2787136170034,46.473236795866,46.3055520133517,45.6674762401627
27.9,50.7664321828377,49.8834967730868,49.3593686706193,48.0648354763587,47.2769649048506,46.4714392227166,46.3039367196792,45.6658429380517
28,50.764536570974,49.8815756416156,49.3575020157856,48.0630951941217,47.2752200287244,46.4696455838303,46.3023253038929,45.6642133744755
28.1,50.7626445926431,49.8796586075247,49.35563902952,48.0613585651281,47.2734789872758,46.4678558798069,46.3007177593412,45.6625875468187
28.2,50.7607562508435,49.8777456702499,49.3537797132017,48.0596255893955,47.2717417792855,46.4660701113296,46.2991140795288,45.660965452594
28.3,50.7588715486821,49.8758368292428,49.351924068348,48.0578962670624,47.270008403657,46.464288279158,46.2975142581108,45.6593470894353
28.4,50.7569904893658,49.873932083966,49.3500720966056,48.0561705983803,47.2682788594087,46.4625103841217,46.2959182888872,45.6577324550902
28.5,50.7551130761946,49.8720314338888,49.3482237997431,48.0544485837073,47.2665531456668,46.4607364271132,46.2943261657967,45.6561215474139
28.6,50.753239312554,49.8701348784829,49.3463791796423,48.0527302235002,47.2648312616584,46.4589664090823,46.2927378829115,45.6545143643622
28.7,50.7513692019077,49.8682424172181,49.3445382382914,48.0510155183083,47.2631132067047,46.45720033103,46.291153434432,45.6529109039855
28.8,50.7495027477912,49.8663540495586,49.3427009777767,48.0493044687665,47.2613989802144,46.4554381940023,46.2895728146815,45.6513111644227
28.9,50.7476399538048,49.864469774959,49.3408674002761,48.047597075589,47.2596885816776,46.4536799990849,46.2879960181008,45.6497151438949
29,50.7457808236072,49.8625895928606,49.3390375080519,48.0458933395632,47.2579820106594,46.4519257473976,46.2864230392437,45.6481228407002
29.1,50.7439253609095,49.8607135026879,49.3372113034441,48.0441932615435,47.2562792667939,46.4501754400891,46.2848538727721,45.6465342532078
29.2,50.7420735694688,49.8588415038455,49.3353887888637,48.0424968424457,47.2545803497788,46.4484290783319,46.2832885134508,45.6449493798526
29.3,50.740225453083,49.8569735957141,49.3335699667865,48.0408040832414,47.2528852593698,46.4466866633175,46.2817269561436,45.6433682191304
29.4,50.7383810155842,49.8551097776484,49.3317548397471,48.0391149849521,47.2511939953746,46.4449481962514,46.2801691958082,45.6417907695923
29.5,50.7365402608342,49.8532500489731,49.3299434103326,48.0374295486448,47.2495065576487,46.443213678349,46.2786152274926,45.6402170298404
29.6,50.7347031927185,49.8513944089806,49.3281356811773,48.035747775426,47.2478229460895,46.4414831108306,46.2770650463301,45.6386469985227
29.7,50.7328698151417,49.8495428569282,49.3263316549566,48.0340696664374,47.2461431606317,46.4397564949177,46.2755186475355,45.6370806743287
29.8,50.731040132022,49.8476953920353,49.3245313343823,48.0323952228508,47.244467201243,46.4380338318284,46.2739760264013,45.6355180559849
29.9,50.7292141472871,49.8458520134809,49.3227347221967,48.0307244458636,47.2427950679189,46.4363151227738,46.2724371782937,45.6339591422509
30,50.7273918648691,49.8440127204012,49.3209418211681,48.0290573366945,47.2411267606786,46.4346003689542,46.2709020986483,45.6324039319146
30.1,50.7255732887001,49.8421775118874,49.3191526340857,48.0273938965787,47.2394622795611,46.4328895715553,46.2693707829674,45.630852423789
30.2,50.723758422708,49.8403463869833,49.3173671637546,48.0257341267646,47.2378016246203,46.4311827317445,46.2678432268155,45.6293046167079
30.3,50.7219472708123,49.8385193446835,49.315585412992,48.0240780285088,47.2361447959219,46.429479850668,46.2663194258162,45.6277605095221
30.4,50.7201398369203,49.8366963839309,49.3138073846219,48.0224256030728,47.2344917935389,46.4277809294469,46.264799375649,45.6262201010964
30.5,50.7183361979769,49.8348775836009,49.3120331545706,48.0207769237849,47.2328426925773,46.4260860468613,46.2632831454249,45.6246834627862
30.6,50.7165362849468,49.8330628624955,49.3102626526737,48.0191319198876,47.2311974180882,46.4243951263265,46.2617706573851,45.6231505209496
30.7,50.7147401016757,49.8312522193889,49.3084958817517,48.0174905926345,47.2295559701456,46.422708168869,46.2602619073591,45.6216212744718
30.8,50.7129476519818,49.8294456529971,49.306732844616,48.0158529432691,47.2279183488168,46.4210251754787,46.2587568912191,45.6200957222385
30.9,50.7111589396529,49.8276431619756,49.304973544065,48.0142189730225,47.2262845541591,46.4193461471058,46.2572556048774,45.6185738631327
31,50.7093739684427,49.8258447449184,49.3032179828808,48.0125886831092,47.2246545862171,46.4176710846583,46.2557580442834,45.6170556960319
31.1,50.7075927420681,49.8240504003565,49.3014661638257,48.0109620747251,47.2230284450195,46.4159999890001,46.2542642054206,45.6155412198051
31.2,50.7058152642059,49.8222601267564,49.2997180896388,48.009339149044,47.2214061305764,46.414332860948,46.2527740843044,45.6140304333106
31.3,50.7040415384901,49.8204739225193,49.297973763033,48.0077199072151,47.2197876428763,46.4126697012697,46.2512876769789,45.6125233353933
31.4,50.7022715685092,49.8186917859794,49.2962331866918,48.00610435036,47.218172981884,46.4110105106819,46.2498049795151,45.6110199248818
31.5,50.7005053578034,49.8169137154035,49.2944963632662,48.0044924795705,47.2165621475376,46.4093552898478,46.2483259880078,45.6095202005867
31.6,50.6987429098621,49.8151397089891,49.2927632953723,48.002884295906,47.2149551397461,46.4077040393754,46.2468506985735,45.6080241612978
31.7,50.6969842281217,49.8133697648643,49.2910339855882,48.001279800391,47.2133519583875,46.4060567598156,46.2453791073483,45.6065318057823
31.8,50.6952293159629,49.8116038810862,49.2893084364516,47.9996789940129,47.2117526033061,46.4044134516603,46.2439112104852,45.6050431327824
31.9,50.6934781767085,49.8098420556407,49.287586650457,47.9980818777196,47.2101570743105,46.402774115341,46.2424470041523,45.6035581410136
32,50.6917308136217,49.8080842864414,49.2858686300537,47.996488452418,47.2085653711716,46.4011387512268,46.2409864845307,45.6020768291623
32.1,50.6899872299033,49.8063305713287,49.2841543776429,47.9948987189713,47.2069774936208,46.399507359623,46.2395296478121,45.6005991958845
32.2,50.6882474286904,49.8045809080698,49.2824438955762,47.9933126781974,47.2053934413477,46.3978799407697,46.2380764901975,45.5991252398037
32.3,50.6865114130542,49.8028352943572,49.2807371861527,47.9917303308668,47.2038132139986,46.3962564948404,46.2366270078946,45.5976549595093
32.4,50.6847791859982,49.8010937278091,49.2790342516175,47.9901516777014,47.2022368111746,46.3946370219407,46.2351811971164,45.5961883535548
32.5,50.6830507504564,49.7993562059682,49.2773350941595,47.9885767193721,47.2006642324303,46.3930215221069,46.2337390540791,45.5947254204568
32.6,50.6813261092921,49.7976227263017,49.2756397159096,47.9870054564976,47.1990954772718,46.391409995305,46.2323005750009,45.5932661586927
32.7,50.6796052652957,49.7958932862008,49.2739481189389,47.9854378896428,47.1975305451553,46.3898024414295,46.2308657560997,45.5918105666999
32.8,50.6778882211836,49.79416788298,49.2722603052569,47.9838740193172,47.195969435486,46.3881988603024,46.229434593592,45.5903586428745
32.9,50.676174979597,49.7924465138774,49.27057627681,47.9823138459737,47.1944121476163,46.3865992516723,46.228007083691,45.5889103855694
33,50.6744655430998,49.7907291760542,49.2688960354797,47.9807573700069,47.1928586808447,46.3850036152132,46.2265832226052,45.5874657930938
33.1,50.6727599141781,49.7890158665943,49.2672195830815,47.9792045917525,47.1913090344146,46.3834119505239,46.2251630065373,45.5860248637115
33.2,50.6710580952388,49.7873065825043,49.2655469213631,47.9776555114852,47.1897632075133,46.3818242571272,46.223746431682,45.5845875956401
33.3,50.6693600886079,49.7856013207135,49.2638780520033,47.9761101294182,47.1882211992705,46.3802405344691,46.2223334942257,45.5831539870501
33.4,50.6676658965305,49.7839000780736,49.2622129766106,47.9745684457022,47.1866830087573,46.3786607819179,46.2209241903441,45.5817240360633
33.5,50.6659755211685,49.7822028513588,49.260551696722,47.9730304604237,47.1851486349859,46.3770849987639,46.219518516202,45.5802977407526
33.6,50.6642889646007,49.7805096372656,49.258894213802,47.9714961736048,47.1836180769075,46.3755131842187,46.2181164679513,45.5788750991406
33.7,50.6626062288215,49.7788204324132,49.2572405292411,47.9699655852017,47.1820913334127,46.3739453374144,46.2167180417303,45.5774561091989
33.8,50.66092731574,49.7771352333429,49.2555906443555,47.9684386951041,47.1805684033295,46.3723814574035,46.2153232336621,45.5760407688477
33.9,50.659252227179,49.775454036519,49.2539445603853,47.9669155031346,47.1790492854236,46.3708215431584,46.2139320398543,45.5746290759543
34,50.657580964875,49.7737768383284,49.2523022784942,47.9653960090475,47.1775339783966,46.3692655935707,46.2125444563973,45.5732210283332
34.1,50.6559135304767,49.7721036350806,49.2506637997683,47.9638802125284,47.1760224808865,46.3677136074511,46.2111604793634,45.5718166237449
34.2,50.654249925545,49.7704344230086,49.2490291252156,47.9623681131935,47.174514791466,46.3661655835291,46.2097801048061,45.5704158598957
34.3,50.652590151552,49.7687691982682,49.2473982557651,47.9608597105888,47.1730109086425,46.3646215204525,46.2084033287593,45.5690187344369
34.4,50.6509342098805,49.7671079569392,49.2457711922658,47.95935500419,47.1715108308576,46.3630814167875,46.2070301472359,45.5676252449642
34.5,50.6492821018239,49.7654506950245,49.2441479354868,47.9578539934013,47.1700145564864,46.3615452710182,46.2056605562273,45.5662353890176
34.6,50.6476338285852,49.7637974084517,49.2425284861157,47.9563566775555,47.1685220838371,46.3600130815466,46.2042945517027,45.5648491640807
34.7,50.6459893912772,49.7621480930724,49.2409128447592,47.9548630559134,47.1670334111505,46.3584848466927,46.202932129608,45.5634665675803
34.8,50.6443487909215,49.7605027446628,49.2393010119415,47.9533731276633,47.1655485366,46.3569605646938,46.2015732858657,45.5620875968861
34.9,50.6427120284489,49.7588613589245,49.2376929881047,47.9518868919206,47.1640674582908,46.3554402337051,46.2002180163733,45.5607122493103
35,50.6410791046983,49.7572239314842,49.2360887736077,47.9504043477278,47.1625901742599,46.3539238517994,46.1988663170034,45.5593405221077
35.1,50.6394500204171,49.7555904578945,49.2344883687262,47.9489254940538,47.1611166824756,46.352411416967,46.1975181836028,45.5579724124746
35.2,50.637824776261,49.7539609336343,49.2328917736526,47.947450329794,47.1596469808378,46.3509029271159,46.1961736119917,45.5566079175497
35.3,50.6362033727934,49.7523353541093,49.2312989884951,47.9459788537699,47.1581810671772,46.349398380072,46.1948325979636,45.5552470344128
35.4,50.6345858858098,49.7507137918154,49.2297100879812,47.9445111369966,47.1567190134403,46.3478978507988,46.1934952068742,45.5538898307868
35.5,50.6329722403759,49.7490961646646,49.2281249973417,47.943047105826,47.1552607430431,46.346401259645,46.1921613647065,45.5525362328141
35.6,50.6313624367733,49.7474824678413,49.2265437164268,47.9415867588527,47.1538062536049,46.3449086041858,46.1908310671681,45.5511862373952
35.7,50.6297564751908,49.7458726964586,49.2249662450023,47.9401300945972,47.1523555426753,46.3434198819148,46.1895043099378,45.549839841372
35.8,50.6281543557252,49.7442668455587,49.2233925827489,47.9386771115054,47.1509086077348,46.341935090244,46.1881810886649,45.5484970415274
35.9,50.6265560783809,49.7426649101135,49.2218227292624,47.9372278079488,47.1494654461941,46.3404542265043,46.186861398969,45.5471578345853
36,50.62496164307,49.7410668850253,49.2202566840536,47.9357821822247,47.1480260553949,46.3389772879458,46.1855452364394,45.5458222172106
36.1,50.6233710496123,49.7394727651272,49.2186944465485,47.9343402325556,47.1465904326093,46.3375042717376,46.1842325966349,45.5444901860096
36.2,50.6217842977357,49.7378825451837,49.2171360160879,47.9329019570898,47.14515857504,46.3360351749689,46.1829234750836,45.5431617375294
36.3,50.6202013870761,49.7362962198913,49.2155813919275,47.9314673539014,47.1437304798208,46.3345699946484,46.1816178672823,45.5418368682584
36.4,50.6186223171778,49.7347137838791,49.2140305732385,47.9300364209902,47.1423061440162,46.3331087277054,46.1803157686964,45.5405155746265
36.5,50.6170470874935,49.7331352317095,49.2124835591069,47.928609156282,47.1408855646219,46.3316513709899,46.1790171747597,45.5391978530048
36.6,50.6154756973844,49.7315605578786,49.2109403485341,47.9271855576289,47.1394687385649,46.3301979212728,46.1777220808739,45.537883699706
36.7,50.6139081461209,49.7299897568173,49.2094009404371,47.9257656228089,47.1380556627033,46.3287483752464,46.1764304824089,45.5365731109847
36.8,50.6123444328823,49.7284228228914,49.2078653336484,47.9243493495268,47.1366463338271,46.3273027295252,46.1751423747019,45.5352660830371
36.9,50.6107845567577,49.7268597504024,49.2063335269161,47.9229367354139,47.1352407486582,46.3258609806456,46.1738577530579,45.5339626120017
37,50.6092285167457,49.7253005335885,49.2048055189047,47.9215277780286,47.1338389038503,46.3244231250671,46.1725766127492,45.5326626939592
37.1,50.6076763117551,49.7237451666249,49.2032813081945,47.9201224748564,47.1324407959898,46.3229891591723,46.1712989490151,45.5313663249328
37.2,50.6061279406052,49.7221936436245,49.2017608932826,47.9187208233103,47.1310464215956,46.3215590792672,46.1700247570622,45.5300735008885
37.3,50.6045834020261,49.7206459586389,49.2002442725828,47.9173228207309,47.1296557771193,46.3201328815825,46.1687540320641,45.5287842177353
37.4,50.603042694659,49.7191021056586,49.1987314444259,47.915928464387,47.1282688589462,46.3187105622733,46.1674867691613,45.5274984713255
37.5,50.6015058170568,49.7175620786143,49.19722240706,47.9145377514758,47.1268856633947,46.3172921174199,46.1662229634611,45.5262162574549
37.6,50.5999727676844,49.7160258713768,49.195717158651,47.913150679123,47.1255061867176,46.3158775430284,46.1649626100377,45.5249375718633
37.7,50.5984435449191,49.7144934777586,49.1942156972828,47.9117672443837,47.1241304251017,46.3144668350312,46.1637057039319,45.5236624102346
37.8,50.5969181470511,49.712964891514,49.1927180209577,47.9103874442422,47.1227583746684,46.3130599892875,46.1624522401515,45.5223907681972
37.9,50.5953965722841,49.7114401063399,49.191224127597,47.9090112756126,47.1213900314742,46.3116570015839,46.1612022136708,45.5211226413244
38,50.5938788187355,49.7099191158768,49.1897340150408,47.9076387353395,47.1200253915112,46.310257867635,46.1599556194311,45.5198580251348
38.1,50.5923648844369,49.7084019137093,49.188247681049,47.9062698201977,47.1186644507072,46.308862583084,46.1587124523402,45.5185969150924
38.2,50.5908547673351,49.7068884933667,49.1867651233016,47.9049045268935,47.1173072049262,46.3074711435031,46.1574727072731,45.5173393066074
38.3,50.589348465292,49.7053788483241,49.185286339399,47.9035428520644,47.1159536499691,46.3060835443943,46.1562363790713,45.516085195036
38.4,50.5878459760852,49.7038729720028,49.1838113268624,47.9021847922799,47.1146037815739,46.3046997811901,46.1550034625434,45.5148345756813
38.5,50.5863472974091,49.7023708577712,49.1823400831345,47.9008303440419,47.113257595416,46.3033198492539,46.153773952465,45.5135874437936
38.6,50.5848524268748,49.7008724989455,49.18087260558,47.8994795037851,47.1119150871091,46.3019437438805,46.152547843579,45.5123437945707
38.7,50.5833613620111,49.6993778887904,49.1794088914857,47.8981322678776,47.1105762522054,46.3005714602973,46.1513251305952,45.5111036231583
38.8,50.5818741002648,49.6978870205198,49.1779489380613,47.8967886326213,47.1092410861962,46.2992029936643,46.1501058081908,45.5098669246505
38.9,50.5803906390013,49.6963998872979,49.1764927424401,47.8954485942524,47.1079095845121,46.297838339075,46.1488898710106,45.5086336940904
39,50.5789109755054,49.6949164822393,49.175040301679,47.894112148942,47.1065817425239,46.2964774915572,46.1476773136667,45.5074039264702
39.1,50.5774351069818,49.6934367984102,49.1735916127595,47.8927792927963,47.1052575555429,46.2951204460736,46.1464681307392,45.5061776167318
39.2,50.5759630305555,49.6919608288293,49.1721466725881,47.8914500218576,47.1039370188214,46.2937671975221,46.1452623167759,45.5049547597676
39.3,50.5744947432728,49.6904885664678,49.1707054779966,47.8901243321045,47.1026201275534,46.2924177407369,46.1440598662926,45.5037353504202
39.4,50.5730302421016,49.689020004251,49.1692680257432,47.8888022194524,47.1013068768749,46.291072070489,46.1428607737734,45.5025193834838
39.5,50.5715695239321,49.6875551350585,49.1678343125125,47.8874836797543,47.0999972618645,46.289730181487,46.1416650336707,45.5013068537039
39.6,50.5701125855777,49.6860939517252,49.1664043349164,47.8861687088012,47.0986912775442,46.2883920683775,46.1404726404055,45.5000977557782
39.7,50.5686594237752,49.6846364470419,49.1649780894947,47.8848573023225,47.0973889188793,46.2870577257459,46.1392835883676,45.4988920843569
39.8,50.5672100351858,49.6831826137558,49.1635555727156,47.8835494559869,47.0960901807798,46.2857271481174,46.1380978719157,45.4976898340435
39.9,50.5657644163955,49.681732444572,49.1621367809761,47.8822451654028,47.0947950581004,46.2844003299571,46.1369154853777,45.4964909993949
40,50.5643225639161,49.6802859321535,49.160721710603,47.8809444261186,47.0935035456412,46.2830772656711,46.1357364230508,45.4952955749219
40.1,50.5628844741855,49.6788430691221,49.1593103578533,47.8796472336238,47.0922156381481,46.2817579496073,46.134560679202,45.4941035550903
40.2,50.5614501435687,49.6774038480595,49.1579027189147,47.8783535833492,47.0909313303138,46.2804423760557,46.1333882480681,45.4929149343208
40.3,50.5600196419193,49.6759683326252,49.156498862573,47.8770635399403,47.0896506871483,46.2791306124045,46.1322191885833,45.4917297734163
40.4,50.5585928917489,49.6745364439146,49.1550987120585,47.8757770292574,47.0883736326585,46.2778225794491,46.1310534299724,45.490548000063
40.5,50.5571698892031,49.6731081743903,49.1537022633516,47.8744940465559,47.0871001613771,46.2765182713073,46.1298909663814,45.4893696085473
40.6,50.5557506303574,49.6716835164776,49.152309512366,47.8732145870351,47.0858302677858,46.2752176820423,46.1287317919275,45.488194593113
