"Freq [GHz]","lost_power_fraction [] - g='14.5um'","lost_power_fraction [] - g='16.5um'","lost_power_fraction [] - g='17.5um'","lost_power_fraction [] - g='18.5um'","lost_power_fraction [] - g='19.5um'","lost_power_fraction [] - g='20.5um'","lost_power_fraction [] - g='21.5um'","lost_power_fraction [] - g='22.5um'","lost_power_fraction [] - g='23.5um'","lost_power_fraction [] - g='25.5um'"
3.4,0.0413995270635028,0.0376433319896063,0.0367715902055992,0.0356535483211576,0.034122710866278,0.0341149238654303,0.0328340024875049,0.0322063467134307,0.0322396003385133,0.0307801198802679
3.5,0.0415355361105656,0.0377602151591269,0.0368770582456593,0.0357623022373055,0.0342321718907662,0.0342248094456298,0.032937503057562,0.0323097645635515,0.0323395402812519,0.0308807870500343
3.6,0.0416698944576423,0.0378762654842775,0.0369814626682361,0.0358702240713407,0.0343410458844478,0.034333783052071,0.0330406921705219,0.0324128917832433,0.0324392574008414,0.0309813399553462
3.7,0.0418029703704276,0.0379917326118574,0.0370851029937474,0.0359775742913802,0.0344495021218028,0.0344420597615177,0.0331437652067563,0.0325159158794169,0.0325389510671438,0.0310819662739782
3.8,0.0419350833024024,0.0381068273933196,0.0371882350713985,0.03608457299102,0.0345576840769323,0.0345498249162785,0.0332468875733735,0.0326189955193668,0.0326387907021737,0.0311828260380342
3.9,0.0420665218478106,0.0382217321188672,0.0372910829007742,0.0361914103487878,0.0346657166502453,0.0346572426051103,0.0333502011765175,0.0327222668174408,0.0327389218398697,0.0312840568540866
4,0.0421975512647427,0.0383366045560191,0.0373938428583121,0.0362982508218213,0.0347737090203848,0.0347644581483875,0.0334538276810838,0.0328258465548874,0.0328394693892185,0.0313857769542773
4.1,0.0423284209656637,0.0384515813570097,0.0374966872748371,0.0364052366948048,0.0348817570162443,0.034871600249363,0.0335578712692156,0.0329298348993416,0.0329405404008037,0.0314880877804631
4.2,0.0424593724030694,0.0385667809428309,0.0375997674748623,0.0365124910930477,0.034989945094478,0.0349787828651341,0.0336624209840852,0.0330343177098164,0.0330422264217064,0.0315910761819771
4.3,0.0425906478412635,0.0386823059511662,0.0377032163679439,0.0366201205486152,0.0350983479916604,0.0350861068407294,0.0337675527290648,0.0331393684969068,0.0331446055077209,0.0316948162923962
4.4,0.0427225005604925,0.0387982453189998,0.0378071506660094,0.0367282171924097,0.0352070321074006,0.0351936613418081,0.033873330979394,0.0332450500950523,0.0332477439491432,0.0317993711385627
4.5,0.0428552070036022,0.0389146760574531,0.0379116727873731,0.036836860632146,0.0353160566643493,0.0353015251151501,0.0339798102530006,0.0333514160934058,0.033351697756181,0.0319047940254028
