"Freq [GHz]","dB(St(2,1)) [] - g='14.5um'","dB(St(2,1)) [] - g='16.5um'","dB(St(2,1)) [] - g='17.5um'","dB(St(2,1)) [] - g='18.5um'","dB(St(2,1)) [] - g='19.5um'","dB(St(2,1)) [] - g='20.5um'","dB(St(2,1)) [] - g='21.5um'","dB(St(2,1)) [] - g='22.5um'","dB(St(2,1)) [] - g='23.5um'","dB(St(2,1)) [] - g='25.5um'"
15.4,-0.299116187419531,-0.272259757924644,-0.276892878386967,-0.253635182653672,-0.251386243974859,-0.279974522496765,-0.249807080634994,-0.237793709868598,-0.255313519410032,-0.235714125340762
15.5,-0.299983940577484,-0.27303552737966,-0.277673672254187,-0.254398058969025,-0.252092731581262,-0.280733632451136,-0.250537318536896,-0.238523260212414,-0.25597550476142,-0.236427772028164
15.6,-0.300848363155417,-0.27380791449525,-0.278449560286818,-0.255158753681742,-0.252795508834111,-0.281484695312444,-0.251263215917315,-0.239249833372158,-0.256631294429014,-0.237137438708845
15.7,-0.301709445394652,-0.274576918567704,-0.279220564027714,-0.25591725395836,-0.253494599069531,-0.282227714308486,-0.251984768711064,-0.239973420596022,-0.257280929931157,-0.237843119156703
15.8,-0.302567146480472,-0.275342507626843,-0.279986660090345,-0.256673526262949,-0.254189992454261,-0.282962616987849,-0.252701932091315,-0.240693985496472,-0.257924395816222,-0.238544769584535
15.9,-0.303421493118599,-0.276104717910627,-0.280747922854581,-0.257427581362049,-0.254881753406639,-0.28368949157906,-0.253414748355466,-0.241411552166731,-0.258561798925735,-0.239242426078188
16,-0.304272481090947,-0.276863554346013,-0.281504381199539,-0.258179409511073,-0.25556991258765,-0.284408350456693,-0.254123219056711,-0.242126117181959,-0.259193188183294,-0.239936087220954
16.1,-0.305120108005117,-0.277619023714156,-0.282256066341468,-0.258929001958935,-0.256254503007799,-0.285119208991416,-0.254827347596567,-0.242837678875884,-0.259818614881277,-0.240625753169878
16.2,-0.305964373290549,-0.278371134646484,-0.283003011790901,-0.259676350933602,-0.25693555999098,-0.285822085537773,-0.255527139220931,-0.243546237339426,-0.260438132643133,-0.241311425648792
16.3,-0.306805278193546,-0.279119897619978,-0.283745253309502,-0.260421449626811,-0.25761312113733,-0.286517001421945,-0.25622260101589,-0.244251794418695,-0.261051797385798,-0.24199310794153
16.4,-0.307642825771048,-0.27986532495149,-0.284482828866662,-0.261164292177832,-0.258287226285104,-0.287203980929396,-0.256913741903229,-0.244954353712305,-0.261659667282263,-0.242670804885199
16.5,-0.30847702088317,-0.280607430791243,-0.285215778595764,-0.261904873656286,-0.258957917471554,-0.287883051292481,-0.257600572635566,-0.245653920567978,-0.262261802724204,-0.243344522863567
16.6,-0.309307870184398,-0.28134623111532,-0.285944144750279,-0.262643190043898,-0.25962523889288,-0.288554242677968,-0.258283105791249,-0.246350502078522,-0.262858266284788,-0.244014269800551
16.7,-0.310135382113428,-0.282081743717193,-0.286667971659555,-0.263379238215141,-0.260289236863299,-0.289217588174499,-0.258961355768818,-0.247044107077016,-0.263449122681536,-0.244680055153779
16.8,-0.310959566881599,-0.282813988198258,-0.2873873056844,-0.264113015916673,-0.260949959773165,-0.289873123780011,-0.259635338781174,-0.247734746131388,-0.264034438739321,-0.245341889908227
16.9,-0.31178043645982,-0.283542985957284,-0.288102195172432,-0.264844521745514,-0.261607458046296,-0.290520888389094,-0.260305072849333,-0.248422431538232,-0.264614283353414,-0.245999786569928
17,-0.312598004563945,-0.284268760178812,-0.288812690413227,-0.265573755125849,-0.262261784096434,-0.291160923780346,-0.260970577795848,-0.249107177315895,-0.265188727452682,-0.246653759159749
17.1,-0.313412286638569,-0.284991335820378,-0.289518843593255,-0.266300716284397,-0.262912992282899,-0.29179327460367,-0.261631875237808,-0.249788999196884,-0.265757843962794,-0.247303823207239
17.2,-0.314223299839092,-0.285710739598595,-0.290220708750627,-0.267025406224181,-0.263561138865504,-0.292417988367631,-0.262288988579456,-0.250467914619538,-0.266321707769565,-0.247949995744516
17.3,-0.315031063012036,-0.286426999973977,-0.290918341729652,-0.267747826696679,-0.264206281958659,-0.2930351154268,-0.2629419430044,-0.251143942718943,-0.266880395682314,-0.248592295300207
17.4,-0.315835596673484,-0.287140147134529,-0.291611800135212,-0.268467980172129,-0.264848481484832,-0.293644708969169,-0.263590765467404,-0.251817104317147,-0.267433986397324,-0.24923074189346
17.5,-0.316636922985585,-0.287850212977946,-0.29230114328698,-0.269185869807975,-0.265487799127218,-0.294246825003648,-0.264235484685752,-0.252487421912646,-0.26798256046134,-0.249865357027971
17.6,-0.317435065730985,-0.288557231092463,-0.292986432173459,-0.269901499415204,-0.266124298281844,-0.294841522347715,-0.264876131130221,-0.253154919669092,-0.268526200235115,-0.250496163686077
17.7,-0.318230050285081,-0.289261236736234,-0.293667729405868,-0.270614873422476,-0.266758044008908,-0.295428862615179,-0.26551273701556,-0.253819623403319,-0.269064989856992,-0.251123186322891
17.8,-0.319021903585969,-0.289962266815166,-0.294345099171881,-0.271325996837901,-0.26738910298361,-0.29600891020424,-0.266145336290574,-0.254481560572586,-0.269599015206577,-0.251746450860459
17.9,-0.319810654101975,-0.290660359859168,-0.29501860718921,-0.272034875208172,-0.268017543446353,-0.296581732285754,-0.266773964627762,-0.255140760261095,-0.270128363868354,-0.252365984681975
18,-0.320596331796566,-0.29135555599666,-0.29568832065907,-0.272741514575015,-0.268643435152308,-0.297147398791893,-0.26739865941247,-0.255797253165792,-0.270653125095427,-0.252981816626048
18.1,-0.321378968090501,-0.292047896927329,-0.296354308219487,-0.273445921428531,-0.269266849320568,-0.29770598240519,-0.268019459731629,-0.256451071581397,-0.271173389773206,-0.253593976980983
18.2,-0.322158581240499,-0.292737412327759,-0.297016622326969,-0.27414809178284,-0.269887847156212,-0.298257524580053,-0.268636387679009,-0.257102236613786,-0.271689229255117,-0.254202479798849
18.3,-0.322935205968887,-0.293424147617409,-0.297675335400648,-0.274848032980294,-0.27050650373733,-0.298802104635367,-0.269249486345298,-0.257750784238848,-0.272200738960745,-0.254807358749409
18.4,-0.323708892592209,-0.294108162848095,-0.298330538057973,-0.275545763458783,-0.271122906182203,-0.299339837865579,-0.269858818784049,-0.258396764432341,-0.272708036077523,-0.255408666316572
18.5,-0.324479677954099,-0.294789505731767,-0.298982304248735,-0.276241290971023,-0.271737131080164,-0.299870807933644,-0.270464430812967,-0.259040215758511,-0.27321121769867,-0.256006438571545
18.6,-0.325247600115329,-0.295468225382777,-0.299630709122538,-0.276934623427798,-0.272349256220617,-0.300395101207837,-0.271066369887575,-0.25968117829285,-0.273710382367211,-0.256600713007222
18.7,-0.326012698294431,-0.296144372277075,-0.300275828981404,-0.277625768826899,-0.272959360539378,-0.30091280675571,-0.27166468508718,-0.260319693602687,-0.2742056300398,-0.257191528532838
18.8,-0.326775012803701,-0.296817998208495,-0.300917741232302,-0.278314735176603,-0.273567524064658,-0.301424016339495,-0.272259427100341,-0.260955804727127,-0.274697062050522,-0.257778925468586
18.9,-0.32753458498015,-0.297489156242031,-0.301556524339553,-0.279001530413238,-0.274173827862696,-0.301928824413025,-0.272850648209919,-0.261589556156178,-0.275184781074711,-0.258362945540431
19,-0.328291457110978,-0.298157900663708,-0.302192257777149,-0.279686162312242,-0.274778353983078,-0.302427328120561,-0.273438402277645,-0.262220993809248,-0.275668891092736,-0.258943631874924
19.1,-0.329045672353056,-0.298824286926855,-0.302825021980983,-0.280368638392035,-0.275381185403762,-0.302919627297746,-0.274022744728247,-0.262850165012886,-0.276149497353838,-0.259521028994143
19.2,-0.329797274645796,-0.299488371594411,-0.303454898300987,-0.281048965810061,-0.275982405975851,-0.303405824475046,-0.274603732533131,-0.263477118477826,-0.276626706339937,-0.260095182810705
19.3,-0.330546308616828,-0.300150212276902,-0.304081968953208,-0.281727151250155,-0.276582100368071,-0.30388602488404,-0.275181424193579,-0.264101904275363,-0.277100625729466,-0.260666140622928
19.4,-0.331292819479688,-0.300809867565651,-0.304706316971773,-0.282403200800315,-0.277180354011105,-0.304360336467048,-0.275755879723583,-0.264724573813,-0.277571364361195,-0.261233951110087
19.5,-0.332036852922725,-0.301467396960762,-0.305328026160801,-0.283077119819924,-0.277777253041667,-0.304828869890557,-0.276327160632151,-0.265345179809447,-0.278039032198094,-0.2617986643278
19.6,-0.332778454988234,-0.302122860793307,-0.305947181046239,-0.283748912795215,-0.278372884246422,-0.305291738563073,-0.276895329905249,-0.265963776268911,-0.278503740291157,-0.262360331703568
19.7,-0.333517671940797,-0.302776320141119,-0.306563866827603,-0.284418583181739,-0.278967335005783,-0.305749058658058,-0.277460451987299,-0.266580418454757,-0.278965600743317,-0.262919006032453
19.8,-0.334254550123535,-0.303427836737454,-0.307178169329717,-0.285086133232349,-0.279560693237519,-0.306200949142772,-0.278022592762249,-0.267195162862473,-0.279424726673309,-0.263474741472959
19.9,-0.334989135800941,-0.30407747287173,-0.307790174954297,-0.285751563809082,-0.280153047340362,-0.306647531813904,-0.278581819534251,-0.267808067192015,-0.279881232179605,-0.264027593543063
20,-0.335721474986645,-0.304725291281377,-0.308399970631552,-0.286414874177003,-0.280744486137414,-0.307088931341108,-0.279138201007933,-0.268419190319486,-0.280335232304383,-0.264577619116464
20.1,-0.336451613254233,-0.305371355033792,-0.309007643771698,-0.287076061777981,-0.281335098819601,-0.307525275319683,-0.279691807268265,-0.269028592268194,-0.280786842997506,-0.265124876419026
20.2,-0.337179595529146,-0.30601572739706,-0.309613282216413,-0.287735121981869,-0.281924974889044,-0.307956694333831,-0.280242709760074,-0.269636334179094,-0.281236181080566,-0.265669425025494
20.3,-0.33790546585906,-0.306658471698139,-0.31021697419024,-0.288392047812404,-0.282514204102419,-0.308383322032308,-0.280790981267156,-0.270242478280602,-0.281683364210997,-0.266211325856409
20.4,-0.338629267160034,-0.307299651166769,-0.310818808251968,-0.289046829644621,-0.283102876414399,-0.308805295218402,-0.28133669589105,-0.270847087857834,-0.28212851084621,-0.26675064117534
20.5,-0.339351040935209,-0.307939328763273,-0.311418873245938,-0.289699454870177,-0.283691081921011,-0.309222753956721,-0.281879929029447,-0.27145022722123,-0.282571740207866,-0.267287434586344
20.6,-0.340070826962191,-0.308577566988026,-0.312017258253312,-0.290349907526432,-0.284278910803189,-0.309635841699595,-0.282420757354271,-0.272051961674609,-0.283013172246151,-0.267821771031804
20.7,-0.340788644170784,-0.309214414756953,-0.312614037816118,-0.290998146161783,-0.284866451338022,-0.310044665485458,-0.28295923674456,-0.272652345010547,-0.283452912343567,-0.268353694008092
20.8,-0.341504547199684,-0.309849947055202,-0.313209317791216,-0.291644167995607,-0.28545379737212,-0.310449418940645,-0.283495469943592,-0.273251458202837,-0.283891099405961,-0.268883295236946
20.9,-0.342218568296395,-0.31048422359461,-0.313803187678731,-0.292287944188359,-0.286041038999071,-0.310850256808097,-0.28402953734479,-0.273849369362574,-0.284327855372714,-0.269410643703605
21,-0.342930736300726,-0.311117302611588,-0.314395737018526,-0.292929440569081,-0.286628266170378,-0.311247338009636,-0.284561520524131,-0.274446147459647,-0.284763302768816,-0.269935809726304
21.1,-0.343641076090587,-0.311749240535132,-0.31498705534133,-0.293568616991363,-0.287215568639601,-0.311640825939299,-0.285091502216756,-0.275041862288093,-0.285197564669781,-0.270458864955985
21.2,-0.344349607955915,-0.312380091612934,-0.31557723211979,-0.294205426609917,-0.287803035906755,-0.312030888810472,-0.285619566293285,-0.275636584430939,-0.285630764666758,-0.27097988237641
21.3,-0.345056346889133,-0.313009907488848,-0.316166356719558,-0.294839815066065,-0.288390757162913,-0.312417700067312,-0.286145797735946,-0.276230385224552,-0.28606302683179,-0.27149893630478
21.4,-0.34576130177864,-0.313638736724161,-0.316754518350304,-0.295471719568454,-0.288978821235066,-0.312801438873385,-0.286670282614426,-0.276823336722546,-0.286494475683305,-0.272016102392819
21.5,-0.346464474489268,-0.314266624253439,-0.317341806016738,-0.296101067852926,-0.289567316531276,-0.313182290693169,-0.287193108061594,-0.277415511659213,-0.286925236151801,-0.272531457628416
21.6,-0.347165858810509,-0.314893610764332,-0.317928308469617,-0.296727777002729,-0.29015633098615,-0.313560447985954,-0.287714362248978,-0.278006983412532,-0.287355433545781,-0.273045080337796
21.7,-0.347865439249664,-0.315519731988703,-0.318514114156727,-0.297351752106858,-0.290745952006569,-0.313936111036278,-0.288234134362134,-0.278597825966764,-0.287785193517942,-0.27355705018828
21.8,-0.34856318964252,-0.316145017890148,-0.319099311173862,-0.297972884730365,-0.291336266417869,-0.314309488950975,-0.288752514575857,-0.279188113874642,-0.288214642031631,-0.27406744819167
21.9,-0.349259071548641,-0.316769491730474,-0.319683987215783,-0.2985910511656,-0.291927360410333,-0.314680800860593,-0.289269594029253,-0.279777922219167,-0.288643905327631,-0.274576356708224
22,-0.349953032391713,-0.317393168994382,-0.320268229527184,-0.299206110427739,-0.292519319486152,-0.315050277372844,-0.289785464800738,-0.280367326575051,-0.289073109891224,-0.275083859451366
22.1,-0.350645003296936,-0.318016056148233,-0.320852124853638,-0.299817901950877,-0.293112228406725,-0.315418162338424,-0.290300219882972,-0.28095640296981,-0.289502382419659,-0.275590041493042
22.2,-0.351334896567572,-0.318638149204394,-0.321435759392535,-0.300426242932731,-0.293706171140533,-0.315784715006523,-0.290813953157692,-0.281545227844542,-0.289931849789943,-0.276094989269836
22.3,-0.352022602730094,-0.319259432058229,-0.322019218744038,-0.301030925266016,-0.294301230811399,-0.316150212669079,-0.291326759370563,-0.282133878014362,-0.290361639027066,-0.276598790589834
22.4,-0.352707987062015,-0.319879874559532,-0.322602587861992,-0.301631711982462,-0.294897489647347,-0.316514953922428,-0.291838734106001,-0.282722430628587,-0.290791877272646,-0.277101534640275
22.5,-0.353390885497599,-0.320499430274885,-0.323185951004887,-0.302228333121009,-0.295495028929952,-0.316879262713862,-0.292349973762017,-0.283310963130635,-0.291222691754028,-0.277603311996056
22.6,-0.354071099783065,-0.321118033892291,-0.323769391686755,-0.302820480914411,-0.296093928944274,-0.317243493393578,-0.292860575525113,-0.283899553217668,-0.291654209753853,-0.278104214629046
22.7,-0.354748391724079,-0.321735598214942,-0.324352992628107,-0.303407804167949,-0.296694268929413,-0.317608037064168,-0.293370637345227,-0.284488278800035,-0.292086558580202,-0.27860433591833
22.8,-0.355422476332629,-0.322352010689197,-0.324936835706849,-0.303989901679549,-0.297296127029674,-0.317973329618615,-0.293880257910808,-0.285077217960496,-0.292519865537214,-0.279103770661329
22.9,-0.356093013636917,-0.322967129414382,-0.325521001909188,-0.304566314522472,-0.29789958024645,-0.318339861994338,-0.294389536623976,-0.28566644891326,-0.292954257896348,-0.279602615085908
23,-0.356759598864666,-0.323580778593114,-0.32610557128055,-0.30513651697949,-0.298504704390711,-0.318708193362778,-0.294898573575863,-0.28625604996288,-0.293389862868241,-0.280100966863437
23.1,-0.357421726142534,-0.324192733894359,-0.326690625623042,-0.305699869116828,-0.299111582952389,-0.319078983869478,-0.295407469327774,-0.28684610204541,-0.293826814765185,-0.280598923686539
23.2,-0.358078813518989,-0.324802731354099,-0.327276244062828,-0.306255666293424,-0.299720290260325,-0.319452998596121,-0.295916326746916,-0.287436684652002,-0.294265242424241,-0.281096587629193
23.3,-0.358730199124536,-0.325410467412792,-0.327862501124667,-0.306803140705483,-0.300330889674722,-0.319831120072033,-0.296425248544145,-0.288027873902721,-0.294705266127549,-0.281594062744504
23.4,-0.359375069873325,-0.326015573122454,-0.328449472565775,-0.307341368421682,-0.300943451745421,-0.320214421892263,-0.296934337339995,-0.288619748046578,-0.29514701256923,-0.282091452672314
23.5,-0.360012458145329,-0.326617616794407,-0.32903723295502,-0.307869282585428,-0.301558045604742,-0.320604211318698,-0.297443696323081,-0.289212385214287,-0.295590608251625,-0.282588862577667
23.6,-0.360641211738048,-0.327216100023243,-0.329625855623679,-0.30838565011014,-0.302174738925074,-0.321002104257352,-0.297953429226991,-0.289805863376745,-0.296036179461678,-0.283086399170386
23.7,-0.361259958152028,-0.327810457263153,-0.330215412616207,-0.308889045307923,-0.302793597877363,-0.321410129608004,-0.298463640307493,-0.290400260303493,-0.29648385224829,-0.283584170725812
23.8,-0.361867062766953,-0.328400062163905,-0.330805974640878,-0.309377820958625,-0.30341468709069,-0.321830876614588,-0.298974434320183,-0.290995653521258,-0.296933752400551,-0.284082287106649
23.9,-0.362460581113144,-0.328984245911809,-0.331397611020446,-0.309850078322424,-0.304038069612825,-0.322267706167999,-0.299485916498528,-0.291592120272555,-0.297386005427025,-0.284580859786073
24,-0.363038206879031,-0.329562335938567,-0.331990389642666,-0.310303639521069,-0.304663806872002,-0.322725058777489,-0.299998192532382,-0.292189737474387,-0.297840736536037,-0.285080001871978
24.1,-0.363597220230913,-0.330133727934131,-0.332584376910793,-0.310736029355044,-0.305291958639779,-0.323208911059987,-0.300511368546989,-0.292788581677108,-0.298298070617048,-0.28557982813247
24.2,-0.364134446765813,-0.330698010360599,-0.333179637693952,-0.311144480474415,-0.30592258299519,-0.323727463961737,-0.301025551082505,-0.293388729023423,-0.29875813222319,-0.286080455022534
24.3,-0.36464624833813,-0.331255168184749,-0.333776235277396,-0.311525988685612,-0.30655573629012,-0.324292197288171,-0.301540847074079,-0.293990255207612,-0.299221045554997,-0.286582000711897
24.4,-0.365128587274211,-0.331805899056067,-0.334374231312673,-0.311877469378611,-0.307191473116101,-0.324919507499484,-0.302057363832545,-0.294593235434955,-0.299686934445326,-0.287084585114137
24.5,-0.365577242171504,-0.332352074219016,-0.334973685767606,-0.312196111712594,-0.307829846272487,-0.325633269075709,-0.302575209025688,-0.295197744381449,-0.300155922345645,-0.287588329916878
24.6,-0.365988317482984,-0.332897353946275,-0.335574656876135,-0.312480113361682,-0.308470906736148,-0.326468806951796,-0.303094490660207,-0.295803856153808,-0.300628132313635,-0.288093358613225
24.7,-0.366359294114149,-0.333447898745299,-0.336177201087979,-0.312730140243343,-0.309114703632722,-0.327478781459529,-0.303615317064331,-0.296411644249795,-0.301103687002203,-0.288599796534265
24.8,-0.366691021048886,-0.334012974477686,-0.336781373018061,-0.312952152369098,-0.309761284209536,-0.328740634271521,-0.304137796871189,-0.297021181518902,-0.301582708649959,-0.289107770882667
24.9,-0.366991211871063,-0.334605032019593,-0.33738722539572,-0.313162752060461,-0.310410693810264,-0.330360699511322,-0.304662039002875,-0.297632540123482,-0.302065319073234,-0.289617410767314
25,-0.367280004519016,-0.335238653179954,-0.33799480901364,-0.313398983408693,-0.31106297585149,-0.332452849594423,-0.305188152655341,-0.298245791500255,-0.30255163965967,-0.290128847238917
25.1,-0.367597446767983,-0.335927869252336,-0.338604172676491,-0.313735191182736,-0.311718171801124,-0.335022595187463,-0.305716247284031,-0.298861006322343,-0.303041791363448,-0.290642213326485
25.2,-0.36801038215408,-0.336682102656977,-0.339215363149257,-0.314308167755807,-0.312376321158983,-0.337650684486167,-0.306246432590432,-0.299478254461808,-0.303535894702213,-0.291157644074665
25.3,-0.368611430610052,-0.337502239268962,-0.339828425105112,-0.315341856274374,-0.313037461439477,-0.339215754282259,-0.306778818509348,-0.300097604952715,-0.304034069755801,-0.291675276581746
25.4,-0.369498575360699,-0.338379097438035,-0.340443401073007,-0.317132067296521,-0.31370162815672,-0.338729647195679,-0.307313515197237,-0.300719125954882,-0.304536436166708,-0.292195250038258
25.5,-0.370730972506607,-0.339295611948274,-0.341060331384682,-0.319908308604512,-0.314368854812013,-0.336752449585321,-0.307850633021226,-0.301342884718133,-0.305043113142565,-0.292717705766057
25.6,-0.372285174373031,-0.340231751388519,-0.341679274003681,-0.323551966475009,-0.315039203479224,-0.334616824011403,-0.308390308445175,-0.301968970771189,-0.305554264034784,-0.293242814413762
25.7,-0.37404165538511,-0.341169244851271,-0.342300245467357,-0.32742220913877,-0.315712673539768,-0.333000002361612,-0.308932628466267,-0.302597427453046,-0.306069964890023,-0.293770697372603
25.8,-0.375848921040571,-0.342095306334733,-0.34292327912458,-0.330759598185201,-0.316389292351159,-0.331955476190682,-0.309477704032773,-0.30322831904719,-0.306590333633902,-0.29430150265965
25.9,-0.377583458832829,-0.343002760468393,-0.343548405907541,-0.333187227523748,-0.317069085236256,-0.331348862601053,-0.310025646269246,-0.303861708790601,-0.307115487787291,-0.294835380582137
26,-0.379178970224821,-0.343889019642814,-0.344175654275689,-0.334771934937952,-0.317752075485961,-0.331044551195452,-0.310576566470359,-0.304497658842035,-0.307645544479128,-0.295372483775968
26.1,-0.380619324119922,-0.344754563483391,-0.34480505015879,-0.335767676305801,-0.318438284365529,-0.330944318619425,-0.311130576095698,-0.305136230251207,-0.308180620461494,-0.295912967243412
26.2,-0.381917701963919,-0.345601572565195,-0.345436616899101,-0.336415367566165,-0.31912773112477,-0.330983065373318,-0.311687786765505,-0.305777482928993,-0.308720832126908,-0.296456988389602
26.3,-0.383098753316253,-0.346432951093747,-0.34607037519255,-0.336881684134263,-0.319820433012557,-0.33111850842654,-0.31224831025733,-0.306421475618607,-0.309266295528073,-0.297004707057537
26.4,-0.384188283061363,-0.347251728693223,-0.346706343028849,-0.337266683683736,-0.320516405295709,-0.331323042569566,-0.312812258503558,-0.307068265867953,-0.309817126399867,-0.297556285561109
26.5,-0.385208825697952,-0.348060743595038,-0.347344535630387,-0.337625946432586,-0.321215661282876,-0.331578374330129,-0.313379743589864,-0.307717910003035,-0.310373440183889,-0.298111888715882
26.6,-0.38617848184272,-0.348862505320805,-0.34798496538989,-0.337988653153364,-0.321918212353626,-0.331872158567323,-0.313950877754429,-0.308370463102661,-0.310935352055318,-0.298671683866929
26.7,-0.387111185293362,-0.349659159612052,-0.34862764180662,-0.338369165011453,-0.322624067993167,-0.332195908651965,-0.314525773387932,-0.309025978974386,-0.31150297695234,-0.299235840913381
26.8,-0.388017434039212,-0.350452505352561,-0.349272571421104,-0.338773781957302,-0.323333235833226,-0.332543687567756,-0.315104543034293,-0.309684510131777,-0.312076429608061,-0.299804532329003
26.9,-0.388905061175124,-0.351244033892234,-0.34991975774819,-0.33920453078731,-0.324045721699605,-0.332911275709051,-0.315687299392002,-0.310346107773149,-0.312655824584841,-0.300377933178215
27,-0.389779895418269,-0.352034974741095,-0.350569201208291,-0.339661249122836,-0.324761529666822,-0.333295632267128,-0.316274155315995,-0.311010821761699,-0.313241276311267,-0.300956221126778
27.1,-0.390646280321689,-0.352826339719821,-0.351220899056757,-0.340142719691877,-0.325480662120653,-0.333694540113403,-0.316865223819973,-0.311678700607285,-0.31383289912146,-0.301539576446519
27.2,-0.391507465654674,-0.353618962190899,-0.351874845311067,-0.34064728098836,-0.32620311982907,-0.33410636734771,-0.317460618078996,-0.312349791449721,-0.314430807296986,-0.302128182013088
27.3,-0.392365896293354,-0.354413530372264,-0.352531030675846,-0.341173150137229,-0.326928902022434,-0.334529904349868,-0.318060451432268,-0.313024140043935,-0.315035115111033,-0.302722223295998
27.4,-0.393223423397444,-0.355210614885188,-0.353189442465409,-0.341718587800309,-0.327658006483742,-0.334964250561816,-0.318664837385875,-0.313701790746731,-0.315645936875076,-0.303321888339825
27.5,-0.394081458285338,-0.35601069117321,-0.353850064523678,-0.342281976696186,-0.328390429649738,-0.335408734584754,-0.319273889615309,-0.314382786505608,-0.31626338698771,-0.30392736773564
27.6,-0.39494108463582,-0.356814157574304,-0.354512877141364,-0.342861853329214,-0.329126166724098,-0.33586285695756,-0.319887721967653,-0.315067168849439,-0.316887579985688,-0.304538854581307
27.7,-0.395803140555742,-0.35762134981069,-0.355177856970092,-0.343456914897881,-0.329865211803492,-0.33632624861339,-0.320506448462927,-0.315754977881227,-0.317518630596971,-0.305156544429664
27.8,-0.396668278879314,-0.358432552576132,-0.355844976933322,-0.344066013576492,-0.330607558018058,-0.336798640329845,-0.32113018329464,-0.316446252273083,-0.318156653795625,-0.305780635222936
27.9,-0.397537011710998,-0.359248008795089,-0.356514206133898,-0.344688144907083,-0.331353197687448,-0.337279839991863,-0.32175904082898,-0.317141029263407,-0.318801764858391,-0.306411327212163
28,-0.398409764719336,-0.360067949788057,-0.357185519737655,-0.345322489818413,-0.332102138554678,-0.337769757576455,-0.32239316183732,-0.317839362170474,-0.319454115302737,-0.307048857213352
28.1,-0.399286863178213,-0.360892557927088,-0.357858878295037,-0.34596827937678,-0.332854371726639,-0.338268307240867,-0.323032662678439,-0.318541285841745,-0.320113822866582,-0.307693432763694
28.2,-0.400168543214421,-0.361721967164801,-0.358534228569346,-0.346624799335342,-0.333609872103216,-0.338775399151921,-0.323677632534078,-0.319246815832871,-0.320780968779746,-0.308345227064015
28.3,-0.401055010798792,-0.362556313608606,-0.359211523257632,-0.347291484411822,-0.334368630698977,-0.339291014940324,-0.324328186417785,-0.319955983628725,-0.321455670136444,-0.309004448480726
28.4,-0.401946432663817,-0.363395716674651,-0.359890710711405,-0.347967847983975,-0.335130638801508,-0.339815159170894,-0.324984439477748,-0.32066881930498,-0.322138044633497,-0.309671306992994
28.5,-0.402842944401194,-0.364240281557481,-0.360571734819286,-0.348653472573638,-0.335895888260155,-0.340347854573116,-0.325646506978898,-0.321385351541416,-0.322828210630064,-0.310346013983206
28.6,-0.403744656689379,-0.365090101232072,-0.361254534885146,-0.349348001550416,-0.336664371805099,-0.34088913823264,-0.326314504280056,-0.322105607638495,-0.323526287206257,-0.311028781998812
28.7,-0.404651660104846,-0.365945258080818,-0.361939045501443,-0.35005113193614,-0.337436083399816,-0.341439058522527,-0.326988546805457,-0.322829613537209,-0.324232394219829,-0.311719824482904
28.8,-0.405564028854732,-0.366805825218476,-0.362625196417927,-0.350762608182608,-0.338211018630152,-0.341997672607881,-0.327668750009717,-0.323557393842352,-0.32494665236032,-0.312419355471134
28.9,-0.406481823683251,-0.367671867573221,-0.363312912405798,-0.351482216798125,-0.338989175134181,-0.34256504439765,-0.328355229335326,-0.324288971849471,-0.325669183199612,-0.313127589252189
29,-0.407405094142009,-0.368543442769893,-0.364002113117551,-0.352209781707888,-0.339770553076503,-0.343141242846936,-0.329048100161665,-0.32502436957551,-0.326400109238122,-0.313844739989
29.1,-0.408333880367886,-0.36942060185214,-0.364692712942924,-0.352945160244781,-0.34055515567208,-0.343726340535337,-0.329747477744351,-0.325763607793579,-0.327139553945189,-0.314571021297734
29.2,-0.409268214478058,-0.370303389872951,-0.365384620861603,-0.353688239679203,-0.341342989764392,-0.344320412463323,-0.330453477143711,-0.326506706071721,-0.327887641792703,-0.315306645781664
29.3,-0.410208121665608,-0.371191846376977,-0.366077740293533,-0.354438934208106,-0.342134066463663,-0.344923535021377,-0.331166213140964,-0.327253682816184,-0.32864449828035,-0.316051824516608
29.4,-0.411153621060111,-0.372086005793665,-0.366771968948212,-0.355197182333881,-0.342928401851452,-0.345535785096014,-0.331885800140701,-0.328004555319215,-0.329410249950899,-0.316806766484797
29.5,-0.412104726402807,-0.372985897756261,-0.367467198674478,-0.355962944572764,-0.343726017758257,-0.346157239284292,-0.332612352057889,-0.328759339811608,-0.330185024393848,-0.317571677954006
29.6,-0.413061446574713,-0.373891547359041,-0.368163315313289,-0.356736201440622,-0.344526942621947,-0.346787973193957,-0.333345982187722,-0.329518051520367,-0.330968950235228,-0.318346761798455
29.7,-0.414023786007799,-0.374802975362561,-0.368860198556352,-0.35751695167058,-0.345331212435046,-0.347428060810848,-0.334086803056379,-0.330280704731511,-0.331762157111511,-0.319132216758307
29.8,-0.414991745002305,-0.375720198354968,-0.36955772181463,-0.358305210622767,-0.346138871790129,-0.348077573918557,-0.334834926250478,-0.331047312858523,-0.332564775625077,-0.319928236634561
29.9,-0.415965319968837,-0.376643228875746,-0.370255752101837,-0.359101008851144,-0.34694997503308,-0.348736581558051,-0.335590462223026,-0.331817888516421,-0.333376937278341,-0.320735009415831
