"Freq [GHz]","dB(St(2,1)) [] - g='14.5um'","dB(St(2,1)) [] - g='16.5um'","dB(St(2,1)) [] - g='17.5um'","dB(St(2,1)) [] - g='18.5um'","dB(St(2,1)) [] - g='19.5um'","dB(St(2,1)) [] - g='20.5um'","dB(St(2,1)) [] - g='21.5um'","dB(St(2,1)) [] - g='22.5um'","dB(St(2,1)) [] - g='23.5um'","dB(St(2,1)) [] - g='25.5um'"
4.4,-0.195869312550708,-0.177734342759462,-0.175470515165069,-0.167000380270244,-0.161829734716428,-0.167249122669915,-0.156363758926253,-0.151572585122885,-0.156306630116001,-0.146087986576904
4.5,-0.196708515206992,-0.178494213476497,-0.176265647950683,-0.167660747223058,-0.162563245728899,-0.168205222967072,-0.157110151767859,-0.15223478057172,-0.15714716923061,-0.14678634100529
4.6,-0.19755146146168,-0.179259081603323,-0.177067348632224,-0.168325539454899,-0.1633010784123,-0.169168809754141,-0.157862929346357,-0.152902231167105,-0.157995631732217,-0.147491088672829
4.7,-0.198398388178906,-0.180029056884098,-0.177875789932713,-0.168994928958333,-0.164043308206892,-0.170139933552204,-0.158622122908882,-0.153575011176405,-0.15885199380887,-0.148202273730855
4.8,-0.199249484329087,-0.180804213666667,-0.178691101152272,-0.169669049689434,-0.164789988864323,-0.171118610809249,-0.159387734423031,-0.154253167086265,-0.159716200240849,-0.148919911729274
4.9,-0.200104897072315,-0.181584595481184,-0.179513373094266,-0.170348002301607,-0.165541155119543,-0.172104827383404,-0.160159740292439,-0.154936721177103,-0.16058816815727,-0.149643993105295
5,-0.20096473704793,-0.182370219022396,-0.180342662370069,-0.171031858266332,-0.166296824964417,-0.173098541658634,-0.160938094599099,-0.155625674630918,-0.161467790328301,-0.150374486231937
5.1,-0.201829082983449,-0.183161077621322,-0.181178995172502,-0.171720663469225,-0.16705700158772,-0.174099687338819,-0.161722731940426,-0.156320010239624,-0.162354938060157,-0.151111340089803
5.2,-0.202697985718351,-0.183957144278347,-0.18202237059344,-0.172414441355637,-0.167821675035258,-0.175108175959319,-0.162513569918143,-0.157019694770361,-0.163249463749191,-0.151854486615495
5.3,-0.203571471723213,-0.184758374318463,-0.182872763549444,-0.173113195688509,-0.168590823634907,-0.176123899149699,-0.163310511327032,-0.157724681035383,-0.164151203142465,-0.152603842771484
5.4,-0.204449546182637,-0.185564707719951,-0.183730127369221,-0.17381691297147,-0.169364415224024,-0.177146730676528,-0.164113446084192,-0.158434909706715,-0.165059977344825,-0.153359312375337
5.5,-0.205332195700041,-0.186376071160107,-0.184594396088681,-0.174525564582109,-0.17014240821054,-0.178176528291328,-0.16492225293317,-0.159150310909738,-0.165975594606269,-0.15412078772039
5.6,-0.206219390673841,-0.187192379815064,-0.185465486492377,-0.175239108653716,-0.170924752493917,-0.17921313540533,-0.165736800952233,-0.159870805624781,-0.166897851918395,-0.154888151015086
5.7,-0.207111087387542,-0.188013538945371,-0.186343299934455,-0.175957491738126,-0.171711390267962,-0.180256382610014,-0.166556950891729,-0.160596306921449,-0.167826536444303,-0.155661275664235
5.8,-0.208007229850001,-0.188839445294456,-0.187227723967414,-0.176680650277507,-0.172502256723963,-0.181306089059828,-0.167382556361859,-0.16132672104703,-0.168761426802878,-0.156440027411981
5.9,-0.208907751417247,-0.189669988323266,-0.188118633802864,-0.177408511909165,-0.173297280669563,-0.182362063731611,-0.1682134648892,-0.162061948387146,-0.169702294225275,-0.157224265363492
6,-0.209812617601901,-0.190505094433016,-0.189015954471177,-0.178141041110657,-0.174096424284238,-0.183424164049708,-0.169049567733281,-0.162801929422094,-0.170648957560195,-0.158013893780288
6.1,-0.210721701455166,-0.191344596104908,-0.189919476498894,-0.178878104993754,-0.174899564305554,-0.184492120371108,-0.16989065091684,-0.163546507991208,-0.171601117622448,-0.158808707266505
6.2,-0.211634912138485,-0.192188366904684,-0.190829045233635,-0.179619611092766,-0.175706613316472,-0.1855657174697,-0.170736548883857,-0.164295571520108,-0.172558529251423,-0.159608550035585
6.3,-0.212552152984052,-0.193036276803827,-0.191744498253145,-0.18036546208427,-0.176517479394042,-0.18664473400752,-0.171587093215005,-0.165049004442017,-0.173520943549211,-0.160413262821604
6.4,-0.213473322359621,-0.19388819284408,-0.192665666242731,-0.1811155565111,-0.177332066464225,-0.187728943336876,-0.172442113222842,-0.165806688714949,-0.174488108586844,-0.161222683474782
6.5,-0.214398314432499,-0.194743979725452,-0.193592373794301,-0.181869789428393,-0.178150274625626,-0.188818114236343,-0.173301436484136,-0.166568504279525,-0.175459770048656,-0.16203664749882
6.6,-0.215327019844445,-0.195603500326443,-0.194524440135625,-0.182628052980328,-0.178972000446742,-0.189912011586652,-0.174164889316103,-0.167334329464305,-0.176435671821217,-0.162854988536173
6.7,-0.216259326307665,-0.19646661616405,-0.195461679797382,-0.183390236915272,-0.179797137240541,-0.191010396991851,-0.175032297202477,-0.168104041344545,-0.177415556532385,-0.163677538806744
6.8,-0.21719511913095,-0.197333187800278,-0.196403903224629,-0.184156229045958,-0.18062557531961,-0.19211302935064,-0.175903485174664,-0.168877516059606,-0.178399166045392,-0.164504129504696
6.9,-0.218134281683869,-0.19820307520101,-0.197350917338418,-0.184925915660656,-0.181457202234619,-0.193219665382077,-0.176778278152573,-0.169654629093625,-0.179386241912275,-0.16533459115756
7,-0.219076695806013,-0.199076138052536,-0.198302526052656,-0.185699181890484,-0.182291902998321,-0.194330060109655,-0.177656501249238,-0.170435255523579,-0.180376525790402,-0.166168753951359
7.1,-0.220022242167527,-0.199952236040312,-0.199258530750663,-0.18647591203748,-0.18312956029709,-0.19544396730718,-0.178537980042855,-0.171219270238275,-0.181369759825468,-0.167006448025019
7.2,-0.220970800586366,-0.200831229094062,-0.200218730725336,-0.187255989867485,-0.183970054691541,-0.196561139909595,-0.179422540819472,-0.172006548131556,-0.182365687003906,-0.167847503736922
7.3,-0.221922250307178,-0.201712977602936,-0.201182923586395,-0.188039298871465,-0.18481326480761,-0.19768133039164,-0.180310010789193,-0.172796964272496,-0.183364051477333,-0.168691751906246
7.4,-0.222876470246141,-0.202597342603886,-0.202150905637728,-0.188825722498448,-0.185659067519233,-0.198804291116863,-0.181200218278516,-0.173590394055174,-0.184364598861373,-0.169539024031339
7.5,-0.22383333920555,-0.203484185946275,-0.203122472227598,-0.189615144362993,-0.18650733812355,-0.199929774659374,-0.182092992901089,-0.174386713330269,-0.185367076510942,-0.170389152487237
7.6,-0.224792736061653,-0.204373370435229,-0.204097418074063,-0.190407448429669,-0.187357950509444,-0.201057534100417,-0.182988165708968,-0.175185798520483,-0.186371233773841,-0.171241970704133
7.7,-0.225754539928711,-0.205264759956097,-0.205075537567764,-0.191202519176908,-0.188210777320077,-0.202187323301716,-0.183885569326247,-0.1759875267216,-0.187376822224389,-0.172097313328489
7.8,-0.226718630302052,-0.206158219582107,-0.206056625053975,-0.19200024174221,-0.189065690109957,-0.203318897157366,-0.18478503806675,-0.176791775790811,-0.18838359587849,-0.172955016368269
7.9,-0.227684887182526,-0.207053615667053,-0.207040475095618,-0.192800502050605,-0.189922559497022,-0.204452011825848,-0.185686408037297,-0.177598424423726,-0.189391311391642,-0.173814917323663
8,-0.228653191184547,-0.207950815924738,-0.208026882718734,-0.193603186927952,-0.190781255310096,-0.205586424943664,-0.186589517227953,-0.178407352221359,-0.190399728240975,-0.174676855304503
8.1,-0.229623423629612,-0.208849689496604,-0.209015643641789,-0.194408184200633,-0.191641646732069,-0.206721895821947,-0.187494205590464,-0.179218439748286,-0.191408608892529,-0.175540671135528
8.2,-0.230595466627097,-0.209750107009014,-0.210006554490029,-0.195215382782929,-0.19250360243904,-0.207858185627284,-0.188400315106071,-0.180031568582977,-0.192417718954764,-0.176406207450445
8.3,-0.231569203143823,-0.210651940621252,-0.210999412995955,-0.196024672753337,-0.193366990735651,-0.208995057547872,-0.189307689843667,-0.180846621361229,-0.193426827319188,-0.177273308775754
8.4,-0.232544524231385,-0.21155506977661,-0.211994025770671,-0.196835954613088,-0.194231685415244,-0.210132277509836,-0.190216180713593,-0.181663490109956,-0.194435704064581,-0.178141827781183
8.5,-0.233521313095815,-0.212459368038362,-0.212990190457928,-0.197649119429127,-0.195097552526744,-0.211269609873843,-0.19112563394573,-0.182482058042392,-0.195444121842236,-0.179011610838742
8.6,-0.234499447909759,-0.213364706112999,-0.213987700697576,-0.198464051465751,-0.195964453676753,-0.212406823150132,-0.192035894768661,-0.183302202353613,-0.196451861372768,-0.179882501722352
8.7,-0.235478815617333,-0.214270962671419,-0.21498636046659,-0.199280646076119,-0.196832256974615,-0.213543690093242,-0.192946816086673,-0.18412381026714,-0.197458705966328,-0.180754353253158
8.8,-0.236459304244252,-0.215178018054788,-0.215985975679999,-0.200098800028903,-0.197700830787405,-0.214679986128213,-0.193858253069039,-0.184946770204899,-0.198464442757026,-0.181627020439044
8.9,-0.237440802924313,-0.216085754286705,-0.216986354325506,-0.200918411537587,-0.198570043855163,-0.215815489448036,-0.194770063167357,-0.185770971804112,-0.199468862781788,-0.182500360512155
9,-0.23842320192179,-0.216994055081916,-0.217987306589491,-0.201739380284541,-0.199439765403137,-0.216949981102335,-0.19568210612835,-0.186596305931639,-0.20047176105108,-0.183374232960821
9.1,-0.239406392650301,-0.217902805852015,-0.218988644974905,-0.202561607440407,-0.200309865251004,-0.218083245078005,-0.196594244002647,-0.187422664696152,-0.201472936612053,-0.184248499556302
9.2,-0.240390267688765,-0.218811893708684,-0.219990184411512,-0.203384995679338,-0.201180213919203,-0.2192150683723,-0.197506341150005,-0.188249941458517,-0.202472192604518,-0.185123024374891
9.3,-0.241374720794865,-0.219721207464812,-0.220991742358911,-0.204209449190487,-0.202050682732342,-0.220345241058958,-0.198418264241345,-0.189078030840655,-0.20346933631019,-0.185997673815662
9.4,-0.242359646916504,-0.220630637633902,-0.221993138902716,-0.205034873686212,-0.202921143919753,-0.221473556347812,-0.19932988225804,-0.18990682873316,-0.20446417919561,-0.186872316614292
9.5,-0.243344942201626,-0.221540076428073,-0.222994196844256,-0.205861176407346,-0.203791470713207,-0.222599810638424,-0.200241066488749,-0.190736232301934,-0.205456536949131,-0.187746823853311
9.6,-0.244330504006691,-0.222449417754961,-0.223994741784148,-0.206688266125892,-0.204661537441818,-0.223723803568072,-0.201151690524117,-0.191566139994029,-0.206446229512288,-0.188621068969031
9.7,-0.245316230904147,-0.223358557213771,-0.224994602200001,-0.207516053145436,-0.205531219624154,-0.224845338054616,-0.202061630249681,-0.192396451542895,-0.207433081105931,-0.189494927755536
9.8,-0.246302022689152,-0.22426739209071,-0.225993609518602,-0.208344449299582,-0.206400394057594,-0.225964220334508,-0.202970763837166,-0.19322706797319,-0.208416920251402,-0.190368278365919
9.9,-0.247287780385744,-0.225175821354001,-0.226991598182798,-0.209173367948653,-0.207268938904924,-0.227080259996395,-0.20387897173446,-0.194057891605311,-0.209397579787054,-0.191241001311103
10,-0.248273406252678,-0.226083745648661,-0.227988405713362,-0.210002723974888,-0.208136733778196,-0.228193270010574,-0.204786136654478,-0.194888826059752,-0.210374896880443,-0.192112979456402
10.1,-0.249258803789077,-0.226991067291192,-0.228983872766045,-0.210832433776367,-0.209003659819914,-0.229303066754659,-0.205692143563103,-0.195719776261417,-0.211348713036373,-0.192984098016116
10.2,-0.250243877740065,-0.227897690264311,-0.229977843184056,-0.211662415259826,-0.209869599781488,-0.230409470035724,-0.206596879666379,-0.196550648443944,-0.21231887410112,-0.193854244546291
10.3,-0.251228534102483,-0.228803520211864,-0.230970164046169,-0.212492587832558,-0.210734438099045,-0.231512303109197,-0.207500234397138,-0.197381350154185,-0.213285230263061,-0.194723308935895
10.4,-0.2522126801308,-0.229708464433975,-0.23196068571064,-0.21332287239353,-0.211598060966573,-0.232611392694764,-0.208402099401162,-0.198211790256834,-0.214247636049882,-0.195591183396548
10.5,-0.253196224343321,-0.230612431882568,-0.232949261855141,-0.214153191323898,-0.212460356406443,-0.233706568989524,-0.209302368523089,-0.199041878939296,-0.215205950322652,-0.196457762450968
10.6,-0.254179076528697,-0.231515333157286,-0.233935749512862,-0.214983468477006,-0.213321214337301,-0.234797665678609,-0.210200937792072,-0.199871527716864,-0.216160036266926,-0.197322942920319
10.7,-0.255161147752891,-0.232417080501898,-0.234920009104952,-0.215813629167983,-0.214180526639381,-0.235884519943466,-0.211097705407427,-0.200700649438173,-0.217109761381063,-0.198186623910538
10.8,-0.256142350366581,-0.233317587801213,-0.235901904469452,-0.216643600163069,-0.215038187217249,-0.236966972468025,-0.21199257172422,-0.201529158291028,-0.218054997461979,-0.199048706797855
10.9,-0.257122587823879,-0.234216756787664,-0.236881277149778,-0.217473306420995,-0.215894073856373,-0.238044821280031,-0.212885418715486,-0.202356962164093,-0.218995574198899,-0.199909077685669
11,-0.258101783647231,-0.235114516849983,-0.237858021208763,-0.218302679498923,-0.216748100974165,-0.239117957379795,-0.21377616973458,-0.20318398401433,-0.219931416102505,-0.200767658204222
11.1,-0.259079854127997,-0.236010786829596,-0.238832010974954,-0.219131650490539,-0.217600168962822,-0.2401862320763,-0.214664731578328,-0.204010142124336,-0.220862407875958,-0.201624356509139
11.2,-0.26005671687716,-0.236905487202432,-0.239803124277839,-0.219960151896227,-0.218450180466379,-0.241249500187701,-0.215551013142941,-0.204835356143184,-0.22178843844052,-0.202479082961347
11.3,-0.261032290835273,-0.237798540078891,-0.240771242461221,-0.220788117612097,-0.21929804043079,-0.242307620039262,-0.216434925410758,-0.205659547094155,-0.22270940091074,-0.203331750109888
11.4,-0.26200649628294,-0.23868986920435,-0.241736250393868,-0.221615482919103,-0.220143656151586,-0.243360453460063,-0.217316381437405,-0.206482637382867,-0.223625192567967,-0.204182272674473
11.5,-0.262979254851778,-0.239579399960344,-0.24269803647757,-0.222442184472308,-0.220986937319108,-0.244407865778641,-0.21819529633929,-0.20730455080574,-0.22453571483235,-0.20503056752785
11.6,-0.263950489535871,-0.240467059366331,-0.243656492652704,-0.223268160290337,-0.221827796061374,-0.24544972581763,-0.219071587281614,-0.208125212558822,-0.225440873233395,-0.20587655367802
11.7,-0.264920124703687,-0.241352776082025,-0.244611514401391,-0.224093349745035,-0.222666146984555,-0.246485905887536,-0.219945173466791,-0.208944549246985,-0.226340577379266,-0.206720152250428
11.8,-0.265888086110428,-0.242236480410322,-0.245563000748387,-0.224917693551333,-0.22350190721114,-0.247516281779707,-0.220815976123366,-0.209762488893385,-0.227234740924856,-0.207561286470107
11.9,-0.266854300910789,-0.243118104300757,-0.246510854259755,-0.225741133757382,-0.224334996415778,-0.248540732758621,-0.221683918495418,-0.210578960949268,-0.228123281538791,-0.20839988164387
12,-0.267818697672106,-0.2439975813535,-0.247454981039429,-0.226563613734933,-0.225165336858843,-0.249559141553526,-0.22254892583245,-0.211393896304014,-0.229006120869431,-0.209235865142599
12.1,-0.268781206387841,-0.244874846823837,-0.248395290723762,-0.227385078169964,-0.225992853417737,-0.25057139434956,-0.223410925379807,-0.212207227295457,-0.229883184509965,-0.210069166383642
12.2,-0.269741758491385,-0.245749837627105,-0.249331696474135,-0.228205473053611,-0.226817473615966,-0.251577380778365,-0.224269846369567,-0.213018887720408,-0.230754401962708,-0.210899716813357
12.3,-0.270700286870143,-0.246622492344106,-0.250264114967701,-0.229024745673334,-0.227639127650017,-0.252576993908291,-0.22512562001195,-0.213828812845398,-0.231619706602624,-0.211727449889867
12.4,-0.271656725879852,-0.247492751226874,-0.25119246638635,-0.229842844604372,-0.228457748414066,-0.253570130234232,-0.225978179487214,-0.214636939417568,-0.232479035640216,-0.212552301066032
12.5,-0.272611011359107,-0.248360556204854,-0.252116674403979,-0.230659719701468,-0.229273271522521,-0.254556689667153,-0.226827459938037,-0.215443205675724,-0.233332330083827,-0.213374207772629
12.6,-0.273563080644064,-0.249225850891403,-0.2530366661721,-0.231475322090815,-0.230085635330478,-0.255536575523325,-0.227673398462389,-0.216247551361482,-0.234179534701383,-0.214193109401856
12.7,-0.274512872583254,-0.250088580590589,-0.253952372303907,-0.232289604162301,-0.230894780952062,-0.256509694513381,-0.228515934106843,-0.217049917730525,-0.23502059798171,-0.215008947291044
12.8,-0.2754603275525,-0.250948692304268,-0.254863726856843,-0.233102519561954,-0.231700652276726,-0.257475956731133,-0.229355007860359,-0.217850247563895,-0.235855472095426,-0.215821664706741
12.9,-0.276405387469858,-0.251806134739398,-0.255770667313685,-0.233914023184636,-0.232503195983507,-0.258435275642247,-0.230190562648496,-0.218648485179316,-0.236684112855487,-0.216631206829045
13,-0.277347995810608,-0.252660858315514,-0.256673134562328,-0.23472407116691,-0.233302361553293,-0.259387568072822,-0.231022543328016,-0.219444576442512,-0.23750647967744,-0.217437520736297
13.1,-0.27828809762219,-0.253512815172422,-0.257571072874194,-0.235532620880149,-0.234098101279127,-0.260332754197834,-0.231850896681927,-0.22023846877852,-0.238322535539415,-0.218240555390081
13.2,-0.279225639539074,-0.254361959177945,-0.258464429881394,-0.236339630923777,-0.234890370274529,-0.261270757529517,-0.232675571414875,-0.221030111182895,-0.239132246941915,-0.21904026162059
13.3,-0.28016055674895,-0.25520823172009,-0.259353133629858,-0.237145053182977,-0.23567910906724,-0.262201468993869,-0.233496499641126,-0.221819442726571,-0.239935552488673,-0.219836575341065
13.4,-0.281092798404609,-0.256051589556372,-0.260237137787597,-0.237948848149042,-0.236464277904088,-0.263124817782562,-0.234313633239029,-0.22260641491264,-0.240732425269205,-0.220629450446622
13.5,-0.282022328843659,-0.256892005846655,-0.261116422715641,-0.238750985849132,-0.237245857695753,-0.264040773018829,-0.235126944987647,-0.22339099283669,-0.241522873454889,-0.221418859892827
13.6,-0.282949101241698,-0.257729441499966,-0.261990949328548,-0.239551429764141,-0.238023814963645,-0.264949271539607,-0.235936391292804,-0.22417313193254,-0.242306877324554,-0.222204761895435
13.7,-0.283873070433879,-0.258563859193146,-0.262860681769267,-0.240350144571006,-0.238798119063221,-0.265850253460037,-0.236741930463734,-0.224952789259194,-0.243084420475014,-0.222987116470214
13.8,-0.284794192928515,-0.259395223378584,-0.263725587379776,-0.241147096136574,-0.239568742181235,-0.266743662161691,-0.237543522710318,-0.225729923511104,-0.243855489780357,-0.223765885420331
13.9,-0.285712426920417,-0.260223500291876,-0.264585636670826,-0.241942251511504,-0.240335659331253,-0.267629444280866,-0.238341130140477,-0.226504495028185,-0.244620075351246,-0.224541032324108
14,-0.286627732303848,-0.261048657959252,-0.265440803290792,-0.242735578924138,-0.24109884834748,-0.268507549696856,-0.239134716757805,-0.227276465805583,-0.245378170494245,-0.225312522523116
14.1,-0.28754007068503,-0.261870666204874,-0.266291063993676,-0.243527047774339,-0.241858289876876,-0.26937793152024,-0.239924248459335,-0.22804579950309,-0.246129771671228,-0.22608032311055
14.2,-0.288449405394281,-0.262689496657862,-0.267136398606347,-0.244316628627307,-0.242613967369697,-0.270240546081225,-0.240709693033485,-0.228812461454279,-0.246874878458847,-0.226844402919977
14.3,-0.289355701497608,-0.263505122759073,-0.267976789994989,-0.245104293207242,-0.243365867068369,-0.271095352917978,-0.241491020158083,-0.229576418675262,-0.247613493508087,-0.227604732514341
14.4,-0.290258925807848,-0.264317519767574,-0.268812224030824,-0.245890014390952,-0.244113977994794,-0.271942314764978,-0.242268201398511,-0.230337639873095,-0.248345622503936,-0.228361284175313
14.5,-0.29115904689523,-0.26512666476682,-0.26964268955517,-0.246673766201261,-0.244858291936137,-0.2727813975414,-0.243041210205927,-0.231096095453781,-0.249071274125153,-0.229114031892895
14.6,-0.292056035097376,-0.265932536670425,-0.270468178343795,-0.247455523800287,-0.245598803429053,-0.273612570339495,-0.243810021915491,-0.231851757529857,-0.249790460004185,-0.229862951355343
14.7,-0.292949862528699,-0.266735116227604,-0.271288685070695,-0.248235263482478,-0.246335509742445,-0.274435805412988,-0.244574613744674,-0.232604599927552,-0.250503194687199,-0.230608019939336
14.8,-0.293840503089141,-0.267534386028136,-0.272104207271211,-0.249012962667434,-0.247068410858751,-0.275251078165473,-0.245334964791525,-0.233354598193497,-0.251209495594256,-0.231349216700428
14.9,-0.294727932472252,-0.268330330506934,-0.272914745304611,-0.24978859989244,-0.247797509453813,-0.276058367138806,-0.246091056032911,-0.234101729600941,-0.251909382979637,-0.232086522363738
15,-0.295612128172557,-0.269122935948099,-0.273720302316124,-0.250562154804697,-0.248522810875334,-0.276857654001494,-0.246842870322758,-0.234845973155516,-0.25260287989233,-0.232819919314905
15.1,-0.296493069492182,-0.269912190488497,-0.274520884198445,-0.251333608153249,-0.249244323119967,-0.277648923537062,-0.247590392390172,-0.235587309600443,-0.253290012136646,-0.233549391591249
15.2,-0.297370737546711,-0.270698084120769,-0.275316499552732,-0.252102941780489,-0.249962056809067,-0.27843216363241,-0.248333608837495,-0.236325721421251,-0.253970808233013,-0.234274924873184
15.3,-0.298245115270226,-0.271480608695811,-0.276107159649151,-0.252870138613287,-0.250676025163106,-0.279207365266122,-0.249072508138259,-0.237061192849942,-0.254645299378925,-0.234996506475816
