"Freq [GHz]","dB(St(1,1)) [] - g_pillar_position='49.5um'","dB(St(1,1)) [] - g_pillar_position='62um'","dB(St(1,1)) [] - g_pillar_position='74.5um'","dB(St(1,1)) [] - g_pillar_position='87um'","dB(St(1,1)) [] - g_pillar_position='99.5um'","dB(St(1,1)) [] - g_pillar_position='112um'","dB(St(1,1)) [] - g_pillar_position='124.5um'","dB(St(1,1)) [] - g_pillar_position='137um'","dB(St(1,1)) [] - g_pillar_position='149.5um'","dB(St(1,1)) [] - g_pillar_position='162um'","dB(St(1,1)) [] - g_pillar_position='174.5um'","dB(St(1,1)) [] - g_pillar_position='187um'","dB(St(1,1)) [] - g_pillar_position='199.5um'"
22.6,-20.1443029793105,-21.0936654337059,-21.0504273119784,-21.7107839260675,-21.0492833436394,-20.7472834446324,-22.3050648876622,-20.9778331754628,-21.2360158257413,-21.1031943254557,-22.2520563819692,-23.0293518501978,-22.6349085599945
22.7,-20.1651973739484,-21.1107875553996,-21.0789568432058,-21.7317124189525,-21.0639001698376,-20.7733356812168,-22.3266543241492,-21.005105170492,-21.2585118282428,-21.1349916699301,-22.2661174977766,-23.0552906735192,-22.6517983697795
22.8,-20.1866083374117,-21.1283805159797,-21.108067362324,-21.7531631925182,-21.0789423574101,-20.799917503437,-22.348747016266,-21.0329055077446,-21.2814912401373,-21.1673932138504,-22.2805453691496,-23.0817127436958,-22.6690716803053
22.9,-20.2085350112773,-21.1464424483858,-21.1377573925692,-21.7751348843552,-21.0944076575842,-20.8270265675051,-22.3713397080071,-21.0612310783586,-21.3049502617064,-21.2003980026182,-22.2953361094442,-23.1086145738787,-22.6867237350161
23,-20.2309765411659,-21.1649714583445,-21.168025342841,-21.7976261084482,-21.1102938111604,-20.854660449421,-22.3944290363278,-21.0900786586616,-21.3288849800173,-21.2340050323402,-22.3104857803881,-23.1359925687271,-22.7047496785884
23.1,-20.2539345908489,-21.1839678931456,-21.1988723147989,-21.8206379851047,-21.1266005879767,-20.8828191880765,-22.4180139290946,-21.1194474295547,-21.3532936556501,-21.2682161855315,-22.3259921093696,-23.1638453147206,-22.7231463370514
23.2,-20.2774082976171,-21.2034297699199,-21.2302964344273,-21.844169051227,-21.1433256711352,-20.9115001464849,-22.4420907498016,-21.1493338671905,-21.3781720722207,-21.3030303248945,-22.3418509872175,-23.1921689214873,-22.7419085721506
23.3,-20.3013942911407,-21.2233528206579,-21.2622928871741,-21.8682152917477,-21.160464710559,-20.9406980692928,-22.4666533814842,-21.1797318197402,-21.4035136308033,-21.3384433136822,-22.3580565626105,-23.2209571064274,-22.7610293993204
23.4,-20.3258917186338,-21.2437350224732,-21.2948595326486,-21.8927751952565,-21.1780153921996,-20.9704101617867,-22.4916980086114,-21.2106375366796,-21.4293139096904,-21.3744538874099,-22.374604660575,-23.2502057647744,-22.7805035284796
23.5,-20.3508997235385,-21.2645743155803,-21.3279940705292,-21.9178472107716,-21.195975384949,-21.0006335245601,-22.5172206974389,-21.242047119533,-21.4555683469572,-21.4110606998491,-22.3914910399396,-23.2799106460596,-22.8003255521767
23.6,-20.3764174436343,-21.2858686012105,-21.3616940305628,-21.9434297439702,-21.2143423391541,-21.0313651481265,-22.5432173933888,-21.273956514564,-21.4822722345966,-21.448262315543,-22.4087113902608,-23.3100673459466,-22.8204899417321
23.7,-20.4024440090151,-21.307615739471,-21.3959567622348,-21.9695211531833,-21.2331138850623,-21.0626019073438,-22.5696839182666,-21.3063615052088,-21.5094207124816,-21.4860572019383,-22.4262613286915,-23.3406712977956,-22.8409910433285
23.8,-20.4289785399247,-21.3298135471437,-21.4307794241026,-21.9961197451341,-21.2522876311918,-21.0943405556464,-22.5966159673058,-21.3392577042473,-21.5370087621556,-21.5244437211179,-22.4441363967912,-23.3717177639504,-22.8618230740543
23.9,-20.45602014444,-21.352459795423,-21.4661589727858,-22.0232237703996,-21.2718611626186,-21.126577719076,-22.6240091060263,-21.3726405457047,-21.5650312004466,-21.5634201211146,-22.4623320572803,-23.4032018267451,-22.8829801179001
24,-20.4835679159936,-21.3755522075895,-21.5020921516083,-22.0508314185706,-21.2918320391729,-21.1593098901097,-22.6518587668988,-21.4065052764813,-21.593482672907,-21.6029845267871,-22.4808436907394,-23.4351183792234,-22.9044561217126
24.1,-20.5116209307245,-21.3990884566182,-21.5385754788844,-22.0789408130844,-21.312197793534,-21.1925334212759,-22.6801602458017,-21.4408469477018,-21.6223576470766,-21.643134930241,-22.4996665922543,-23.4674621155691,-22.9262448911078
24.2,-20.5401782446474,-21.42306616272,-21.5756052358432,-22.1075500056994,-21.3329559292154,-21.2262445185555,-22.7089086982641,-21.4756604057832,-21.6516504055709,-21.683869180772,-22.5187959680099,-23.5002275212398,-22.9483400863482
24.3,-20.5692388906289,-21.4474828908134,-21.6131774541868,-22.1366569705798,-21.3541039184273,-21.2604392345623,-22.7380991354833,-21.5109402832162,-21.6813550389936,-21.7251849743129,-22.5382269318333,-23.5334088628056,-22.970735218185
24.4,-20.5988018751614,-21.4723361479247,-21.6512879032753,-22.1662595979523,-21.3756391998039,-21.2951134614974,-22.7677264201094,-21.5466809890568,-21.7114654386761,-21.7670798423625,-22.5579545016895,-23.5670001774841,-22.9934236436727
24.5,-20.628866174923,-21.4976233805171,-21.6899320769343,-22.196355687293,-21.3975591759831,-21.3302629238737,-22.7977852617891,-21.582876699128,-21.7419752892448,-21.8095511403738,-22.5779735961301,-23.6009952623754,-23.0163985619563
24.6,-20.6594307331121,-21.5233419717432,-21.72910517988,-22.2269429399973,-21.4198612110208,-21.3658831710055,-22.8282702124611,-21.6195213459281,-21.772878061019,-21.8525960355804,-22.5982790307007,-23.6353876633906,-23.0396530100388
24.7,-20.690494455547,-21.5494892386228,-21.768802113757,-22.2580189514784,-21.4425426276245,-21.4019695692599,-22.8591756613965,-21.6566086082478,-21.8041670022438,-21.8962114942375,-22.618865514306,-23.670170663877,-23.063179858531
24.8,-20.7220562065191,-21.5760624291424,-21.8090174627857,-22.289581202635,-21.4656007041879,-21.4385172940661,-22.8904958299789,-21.6941319004964,-21.8358351311599,-21.9403942682539,-22.6397276455393,-23.7053372729388,-23.0869718073907
24.9,-20.7541148043884,-21.6030587192753,-21.8497454790152,-22.3216270506152,-21.4890326716037,-21.4755213216802,-22.9222247662195,-21.7320843617401,-21.8678752279187,-21.9851408811917,-22.6608599089771,-23.7408802134542,-23.1110213816545
25,-20.7866690169117,-21.6304752099213,-21.8909800671793,-22.3541537187996,-21.5128357098349,-21.5129764207022,-22.9543563390013,-21.770458844458,-21.9002798263449,-22.030447613609,-22.682256671444,-23.7767919097945,-23.1353209271686
25.1,-20.8197175562924,-21.6583089237635,-21.9327147691544,-22.3871582859104,-21.5370069442173,-21.550877143344,-22.9868842320521,-21.8092479030193,-21.9330412055565,-22.0763104877216,-22.7039121782515,-23.8130644752446,-23.1598626063245
25.2,-20.8532590739428,-21.6865568020433,-21.9749427480162,-22.4206376741392,-21.5615434414693,-21.5892178164481,-23.0198019376409,-21.8484437818938,-21.966151381449,-22.1227252513577,-22.7258205494151,-23.8496896991359,-23.1846383938037
25.3,-20.8872921549479,-21.7152157012491,-22.0176567716973,-22.454588636172,-21.5864422053776,-21.6279925322553,-23.0531027499986,-21.8880384036041,-21.9996020980532,-22.1696873611824,-22.7479757758545,-23.8866590336942,-23.2096400723394
25.4,-20.9218153122235,-21.74428238972,-22.0608491962455,-22.4890077409667,-21.6117001721287,-21.6671951389234,-23.0867797584617,-21.9280233564335,-22.0333848187774,-22.2171919651653,-22.7703717155819,-23.9239635806145,-23.2348592284993
25.5,-20.9568269803575,-21.7737535441632,-22.1045119486845,-22.5238913581175,-21.6373142052518,-21.7068192307988,-23.1208258403394,-21.9683898819056,-22.067490717546,-22.2652338842685,-22.7930020898844,-23.9615940773719,-23.2602872484974
25.6,-20.9923302654234,-21.8036296438348,-22.1486409500901,-22.5592401174565,-21.6632845174968,-21.7468621380258,-23.1552371265471,-22.0091324216706,-22.1019136574226,-22.313812749999,-22.8158626513139,-23.9995438871941,-23.2859171877567
25.7,-21.0283186339279,-21.8339032040459,-22.1932225939467,-22.5950453760688,-21.6896043176677,-21.787312778676,-23.1900024248004,-22.0502377359543,-22.1366410314801,-22.3629173938493,-22.8389445354235,-24.0377997725181,-23.3117379680198
25.8,-21.064790242261,-21.8645706018211,-22.2382473992851,-22.6313027864226,-21.7162702137844,-21.8281639165173,-23.2251139239255,-22.0916959376501,-22.1716630819767,-22.4125415261599,-22.8622410261494,-24.0763512816876,-23.3377403435463
25.9,-21.1017431402652,-21.8956281075939,-22.2837053829789,-22.6680077194758,-21.7432787160583,-21.8694080197907,-23.2605635691723,-22.1334967404979,-22.2069697251507,-22.4626784478879,-22.885745255356,-24.1151875411883,-23.3639148517413
26,-21.1391752633844,-21.927071881275,-22.3295860406934,-22.7051552380682,-21.7706262292749,-21.9110372503071,-23.2963430537413,-22.175629445803,-22.2425505420703,-22.5133210279943,-22.9094501990869,-24.1542972408815,-23.3902518091999
26.1,-21.1770844244624,-21.9588979682299,-22.375878327489,-22.7427400670009,-21.798309044536,-21.953043452337,-23.332443810066,-22.2180829291159,-22.2783947694858,-22.5644616799128,-22.9333486738534,-24.1936686190922,-23.4167413078139
26.2,-21.2154683051912,-21.9911022951671,-22.4225706380939,-22.7807565592402,-21.8263233303116,-21.9954181413059,-23.3688570008592,-22.2608456269229,-22.3144912907065,-22.6160923370852,-22.9574333329683,-24.233289447583,-23.4433732109464
26.3,-21.2543244472067,-22.0236806659329,-22.4696507868683,-22.8191986575663,-21.8546651227551,-22.0381524923127,-23.4055735099352,-22.3039055234076,-22.3508286265302,-22.6682044275439,-22.9816966629352,-24.2731470164483,-23.4701371496794
26.4,-21.2936502428351,-22.0566287572165,-22.5171059874815,-22.8580598508408,-21.8833303152331,-22.0812373284867,-23.4425839328204,-22.3472501373513,-22.3873949262529,-22.7207888475313,-23.0061309799035,-24.3132281189649,-23.4970225191346
26.5,-21.3334429254896,-22.0899421141614,-22.5649228323311,-22.897333123886,-21.9123146470237,-22.1246631092057,-23.4798785671683,-22.3908665092484,-22.4241779587884,-22.7738359341447,-23.030728426199,-24.3535190364426,-23.5240184748747
26.6,-21.373699559724,-22.1236161458853,-22.6130872717346,-22.9370108997348,-21.9416136911381,-22.168419918198,-23.5174474029958,-22.4347411887275,-22.4611651039325,-22.8273354369997,-23.0554809669418,-24.3940055231201,-23.5511139293827
26.7,-21.4144170309477,-22.1576461209063,-22.6615845929295,-22.9770849727255,-21.9712228412272,-22.2124974515547,-23.5552801127576,-22.478860222379,-22.4983433438049,-22.8812764889103,-23.0803803867633,-24.4346727911579,-23.5782975486234
26.8,-21.4555920348084,-22.1920271624743,-22.7103993989253,-23.017546430541,-22.0011372975366,-22.256885005684,-23.593366041282,-22.5232091421056,-22.5356992545099,-22.9356475755869,-23.1054182866346,-24.4755054957836,-23.6055577486834
26.9,-21.4972210662538,-22.2267542438065,-22.7595155872508,-23.0583855628229,-22.0313520518845,-22.3015714652404,-23.6316941955898,-22.5677729541292,-22.5732189980532,-22.9904365043609,-23.1305860808191,-24.5164877206503,-23.6328826924906
27,-21.5393004082807,-22.2618221832258,-22.8089163286549,-23.0995917533796,-22.0618618716441,-22.3465452910669,-23.6702532346211,-22.6125361288075,-22.6108883145603,-23.045630371947,-23.155874993964,-24.5576029634754,-23.6602602866079
27.1,-21.5818261203861,-22.2972256391975,-22.8585840458144,-23.1411533522208,-22.0926612827283,-22.391794508194,-23.7090314588989,-22.6574825914339,-22.6486925148423,-23.1012155312669,-23.1812760583435,-24.5988341220311,-23.6876781780968
27.2,-21.6247940267322,-22.332959105263,-22.9085003921216,-23.1830575226147,-22.1237445515837,-22.4373066939409,-23.7480168001582,-22.7025957142233,-22.6866164733567,-23.1571775573583,-23.2067801112703,-24.6401634805642,-23.715123751444
27.3,-21.668199704044,-22.3690169048633,-22.9586462306219,-23.2252900570101,-22.1551056662278,-22.4830689661725,-23.7871968109747,-22.7478583097138,-22.7246446216169,-23.2135012124096,-23.2323777926898,-24.6815726967294,-23.7425841255429
27.4,-21.7120384692547,-22.4053931860489,-23.009001613187,-23.2678351538623,-22.1867383163762,-22.5290679717684,-23.8265586544274,-22.7932526258514,-22.7627609421027,-23.2701704099626,-23.2580595429739,-24.723042789126,-23.7700461507179
27.5,-21.7563053669201,-22.4420819160656,-23.0595457600125,-23.3106751449914,-22.2186358727413,-22.5752898753694,-23.8660890938335,-22.8387603430652,-22.8009489627314,-23.3271681783435,-23.2838156009313,-24.7645541255332,-23.797496405781
27.6,-21.8009951564227,-22.4790768758077,-23.1102570395441,-23.35379015985,-22.2507913656063,-22.6217203484668,-23.9057744825978,-22.8843625736901,-22.8391917519474,-23.3844766233868,-23.3096360020514,-24.806086411949,-23.8249211951042
27.7,-21.8461022989865,-22.5163716541256,-23.1611129489402,-23.397157708648,-22.2831974628155,-22.6683445589147,-23.9456007542199,-22.9300398641506,-22.8774719144956,-23.4420768905364,-23.3355105770005,-24.8476186825377,-23.8523065456926
27.8,-21.8916209445299,-22.5539596419709,-23.2120900951933,-23.4407521601929,-22.3158464473596,-22.7151471609436,-23.9855534125065,-22.9757722003912,-22.9157715879414,-23.4999491264175,-23.3614289503888,-24.8891292906067,-23.8796382042389
27.9,-21.9375449183788,-22.5918340263607,-23.2631641770437,-23.4845440818533,-22.3487301947723,-22.7621122857677,-24.0256175220405,-23.0215390171141,-22.954072440008,-23.5580724399892,-23.3873805398267,-24.930595900728,-23.9069016341403
28,-21.9838696293116,-22.6299891181913,-23.3143101913582,-23.52850000518,-22.3818412154613,-22.8092241662939,-24.0657780923695,-23.0673191712327,-22.9923554860551,-23.6164258736926,-23.4133546113757,-24.971995037454,-23.9340815313507
28.1,-22.0305881089641,-22.6684175700267,-23.3655015788634,-23.5725794489765,-22.4151703661592,-22.8564656102145,-24.1060190471789,-23.1130907223946,-23.0306011649483,-23.6749859941076,-23.4393400054683,-25.0133026171138,-23.9611625613048
28.2,-22.0776911630843,-22.7071105432798,-23.4167108383705,-23.6167344182185,-22.4487070446721,-22.9038184002526,-24.1463235966255,-23.1588314788282,-23.0687898028423,-23.7337274070098,-23.4653254014103,-25.0544945148267,-23.9881297189905
28.3,-22.1251711728165,-22.7460603374902,-23.4679098480052,-23.6609086200839,-22.4824412624763,-22.9512644812237,-24.1866749465356,-23.2045188529495,-23.1069011670502,-23.7926246436618,-23.4912993800387,-25.0955455690442,-24.0149672948061
28.4,-22.1730201266896,-22.785259013987,-23.5190695041491,-23.7050341421718,-22.5163625179419,-22.9987852403791,-24.2270558214681,-23.2501298390549,-23.1449145566567,-23.8516510008664,-23.5172503155807,-25.13642991209,-24.041659279499
28.5,-22.2212296071084,-22.8246983879887,-23.5701597116291,-23.7490280445106,-22.550459779847,-23.0463615039404,-24.2674484580115,-23.295641064959,-23.182808806364,-23.9107785030075,-23.5431663769006,-25.1771209721617,-24.0681893605177
28.6,-22.2697907769205,-22.8643700201844,-23.6211493759694,-23.7927876975352,-22.5847214735248,-23.0939735350775,-24.3078345987939,-23.3410288557109,-23.2205622916896,-23.9699778650099,-23.5690355291864,-25.2175914774992,-24.094540918199
28.7,-22.3186943660903,-22.9042652077026,-23.6720063979378,-23.8361843254652,-22.6191354701969,-23.1416010334854,-24.3481954872842,-23.386269311621,-23.258152935597,-24.0292184565012,-23.5948455360941,-25.2578134628833,-24.1206970217898
28.8,-22.3679306585161,-22.9443749743576,-23.7226976706281,-23.8790539603359,-22.6536890800631,-23.189223136717,-24.388511863468,-23.4313384032651,-23.2955582166361,-24.088468267489,-23.6205839623764,-25.2977582786251,-24.1466404253142
28.9,-22.4174894790228,-22.9846900600423,-23.7731890793312,-23.9211846478278,-22.6883690497149,-23.2368184234405,-24.4287639604834,-23.4762120866398,-23.3327551786763,-24.1476938758951,-23.6462381770129,-25.3373966022107,-24.1723535633072
29,-22.4673601805692,-23.0252009091133,-23.8234455044578,-23.9622982668945,-22.7231615644269,-23.2843649187901,-24.4689315023042,-23.5208664422379,-23.3697204423059,-24.206860417317,-23.671795356868,-25.3766984527648,-24.197818546454
29.1,-22.5175316317013,-23.0658976575887,-23.8734308277849,-24.0020248471009,-22.7580522558399,-23.3318401019843,-24.5089937025641,-23.5652778424756,-23.4064302179752,-24.2659315574168,-23.697242490894,-25.4156332084936,-24.2230171571982
29.2,-22.5679922042934,-23.1067701189474,-23.9231079423053,-24.0398673804147,-22.7930262154934,-23.3792209163833,-24.5489292646145,-23.609423152622,-23.4428603209559,-24.3248694673697,-23.722566384903,-25.4541696272643,-24.2479308454015
29.3,-22.6187297616091,-23.147807768287,-23.9724387659652,-24.0751581269358,-22.8280680145794,-23.4264837821577,-24.5887163829138,-23.653279971086,-23.478986188184,-24.3836348028311,-23.7477536669265,-25.492275870474,-24.2725407241739
29.4,-22.6697316467246,-23.1889997245591,-24.0213842595786,-24.107021676205,-22.8631617301864,-23.4736046117247,-24.6283327458438,-23.696826915496,-23.5147828970526,-24.4421866869142,-23.772790793183,-25.5299195303521,-24.296827566025
29.5,-22.720984671351,-23.2303347305587,-24.069904449208,-24.1344155513516,-22.8982909781676,-23.5205588281,-24.6677555400572,-23.7400439612324,-23.5502251862114,-24.5004826976959,-23.7976640546717,-25.5670676608329,-24.3207717995312
29.6,-22.7724751050952,-23.2718011302999,-24.1179584533013,-24.1565219182598,-22.9334389526175,-23.5673213862827,-24.7069614564521,-23.7829128385273,-23.5852874784286,-24.5584788607968,-23.8223595844101,-25.6036868121222,-24.3443535067606
29.7,-22.8241886652027,-23.3133868433629,-24.1655045148678,-24.1744563203368,-22.9685884717687,-23.6138667977561,-24.745926697879,-23.8254174922347,-23.6199439055578,-24.6161296476061,-23.8468633653331,-25.6397430690689,-24.3675524217503
29.8,-22.8761105068217,-23.3550793357424,-24.2125000389674,-24.1971112229306,-23.0037220299368,-23.6601691581359,-24.7846269886775,-23.8675446036446,-23.6541683356497,-24.673387979742,-23.8711612388666,-25.6752020934364,-24.3903479303914
29.9,-22.9282252138357,-23.3968655866811,-24.2589016357808,-24.2540762713151,-23.0388218549455,-23.7062021779196,-24.8230375861443,-23.909284164252,-23.6879344022364,-24.7302052403581,-23.8952389141907,-25.7100291701504,-24.4127190721424
30,-22.9805167903072,-23.4387320509156,-24.3046651695047,-24.3899801965953,-23.0738699702762,-23.7519392161918,-24.8611332940296,-23.9506300738087,-23.7212155358058,-24.786531292919,-23.919081978204,-25.7441892575796,-24.4346445440581
30.1,-23.0329686525835,-23.480664615716,-24.3497458133,-24.5809710912334,-23.1088482609967,-23.797353317001,-24.898888478157,-23.9915807039433,-23.7539849974748,-24.8423145080739,-23.9426759061983,-25.7776470418781,-24.4561027076969
30.2,-23.0855636221117,-23.522648552062,-24.3940981104964,-24.7352550306602,-23.143738542362,-23.8424172479329,-24.9362770842591,-24.0321393158279,-23.7862159148551,-24.8975017992618,-23.9660060732517,-25.8103669954005,-24.4770715995374
30.3,-23.1382839190174,-23.5646684592684,-24.4376760422206,-24.8302757153063,-23.1785226298368,-23.8871035401549,-24.9732726581135,-24.0723141337022,-23.8178813200945,-24.9520386676724,-23.9890577663454,-25.8423134391627,-24.49752894561
30.4,-23.1911111565019,-23.606708202366,-24.4804331015883,-24.8921451301001,-23.2131824091856,-23.9313845288672,-25.0098483680622,-24.1121177393162,-23.8489541900618,-25.0058692571729,-24.0118161972082,-25.8734506092979,-24.5174521811104
30.5,-23.2440270082431,-23.648750697516,-24.5223134083613,-24.940831091264,-23.2476983375725,-23.9752278750711,-25.0459723802481,-24.1515618951008,-23.8794011521433,-25.0589283692417,-24.0342633505511,-25.9037340956952,-24.5368127917993
30.6,-23.2970107993179,-23.69077790404,-24.5632777823138,-24.9853184628064,-23.2820538757194,-24.018609615309,-25.0816213006758,-24.1906638558532,-23.909201020101,-25.1111645473162,-24.0563872072462,-25.9331361269296,-24.5555929508791
30.7,-23.3500422800692,-23.7327709961166,-24.6032787608123,-25.0289431348939,-23.3162315294029,-24.0615017151115,-25.1167673179348,-24.2294284479192,-23.9383268702482,-25.1625182719391,-24.0781728370965,-25.9616211277989,-24.573769396932
30.8,-23.4031005808823,-23.774710074609,-24.6422687607006,-25.0728919799588,-23.3502141294181,-24.1038760695084,-25.1513823597339,-24.267839712955,-23.9667519064736,-25.212929000971,-24.0996052938611,-25.9891537448477,-24.5913187250009
30.9,-23.4561642116717,-23.8165740598905,-24.6802001859766,-25.1175210600473,-23.3839848809652,-24.1457045063825,-25.1854381283804,-24.3058428114446,-23.9944495102,-25.2623352828227,-24.1206696317053,-26.0156989309058,-24.6082174443347
31,-23.509211062592,-23.8583405757253,-24.7170255417721,-25.1628703484445,-23.4175274054125,-24.186958766628,-25.2189061389354,-24.3433195283434,-24.0213932919565,-25.3106748824031,-24.1413509223327,-26.0412220325291,-24.6244420461513
31.1,-23.5622184060544,-23.8999858251392,-24.7526975543687,-25.2088650438362,-23.4508257737082,-24.227610451317,-25.2517577600519,-24.3800600227486,-24.0475571444152,-25.3578849199587,-24.1616342727765,-26.0656888800217,-24.6399690820146
31.2,-23.61516290013,-23.9414844599183,-24.7871692969047,-25.2553948509748,-23.4838645309683,-24.267630922881,-25.2839642574826,-24.4157389195249,-24.0729152967284,-25.4039020228662,-24.1815048438279,-26.0890658796787,-24.6547752532341
31.3,-23.6680205934298,-23.9828094462615,-24.8203943203535,-25.3023447762688,-23.5166287120382,-24.3069911431887,-25.3154968402281,-24.4499107776872,-24.0974423699828,-25.4486624903089,-24.200947869076,-26.1113201078524,-24.6688375114471
31.4,-23.7207669315506,-24.0239319302003,-24.8523267892716,-25.349606306626,-23.5491038480954,-24.3456614261387,-25.3463267092787,-24.4820436078431,-24.121113433573,-25.492102470623,-24.2199486745241,-26.1324194064022,-24.6821331702426
31.5,-23.7733767651816,-24.0648211076835,-24.8829216217362,-25.3970806264631,-23.5812759646284,-24.3836110757643,-25.3764251088811,-24.5116011309939,-24.143904062279,-25.5341581509457,-24.2384926987514,-26.1523324790555,-24.6946400273272
31.6,-23.8258243599675,-24.1054441057054,-24.9121346328125,-25.4446786906237,-23.6131315713674,-24.4208078727349,-25.405763380242,-24.538160087136,-24.1657903938205,-25.5747659586271,-24.2565655135785,-26.1710289881734,-24.7063364963268
31.7,-23.8780834082273,-24.1457658824678,-24.9399226808108,-25.4923201688863,-23.6446576449573,-24.4572173625049,-25.4343130175602,-24.5615188933549,-24.1867491866418,-25.6138627736938,-24.2741528451949,-26.1884796513842,-24.7172017468766
31.8,-23.930127042629,-24.1857491562482,-24.9662438155237,-25.5399320991862,-23.6758416053388,-24.4928018875597,-25.462045726252,-24.5817448218897,-24.2067578776765,-25.6513861514646,-24.2912405957015,-26.2046563375234,-24.7272158511877
31.9,-23.9819278519214,-24.2253543742688,-24.9910574275595,-25.5874475825939,-23.7066712869355,-24.5275192951952,-25.4889334832195,-24.5991354353305,-24.225794639824,-25.6872745542345,-24.3078148650172,-26.2195321612957,-24.7363599348152
32,-24.0334578988243,-24.2645397342384,-25.0143243978282,-25.6348046368453,-23.7371349058309,-24.5613212431774,-25.5149485989792,-24.6141175466045,-24.2438384388633,-25.721467590751,-24.3238619730973,-26.2330815760604,-24.7446163289133
32.1,-24.084688740177,-24.3032612721513,-25.0360072461777,-25.6819452341707,-23.7672210241612,-24.5941510225227,-25.5400637814539,-24.6271346828697,-24.2608690895269,-25.7539062620216,-24.3393684824037,-26.2452804641321,-24.7519687208773
32.2,-24.135591449444,-24.3414730300863,-25.0560702781366,-25.7288145130936,-23.7969185129446,-24.6259408266339,-25.5642522012024,-24.6385652093894,-24.2768673104455,-25.7845332118096,-24.3543212205689,-26.2561062239808,-24.7584022999642
32.3,-24.1861366416731,-24.3791273168396,-25.0744797286792,-25.7753601417726,-23.8262165145244,-24.6566084307344,-25.58748755784,-24.6486851221325,-24.2918147776796,-25.8132929800062,-24.3687073031878,-26.2655378537235,-24.7639038942916
32.4,-24.2362945009961,-24.4161750719417,-25.0912039019077,-25.8215318085188,-23.8551044057262,-24.6860533224301,-25.6097441473841,-24.6576667913513,-24.3056941765507,-25.8401322569151,-24.3825141566733,-26.273556030305,-24.7684620955495
32.5,-24.2860348107578,-24.4525663396812,-25.106213305538,-25.867280817153,-23.8835717627237,-24.7141524671369,-25.6309969302346,-24.6655971661408,-24.3184892514875,-25.865000136344,-24.3957295411056,-26.2801431837838,-24.7720673678555
32.6,-24.3353269863511,-24.4882508540485,-25.1194807790762,-25.9125597681345,-23.9116083284806,-24.7407561287281,-25.6512215994839,-24.6725017234517,-24.3301848536114,-25.8878483652919,-24.4083415730049,-26.2852835661632,-24.7747121374398
32.7,-24.3841401108267,-24.5231787280546,-25.1309816145922,-25.9573223097494,-23.9392039834974,-24.7656845185207,-25.6703946492284,-24.678366387539,-24.3407669857903,-25.9086315879369,-24.4203387479559,-26.2889633142379,-24.776390860273
32.8,-24.4324429733366,-24.5573012319918,-25.1406936690331,-26.0015229466475,-23.9663487204455,-24.7887265109432,-25.6884934425462,-24.6831544972917,-24.3502228449029,-25.9273075815733,-24.4317099630098,-26.2911705059639,-24.7771000653271
32.9,-24.4802012997365,-24.5905672423754,-25.1485885202556,-26.0451137048599,-23.9930303158697,-24.8096304776329,-25.7054908046551,-24.686812884892,-24.3585352325141,-25.9438267879123,-24.4424413676998,-26.2918879034558,-24.7768336153751
33,-24.5273829590989,-24.6229323193944,-25.1546492527084,-26.0880497784063,-24.0192387872327,-24.8281323225712,-25.721365754133,-24.6892903250277,-24.3656937180407,-25.9581534592,-24.4525225870294,-26.2911075237384,-24.7755922500674
33.1,-24.5739587735188,-24.6543606369641,-25.1588709411575,-26.1302905170978,-24.0449666176367,-24.8439788172163,-25.7361040664906,-24.690543419979,-24.371694919136,-25.9702667075666,-24.4619469891335,-26.2888308630551,-24.7733835308275
33.2,-24.6198967975375,-24.6848167342591,-25.161242706277,-26.1717927799626,-24.0702040863392,-24.8569291059232,-25.7496872751598,-24.6905273767092,-24.3765312058122,-25.9801390760991,-24.4707053083536,-26.2850542434897,-24.7702122390604
33.3,-24.665165029705,-24.7142703713114,-25.161756637016,-26.2125138921183,-24.0949415268133,-24.8667986273365,-25.762098106883,-24.6892027551187,-24.3801963043591,-25.9877472238397,-24.4787887872998,-26.2797760995595,-24.7660850496391
33.4,-24.7097314685857,-24.7426970386996,-25.1604078330449,-26.252411642823,-24.1191693294345,-24.8734953440708,-25.7733205398681,-24.6865359391837,-24.3826853181682,-25.9930720648195,-24.486189196333,-26.2729969878958,-24.7610104233256
33.5,-24.7535641715678,-24.7700782642718,-25.1571944334756,-26.2914443002895,-24.1428779484988,-24.8770503606672,-25.7833398590093,-24.6824991692762,-24.3839947444509,-25.9960988842251,-24.4928988523114,-26.2647195885417,-24.7549984814185
33.6,-24.7966313163915,-24.7964016905439,-25.1521176315664,-26.3295706409586,-24.1660579132763,-24.8776330042547,-25.7921427078185,-24.6770703383883,-24.3841224867582,-25.9968174303067,-24.4989106365344,-26.2549486978678,-24.7480608663729
33.7,-24.8389012652822,-24.82166091278,-25.1451816752615,-26.366749991293,-24.1886998427553,-24.8755427013509,-25.7997171367234,-24.6702326743093,-24.3830678632367,-25.9952219809194,-24.5042180118181,-26.2436912131726,-24.7402105924225
33.8,-24.8803426315521,-24.8458550858156,-25.1363938535549,-26.4029422804267,-24.2107944637041,-24.8711763247913,-25.8060526474106,-24.6619743784622,-24.3808316105792,-25.9913113838862,-24.508815038645,-26.2309561091085,-24.7314618903385
33.9,-24.9209243485052,-24.8689883252866,-25.1257644688075,-26.438108102219,-24.2323326316557,-24.8649777690235,-25.8111402329081,-24.6522882603809,-24.3774158836593,-25.9850890706914,-24.512696390326,-26.2167544061429,-24.7218300503777
