"Freq [GHz]","dB(St(2,1)) [] - g_pillar_position='49.5um'","dB(St(2,1)) [] - g_pillar_position='62um'","dB(St(2,1)) [] - g_pillar_position='74.5um'","dB(St(2,1)) [] - g_pillar_position='87um'","dB(St(2,1)) [] - g_pillar_position='99.5um'","dB(St(2,1)) [] - g_pillar_position='112um'","dB(St(2,1)) [] - g_pillar_position='124.5um'","dB(St(2,1)) [] - g_pillar_position='137um'","dB(St(2,1)) [] - g_pillar_position='149.5um'","dB(St(2,1)) [] - g_pillar_position='162um'","dB(St(2,1)) [] - g_pillar_position='174.5um'","dB(St(2,1)) [] - g_pillar_position='187um'","dB(St(2,1)) [] - g_pillar_position='199.5um'"
2,-0.119057819886359,-0.117451243817893,-0.117950450209351,-0.11642066718382,-0.116320458544052,-0.120415374356554,-0.121268507233297,-0.120760742778894,-0.119369131524801,-0.121994964392321,-0.11942881016143,-0.120760817690109,-0.11943090029133
2.1,-0.119847293152423,-0.118181120321841,-0.118708634966073,-0.117141079717052,-0.11702614375056,-0.12122271307429,-0.122116725474848,-0.12153931382628,-0.12013360362094,-0.122820114394157,-0.120179406520616,-0.121540303335844,-0.120151158791412
2.2,-0.12060606934173,-0.118881815744686,-0.119443686528686,-0.117837078617199,-0.117708806171401,-0.121996872773009,-0.122907003040836,-0.122294059127973,-0.120865987578855,-0.123611033144447,-0.120895662626127,-0.122283208553763,-0.120847683781399
2.3,-0.121341579035841,-0.119560253239751,-0.120161841801447,-0.118514674137118,-0.118374402231577,-0.122745596248354,-0.123649098550696,-0.123031635617062,-0.121573321547355,-0.124375436420446,-0.121584788572125,-0.122997080022889,-0.121526181643062
2.4,-0.122059826864835,-0.120221999106656,-0.12086805497273,-0.119178638031112,-0.119027659469951,-0.123475171002895,-0.1243512333278,-0.123756858485051,-0.122261322125516,-0.125119584133468,-0.122252626301123,-0.123688041222309,-0.122191149790931
2.5,-0.122765685620244,-0.12087154806835,-0.12156627632258,-0.119832775619028,-0.119672346715304,-0.124190725985952,-0.125020351328789,-0.124473272219422,-0.122934656453954,-0.12584857453915,-0.122903929640566,-0.124361081123708,-0.122846149750976
2.6,-0.123463125378016,-0.121512544425149,-0.122259666566651,-0.120480134543745,-0.120311481097939,-0.124896463523324,-0.125662335035861,-0.125183584649078,-0.123597153644044,-0.126566575423267,-0.123542583777029,-0.125020281320692,-0.123494015280889
2.7,-0.124155392712992,-0.122147954265844,-0.12295076250689,-0.121123165788115,-0.120947487537307,-0.125595841270705,-0.126282183802026,-0.125889961484378,-0.124251969935292,-0.127277006321199,-0.124171777813805,-0.125668995159337,-0.124137011865336
2.8,-0.124845151520516,-0.122780200227244,-0.123641605750191,-0.121763848530277,-0.121582322309281,-0.126291715560602,-0.126884160773395,-0.126594208076411,-0.124901718445789,-0.12798268267221,-0.124794140941207,-0.126309989445704,-0.124776959614132
2.9,-0.125534594215294,-0.123411267490638,-0.124333843278804,-0.122403787467971,-0.122217569320626,-0.126986454819245,-0.127471913812667,-0.127297873755996,-0.125548571704992,-0.128685930320984,-0.125411850315643,-0.126945556930804,-0.125415328454101
3,-0.126225529986009,-0.124042787591107,-0.125028806451967,-0.123044289066674,-0.122854515528273,-0.127682029660371,-0.128048575059046,-0.12800230948172,-0.126194343149782,-0.129388676848063,-0.126026716867669,-0.127577605917699,-0.12605331221808
3.1,-0.126919455199431,-0.124676105028418,-0.125727573386508,-0.123686421580665,-0.123494210328913,-0.128380084681044,-0.128616843001352,-0.128708700327862,-0.126840552264292,-0.130092524725652,-0.126640253824132,-0.128207731900165,-0.126691886562676
3.2,-0.12761760984983,-0.125312330477274,-0.126431018454571,-0.124331062508177,-0.124137512554745,-0.12908199577914,-0.129179050263358,-0.129418085797014,-0.127488476924299,-0.130798810157971,-0.127253731634739,-0.128837275037296,-0.127331854419868
3.3,-0.128321023043615,-0.125952383499962,-0.127139851737332,-0.124978936259946,-0.124785127830525,-0.12978891589581,-0.129737219719455,-0.130131374852682,-0.128139195669739,-0.131508650595787,-0.127868222158705,-0.129467366419891,-0.127973881783315
3.4,-0.129030549823789,-0.126597026990704,-0.127854650602541,-0.125630644163577,-0.125437638392241,-0.13050181139462,-0.130293111072677,-0.130849358874388,-0.128793622001029,-0.132222983249645,-0.128484634330094,-0.130098965432663,-0.128618525960264
3.5,-0.129746937500403,-0.127246923297868,-0.128575918517202,-0.126286711780183,-0.126095555334029,-0.13122152736752,-0.130848262620688,-0.131572753070194,-0.129452557577041,-0.132942625592064,-0.129103759535443,-0.130732904880769,-0.129266275045353
3.6,-0.130470784428489,-0.127902606799855,-0.129304043098208,-0.126947566560276,-0.126759285968634,-0.131948744848499,-0.131404034624436,-0.132302156775643,-0.130116672722505,-0.133668250673367,-0.129726270303147,-0.131369894538537,-0.129917536381787
3.7,-0.131202546300618,-0.128564490134172,-0.130039303779026,-0.127613543426568,-0.12742913998402,-0.132683982198694,-0.13196160475723,-0.133038050484804,-0.130786509686379,-0.134400392525203,-0.13035272383587,-0.132010524747476,-0.13057264121965
3.8,-0.131942629785987,-0.12923293968661,-0.130781955000253,-0.128284946859773,-0.12810540162418,-0.133427686270522,-0.132522005832483,-0.133780868824384,-0.131462553233819,-0.135139526443555,-0.130983615168581,-0.132655317323366,-0.131231892858133
3.9,-0.132691372494837,-0.129908262229434,-0.131532205338886,-0.128962039423468,-0.128788313343778,-0.134180208817657,-0.133086148301682,-0.134530983432759,-0.132145221198721,-0.135886056995053,-0.131619376449478,-0.133304727276304,-0.131895560160867
4,-0.133449054176066,-0.130590715077867,-0.132290226229029,-0.129645049683231,-0.129478084028079,-0.134941814331783,-0.133654836367845,-0.13528871138437,-0.132834874940659,-0.136640329554885,-0.132260387255071,-0.133959153646134,-0.132563884443204
4.1,-0.134215906015842,-0.131280514466352,-0.133056159040152,-0.130334178567288,-0.130174895724635,-0.135712687190076,-0.134228781653392,-0.136054322681652,-0.133531828013665,-0.137402639830182,-0.132906983042195,-0.134618948389312,-0.133237084898911
4.2,-0.134992118375178,-0.131977842466167,-0.133830120817988,-0.131029604467199,-0.13087890919279,-0.136492939397391,-0.134808614828581,-0.136828046844011,-0.134236353363395,-0.13817324172932,-0.133559462079206,-0.135284423675801,-0.133915362858308
4.3,-0.135777847239168,-0.132682852703372,-0.134612208933383,-0.131731487317728,-0.131590268522597,-0.137282620047952,-0.135394895533967,-0.137610078650062,-0.134948689309413,-0.138952353869367,-0.134218091132835,-0.135955857885614,-0.134598905111134
4.4,-0.13657321959892,-0.13339567508685,-0.135402504837408,-0.13243997184922,-0.132309105032173,-0.138081727199,-0.135988120871656,-0.138400583104063,-0.135669044521939,-0.139740164959191,-0.134883110135135,-0.136633500540087,-0.135287886481133
4.5,-0.137378337946263,-0.134116419717106,-0.136201077083632,-0.133155190168289,-0.133035540619474,-0.138890222145524,-0.136588732692368,-0.139199699703909,-0.136397602164198,-0.140536838252525,-0.135554736013243,-0.137317576358929,-0.135982471802785
4.6,-0.138193284028613,-0.134845180115252,-0.137007983748838,-0.133877263793809,-0.133769690716798,-0.139708045243271,-0.137197123866274,-0.140007546088409,-0.137134523341109,-0.141342515229982,-0.13623316583104,-0.138008288598967,-0.136682817421327
4.7,-0.139018121985104,-0.135582035886663,-0.137823274359506,-0.1346063052511,-0.134511666970891,-0.140535131696317,-0.137813643693858,-0.140824221138594,-0.137879949970304,-0.1421573186411,-0.136918579364924,-0.138705821802128,-0.137389072313818
4.8,-0.139852900964191,-0.136327054913679,-0.138646991412379,-0.135342419308644,-0.135261579743992,-0.141371425379549,-0.138438602587033,-0.141649807602334,-0.138634007171546,-0.142981355014419,-0.137611141213864,-0.139410344057132,-0.138101378910478
4.9,-0.140697657305537,-0.137080295155471,-0.139479171561715,-0.136085703926001,-0.1360195404937,-0.142216888968941,-0.139072276129255,-0.142484374305604,-0.13939680525412,-0.143814716725135,-0.138311002526218,-0.140122008860774,-0.138819873679971
5,-0.141552416355464,-0.137841806119888,-0.140319846533329,-0.136836250969288,-0.136785664033809,-0.143071509357784,-0.139714908605841,-0.143327978006733,-0.14016844136868,-0.144657483694553,-0.139018302411204,-0.14084095664948,-0.139544687530526
5.1,-0.142417193973597,-0.138611630061376,-0.141169043815159,-0.137594146740377,-0.137560070588622,-0.143935298295921,-0.140366716081126,-0.144180664944106,-0.140949000878754,-0.145509724783297,-0.139733169091142,-0.141567316059312,-0.140275946068554
5.2,-0.143291997779221,-0.139389802950051,-0.142026787165612,-0.138359472357604,-0.138342887412775,-0.14480828907254,-0.14102788908706,-0.145042472121152,-0.141738558498275,-0.146371498929685,-0.140455720840746,-0.142301204962562,-0.141013769748425
5.3,-0.144176828178109,-0.140176355249909,-0.142893096973991,-0.139132304019015,-0.139134249536991,-0.145690530612132,-0.141698594977808,-0.145913428367342,-0.142537179233835,-0.147242856076481,-0.141186066751832,-0.143042731320534,-0.141758273940555
5.4,-0.145071679204185,-0.140971312537805,-0.143767990501492,-0.139912713173618,-0.139934298907711,-0.146582080477986,-0.142378979996651,-0.146793555208666,-0.143344919164259,-0.148123837922034,-0.141924307355097,-0.143791993885476,-0.142509568939499
5.5,-0.14597653920523,-0.141774695990068,-0.14465148202653,-0.140700766621271,-0.140743180838141,-0.147482998051718,-0.143069171094439,-0.147682867576647,-0.144161826084747,-0.149014478525998,-0.142670535125327,-0.144549082778705,-0.143267759929453
5.6,-0.146891391397222,-0.142586522759225,-0.145543582914121,-0.141496526558351,-0.141561036381189,-0.148393338742889,-0.143769277533179,-0.148581374381074,-0.14498794003854,-0.14991480479504,-0.143424834891638,-0.145314079967446,-0.144032946920897
5.7,-0.1478162143084,-0.143406806259946,-0.146444301625746,-0.14230005058291,-0.142387989210807,-0.149313149642645,-0.144479392303176,-0.149489078968106,-0.145823293755507,-0.15082483686978,-0.144187284170879,-0.146087059658956,-0.144805224669289
5.8,-0.148750982130873,-0.144235556380128,-0.14735364368328,-0.143111391670572,-0.143224126274257,-0.15024246667842,-0.145199593378464,-0.150405979482426,-0.146667913013801,-0.15174458843078,-0.144957953439034,-0.146868088627384,-0.14558468258436
5.9,-0.149695664995035,-0.145072779630903,-0.148271611598396,-0.143930598130221,-0.144069473357397,-0.151181313096458,-0.145929944831292,-0.151332069149516,-0.147521816938305,-0.152674066938649,-0.145736906352904,-0.147657226486003,-0.146371404636421
6,-0.150650325694443,-0.145918562350697,-0.149198289303124,-0.144757791465347,-0.144924058178167,-0.15212979249361,-0.146670598226128,-0.15226742631628,-0.148385109465307,-0.153613369157352,-0.146524282198203,-0.148454606381034,-0.147165541961629
6.1,-0.15161482951139,-0.146772821393865,-0.150133588320423,-0.145592933208041,-0.14578762336226,-0.153087808283811,-0.147421492836215,-0.15321194474738,-0.149257705904084,-0.154562395093003,-0.147320050093814,-0.149260194546089,-0.147967095978614
6.2,-0.152589135350365,-0.147635553500717,-0.151077501393872,-0.146436057160348,-0.146659899967295,-0.154055345200308,-0.14818265626562,-0.154165603877495,-0.150139606573151,-0.155521134343272,-0.148124254037148,-0.15007403016431,-0.148776133653417
6.3,-0.153573198614786,-0.148506752226493,-0.152030017787257,-0.147287192200805,-0.147540545311966,-0.155032376845503,-0.148954105616251,-0.155128378801626,-0.151030805907751,-0.156489570812365,-0.148936931777761,-0.150896145990243,-0.149592716189592
6.4,-0.154566971255331,-0.149386407925063,-0.15299112315209,-0.148146362222605,-0.14842919516566,-0.156018866765709,-0.149735848121884,-0.156100240327806,-0.151931292581018,-0.157467682773292,-0.149758114910869,-0.151726568473904,-0.150416898973729
6.5,-0.155570401795846,-0.150274507718491,-0.153960799396699,-0.14901358607762,-0.149325525904062,-0.157014769509818,-0.150527881719427,-0.157081155007982,-0.152841049608538,-0.158455442915128,-0.150587828960668,-0.15256531787145,-0.151248731533405
6.6,-0.156583435341682,-0.151171035456634,-0.154939024559675,-0.149888877527854,-0.150229306181471,-0.158020031610725,-0.151330195565085,-0.158071085152417,-0.153760054440187,-0.159452818379402,-0.151426093456573,-0.15341240834565,-0.152088257507803
6.7,-0.157606013574809,-0.152075971669993,-0.155925772689558,-0.150772245205306,-0.151140422006575,-0.15903459245836,-0.152142770502055,-0.159069988831879,-0.154688279042486,-0.160459770789123,-0.152272922004656,-0.154267848058817,-0.152935514631034
6.8,-0.15863807473918,-0.152989293518745,-0.156921013732526,-0.151663692580956,-0.152058871481551,-0.160058385053263,-0.152965579485519,-0.160077819871424,-0.155625689974104,-0.161476256273191,-0.153128322356284,-0.15513163926023,-0.153790534727845
6.9,-0.159679553619375,-0.153910974740155,-0.157924713429143,-0.152563217943187,-0.152984737502134,-0.161091336642436,-0.153798587970094,-0.161094527838808,-0.156572248456616,-0.162502225488673,-0.153992296475447,-0.156003778369793,-0.154653343721395
7,-0.160730381515046,-0.154840985596265,-0.158936833221115,-0.153470814385897,-0.15391815188876,-0.162133369246334,-0.154641754264119,-0.162120058030097,-0.157527910442388,-0.163537623642705,-0.154864840605982,-0.15688425605929,-0.155523961652398
7.1,-0.161790486213279,-0.155779292823412,-0.159957330168511,-0.154386469806118,-0.154859262373744,-0.163184400089609,-0.155495029854764,-0.163154351454615,-0.158492626680905,-0.164582390515539,-0.155745945339552,-0.157773057332321,-0.156402402709121
7.2,-0.162859791960605,-0.156725859584794,-0.16098615687798,-0.155310166911097,-0.155808208445864,-0.164244341949112,-0.156358359707363,-0.164197344820925,-0.159466342784722,-0.165636460485985,-0.156635595685136,-0.158670161603708,-0.157288675267472
7.3,-0.163938219436086,-0.15768064542699,-0.162023261441943,-0.156241883234428,-0.156765107081657,-0.165313103432679,-0.157231682542047,-0.165248970525246,-0.16044899929589,-0.166699762560108,-0.157533771140471,-0.159575542779144,-0.15818278194043
7.4,-0.165025685726667,-0.1586436062413,-0.16306858738885,-0.157181591160961,-0.157730046549121,-0.166390589200955,-0.158114931090345,-0.166309156643451,-0.161440531753558,-0.167772220403911,-0.158440445765849,-0.160489169335486,-0.159084719636119
7.5,-0.166122104305728,-0.15961469423035,-0.164122073644442,-0.158129257959945,-0.15870308560586,-0.167476700143284,-0.15900803233407,-0.167377826927385,-0.162440870763291,-0.168853752380548,-0.159355588260425,-0.161411004402123,-0.159994479623773
7.6,-0.167227385015518,-0.160593857880495,-0.165183654503698,-0.159084845826017,-0.159684255696393,-0.168571333516951,-0.159910907728697,-0.168454900806348,-0.163449942068402,-0.169944271592342,-0.160279162041229,-0.162341005843681,-0.160912047606784
7.7,-0.168341434054111,-0.161581041940233,-0.166253259613269,-0.160048311927475,-0.160673564439571,-0.1696743830579,-0.160823473412939,-0.169540293394018,-0.164467666623598,-0.171043685927964,-0.161211125324939,-0.163279126344248,-0.161837403802248
7.8,-0.169464153967265,-0.162576187404871,-0.167330813963999,-0.161019608461324,-0.161670999367125,-0.170785739069369,-0.161745640406242,-0.170633915501302,-0.165493960671142,-0.172151898114791,-0.162151431212311,-0.164225313493285,-0.162770523026184
7.9,-0.170595443645483,-0.163579231507487,-0.168416237893129,-0.16199868271459,-0.162676531374439,-0.171905288494039,-0.162677314795661,-0.171735673655209,-0.166528735819535,-0.173268805776534,-0.163100027775324,-0.165179509873201,-0.16371137478394
8,-0.17173519832647,-0.164590107716342,-0.169509447095857,-0.16298547713138,-0.163690117662928,-0.17303291497391,-0.16361839791332,-0.172845470123885,-0.167571899124727,-0.174394301496102,-0.164056858146853,-0.166141653148692,-0.164659923364969
8.1,-0.172883309603062,-0.165608745738601,-0.17061035264564,-0.163979929385136,-0.164711704132073,-0.174168498901645,-0.164568786505656,-0.173963202947813,-0.168623353173941,-0.175528272883636,-0.165021860612831,-0.167111676157853,-0.165616127941584
8.2,-0.174039665436735,-0.166635071530397,-0.171718861022952,-0.164981972455648,-0.165741227266043,-0.17531191746603,-0.16552837289542,-0.175088765977102,-0.169682996171908,-0.176670602649498,-0.165994968706606,-0.168089507004913,-0.166579942671041
8.3,-0.175204150176527,-0.167669007313174,-0.172834874151855,-0.165991534710304,-0.166778615593327,-0.176463044693928,-0.166497045137315,-0.176222048914753,-0.170750722029473,-0.177821168682119,-0.166976111305537,-0.16907506915467,-0.167551316800479
8.4,-0.176376683245622,-0.16871050808417,-0.173958325205806,-0.167008576080786,-0.167823828562349,-0.177621787998108,-0.167474730550423,-0.177362974068263,-0.17182645897609,-0.178979883239365,-0.167965251351832,-0.170068318611656,-0.168530231263869
8.5,-0.177557140024819,-0.169759487388091,-0.175089105527965,-0.168033014743189,-0.168876780578449,-0.178788013251234,-0.168461307312334,-0.178511421233655,-0.172910090901672,-0.18014661285553,-0.168962307489682,-0.171069168555201,-0.169516624877175
8.6,-0.178745354841288,-0.170815819401428,-0.176227067265068,-0.169064729150701,-0.169937343689646,-0.179961548005472,-0.169456607490312,-0.179667230605469,-0.174001460205278,-0.181321181597562,-0.169967156097612,-0.172077491498131,-0.170510395901896
8.7,-0.179941197792594,-0.171879411591669,-0.177372094502864,-0.170103629985864,-0.171005423270307,-0.181142253957427,-0.170460503421704,-0.180830275734662,-0.17510044444294,-0.182503448811134,-0.170979708313978,-0.173093193204749,-0.171511474912738
8.8,-0.181144535538384,-0.172950167866373,-0.178524067058814,-0.171149623777347,-0.172080920230656,-0.182329989848199,-0.171472863888042,-0.182000426326415,-0.176206917353961,-0.183693269478196,-0.171999871133668,-0.174116175297505,-0.172519788130936
8.9,-0.182355231349408,-0.174027988625967,-0.17968286055669,-0.17220261299799,-0.173163731309493,-0.183524611509127,-0.172493554246014,-0.183177548314614,-0.177320748960662,-0.184890494319383,-0.173027547513789,-0.175146335359519,-0.173535257537824
9,-0.183573145160774,-0.175112770822708,-0.180848346505961,-0.173262496164457,-0.174253749306904,-0.184725971910094,-0.173522436555911,-0.184361503940624,-0.178441805669319,-0.186094969899541,-0.174062636480324,-0.176183567038024,-0.174557800988622
9.1,-0.184798133629129,-0.176204408025999,-0.182020392385521,-0.174329167938084,-0.17535086327349,-0.185933921210552,-0.174559369707954,-0.185552151835867,-0.179569950372304,-0.187306538736252,-0.175105033235503,-0.177227760148727,-0.175587332326359
9.2,-0.186030050193648,-0.177302790494317,-0.183198861731454,-0.175402519226758,-0.176454958668196,-0.187148306813308,-0.175604209546642,-0.18674934710806,-0.180705042551018,-0.18852503941103,-0.176154629265822,-0.178278800780972,-0.176623761495573
9.3,-0.187268745140437,-0.178407805254348,-0.184383614228444,-0.176482437287542,-0.177565917493724,-0.188368973421112,-0.176656808993407,-0.187952941430704,-0.181846938379762,-0.189750306682998,-0.177211312450474,-0.17933657140354,-0.17766699465573
9.4,-0.188514065670208,-0.179519336187938,-0.185574505804503,-0.177568805829822,-0.178683618415926,-0.189595763095983,-0.177717018167753,-0.18916278313561,-0.18299549083016,-0.190982171604757,-0.178274967170168,-0.180400950971115,-0.178716934294092
9.5,-0.189765855968944,-0.180637264127815,-0.18677138872871,-0.178661505118819,-0.179807936871941,-0.19082851532122,-0.178784684507002,-0.190378717308119,-0.1841505497761,-0.192220461640312,-0.179345474416111,-0.18147181503118,-0.179773479337932
9.6,-0.191023957281297,-0.181761466963231,-0.187974111711627,-0.179760412079203,-0.180938745170453,-0.192067067065992,-0.179859652884808,-0.191600585884811,-0.185311962099102,-0.193465000784733,-0.180422711899084,-0.182549035831389,-0.180836525265956
9.7,-0.192288207986521,-0.182891819757345,-0.189182520008164,-0.180865400398757,-0.182075912586532,-0.193311252852368,-0.180941765728481,-0.192828227753349,-0.186479571793881,-0.194715609685448,-0.181506554158508,-0.183632482427233,-0.181905964218825
9.8,-0.193558443676692,-0.184028194878244,-0.190396455522581,-0.181976340631841,-0.18321930545277,-0.194560904824669,-0.182030863135222,-0.194061478854305,-0.18765322007411,-0.195972105764892,-0.182596872671324,-0.184722020789975,-0.182981685108704
9.9,-0.194834497237025,-0.185170462146591,-0.191615756915364,-0.183093100302566,-0.184368787247982,-0.195815852820969,-0.183126782987326,-0.195300172284665,-0.188832745478176,-0.197234303344343,-0.183693535960705,-0.185817513914773,-0.184063573727645
10,-0.196116198928003,-0.186318489003361,-0.192840259711833,-0.184215544007643,-0.185524218684297,-0.197075924446638,-0.184229361066272,-0.196544138402747,-0.190017983974926,-0.198502013768812,-0.184796409704413,-0.186918821928851,-0.185151512854928
10.1,-0.197403376469249,-0.187472140702283,-0.194069796412108,-0.185343533518606,-0.186685457793226,-0.198340945149725,-0.185338431165884,-0.197793204934445,-0.191208769069251,-0.199775045532746,-0.185905356842737,-0.18802580219975,-0.186245382363104
10.2,-0.198695855124822,-0.188631280532793,-0.195304196602373,-0.18647692788354,-0.187852360011175,-0.19961073829804,-0.186453825204317,-0.199047197080408,-0.192404931907415,-0.201053204406416,-0.187020237685979,-0.189138309443534,-0.187345059322819
10.3,-0.199993457789837,-0.189795770080781,-0.196543287067178,-0.187615583528119,-0.189024778264537,-0.200885125257812,-0.187575373335032,-0.200305937624149,-0.193606301382144,-0.202336293562847,-0.188140910021393,-0.190256195832846,-0.188450418106361
10.4,-0.201296005078197,-0.19096546953605,-0.197786891902591,-0.188759354355873,-0.190202563054651,-0.202163925473718,-0.188702904056587,-0.201569247040731,-0.194812704237306,-0.203624113705111,-0.189267229219434,-0.191379311104859,-0.189561330489855
10.5,-0.202603315411322,-0.1921402380571,-0.199034832630045,-0.189908091847688,-0.191385562542629,-0.203446956550173,-0.189836244321166,-0.202836943606012,-0.196023965172178,-0.204916463193887,-0.190399048339459,-0.192507502668958,-0.190677665754125
10.6,-0.203915205107646,-0.193319934205266,-0.200286928310771,-0.191061645160482,-0.192573622634142,-0.204734034333794,-0.190975219641844,-0.204108843506114,-0.197239906945227,-0.206213138175142,-0.191536218234543,-0.193640615714157,-0.191799290784234
10.7,-0.205231488472848,-0.194504416460618,-0.201542995660579,-0.19221986122496,-0.193766587064137,-0.206024972996736,-0.192119654198387,-0.205384760947191,-0.198460350477386,-0.207513932707761,-0.192678587655641,-0.194778493316187,-0.192926070167616
10.8,-0.206551977890579,-0.195693543829921,-0.202802849164943,-0.193382584842475,-0.194964297481514,-0.207319585120993,-0.193269370941526,-0.206664508265122,-0.199685114954711,-0.208818638891146,-0.193826003354852,-0.195920976544186,-0.1940578662909
10.9,-0.207876521436808,-0.196887219379769,-0.204066334633822,-0.194549699886875,-0.19616663691653,-0.208617714098178,-0.1944242399955,-0.207947929871589,-0.200914056718562,-0.2101270812338,-0.194978356617388,-0.19706794656541,-0.195194585874332
11,-0.209204886693728,-0.198085259929225,-0.205333225315455,-0.19572100298568,-0.197373396561363,-0.209919133584838,-0.195584030395115,-0.209234797150344,-0.202146949437497,-0.211439009960186,-0.196135441024145,-0.198219195596068,-0.196336037986817
11.1,-0.21053688078292,-0.199287530642442,-0.206603329645431,-0.196896333074335,-0.198584412264243,-0.211223651869353,-0.19674856198855,-0.210524917442771,-0.203383607665137,-0.212754212012512,-0.197297097896345,-0.199374559276189,-0.197482078928052
11.2,-0.211872309273385,-0.200493900222075,-0.207876454293837,-0.198075527340219,-0.199799518127855,-0.212531075996363,-0.197917653797154,-0.211818096660916,-0.204623844628258,-0.214072472885081,-0.198463166964133,-0.200533871665031,-0.198632563174025
11.3,-0.213210976273331,-0.201704241221453,-0.209152404279994,-0.199258421314696,-0.201018546593263,-0.213841211853604,-0.199091124109589,-0.213114139395597,-0.20586747232607,-0.215393576749755,-0.199633486465164,-0.201696965345105,-0.199787343467059
11.4,-0.214552684521826,-0.202918429479174,-0.210430983086782,-0.200444848964082,-0.202241328523449,-0.215153864258966,-0.200268790573336,-0.214412849023998,-0.207114301628794,-0.216717306580721,-0.200807893242134,-0.202863671525566,-0.200946270904658
11.5,-0.215897235480364,-0.204136341834204,-0.211711992774554,-0.201634642779684,-0.203467693286613,-0.216468837047684,-0.201450470283386,-0.215714027816554,-0.208364142375468,-0.218043444278549,-0.201986222839338,-0.204033820144884,-0.202109195027028
11.6,-0.217244429424126,-0.205357850838556,-0.212995234094558,-0.202827633866828,-0.204697468839073,-0.217785933159613,-0.202635979867942,-0.217017477043099,-0.209616803470979,-0.21937177079343,-0.203168309598109,-0.205207239972835,-0.203275963903406
11.7,-0.21859406553302,-0.206582814812013,-0.21428050660178,-0.20402365203295,-0.205930481807847,-0.219104954726432,-0.203825135570714,-0.218322997078244,-0.210872092982328,-0.220702066247524,-0.204353986751212,-0.206383758711658,-0.204446424217165
11.8,-0.219945941982294,-0.207811061766065,-0.215567608767155,-0.20522252587468,-0.207166557572804,-0.220425703158846,-0.205017753329698,-0.219630387505808,-0.212129818234057,-0.222034110056411,-0.205543086516189,-0.207563203096475,-0.205620421349734
11.9,-0.221299856032822,-0.209042367420965,-0.216856338089117,-0.206424082864051,-0.208405520348436,-0.221747979233563,-0.206213648852049,-0.220939447222517,-0.213389785902944,-0.223367681049543,-0.206735440187532,-0.208745398994856,-0.206797799463377
