Meta Data
Label,Value,


Analytical Results
Table: General
Label,Value,Units
M Cursor Pos,37190.696,nm
M Cursor Width,3008.828,nm
R Cursor Pos,86011.68,nm
R Cursor Width,-1755.976,nm
Type,Two-Points Cursors,


Data Leveling Position
R Cursor Position,86011.6791428026 nm
R Cursor Width,-1755.97624104493 nm
M Cursor Position,37190.6942978413 nm
M Cursor Width,3008.82774024155 nm


Data
Lateral(nm),Height Data(µm),,
0,-0.972950978518336,,
8.33194466131197,-0.971900289583125,,
16.6638893226239,-0.971254651214025,,
24.9958339839359,-0.971036300381669,,
33.3277786452479,-0.971121332168509,,
41.6597233065598,-0.971083572948608,,
49.9916679678718,-0.971346100461326,,
58.3236126291838,-0.971810218595935,,
66.6555572904957,-0.972351575980027,,
74.9875019518077,-0.972091759799747,,
83.3194466131197,-0.971563891738653,,
91.6513912744316,-0.971971071381599,,
99.9833359357436,-0.972102098190819,,
108.315280597056,-0.972314710197796,,
116.647225258368,-0.972891828153684,,
124.979169919679,-0.973685898886249,,
133.311114580991,-0.974114769372984,,
141.643059242303,-0.97422872911279,,
149.975003903615,-0.974094730240043,,
158.306948564927,-0.974062588907703,,
166.638893226239,-0.973578764003597,,
174.970837887551,-0.973156987484905,,
183.302782548863,-0.971776419202506,,
191.634727210175,-0.970284894695075,,
199.966671871487,-0.970792890159145,,
208.298616532799,-0.971049720724858,,
216.630561194111,-0.970521581297962,,
224.962505855423,-0.971073507785262,,
233.294450516735,-0.971975563582761,,
241.626395178047,-0.972558982527052,,
249.958339839359,-0.97279977199568,,
258.290284500671,-0.973626365270169,,
266.622229161983,-0.975063479589659,,
274.954173823295,-0.976168954607152,,
283.286118484607,-0.976755461570231,,
291.618063145919,-0.977850504014216,,
299.950007807231,-0.979060374347586,,
308.281952468543,-0.979957346230029,,
316.613897129855,-0.980241745903762,,
324.945841791167,-0.981489413962088,,
333.277786452479,-0.982407990676136,,
341.609731113791,-0.982702793934179,,
349.941675775103,-0.98329630032978,,
358.273620436414,-0.984093452546804,,
366.605565097726,-0.9849735402575,,
374.937509759038,-0.9859272874291,,
383.26945442035,-0.986402855757257,,
391.601399081662,-0.986891451137024,,
399.933343742974,-0.987636011570192,,
408.265288404286,-0.988329706514301,,
416.597233065598,-0.988233454933151,,
424.92917772691,-0.988051528764528,,
433.261122388222,-0.987866563281528,,
441.593067049534,-0.986965563635744,,
449.925011710846,-0.985431169060461,,
458.256956372158,-0.984328883859492,,
466.58890103347,-0.982665679263702,,
474.920845694782,-0.981030639304279,,
483.252790356094,-0.979813229543867,,
491.584735017406,-0.978367597755668,,
499.916679678718,-0.977755775361473,,
508.24862434003,-0.97826270447381,,
516.580569001342,-0.978784060671699,,
524.912513662654,-0.979977396786964,,
533.244458323966,-0.98182239268542,,
541.576402985278,-0.983186151241779,,
549.90834764659,-0.983554592929286,,
558.240292307902,-0.984698184598284,,
