"Freq [GHz]","dB(St(1,1)) [] - gpillar_r='1um'","dB(St(1,1)) [] - gpillar_r='3um'","dB(St(1,1)) [] - gpillar_r='5um'","dB(St(1,1)) [] - gpillar_r='7um'","dB(St(1,1)) [] - gpillar_r='9um'","dB(St(1,1)) [] - gpillar_r='10um'"
15.2,-22.1508838165745,-22.5958312658756,-22.5223752641162,-21.5993713335189,-21.123790430601,-21.9853369706973
15.3,-22.1050026808075,-22.5493530985704,-22.4753881842188,-21.5515656467699,-21.0757418417382,-21.9370717075603
15.4,-22.0595648948475,-22.5033021669507,-22.4288407664962,-21.5041924178764,-21.0281774653987,-21.8892191076413
15.5,-22.0145664188364,-22.4576743657288,-22.382728165371,-21.4572471767975,-20.9811115042929,-21.8417778669884
15.6,-21.9700034476889,-22.4124658748318,-22.3370453464614,-21.4107256169226,-20.9345380071279,-21.7947490725079
15.7,-21.9258723847577,-22.3676731549598,-22.2917871897475,-21.3646235786321,-20.8884404126375,-21.7481356657567
15.8,-21.8821739734591,-22.3232969418162,-22.246952637382,-21.3189410643962,-20.8428040151439,-21.7019455390804
15.9,-21.8389006835013,-22.2793301112235,-22.2025324688666,-21.2736700366912,-20.7976069741251,-21.6561778583122
16,-21.7960492911167,-22.2357697837861,-22.1585217298104,-21.2288066502132,-20.7528351458658,-21.6108342282935
16.1,-21.7536165948889,-22.192613185763,-22.114915595409,-21.1843471182084,-20.7084772490128,-21.5659139948577
16.2,-21.7115993693291,-22.1498575795339,-22.0717093834457,-21.140287693132,-20.6645242691577,-21.5214141957256
16.3,-21.6699943269957,-22.1075001957905,-22.0288985585035,-21.0966246510411,-20.6209688523269,-21.4773299598626
16.4,-21.6287980920302,-22.065538174589,-21.9864787303416,-21.0533542803614,-20.5778048174213,-21.4336551251722
16.5,-21.5880071864082,-22.0239685210723,-21.9444456486914,-21.0104728751716,-20.5350268006818,-21.3903828638466
16.6,-21.5476180285944,-21.9827880793593,-21.9027951960934,-20.9679767327123,-20.4926300083675,-21.3475061877749
16.7,-21.5076269429494,-21.9419935253767,-21.8615233798805,-20.9258621545013,-20.4506100486737,-21.3050182914418
16.8,-21.4680301773334,-21.9015813768631,-21.8206263240235,-20.8841254502483,-20.4089628186799,-21.2629127455337
16.9,-21.4288239259771,-21.8615480169129,-21.7801002612691,-20.842762943692,-20.3676844285367,-21.2211835783674
17,-21.3900043547655,-21.8218897264617,-21.7399415258124,-20.8017709795348,-20.3267711505388,-21.1798252847362
17.1,-21.3515676265008,-21.782602721042,-21.7001465466104,-20.7611459307549,-20.2862193847532,-21.1388327942677
17.2,-21.3135099243019,-21.7436831877427,-21.6607118413681,-20.7208842057326,-20.2460256356619,-21.0982014215156
17.3,-21.275827471946,-21.7051273193059,-21.6216340111769,-20.6809822547861,-20.2061864961461,-21.0579268114207
17.4,-21.2385165505389,-21.666931343399,-21.5829097357581,-20.6414365758634,-20.1666986363869,-21.0180048875405
17.5,-21.2015735113727,-21.6290915461251,-21.5445357692556,-20.602243719263,-20.1275587960707,-20.9784318064237
17.6,-21.1649947851694,-21.5916042896344,-21.5065089365125,-20.5634002913526,-20.0887637788287,-20.9392039191566
17.7,-21.1287768881154,-21.5544660242579,-21.4688261297732,-20.5249029573294,-20.0503104481919,-20.9003177398585
17.8,-21.0929164251955,-21.5176732959077,-21.4314843057532,-20.4867484431048,-20.0121957245811,-20.8617699203432
17.9,-21.0574100913633,-21.4812227496228,-21.3944804830262,-20.4489335364245,-19.9744165830045,-20.8235572299765
18,-21.0222546710524,-21.4451111301438,-21.357811739683,-20.4114550873442,-19.9369700512433,-20.7856765397769
18.1,-20.9874470364801,-21.4093352803194,-21.3214752112246,-20.3743100081761,-19.8998532083731,-20.7481248099072
18.2,-20.9529858205025,-21.3738937543594,-21.2854696898667,-20.3374968777989,-19.8630647717202,-20.7109006636964
18.3,-20.9188680212359,-21.3387835395653,-21.249792381389,-20.3010126894001,-19.8266018793649,-20.6740011714548
18.4,-20.8850890697662,-21.304000123092,-21.2144389697228,-20.2648529206664,-19.7904601569671,-20.6374219136464
18.5,-20.8516461620717,-21.2695407043372,-21.1794068039153,-20.2290147270259,-19.7546368790281,-20.6011601288822
18.6,-20.8185365659845,-21.2354025596679,-21.1446932823242,-20.193495321301,-19.7191293662942,-20.5652131123047
18.7,-20.7857576178655,-21.2015830379316,-21.1102958513613,-20.158291972327,-19.6839349849673,-20.5295782124446
18.8,-20.7533067194404,-21.1680795562351,-21.0762120043164,-20.12340200354,-19.6490511459445,-20.4942528286455
18.9,-20.7211813348285,-21.1348895960363,-21.0424392802537,-20.0888227915603,-19.6144753040806,-20.459234408924
19,-20.6893789877791,-21.102010699568,-21.0089752629696,-20.0545517647915,-19.5802049574688,-20.4245204481684
19.1,-20.6578972591184,-21.0694404665918,-20.975817580006,-20.0205864020478,-19.5462376467358,-20.3901084865991
19.2,-20.626733784402,-21.037176551469,-20.9429639017129,-19.9869242312209,-19.5125709543491,-20.3559961084327
19.3,-20.5958862517638,-21.0052166605268,-20.9104119403543,-19.9535628279903,-19.4792025039365,-20.3221809407052
19.4,-20.5653523999463,-20.973558549694,-20.8781594492536,-19.9204998145837,-19.4461299596147,-20.2886606522196
19.5,-20.5351300165003,-20.9422000223814,-20.8462042219742,-19.8877328585857,-19.4133510253294,-20.2554329525925
19.6,-20.5052169361362,-20.9111389275787,-20.814544091533,-19.8552596717982,-19.3808634442036,-20.2224955913781
19.7,-20.4756110392143,-20.8803731581445,-20.7831769296418,-19.8230780091495,-19.3486649978969,-20.1898463572558
19.8,-20.4463102503592,-20.8499006492654,-20.7521006459779,-19.7911856676518,-19.3167535059735,-20.1574830772673
19.9,-20.4173125371844,-20.8197193770633,-20.7213131874774,-19.7595804854049,-19.2851268252802,-20.1254036160962
20,-20.3886159091161,-20.7898273573323,-20.6908125376529,-19.7282603406435,-19.2537828493348,-20.0936058753809
20.1,-20.3602184163055,-20.7602226443881,-20.6605967159327,-19.6972231508266,-19.2227195077229,-20.0620877930566
20.2,-20.3321181486178,-20.730903330016,-20.6306637770193,-19.6664668717653,-19.1919347655064,-20.0308473427211
20.3,-20.3043132346922,-20.7018675425042,-20.601011810268,-19.6359894967884,-19.1614266226407,-19.9998825330225
20.4,-20.2768018410625,-20.6731134457513,-20.571638939082,-19.6057890559416,-19.1311931134024,-19.9691914070645
20.5,-20.2495821713328,-20.6446392384387,-20.5425433203254,-19.5758636152194,-19.1012323058269,-19.9387720418281
20.6,-20.2226524654029,-20.6164431532596,-20.5137231437522,-19.5462112758272,-19.0715423011561,-19.9086225476084
20.7,-20.1960138081836,-20.5885261493448,-20.4851792974582,-19.5168328148638,-19.0421238521043,-19.8787436773163
20.8,-20.1696616687183,-20.5608838000311,-20.4569073363281,-19.4877237258889,-19.012972471233,-19.8491309618974
20.9,-20.1435943925071,-20.5335144367754,-20.4289055463756,-19.4588822125065,-18.9840863570696,-19.819782609222
21,-20.1178103586168,-20.5064164223804,-20.4011722443462,-19.4303065108214,-18.9554637392198,-19.7906968583278
21.1,-20.092307979085,-20.4795881504196,-20.3737057772157,-19.4019948888263,-18.927102877865,-19.7618719789171
21.2,-20.0670856983504,-20.4530280446895,-20.3465045217018,-19.373945645809,-18.8990020632688,-19.7333062708625
21.3,-20.0421419927067,-20.4267345586856,-20.3195668837873,-19.3461571117795,-18.8711596152941,-19.7049980637234
21.4,-20.0174753697775,-20.4007061750995,-20.2928912982547,-19.318627646914,-18.843573882929,-19.6769457162717
21.5,-19.9930843680121,-20.3749414053359,-20.2664762282319,-19.2913556410166,-18.8162432438216,-19.6491476160266
21.6,-19.9689675561982,-20.3494387890466,-20.2403201647488,-19.264339512997,-18.7891661038249,-19.6216021787981
21.7,-19.9451235329931,-20.3241968936817,-20.2144216263036,-19.2375777103628,-18.7623408965492,-19.5943078482399
21.8,-19.9215509264689,-20.2992143140546,-20.18877915844,-19.2110687087272,-18.7357660829251,-19.5672630954102
21.9,-19.8982483936742,-20.2744896719213,-20.1633913333336,-19.1848110113296,-18.7094401507732,-19.5404664183413
22,-19.8752146202081,-20.2500216155723,-20.1382567493874,-19.1588031485691,-18.683361614384,-19.5139163416173
22.1,-19.8524483198082,-20.2258088194363,-20.1133740308376,-19.1330436775513,-18.6575290141052,-19.4876114159596
22.2,-19.8299482339501,-20.2018499836954,-20.0887418273672,-19.1075311816458,-18.6319409159372,-19.4615502178211
22.3,-19.8077131314591,-20.17814383391,-20.0643588137286,-19.0822642700563,-18.6065959111372,-19.4357313489871
22.4,-19.7857418081323,-20.1546891206543,-20.040223689375,-19.0572415773998,-18.5814926158305,-19.4101534361849
22.5,-19.7640330863717,-20.1314846191609,-20.0163351780994,-19.0324617632981,-18.5566296706299,-19.3848151307
22.6,-19.7425858148269,-20.1085291289744,-19.9926920276823,-19.0079235119777,-18.5320057402627,-19.3597151080002
22.7,-19.7213988680477,-20.0858214736133,-19.9692930095459,-18.9836255318801,-18.5076195132048,-19.3348520673667
22.8,-19.7004711461456,-20.0633605002401,-19.9461369184181,-18.9595665552811,-18.4834697013223,-19.3102247315326
22.9,-19.6798015744641,-20.0411450793395,-19.9232225720011,-18.9357453379188,-18.4595550395202,-19.2858318463277
23,-19.6593891032581,-20.0191741044038,-19.9005488106496,-18.9121606586303,-18.4358742853977,-19.2616721803308
23.1,-19.6392339577382,-19.9974476793675,-19.8781156653445,-18.8888124668509,-18.4124273536571,-19.2377456560084
23.2,-19.61933512296,-19.975964727832,-19.8559220050305,-18.865699569913,-18.3892130293128,-19.2140510696127
23.3,-19.5996903675704,-19.9547230182717,-19.8339655631093,-18.8428196609617,-18.3662289961496,-19.190586119371
23.4,-19.5802987390796,-19.9337215338136,-19.8122452680512,-18.8201716083611,-18.3434740998285,-19.167349662106
23.5,-19.5611593084113,-19.912959279113,-19.7907600694561,-18.7977543018641,-18.3209472070701,-19.1443405757355
23.6,-19.5422711696268,-19.8924352800797,-19.7695089377706,-18.7755666522942,-18.2986472053491,-19.1215577589633
23.7,-19.523633439657,-19.8721485836093,-19.7484908640114,-18.753607591235,-18.2765730025946,-19.0990001309754
23.8,-19.5052452580399,-19.8520982573213,-19.7277048594934,-18.7318760707255,-18.2547235268963,-19.0766666311419
23.9,-19.4871057866655,-19.8322833893017,-19.7071499555657,-18.7103710629624,-18.2330977262163,-19.0545562187252
24,-19.469214209526,-19.8127030878516,-19.6868252033509,-18.6890915600077,-18.2116945681063,-19.0326678725934
24.1,-19.4515697324727,-19.7933564812419,-19.6667296734915,-18.6680365735034,-18.1905130394305,-19.0110005909388
24.2,-19.4341715829786,-19.774242717472,-19.646862455901,-18.6472051343908,-18.1695521460935,-18.9895533910023
24.3,-19.4170190099073,-19.7553609640341,-19.6272226595202,-18.6265962926365,-18.1488109127736,-18.9683253088027
24.4,-19.4001112832862,-19.7367104076826,-19.6078094120791,-18.6062091169627,-18.128288382661,-18.9473153988711
24.5,-19.3834476940871,-19.7182902542087,-19.5886218598627,-18.5860426945844,-18.1079836172009,-18.9265227339902
24.6,-19.3670275540105,-19.7000997282186,-19.5696591674833,-18.56609613095,-18.0878956958418,-18.9059464049387
24.7,-19.3508501952761,-19.6821380729174,-19.5509205176559,-18.5463685494882,-18.0680237157877,-18.8855855202399
24.8,-19.3349149704183,-19.664404549897,-19.532405110979,-18.5268590913595,-18.0483667917561,-18.8654392059161
