"Freq [GHz]","dB(St(1,1)) [] - gpillar_r='1um'","dB(St(1,1)) [] - gpillar_r='3um'","dB(St(1,1)) [] - gpillar_r='5um'","dB(St(1,1)) [] - gpillar_r='7um'","dB(St(1,1)) [] - gpillar_r='9um'","dB(St(1,1)) [] - gpillar_r='10um'"
24.9,-19.3192212520862,-19.6468984389287,-19.5141121657204,-18.5075669152124,-18.028924055739,-18.8455066052459
25,-19.3037684328493,-19.6296190377599,-19.4960409176064,-18.4884911969437,-18.0096946567698,-18.8257868785274
25.1,-19.2885559250076,-19.6125656619148,-19.4781906196158,-18.4696311294648,-17.9906777606933,-18.8062792028448
25.2,-19.2735831604058,-19.5957376444999,-19.4605605417786,-18.4509859224704,-17.9718725499406,-18.78698277184
25.3,-19.2588495902537,-19.5791343360126,-19.4431499709777,-18.4325548022136,-17.9532782233077,-18.7678967954873
25.4,-19.2443546849488,-19.5627551041549,-19.4259582107557,-18.4143370112833,-17.9348939957384,-18.7490204998733
25.5,-19.2300979339056,-19.5465993336492,-19.4089845811252,-18.3963318083871,-17.9167190981109,-18.7303531269799
25.6,-19.2160811708075,-19.5306686053312,-19.3922305441126,-18.3785405383214,-17.8987548147219,-18.7118959683883
25.7,-19.2023015884383,-19.5149601472849,-19.3756933142342,-18.3609604078556,-17.8809983561001,-18.6936462496309
25.8,-19.1887587327944,-19.499473394696,-19.3593722602572,-18.3435907232188,-17.8634490001123,-18.6756032595402
25.9,-19.1754521682377,-19.4842077990694,-19.3432667666907,-18.3264308059197,-17.8461060397359,-18.6577663020071
26,-19.1623814773454,-19.4691628280635,-19.3273762336144,-18.3094799925472,-17.8289687828644,-18.6401346957834
26.1,-19.1495462607626,-19.4543379653287,-19.3117000765109,-18.2927376345765,-17.8120365521152,-18.6227077742865
26.2,-19.1369461370586,-19.4397327103489,-19.2962377261006,-18.2762030981764,-17.7953086846419,-18.6054848854083
26.3,-19.1245807425877,-19.4253465782857,-19.2809886281808,-18.2598757640217,-17.7787845319486,-18.588465391327
26.4,-19.1124497313528,-19.411179099827,-19.2659522434668,-18.2437550271079,-17.7624634597081,-18.5716486683218
26.5,-19.100552774873,-19.3972298210369,-19.2511280474375,-18.2278402965692,-17.7463448475832,-18.5550341065911
26.6,-19.0888895620546,-19.38349830321,-19.2365155301828,-18.2121309955001,-17.7304280890504,-18.538621110074
26.7,-19.0774597990656,-19.3699841227277,-19.2221141962541,-18.1966265607794,-17.7147125912272,-18.5224090962736
26.8,-19.0662632092129,-19.3566868709179,-19.2079235645187,-18.1813264428974,-17.6991977747021,-18.5063974960844
26.9,-19.0552995328239,-19.3436061539173,-19.1939431680153,-18.1662301057864,-17.6838830733669,-18.4905857536221
27,-19.0445685271303,-19.3307415925358,-19.1801725538136,-18.1513370266533,-17.6687679342525,-18.4749733260557
27.1,-19.0340699661555,-19.3180928221249,-19.1666112828762,-18.1366466958156,-17.6538518173668,-18.4595596834427
27.2,-19.0238036406051,-19.305659492447,-19.1532589299225,-18.1221586165394,-17.6391341955355,-18.4443443085671
27.3,-19.0137693577604,-19.2934412675485,-19.1401150832961,-18.1078723048811,-17.6246145542451,-18.4293266967796
27.4,-19.0039669413744,-19.2814378256348,-19.1271793448336,-18.0937872895305,-17.6102923914892,-18.4145063558401
27.5,-18.9943962315718,-19.2696488589477,-19.114451329737,-18.0799031116572,-17.5961672176163,-18.399882805763
27.6,-18.9850570847505,-19.2580740736454,-19.1019306664472,-18.0662193247592,-17.5822385551801,-18.385455578665
27.7,-18.975949373487,-19.2467131896846,-19.0896169965209,-18.052735494514,-17.5685059387931,-18.3712242186146
27.8,-18.9670729864442,-19.2355659407046,-19.0775099745088,-18.0394511986319,-17.5549689149811,-18.3571882814843
27.9,-18.9584278282816,-19.2246320739139,-19.0656092678366,-18.0263660267117,-17.5416270420412,-18.343347334805
28,-18.9500149523375,-19.2139123936853,-19.0539155649604,-18.0134805523418,-17.5284808423592,-18.3297019093829
28.1,-18.9418342943156,-19.2034066709647,-19.0424285544565,-18.0007943830564,-17.5155298914807,-18.316251589891
28.2,-18.9338846737249,-19.1931136485897,-19.0311469322851,-17.9883061694956,-17.5027728280299,-18.3029950245672
28.3,-18.9261660588102,-19.1830331273214,-19.0200704165698,-17.9760155477306,-17.4902092563176,-18.2899318264703
28.4,-18.9186784334014,-19.1731649209505,-19.0091987377401,-17.9639221650279,-17.4778387917399,-18.2770616196147
28.5,-18.91142179684,-19.1635088561952,-18.9985316384243,-17.952025679718,-17.4656610606471,-18.2643840388374
28.6,-18.9043961639072,-19.1540647726023,-18.9880688733441,-17.9403257610663,-17.4536757002164,-18.2518987296658
28.7,-18.8976015647546,-19.144832522449,-18.9778102092117,-17.9288220891452,-17.4418823583249,-18.2396053481884
28.8,-18.8910380448374,-19.1358119706477,-18.9677554246273,-17.9175143547093,-17.4302806934253,-18.2275035609264
28.9,-18.8847056648499,-19.1270029946511,-18.9579043099794,-17.9064022590714,-17.4188703744231,-18.2155930447072
29,-18.8786045006629,-19.1184054843602,-18.9482566673467,-17.8954855139814,-17.4076510805558,-18.2038734865402
29.1,-18.8727346432641,-19.1100193420336,-18.938812310401,-17.8847638415058,-17.3966225012732,-18.1923445834931
29.2,-18.8670961987002,-19.101844482198,-18.9295710643122,-17.8742369739101,-17.3857843361205,-18.1810060425712
29.3,-18.8616892880212,-19.0938808315606,-18.9205327656547,-17.8639046535423,-17.3751362946218,-18.1698575805972
29.4,-18.8565140472271,-19.0861283289235,-18.9116972623152,-17.8537666327185,-17.364678096166,-18.1588989240929
29.5,-18.8515706272169,-19.0785869250989,-18.9030644134026,-17.84382267361,-17.3544094698944,-18.1481298091625
29.6,-18.8468591937398,-19.0712565828262,-18.8946340891582,-17.8340725481323,-17.3443301545892,-18.1375499813774
29.7,-18.8423799273475,-19.0641372766904,-18.8864061708686,-17.8245160378351,-17.3344398985644,-18.1271591956625
29.8,-18.8381330233507,-19.0572289930422,-18.8783805507789,-17.8151529337953,-17.3247384595572,-18.1169572161834
29.9,-18.8341186917754,-19.0505317299193,-18.8705571320082,-17.8059830365098,-17.3152256046221,-18.1069438162358
30,-18.8303371573231,-19.0440454969693,-18.8629358284659,-17.7970061557915,-17.3059011100252,-18.0971187781358
30.1,-18.8267886593324,-19.0377703153735,-18.8555165647689,-17.7882221106661,-17.2967647611413,-18.0874818931117
30.2,-18.8234734517423,-19.031706217773,-18.8482992761616,-17.7796307292704,-17.287816352351,-18.0780329611968
30.3,-18.8203918030585,-19.0258532481949,-18.8412839084353,-17.7712318487524,-17.2790556869405,-18.0687717911239
30.4,-18.817543996321,-19.0202114619808,-18.8344704178501,-17.7630253151729,-17.2704825770017,-18.0596982002214
30.5,-18.8149326275799,-19.0147829975424,-18.8278607496882,-17.75501286641,-17.2620986786954,-18.0508138499981
30.6,-18.8125557166252,-19.0095658625201,-18.8214529020376,-17.7471924805995,-17.2539019829532,-18.0421167359451
30.7,-18.810413590337,-19.0045601460936,-18.8152468623936,-17.7395640302063,-17.245892327941,-18.0336067007945
30.8,-18.8085065900217,-18.9997659484802,-18.809242628416,-17.7321273962255,-17.238069560243,-18.0252835954651
30.9,-18.8068350713906,-18.9951833808694,-18.8034402078563,-17.7248824680916,-17.2304335347693,-18.0171472789644
31,-18.8053994045406,-18.9908125653591,-18.7978396184863,-17.7178291435892,-17.2229841146648,-18.0091976182912
31.1,-18.8041999739369,-18.9866536348921,-18.7924408880281,-17.7109673287645,-17.2157211712188,-18.0014344883404
31.2,-18.8032371783979,-18.9827067331952,-18.7872440540849,-17.7042969378387,-17.2086445837762,-17.9938577718078
31.3,-18.8025114310826,-18.978972014718,-18.782249164073,-17.697817893123,-17.2017542396502,-17.986467359097
31.4,-18.8020231594797,-18.9754496445744,-18.7774562751549,-17.6915301249342,-17.1950500340361,-17.9792631482268
31.5,-18.8017728053995,-18.9721397984839,-18.7728654541735,-17.685433571513,-17.1885318699258,-17.9722450447402
31.6,-18.8017608249673,-18.9690426627156,-18.7684767775875,-17.6795281789424,-17.1821996580245,-17.965412961614
31.7,-18.80198768862,-18.9661584340317,-18.7642903314076,-17.6738139010681,-17.1760533166678,-17.95876681917
31.8,-18.8024538811039,-18.9634873196344,-18.7603062111339,-17.6682906994206,-17.1700927717407,-17.952306544987
31.9,-18.8031599014763,-18.9610295371115,-18.7565245216946,-17.6629585431383,-17.1643179565971,-17.946032073814
32,-18.8041062631076,-18.9587853143856,-18.7529453773855,-17.6578174088918,-17.158728811981,-17.9399433474847
32.1,-18.8052934936878,-18.956754889663,-18.7495689018104,-17.6528672808102,-17.153325285949,-17.9340403148326
32.2,-18.8067221352339,-18.9549385113841,-18.7463952278233,-17.6481081504084,-17.1481073337935,-17.9283229316075
32.3,-18.8083927441007,-18.953336438176,-18.7434244974707,-17.6435400165159,-17.1430749179676,-17.9227911603932
32.4,-18.8103058909936,-18.9519489388051,-18.7406568619356,-17.6391628852068,-17.138228008011,-17.9174449705263
32.5,-18.8124621609846,-18.9507762921318,-18.7380924814827,-17.6349767697318,-17.1335665804769,-17.9122843380154
32.6,-18.8148621535302,-18.9498187870661,-18.7357315254043,-17.6309816904509,-17.1290906188607,-17.9073092454625
32.7,-18.8175064824926,-18.949076722525,-18.7335741719671,-17.6271776747682,-17.1248001135291,-17.9025196819845
32.8,-18.8203957761636,-18.9485504073904,-18.7316206083609,-17.6235647570673,-17.120695061651,-17.8979156431366
32.9,-18.8235318844663,-18.9482412212357,-18.7298720315804,-17.6201439158402,-17.1167763762841,-17.8934980403182
33,-18.8269154743215,-18.9481494976362,-18.7283286495914,-17.616915200036,-17.1130440682462,-17.8892668819415
33.1,-18.8305460138775,-18.9482745162266,-18.7269896763534,-17.6138777278389,-17.1094972457913,-17.8852212731569
33.2,-18.8344241898519,-18.948616625638,-18.7258553344984,-17.6110315611284,-17.1061359328118,-17.8813612346953
33.3,-18.8385507035555,-18.9491761842786,-18.7249258553377,-17.6083767684627,-17.1029601596716,-17.8776867933548
33.4,-18.8429262709348,-18.9499535603002,-18.7242014788173,-17.6059134250233,-17.0999699631446,-17.8741979819303
33.5,-18.8475516226165,-18.9509491315672,-18.723682453474,-17.6036416125616,-17.0971653863536,-17.8708948391444
33.6,-18.852427503956,-18.952163285626,-18.7233690363936,-17.6015614193462,-17.0945464787113,-17.8677774095791
33.7,-18.8575546750897,-18.9535964196773,-18.7232614931692,-17.5996729401123,-17.0921132958616,-17.8648457436093
33.8,-18.86293391099,-18.9552489405487,-18.7233600978614,-17.5979762760121,-17.0898658996233,-17.8620998973371
33.9,-18.8685660015242,-18.9571212646696,-18.72366513296,-17.5964715345675,-17.0878043579337,-17.859539932527
34,-18.8744517515177,-18.959213818048,-18.7241768893466,-17.5951588296234,-17.0859287447948,-17.8571659165425
34.1,-18.8805919808199,-18.9615270362486,-18.7248956662583,-17.5940382813032,-17.0842391402198,-17.8549779222845
34.2,-18.8869875243749,-18.9640613643724,-18.7258217712537,-17.5931100159659,-17.0827356301814,-17.8529760281297
34.3,-18.8936392322959,-18.9668172570388,-18.7269555201794,-17.5923741661642,-17.0814183065613,-17.8511603178711
34.4,-18.9005479699439,-18.9697951783693,-18.728297237138,-17.591830870605,-17.0802872671008,-17.8495308806596
34.5,-18.9077146180098,-18.9729956019722,-18.7298472544584,-17.5914802741109,-17.0793426153529,-17.8480878109465
34.6,-18.9151400726024,-18.9764190109311,-18.7316059126662,-17.5913225275834,-17.0785844606359,-17.8468312084277
34.7,-18.9228252453393,-18.980065897793,-18.7335735604571,-17.5913577879683,-17.078012917988,-17.8457611779885
34.8,-18.9307710634432,-18.9839367645607,-18.7357505546704,-17.5915862182219,-17.0776281081235,-17.8448778296507
34.9,-18.9389784698434,-18.9880321226855,-18.7381372602653,-17.5920079872796,-17.07743015739,-17.84418127852
35,-18.9474484232807,-18.992352493063,-18.7407340502979,-17.5926232700259,-17.0774191977275,-17.8436716447351
35.1,-18.9561818984187,-18.9968984060308,-18.7435413059008,-17.5934322472659,-17.0775953666286,-17.8433490534184
35.2,-18.9651798859596,-19.0016704013683,-18.746559416263,-17.5944351056992,-17.0779588070997,-17.8432136346276
35.3,-18.9744433927653,-19.0066690282987,-18.7497887786131,-17.5956320378945,-17.0785096676247,-17.8432655233085
35.4,-18.9839760652285,-19.0118970783597,-18.7532318772815,-17.5970251488758,-17.0792499426331,-17.8435066983693
35.5,-18.9937763399771,-19.0173528979176,-18.7568870545501,-17.5986127403125,-17.0801779541194,-17.8439354681493
35.6,-19.0038452736075,-19.0230370648322,-18.7607547319037,-17.6003950224145,-17.0812938669423,-17.8445519821256
35.7,-19.0141839394214,-19.0289501664406,-18.7648353388137,-17.6023722111791,-17.082597851303,-17.8453563944884
35.8,-19.0247934275772,-19.0350927995711,-18.7691293127301,-17.6045445283752,-17.0840900827152,-17.8463488641015
35.9,-19.0356748452456,-19.0414655705605,-18.7736370990749,-17.6069122015293,-17.0857707419772,-17.8475295544633
36,-19.0468293167731,-19.0480690952743,-18.778359151238,-17.609475463914,-17.0876400151451,-17.8488986336706
36.1,-19.058257983851,-19.0549039991283,-18.783295930575,-17.6122345545371,-17.0896980935075,-17.8504562743822
36.2,-19.0699620056921,-19.0619709171152,-18.7884479064069,-17.615189718134,-17.0919451735618,-17.8522026537859
36.3,-19.0819425592137,-19.0692704938316,-18.7938155560221,-17.6183412051609,-17.0943814569922,-17.8541379535654
36.4,-19.0942008392282,-19.07680338351,-18.799399364681,-17.6216892717906,-17.097007150649,-17.8562623598694
36.5,-19.106738058641,-19.0845702500528,-18.805199825622,-17.6252341799102,-17.0998224665293,-17.8585760632823
36.6,-19.1195554486557,-19.0925717670692,-18.8112174400706,-17.6289761971203,-17.1028276217601,-17.8610792587964
36.7,-19.1326542589876,-19.1008086179163,-18.8174527172503,-17.6329155967366,-17.1060228385819,-17.8637721457854
36.8,-19.1460357580848,-19.109281495742,-18.823906174396,-17.6370526577936,-17.1094083443342,-17.8666549279797
36.9,-19.1597012333576,-19.1179911035326,-18.8305783367705,-17.64138766505,-17.1129843714437,-17.8697278134433
37,-19.1736519914168,-19.1269381541626,-18.8374697376823,-17.6459209089961,-17.1167511574123,-17.8729910145523
37.1,-19.1878893583198,-19.136123370449,-18.8445809185068,-17.6506526858637,-17.1207089448081,-17.8764447479747
37.2,-19.2024146798266,-19.145547485208,-18.8519124287099,-17.6555832976376,-17.1248579812574,-17.8800892346526
37.3,-19.2172293216643,-19.155211241316,-18.8594648258746,-17.6607130520695,-17.1291985194387,-17.8839246997851
37.4,-19.2323346698013,-19.1651153917743,-18.8672386757291,-17.6660422626939,-17.1337308170782,-17.8879513728135
37.5,-19.2477321307315,-19.1752606997776,-18.8752345521794,-17.6715712488457,-17.1384551369468,-17.8921694874081
37.6,-19.2634231317676,-19.1856479387853,-18.8834530373429,-17.677300335681,-17.1433717468592,-17.8965792814562
37.7,-19.2794091213456,-19.196277892598,-18.8918947215869,-17.6832298541988,-17.1484809196744,-17.9011809970527
37.8,-19.2956930298717,-19.2071525530507,-18.9005613035883,-17.6893611271039,-17.1537838799812,-17.9059758237173
37.9,-19.3122763708132,-19.2182727366288,-18.9094533992116,-17.6956945021857,-17.1592809148894,-17.9109640156091
38,-19.32915920518,-19.2296380652107,-18.9185705269617,-17.7022293441071,-17.1649713672315,-17.9161448854997
38.1,-19.3463430698018,-19.2412493651074,-18.9279133108761,-17.7089660076755,-17.1708555302271,-17.9215186923661
38.2,-19.363829524329,-19.253107473416,-18.9374823834752,-17.7159048536876,-17.176933702169,-17.9270856993694
38.3,-19.3816201516048,-19.2652132381206,-18.9472783858188,-17.7230462489639,-17.1832061864341,-17.9328461738541
38.4,-19.3997165580488,-19.2775675181983,-18.9573019675648,-17.7303905663873,-17.1896732914969,-17.9388003873514
38.5,-19.4181203740549,-19.2901711837292,-18.9675537870319,-17.7379381849431,-17.196335330943,-17.9449486155828
38.6,-19.436833254401,-19.3030251160114,-18.9780345112652,-17.7456894897614,-17.2031926234864,-17.9512911384659
38.7,-19.4558568786723,-19.3161302076806,-18.988744816106,-17.7536448721616,-17.2102454929871,-17.9578282401222
38.8,-19.475192951699,-19.3294873628342,-18.9996853862643,-17.7618047296999,-17.2174942684712,-17.964560208887
38.9,-19.4948432040068,-19.343097497161,-19.0108569153949,-17.7701694662181,-17.2249392841524,-17.9714873373196
39,-19.5148093922837,-19.356961538075,-19.0222601061779,-17.778739491896,-17.2325808794558,-17.9786099222173
39.1,-19.5350932998596,-19.371080424855,-19.0338956704019,-17.7875152233046,-17.2404193990431,-17.9859282646299
39.2,-19.5556967372028,-19.3854551087887,-19.0457643290515,-17.7964970834636,-17.2484551928396,-17.9934426698764
39.3,-19.5766215424316,-19.4000865533228,-19.0578668123986,-17.8056855018989,-17.2566886160635,-18.0011534475637
39.4,-19.5978695818418,-19.4149757342173,-19.0702038600974,-17.8150809147051,-17.2651200292564,-18.0090609116066
39.5,-19.6194427504512,-19.4301236397066,-19.0827762212829,-17.824683764608,-17.2737497983159,-18.0171653802504
39.6,-19.6413429725607,-19.445531270665,-19.0955846546743,-17.8344945010312,-17.2825782945306,-18.0254671760945
39.7,-19.6635722023329,-19.4611996407779,-19.1086299286817,-17.8445135801644,-17.2916058946154,-18.0339666261184
39.8,-19.6861324243894,-19.4771297767193,-19.1219128215171,-17.8547414650342,-17.3008329807507,-18.0426640617098
39.9,-19.709025654425,-19.4933227183345,-19.1354341213097,-17.8651786255775,-17.3102599406217,-18.0515598186934
40,-19.7322539398427,-19.5097795188288,-19.1491946262249,-17.8758255387169,-17.3198871674605,-18.0606542373626
40.1,-19.7558193604067,-19.5265012449623,-19.1631951445886,-17.8866826884397,-17.3297150600896,-18.0699476625129
40.2,-19.7797240289162,-19.5434889772503,-19.1774364950146,-17.8977505658775,-17.3397440229679,-18.0794404434766
40.3,-19.8039734600576,-19.5607464395595,-19.191921883909,-17.9090317451398,-17.3499764455697,-18.0891348955765
40.4,-19.8285665092527,-19.5782721327464,-19.2066497898405,-17.9205246660158,-17.3604107725448,-18.0990294228975
40.5,-19.8535053936714,-19.5960671802719,-19.2216210634063,-17.9322298417937,-17.3710474257172,-18.1091243887441
40.6,-19.8787923664535,-19.614132720226,-19.2368365660542,-17.9441477932576,-17.3818868327497,-18.1194201611182
40.7,-19.9044297174917,-19.6324699055598,-19.2522971702329,-17.9562790487814,-17.3929294271986,-18.1299171127632
40.8,-19.9304197742383,-19.6510799043254,-19.2680037595478,-17.9686241444244,-17.4041756485712,-18.1406156212095
40.9,-19.9567649025373,-19.6699638999211,-19.2839572289216,-17.9811836240303,-17.4156259423836,-18.1515160688235
41,-19.98346750748,-19.6891230913442,-19.300158484759,-17.9939580393277,-17.4272807602216,-18.1626188428568
41.1,-20.010530034288,-19.7085586934507,-19.3166084451172,-18.006947950034,-17.4391405598033,-18.1739243354979
41.2,-20.0379549692211,-19.7282719372219,-19.3333080398807,-18.020153923962,-17.4512058050429,-18.1854329439253
41.3,-20.0657448405139,-19.7482640700376,-19.3502582109418,-18.0335765371279,-17.4634769661168,-18.1971450703636
41.4,-20.0939022193399,-19.7685363559574,-19.3674599123855,-18.0472163738638,-17.4759545195319,-18.2090611221394
41.5,-20.1224297208041,-19.7890900760082,-19.3849141106804,-18.0610740269309,-17.488638948195,-18.2211815117411
41.6,-20.1513300049661,-19.8099265284806,-19.4026217848739,-18.075150097637,-17.5015307414846,-18.2335066568788
41.7,-20.1806057778938,-19.8310470292312,-19.4205839267937,-18.0894451959549,-17.5146303953247,-18.2460369805475
41.8,-20.2102597927484,-19.852452911993,-19.438801541254,-18.1039599406458,-17.5279384122596,-18.2587729110904
41.9,-20.2402948509016,-19.8741455286949,-19.4572756462673,-18.1186949593829,-17.5414553015314,-18.2717148822657
42,-20.2707138030881,-19.8961262497867,-19.4760072732626,-18.1336508888792,-17.5551815791593,-18.2848633333139
42.1,-20.3015195505904,-19.9183964645735,-19.4949974673074,-18.148828375018,-17.5691177680201,-18.2982187090273
42.2,-20.3327150464611,-19.9409575815584,-19.5142472873375,-18.1642280729853,-17.5832643979311,-18.3117814598217
42.3,-20.3643032967811,-19.9638110287921,-19.533757806391,-18.1798506474054,-17.597622005735,-18.3255520418091
42.4,-20.3962873619563,-19.9869582542319,-19.5535301118488,-18.1956967724798,-17.6121911353859,-18.3395309168727
42.5,-20.4286703580531,-20.0104007261083,-19.5735653056813,-18.2117671321276,-17.6269723380378,-18.3537185527432
42.6,-20.4614554581747,-20.0341399333012,-19.5938645047003,-18.22806242013,-17.6419661721348,-18.3681154230774
42.7,-20.4946478969337,-20.0581788552095,-19.6144301461291,-18.2445844498133,-17.6571742513958,-18.3827230379277
42.8,-20.5282510141572,-20.0825190455714,-19.6352633940161,-18.2613339455706,-17.6725971575001,-18.3975418901393
42.9,-20.5622661772878,-20.1071605960578,-19.6563641119294,-18.2783105258521,-17.6882344264019,-18.4125714437567
43,-20.5966968040269,-20.1321050827165,-19.6777334791547,-18.2955149256836,-17.7040866468641,-18.427812197138
43.1,-20.6315463767099,-20.1573541042693,-19.6993726911859,-18.3129478907204,-17.7201544154213,-18.443264654988
43.2,-20.6668184439564,-20.1829092825419,-19.7212829600152,-18.3306101774089,-17.736438336482,-18.458929328447
43.3,-20.7025166223724,-20.208772262903,-19.7434655144309,-18.3485025531507,-17.7529390224307,-18.474806735181
43.4,-20.7386445983045,-20.2349447147126,-19.7659216003214,-18.3666257964698,-17.7696570937337,-18.4908973994741
43.5,-20.7752061296497,-20.2614283317801,-19.7886524809863,-18.3849806971822,-17.7865931790452,-18.507201852322
43.6,-20.8122050477201,-20.2882248328328,-19.8116594374541,-18.4035680565695,-17.8037479153161,-18.523720631528
43.7,-20.8496452591677,-20.3153359619933,-19.8349437688074,-18.4223886875542,-17.8211219479049,-18.5404542817996
43.8,-20.8875307479683,-20.3427634892683,-19.8585067925156,-18.4414434148798,-17.8387159306892,-18.5574033548481
43.9,-20.9258655774697,-20.3705092110466,-19.8823498447738,-18.4607330752919,-17.8565305261806,-18.5745684094889
44,-20.9646538925032,-20.3985749506076,-19.9064742808502,-18.4802585177246,-17.87456640564,-18.5919500117436
44.1,-21.003899921564,-20.4269625586414,-19.9308814754405,-18.5000206034883,-17.892824249196,-18.6095487349442
44.2,-21.0436079790603,-20.4556739137786,-19.9555728230306,-18.5200202064612,-17.9113047459645,-18.6273651598393
44.3,-21.0837824676358,-20.4847109231308,-19.9805497382659,-18.5402582132848,-17.9300085941696,-18.6453998747005
44.4,-21.1244278805665,-20.5140755228439,-20.0058136563302,-18.5607355235617,-17.948936501268,-18.6636534754325
44.5,-21.1655488042364,-20.54376967866,-20.0313660333311,-18.5814530500568,-17.9680891840735,-18.6821265656832
44.6,-21.2071499206933,-20.5737953864931,-20.0572083466949,-18.6024117189022,-17.9874673688845,-18.7008197569566
44.7,-21.2492360102897,-20.6041546730152,-20.0833420955688,-18.6236124698056,-18.0070717916129,-18.719733668727
44.8,-21.2918119544104,-20.6348495962542,-20.109768801233,-18.6450562562611,-18.0269031979152,-18.738868928555
44.9,-21.3348827382908,-20.6658822462038,-20.1364900075198,-18.666744045765,-18.046962343325,-18.7582261722048
45,-21.3784534539306,-20.6972547454462,-20.163507281243,-18.6886768200335,-18.067249993388,-18.7778060437642
45.1,-21.4225293031046,-20.7289692497859,-20.1908222126357,-18.7108555752251,-18.0877669237984,-18.7976091957656
45.2,-21.4671206575245,-20.7610313449296,-20.2184393657271,-18.733283753604,-18.1085161838162,-18.8176384913118
45.3,-21.5122279976109,-20.7934399024879,-20.2463574609876,-18.7559599694679,-18.1294963220876,-18.8378924112394
45.4,-21.5578568770481,-20.8261971828817,-20.274578162343,-18.7788852641054,-18.1507081458952,-18.8583716344118
45.5,-21.6040129725372,-20.8593054824447,-20.3031031590024,-18.8020606941805,-18.1721524732411,-18.879076848645
45.6,-21.6507020873646,-20.8927671341245,-20.3319341659443,-18.8254873319735,-18.1938301329942,-18.9000087508363
45.7,-21.6979301551,-20.9265845081945,-20.3610729244125,-18.8491662656258,-18.2157419650378,-18.9211680470975
45.8,-21.7457032434218,-20.9607600129816,-20.3905212024238,-18.8730985993882,-18.237888820421,-18.9425554528881
45.9,-21.7940275580811,-20.9952960956065,-20.4202807952852,-18.8972854538735,-18.2602715615103,-18.9641716931514
46,-21.8429094470056,-21.0301952427398,-20.4503535261227,-18.921727966313,-18.2828910621448,-18.986017502452
46.1,-21.8923554045534,-21.0654599813701,-20.4807412464207,-18.9464272908176,-18.3057482077927,-19.0080936251155
46.2,-21.9423720759202,-21.1010928795893,-20.5114458365731,-18.971384598642,-18.3288438957096,-19.03040081537
46.3,-21.9929662617086,-21.1370965473912,-20.5424692064461,-18.9966010784547,-18.3521790351,-19.0529398374895
46.4,-22.0441449226659,-21.1734736374853,-20.5738132959527,-19.0220779366112,-18.3757545472794,-19.0757114659396
46.5,-22.0959151845979,-21.2102268461264,-20.605480075639,-19.047816397432,-18.3995713658402,-19.0987164855249
46.6,-22.1482843434675,-21.2473589139597,-20.6374715472843,-19.0738177034853,-18.4236304368185,-19.1219556915389
46.7,-22.2012598706852,-21.2848726268806,-20.6697897445125,-19.1000831158742,-18.4479327188636,-19.1454298899152
46.8,-22.2548494186015,-21.3227708169124,-20.7024367334176,-19.1266139145283,-18.4724791834103,-19.1691398973818
46.9,-22.3090608262097,-21.3610563630984,-20.7354146132014,-19.1534113985009,-18.4972708148522,-19.193086541617
47,-22.3639021250703,-21.3997321924113,-20.7687255168272,-19.1804768862696,-18.522308610718,-19.2172706614077
47.1,-22.4193815454656,-21.4388012806792,-20.8023716116846,-19.2078117160437,-18.5475935818512,-19.2416931068099
47.2,-22.4755075227966,-21.4782666535284,-20.836355100271,-19.2354172460754,-18.5731267525897,-19.2663547393116
47.3,-22.5322887042341,-21.518131387343,-20.8706782208878,-19.2632948549767,-18.5989091609505,-19.291256431998
47.4,-22.5897339556353,-21.5583986102422,-20.9053432483501,-19.2914459420413,-18.6249418588145,-19.3163990697188
47.5,-22.6478523687398,-21.5990715030751,-20.9403524947137,-19.3198719275718,-18.6512259121157,-19.3417835492588
47.6,-22.7066566609989,-21.6401553209737,-20.9757100205821,-19.3485756149884,-18.6777636438224,-19.3674119739763
47.7,-22.7661565402356,-21.6816534015444,-21.011418249756,-19.3775584890382,-18.7045561645471,-19.3932852785109
47.8,-22.8263584829307,-21.7235670868519,-21.0474779125926,-19.4068206809655,-18.7316033464295,-19.4194032068179
47.9,-22.8872725699677,-21.7658997806118,-21.083891478867,-19.4363636991412,-18.7589063139755,-19.4457667055367
48,-22.9489091491285,-21.8086549445516,-21.1206614595069,-19.4661890746812,-18.786466206733,-19.472376734138
48.1,-23.0112788443011,-21.8518360995164,-21.1577904074217,-19.4962983618087,-18.8142841794947,-19.4992342651096
48.2,-23.0743925650796,-21.89544682659,-21.1952809183519,-19.5266931382239,-18.8423614025062,-19.5263402841458
48.3,-23.1382615167843,-21.9394907682373,-21.2331356317366,-19.5573750054779,-18.8706990616759,-19.5536957903393
48.4,-23.2028972109144,-21.9839716294648,-21.2713572316023,-19.588345589356,-18.8992983587879,-19.5813017963764
48.5,-23.2683114760673,-22.0288931789988,-21.3099484474705,-19.6196065402655,-18.9281605117182,-19.6091593287356
48.6,-23.3345164693399,-22.0742592504838,-21.348912055288,-19.6511595336309,-18.9572867546537,-19.6372694278884
48.7,-23.4015246882449,-22.1200737436992,-21.3882508783772,-19.6830062702969,-18.9866783383143,-19.6656331485053
48.8,-23.4693489831655,-22.1663406257948,-21.4279677884102,-19.7151484769376,-19.0163365301785,-19.6942515596632
48.9,-23.5380025703822,-22.2130639325452,-21.468065706405,-19.7475879064731,-19.0462626147118,-19.723125745057
49,-23.6074990457014,-22.2602477696222,-21.5085476037448,-19.7803263384947,-19.076457893599,-19.7522568032158
