"Freq [GHz]","dB(St(2,1)) [] - gpillar_r='1um'","dB(St(2,1)) [] - gpillar_r='3um'","dB(St(2,1)) [] - gpillar_r='5um'","dB(St(2,1)) [] - gpillar_r='7um'","dB(St(2,1)) [] - gpillar_r='9um'","dB(St(2,1)) [] - gpillar_r='10um'"
4.2,-0.116216324654915,-0.103154157406777,-0.102289021657062,-0.103398807338606,-0.10187122576658,-0.100703318019179
4.3,-0.116601630015384,-0.10352334599181,-0.102664837761158,-0.103791157908821,-0.102273896623353,-0.101078849113023
4.4,-0.116989351465798,-0.103894702026472,-0.103042360612213,-0.104185230474836,-0.102678847859452,-0.101456554436422
4.5,-0.117379922886537,-0.104268623927939,-0.103422000733429,-0.104581516910316,-0.103086477622696,-0.101836854078982
4.6,-0.117773731871854,-0.104645467961674,-0.103804128288403,-0.104980459095845,-0.103497157524613,-0.102220124593685
4.7,-0.118171125357833,-0.10502555356255,-0.104189078483237,-0.105382454833825,-0.103911235085939,-0.102606704305666
4.8,-0.118572414460396,-0.105409167886535,-0.10457715604075,-0.105787862958907,-0.104329035182047,-0.102996897864918
4.9,-0.118977878643557,-0.105796569709569,-0.104968638900181,-0.106197007762683,-0.104750860933194,-0.103390980159448
5,-0.119387769318885,-0.106187992771951,-0.105363781277325,-0.106610182833007,-0.105176994352456,-0.103789199686749
5.1,-0.119802312960984,-0.106583648651234,-0.105762816202226,-0.107027654392651,-0.105607696948555,-0.104191781465775
5.2,-0.120221713810542,-0.106983729233893,-0.106165957634441,-0.107449664209143,-0.106043210390857,-0.104598929558524
5.3,-0.120646156225107,-0.107388408845181,-0.106573402239947,-0.107876432136703,-0.106483757280035,-0.105010829259422
5.4,-0.121075806728563,-0.107797846087717,-0.106985330898859,-0.108308158341829,-0.106929542027301,-0.105427649001463
5.5,-0.1215108158022,-0.108212185431682,-0.107401910000241,-0.108745025256554,-0.107380751823038,-0.105849542020454
5.6,-0.121951319453954,-0.108631558593133,-0.107823292568516,-0.109187199296649,-0.107837557665368,-0.106276647812228
5.7,-0.122397440596604,-0.109056085731483,-0.108249619256602,-0.109634832376717,-0.108300115417831,-0.106709093412248
5.8,-0.122849290261258,-0.109485876492634,-0.108681019232584,-0.110088063249314,-0.108768566868122,-0.107146994522608
5.9,-0.123306968668448,-0.109921030920292,-0.109117610980432,-0.110547018691469,-0.109243040764802,-0.10759045650755
6,-0.12377062500127,-0.110361694546208,-0.109559555962909,-0.111011872851242,-0.109723715034314,-0.108039631586116
6.1,-0.124240283176278,-0.110807897674501,-0.110006902237208,-0.111482675168885,-0.110210635903933,-0.108494552209128
6.2,-0.124716016038835,-0.111259715767367,-0.110459740157151,-0.111959522131472,-0.110703898509051,-0.108955297430253
