"Freq [GHz]","dB(St(2,1)) [] - gpillar_r='1um'","dB(St(2,1)) [] - gpillar_r='3um'","dB(St(2,1)) [] - gpillar_r='5um'","dB(St(2,1)) [] - gpillar_r='7um'","dB(St(2,1)) [] - gpillar_r='9um'","dB(St(2,1)) [] - gpillar_r='10um'"
6.3,-0.125197888848025,-0.111717217374122,-0.110918152008005,-0.112442501853395,-0.111203588627884,-0.109421938973848
6.4,-0.125685959869102,-0.112180464618065,-0.111382212539896,-0.112931694744845,-0.111709783438816,-0.109894541791584
6.5,-0.12618028090406,-0.112649513631914,-0.111851989464843,-0.113427174112798,-0.112222552215205,-0.110373164562733
6.6,-0.126680897767983,-0.113124414948821,-0.112327543920203,-0.113929006702698,-0.112741956960269,-0.110857860145057
6.7,-0.127187850717536,-0.113605213855123,-0.112808930900683,-0.114437253187747,-0.113268052985507,-0.111348675982104
6.8,-0.127701174837242,-0.114091950709864,-0.113296199660948,-0.114951968612018,-0.113800889436641,-0.111845654472213
6.9,-0.128220900388397,-0.114584661235488,-0.113789394090475,-0.115473202792659,-0.114340509771151,-0.112348833303469
7,-0.128747053124815,-0.115083376783271,-0.114288553062238,-0.116001000685866,-0.114886952191734,-0.112858245758467
7.1,-0.1292796545791,-0.115588124576615,-0.1147937107568,-0.116535402720665,-0.115440250039642,-0.11337392099226
7.2,-0.129818722322559,-0.116098927934771,-0.115304896963088,-0.11707644510412,-0.116000432151815,-0.113895884286302
7.3,-0.130364270201597,-0.116615806479211,-0.115822137357386,-0.117624160100998,-0.116567523185428,-0.11442415728093
7.4,-0.130916308552948,-0.117138776324399,-0.116345453761766,-0.118178576290791,-0.117141543913156,-0.114958758188557
7.5,-0.131474844399929,-0.117667850254652,-0.116874864383282,-0.118739718804369,-0.11772251149222,-0.115499701989505
7.6,-0.1320398816315,-0.118203037888288,-0.117410384035114,-0.119307609542558,-0.118310439710019,-0.11604700061216
7.7,-0.132611421165784,-0.118744345830255,-0.117952024340852,-0.119882267378469,-0.118905339208787,-0.116600663098889
7.8,-0.133189461099483,-0.119291777814113,-0.118499793922977,-0.120463708345307,-0.119507217691619,-0.117160695759126
7.9,-0.133773996844371,-0.119845334834303,-0.119053698576621,-0.121051945811156,-0.120116080111843,-0.117727102310575
8,-0.134365021252038,-0.120405015269236,-0.119613741429468,-0.121646990642114,-0.120731928847588,-0.118299884009788
8.1,-0.134962524727773,-0.120970814995937,-0.120179923088762,-0.122248851355034,-0.121354763863194,-0.118879039772778
8.2,-0.135566495334507,-0.121542727496664,-0.120752241776161,-0.122857534260843,-0.121984582858976,-0.119464566286623
8.3,-0.136176918887381,-0.122120743957987,-0.12133069345115,-0.12347304359959,-0.122621381410653,-0.120056458112652
8.4,-0.136793810502045,-0.122704883166313,-0.121915301917239,-0.124095415145005,-0.123265187241621,-0.120654738902206
8.5,-0.137417151453319,-0.123295131766911,-0.122506058790261,-0.124724649353625,-0.123915991916511,-0.121259399081666
8.6,-0.138046889690828,-0.123891444660712,-0.123102923791758,-0.125360711471773,-0.124573751159201,-0.121870396162609
8.7,-0.138683002766981,-0.124493804650041,-0.123705884807947,-0.126003598627058,-0.12523845323222,-0.122487717039363
8.8,-0.139325466341947,-0.125102192637527,-0.124314927930005,-0.126653306458551,-0.125910084858838,-0.123111346892067
8.9,-0.13997425423304,-0.125716587685983,-0.124930037518714,-0.127309829217931,-0.126588631322796,-0.123741269249848
9,-0.140629338457853,-0.126336967072506,-0.125551196260196,-0.127973159867182,-0.127274076564642,-0.124377466048514
9.1,-0.141290689271104,-0.126963306336919,-0.126178385212743,-0.128643290173382,-0.127966403275352,-0.125019917683036
9.2,-0.141958275195529,-0.127595579324556,-0.126811583844511,-0.129320210801042,-0.128665592987974,-0.125668603054927
9.3,-0.142632063046736,-0.128233758223542,-0.127450770061898,-0.130003911402464,-0.129371626168189,-0.126323499614652
9.4,-0.143312017952103,-0.128877813596494,-0.128095920228021,-0.130694380706481,-0.130084482304398,-0.126984583399086
9.5,-0.143998103363733,-0.129527714406683,-0.128747009170834,-0.131391606606005,-0.130804139998236,-0.127651829064069
9.6,-0.1446902810653,-0.130183428038565,-0.12940401018,-0.132095576244724,-0.131530577056345,-0.128325209911965
9.7,-0.145388511172758,-0.130844920312662,-0.13006689499159,-0.132806276103352,-0.132263770584225,-0.129004697914171
9.8,-0.146092752128656,-0.13151215549458,-0.130735633759281,-0.133523692085607,-0.133003697083254,-0.129690263728348
9.9,-0.146802960689961,-0.132185096298093,-0.131410195010581,-0.134247809604362,-0.133750332551783,-0.130381876710185
10,-0.147519091908965,-0.13286370388203,-0.132090545586221,-0.13497861366811,-0.134503652591675,-0.131079504919388
10.1,-0.148241099107084,-0.133547937840782,-0.132776650560405,-0.135716088968045,-0.135263632521394,-0.131783115119429
10.2,-0.148968933841091,-0.134237756188051,-0.133468473139271,-0.136460219965851,-0.13603024749736,-0.132492672770662
10.3,-0.149702545861377,-0.134933115333568,-0.134165974534266,-0.137210990982435,-0.136803472645111,-0.133208142016123
10.4,-0.15044188306174,-0.1356339700524,-0.134869113806584,-0.137968386287547,-0.137583283202377,-0.133929485659295
10.5,-0.151186891420112,-0.136340273446247,-0.135577847678005,-0.138732390190451,-0.138369654676281,-0.134656665132941
10.6,-0.151937514929668,-0.137051976896423,-0.136292130302661,-0.139502987131362,-0.139162563017374,-0.135389640457977
10.7,-0.152693695519507,-0.137769030007736,-0.137011912993132,-0.140280161773604,-0.139961984813681,-0.136128370191092
10.8,-0.153455372964307,-0.138491380542709,-0.137737143893067,-0.141063899096048,-0.140767897508429,-0.136872811359519
10.9,-0.15422253743208,-0.139219025206061,-0.13846781988348,-0.141854248544682,-0.141580342875799,-0.137622974490439
11,-0.154995070124461,-0.13995185585559,-0.139203828001327,-0.142651131685614,-0.142399237256109,-0.138378757262616
11.1,-0.155772903612214,-0.140689814161457,-0.139945104088761,-0.143454535012275,-0.143224562331206,-0.139140111511659
11.2,-0.15655596781602,-0.141432839571159,-0.140691578735103,-0.144264445695927,-0.144056301863805,-0.139906987107538
11.3,-0.157344189846564,-0.142180869182072,-0.1414431764993,-0.145080851666736,-0.144894442123009,-0.140679331789219
11.4,-0.158137493827835,-0.142933837598679,-0.142199814991084,-0.145903741687681,-0.145738972378037,-0.141457090968647
11.5,-0.158935800702733,-0.14369167677327,-0.142961403786556,-0.146733105418584,-0.146589885473801,-0.142240207499055
11.6,-0.159739028020129,-0.144454315828869,-0.143727843150705,-0.147568933466749,-0.147447178505081,-0.14302862140124
11.7,-0.160547089702633,-0.14522168086313,-0.144499022535625,-0.148411217420012,-0.14831085360989,-0.143822269540425
11.8,-0.161359895794547,-0.145993694731935,-0.145274818820011,-0.149259949856801,-0.149180918907411,-0.144621085244725
11.9,-0.162177352189853,-0.146770276811491,-0.146055094252902,-0.150115124326796,-0.15005738961197,-0.14542499785452
12,-0.162999360340625,-0.147551342737911,-0.146839694063612,-0.150976735294196,-0.15094028936227,-0.146233932189851
12.1,-0.163825816946729,-0.148336804123359,-0.14762844370141,-0.151844778034064,-0.151829651814885,-0.147047807920333
12.2,-0.164656613628866,-0.149126568248344,-0.148421145674938,-0.152719248470047,-0.152725522563478,-0.147866538818961
12.3,-0.165491636588009,-0.14992053773017,-0.149217575975011,-0.1536001429398,-0.153627961461462,-0.148690031877358
12.4,-0.166330766256055,-0.15071861016832,-0.150017480089779,-0.154487457871486,-0.154537045446204,-0.149518186255409
12.5,-0.167173876944486,-0.151520677768669,-0.150820568663598,-0.155381189352073,-0.155452871989789,-0.150350892032763
12.6,-0.168020836500733,-0.152326626949724,-0.151626512918562,-0.156281332564784,-0.156375563335533,-0.15118802872311
12.7,-0.168871505985236,-0.153136337936116,-0.15243494006078,-0.157187881069531,-0.157305271724137,-0.152029463504255
12.8,-0.169725739386742,-0.153949684347136,-0.153245429045357,-0.158100825896612,-0.158242185870731,-0.152875049107972
12.9,-0.170583383398819,-0.1547665327914,-0.15405750728977,-0.159020154420219,-0.15918653902827,-0.153724621302917
13,-0.171444277287371,-0.155586742483149,-0.15487064921992,-0.159945848975209,-0.160138619067363,-0.154577995892004
13.1,-0.172308252887459,-0.156410164901355,-0.155684277917085,-0.160877885177879,-0.161098781122582,-0.155434965132485
13.2,-0.173175134777538,-0.157236643519845,-0.156497771601966,-0.161816229910437,-0.162067463502802,-0.156295293473553
13.3,-0.174044753122417,-0.158066026974979,-0.157310470098001,-0.162760869357271,-0.163045255395061,-0.157158726152024
13.4,-0.174916916744041,-0.158898139794828,-0.158121703272179,-0.16371174426651,-0.164032838727223,-0.158024950804031
13.5,-0.175791418815723,-0.159732786783793,-0.158930844368693,-0.164668748024719,-0.165031004667846,-0.158893597622468
13.6,-0.176668062563248,-0.160569779493717,-0.159737345186808,-0.16563178372423,-0.166040790175524,-0.159764257484561
13.7,-0.177546650223761,-0.161408922993513,-0.160540809505103,-0.166600729318223,-0.167063482288738,-0.160636457321504
13.8,-0.178426986120535,-0.16225001732307,-0.161341078269683,-0.167575433100382,-0.168100675821511,-0.161509649426919
13.9,-0.179308880668247,-0.163092859616284,-0.162138324610025,-0.168555708899089,-0.169154337516631,-0.162383199784163
14,-0.18019215546555,-0.163937247064255,-0.162933146685741,-0.169541331144571,-0.170226868176065,-0.163256375942819
14.1,-0.181076649623437,-0.164782980912577,-0.163726639740194,-0.170532030042596,-0.171321141543996,-0.16412833549415
14.2,-0.181962227450436,-0.16562987170415,-0.164520424017964,-0.171527487176047,-0.17244047295517,-0.164998117020231
14.3,-0.182848787560279,-0.166477745984303,-0.165316605750633,-0.172527331950344,-0.173588421609092,-0.165864636650234
14.4,-0.183736273376047,-0.167326454669877,-0.166117657216876,-0.173531139391873,-0.174768244107896,-0.166726695190005
14.5,-0.184624684866898,-0.168175883236945,-0.166926219353386,-0.17453842988589,-0.175981687667993,-0.167583003301436
14.6,-0.185514091163918,-0.169025963788999,-0.167744852509679,-0.175548671482739,-0.177226684397285,-0.168432235338961
14.7,-0.186404643458277,-0.169876688913035,-0.168575779584974,-0.176561285385823,-0.178493593144377,-0.169273125748552
14.8,-0.187296587297991,-0.170728127000566,-0.169420672265518,-0.177575655136815,-0.179760473297505,-0.17010462414523
14.9,-0.18819027309245,-0.17158043839516,-0.170280521233132,-0.178591139813093,-0.18099017392426,-0.170926123723203
15,-0.189086163350179,-0.172433891330245,-0.171155608474988,-0.179607091239195,-0.18213507798149,-0.171737768222063
15.1,-0.189984834978928,-0.173288876165575,-0.172045573564429,-0.180622874797499,-0.183154200247438,-0.172540819812253
15.2,-0.190886974948396,-0.174145915972237,-0.172949545974012,-0.181637892937162,-0.184036072158833,-0.173338030214365
15.3,-0.191793367837686,-0.175005671146528,-0.173866307605544,-0.18265160998604,-0.184808274445593,-0.174133904517481
15.4,-0.192704874328174,-0.175868935579585,-0.174794453199823,-0.183663576451948,-0.185522860952271,-0.174934702563422
15.5,-0.193622400573579,-0.17673662211822,-0.175732526522957,-0.184673450749245,-0.186231114766129,-0.175748026576462
15.6,-0.194546859524835,-0.177609735752131,-0.176679121912964,-0.18568101628448,-0.186967570609176,-0.176581937555091
15.7,-0.19547912655734,-0.178489334212828,-0.177632950244934,-0.186686192123422,-0.187748251516837,-0.177443727482373
15.8,-0.196420083759287,-0.179376561188682,-0.178592924423884,-0.18768901494907,-0.188576706620853,-0.17833902211216
15.9,-0.197370312570766,-0.180272353770744,-0.179558005078906,-0.188689703281126,-0.189448810911475,-0.179269852794597
16,-0.198330303742737,-0.18117759368033,-0.180527382868794,-0.189688572473568,-0.190358502029451,-0.180235456924248
16.1,-0.199300353790458,-0.182092986793263,-0.181500394497229,-0.190686038935027,-0.191299488699211,-0.181232495599976
16.2,-0.200280551656576,-0.183019017363626,-0.182476504714796,-0.191682596352705,-0.192266157061832,-0.1822559634796
16.3,-0.201270779690621,-0.183955918536333,-0.183455287027906,-0.192678789609168,-0.193253830530585,-0.18330018106578
16.4,-0.202270728106569,-0.184903662433106,-0.184436405074814,-0.193675188557793,-0.194258743424097,-0.184359610475503
16.5,-0.203279920536282,-0.185861970303721,-0.185419595733869,-0.19467236355899,-0.195277912147618,-0.185429379528868
16.6,-0.204297747263926,-0.186830340454817,-0.186404654425699,-0.195670864228958,-0.19630898707348,-0.186505522707679
16.7,-0.20532350232454,-0.187808089497121,-0.187391422695244,-0.196671202315759,-0.197350117826861,-0.187585012376141
16.8,-0.206356420846566,-0.188794401273778,-0.188379777946589,-0.197673839085823,-0.198399841625074,-0.188665666069932
16.9,-0.207395713663494,-0.189788377737772,-0.1893696250984,-0.198679177148002,-0.199456994777938,-0.189745999405441
17,-0.208440597109815,-0.190789086853406,-0.19036088989026,-0.199687556301694,-0.200520644127148,-0.190825069879471
17.1,-0.209490316852923,-0.19179560396001,-0.191353513571478,-0.200699252782177,-0.201590034522898,-0.191902335685254
17.2,-0.210544165443207,-0.192807044576333,-0.192347448726199,-0.20171448117916,-0.202664548766425,-0.192977539156173
17.3,-0.211601493902917,-0.193822588031622,-0.193342656018847,-0.202733398300774,-0.203743677073338,-0.194050616065486
17.4,-0.212661718091946,-0.194841492396949,-0.194339101677162,-0.203756108316114,-0.20482699374646,-0.195121627977518
17.5,-0.213724320803336,-0.195863101891581,-0.19533675556118,-0.204782668608375,-0.205914139291152,-0.196190713433272
17.6,-0.214788850593936,-0.196886848280774,-0.196335589694292,-0.20581309588481,-0.207004806639848,-0.197258053709024
17.7,-0.215854918296286,-0.197912247841746,-0.197335577156704,-0.206847372203643,-0.20809873048632,-0.198323849437605
17.8,-0.216922192032832,-0.198938895346668,-0.198336691261502,-0.207885450680834,-0.209195678981989,-0.199388305106524
17.9,-0.217990391400236,-0.199966456282296,-0.199338904950061,-0.208927260726355,-0.210295447234333,-0.200451619144364
18,-0.21905928133557,-0.200994658260619,-0.200342190356983,-0.209972712728475,-0.211397852187207,-0.201513977897099
18.1,-0.220128666034351,-0.202023282317885,-0.20134651850519,-0.211021702156353,-0.21250272856651,-0.202575552263214
18.2,-0.221198384134813,-0.203052155113727,-0.202351863908546,-0.212074129252451,-0.21360993634445,-0.20363649369388
18.3,-0.222268299867269,-0.204081138644408,-0.20335819434694,-0.213129867808248,-0.214719334911312,-0.204696940330703
18.4,-0.223338301375795,-0.20511012648498,-0.204365471556389,-0.214188770693776,-0.215830784284638,-0.205757014073598
18.5,-0.224408297410232,-0.2061390377152,-0.205373660684312,-0.215250703729622,-0.216944163993837,-0.206816817433112
18.6,-0.225478212074688,-0.207167810607824,-0.206382725331521,-0.216315530562559,-0.218059360365473,-0.207876437627649
18.7,-0.226547981705687,-0.208196398305261,-0.20739262757733,-0.217383113972898,-0.219176265415237,-0.20893594772376
18.8,-0.227617552228998,-0.209224765219513,-0.208403328020626,-0.218453316900481,-0.220294775938543,-0.209995407807458
18.9,-0.228686876944513,-0.210252884070588,-0.209414785832011,-0.219526003235147,-0.221414792761152,-0.211054866134219
19,-0.229755914687346,-0.211280733477685,-0.210426958813123,-0.220601038412086,-0.222536220119002,-0.212114360225969
19.1,-0.230824628314878,-0.212308296021293,-0.211439803460408,-0.221678289847466,-0.22365896514324,-0.213173917897528
19.2,-0.231892983472842,-0.213335556701368,-0.212453275031085,-0.222757627244585,-0.224782937430841,-0.214233558204213
19.3,-0.232960947598129,-0.214362501724941,-0.213467327609818,-0.223838922796021,-0.225908048685587,-0.215293292308313
19.4,-0.234028489120474,-0.215389117565248,-0.21448191417483,-0.224922051303627,-0.22703421241678,-0.216353124265939
19.5,-0.235095576830274,-0.216415390242521,-0.215496986662723,-0.226006890233794,-0.228161343685717,-0.217413051738055
19.6,-0.236162179383977,-0.217441304784555,-0.216512496031344,-0.227093319723006,-0.229289358891762,-0.218473066630687
19.7,-0.237228264922841,-0.218466844831857,-0.217528392320375,-0.228181222545537,-0.230418175591375,-0.219533155670025
19.8,-0.238293800784624,-0.219491992358246,-0.218544624709347,-0.229270484052968,-0.231547712344663,-0.220593300918033
19.9,-0.239358753290733,-0.220516727482881,-0.219561141572966,-0.230360992093527,-0.232677888584988,-0.221653480234466
20,-0.240423087594595,-0.22154102835416,-0.220577890533769,-0.231452636917246,-0.233808624508034,-0.222713667690462
20.1,-0.2414867675792,-0.222564871089586,-0.221594818511925,-0.232545311072087,-0.234939840977167,-0.223773833938898
20.2,-0.242549755793853,-0.223588229758609,-0.222611871772508,-0.233638909294716,-0.236071459442735,-0.224833946545982
20.3,-0.243612013422078,-0.224611076398301,-0.223628995970038,-0.234733328399086,-0.237203401873055,-0.225893970288389
20.4,-0.244673500273897,-0.225633381053377,-0.224646136190641,-0.235828467164961,-0.238335590695497,-0.226953867419643
20.5,-0.245734174797073,-0.226655111834152,-0.225663236991777,-0.236924226228196,-0.239467948746017,-0.228013597909166
20.6,-0.246793994102888,-0.227676234987123,-0.226680242439718,-0.238020507974038,-0.240600399226145,-0.229073119656994
20.7,-0.247852904744601,-0.22869670830812,-0.227697094105867,-0.239117219700046,-0.241732865082831,-0.230132385766755
20.8,-0.248910869639919,-0.2297165004783,-0.228713736117283,-0.240214261932437,-0.242865269267308,-0.231191352572117
20.9,-0.249967842107871,-0.230735572603883,-0.229730111260816,-0.24131154174488,-0.243997535884887,-0.232249972809168
21,-0.251023774319151,-0.231753884270436,-0.230746161963123,-0.242408967574557,-0.245129589288149,-0.23330819781477
21.1,-0.252078617352805,-0.232771393630999,-0.231761830318794,-0.243506449139451,-0.246261354057918,-0.234365977654067
21.2,-0.253132321254113,-0.233788057492774,-0.23277705811688,-0.244603897360766,-0.247392754987328,-0.235423261235986
21.3,-0.254184835092795,-0.234803831401514,-0.233791786866018,-0.245701224290481,-0.248523717068362,-0.236479996418028
21.4,-0.255236107020803,-0.235818669723206,-0.23480595781831,-0.246798343043879,-0.249654165480912,-0.237536130101529
21.5,-0.256286084329243,-0.236832525722594,-0.235819511991931,-0.247895167736919,-0.250784025583697,-0.238591608318386
21.6,-0.257334713503997,-0.237845351638417,-0.236832390192662,-0.248991613428132,-0.251913222907021,-0.23964637631016
21.7,-0.258381940279825,-0.238857098755142,-0.237844533034385,-0.250087596064915,-0.253041683147088,-0.240700378600339
21.8,-0.259427709692654,-0.239867717471217,-0.23885588095859,-0.251183032433994,-0.254169332161693,-0.241753559060516
21.9,-0.260471966130064,-0.240877157363917,-0.239866374253036,-0.25227784011571,-0.255296095967093,-0.242805860971039
22,-0.2615146533798,-0.241885367250716,-0.240875953069569,-0.253371937442046,-0.25642190073603,-0.243857227076782
22.1,-0.262555714676307,-0.242892295247464,-0.241884557441201,-0.254465243458053,-0.257546672796636,-0.244907599638476
22.2,-0.263595092745257,-0.243897888823329,-0.242892127298479,-0.255557677886536,-0.258670338632229,-0.245956920480054
22.3,-0.264632729846233,-0.244902094852741,-0.243898602485215,-0.256649161095663,-0.259792824881859,-0.247005131032445
22.4,-0.265668567813385,-0.245904859664484,-0.244903922773628,-0.257739614069525,-0.260914058341532,-0.248052172374098
22.5,-0.266702548094333,-0.24690612908803,-0.245908027878917,-0.258828958381162,-0.262033965966049,-0.249097985268641
22.6,-0.267734611787253,-0.24790584849735,-0.246910857473375,-0.259917116168129,-0.263152474871365,-0.250142510199867
22.7,-0.268764699676262,-0.248903962852277,-0.247912351199992,-0.261004010110268,-0.26426951233748,-0.25118568740439
22.8,-0.269792752265198,-0.249900416737622,-0.248912448685622,-0.262089563409611,-0.265385005811741,-0.252227456902127
22.9,-0.270818709809838,-0.250895154400161,-0.249911089553811,-0.263173699772237,-0.266498882912545,-0.253267758524862
23,-0.271842512348662,-0.251888119783677,-0.250908213437219,-0.264256343391944,-0.267611071433442,-0.254306531942983
23.1,-0.272864088578027,-0.252879247321139,-0.251903751962018,-0.265337410881794,-0.268721490364843,-0.255343708606203
23.2,-0.273883377316874,-0.253868479629243,-0.252897643945776,-0.266416826295208,-0.269830066830601,-0.256379227061281
23.3,-0.274900328983989,-0.254855768898761,-0.253889836859053,-0.267494522913748,-0.270936737820016,-0.257413034431218
23.4,-0.275914883027531,-0.2558410581723,-0.254880270490847,-0.26857042676289,-0.272041431879772,-0.258445069977736
23.5,-0.276926978813856,-0.256824290340192,-0.255868884697279,-0.269644464296897,-0.273144077756692,-0.259475272914617
23.6,-0.277936555651037,-0.257805408166193,-0.256855619412357,-0.270716562391054,-0.2742446044034,-0.260503582426843
23.7,-0.278943552811499,-0.258784354311862,-0.257840414658583,-0.271786648334919,-0.275342940984221,-0.261529937688791
23.8,-0.279947909553728,-0.259761071359963,-0.258823210557284,-0.272854649826611,-0.27643901688121,-0.262554277881681
23.9,-0.28094956514318,-0.260735501836786,-0.259803947338876,-0.273920494968033,-0.277532761700392,-0.263576542210193
24,-0.281948458872409,-0.261707588233505,-0.260782565352894,-0.274984112260938,-0.278624105278148,-0.264596669918484
24.1,-0.282944530080464,-0.26267727302673,-0.261759005077938,-0.276045430603818,-0.279712977687708,-0.265614600305542
24.2,-0.283937718171647,-0.263644498698178,-0.262733207131412,-0.277104379289537,-0.280799309245829,-0.266630272739994
24.3,-0.284927962633604,-0.264609207753611,-0.263705112279271,-0.278160888003672,-0.281883030519578,-0.2676436266744
24.4,-0.285915203054873,-0.265571342741116,-0.264674661445516,-0.279214886823507,-0.282964072333216,-0.268654601659061
24.5,-0.286899379141862,-0.266530846268666,-0.265641795721695,-0.280266306217617,-0.284042365775219,-0.269663137355433
24.6,-0.287880430735345,-0.267487661021169,-0.26660645637628,-0.281315077046034,-0.285117842205394,-0.270669173549097
24.7,-0.288858297826475,-0.268441729776909,-0.267568584863926,-0.282361130560945,-0.286190433262082,-0.271672650162433
24.8,-0.289832920572359,-0.269392995423496,-0.268528122834753,-0.283404398407873,-0.287260070869476,-0.272673507266914
24.9,-0.290804239311259,-0.270341400973335,-0.269485012143464,-0.284444812627323,-0.288326687245005,-0.273671685095141
25,-0.291772194577357,-0.271286889578666,-0.270439194858446,-0.285482305656884,-0.289390214906817,-0.274667124052582
25.1,-0.292736727115236,-0.272229404546201,-0.271390613270822,-0.286516810333677,-0.29045058668132,-0.27565976472907
25.2,-0.293697777894012,-0.273168889351385,-0.272339209903448,-0.287548259897248,-0.291507735710846,-0.276649547910068
25.3,-0.294655288121137,-0.274105287652287,-0.273284927519859,-0.288576587992777,-0.292561595461326,-0.277636414587755
25.4,-0.29560919925597,-0.275038543303237,-0.274227709133205,-0.289601728674631,-0.293612099730061,-0.278620305971876
