"Freq [GHz]","dB(St(2,1)) []"
37.064,-0.269857054453449
37.162,-0.270133583746334
37.26,-0.270408556585728
37.358,-0.270681997310504
37.456,-0.270953930698728
37.554,-0.271224381968759
37.652,-0.271493376780266
37.75,-0.271760941235222
37.848,-0.272027101878908
37.946,-0.27229188570085
38.044,-0.272555320135755
38.142,-0.272817433064405
38.24,-0.273078252814507
38.338,-0.273337808161577
38.436,-0.273596128329713
38.534,-0.273853242992405
38.632,-0.274109182273292
38.73,-0.274363976746876
38.828,-0.274617657439239
38.926,-0.27487025582872
39.024,-0.275121803846532
39.122,-0.275372333877434
39.22,-0.275621878760255
39.318,-0.275870471788492
39.416,-0.276118146710843
39.514,-0.276364937731678
39.612,-0.276610879511553
39.71,-0.276856007167617
39.808,-0.277100356274053
39.906,-0.277343962862444
40.004,-0.277586863422145
40.102,-0.277829094900595
40.2,-0.278070694703625
40.298,-0.278311700695716
40.396,-0.278552151200245
40.494,-0.278792084999679
40.592,-0.279031541335775
40.69,-0.279270559909696
40.788,-0.279509180882151
40.886,-0.279747444873476
40.984,-0.279985392963683
41.082,-0.280223066692494
41.18,-0.280460508059325
41.278,-0.28069775952325
41.376,-0.280934864002942
41.474,-0.281171864876578
41.572,-0.281408805981686
41.67,-0.281645731615018
41.768,-0.281882686532297
41.866,-0.28211971594807
41.964,-0.282356865535406
42.062,-0.282594181425608
42.16,-0.282831710207899
42.258,-0.283069498929071
42.356,-0.283307595093103
42.454,-0.283546046660738
42.552,-0.283784902049039
42.65,-0.28402421013092
42.748,-0.284264020234577
42.846,-0.284504382143028
42.944,-0.28474534609344
43.042,-0.284986962776596
43.14,-0.285229283336184
43.238,-0.285472359368177
43.336,-0.285716242920058
43.434,-0.285960986490119
43.532,-0.28620664302667
43.63,-0.2864532659272
43.728,-0.286700909037578
43.826,-0.286949626651121
43.924,-0.287199473507705
44.022,-0.287450504792799
44.12,-0.287702776136515
44.218,-0.287956343612534
44.316,-0.288211263737115
44.414,-0.288467593467932
